Index,0 [FLOAT] [0x0],1 [FLOAT] [0x4],2 [FLOAT] [0x8],3 [FLOAT] [0xC],4 [USHORT] [0x18],5 [USHORT] [0x1A],6 [USHORT] [0x1C],7 [USHORT] [0x1E],8 [USHORT] [0x20],9 [USHORT] [0x22],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [FLOAT] [0x10],13 [FLOAT] [0x14],14 [USHORT] [0x28],15 [UBYTE] [0x2A],16 [BBOOL] [0x2C],17 [UBYTE] [0x2B]
269,1.0,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
270,1.0,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
271,1.0,1.0,1.0,1.0,200,600,66,200,66,167,0,0,3.0,3.0,0,0,false,1
272,1.0,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,false,1
273,1.0,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,false,1
274,2.5,4.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
275,1.0,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
276,5.3,6.0,4.0,3.0,200,600,100,100,83,83,0,0,3.0,3.0,0,1,false,1
277,5.5,10.0,4.0,4.0,200,500,80,143,80,143,0,0,3.0,3.0,0,1,false,2
278,1.0,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
279,0.4,0.6,0.7,1.0,200,500,66,67,66,67,0,0,3.0,3.0,0,1,false,1
280,5.0,6.0,3.2,3.0,200,500,67,100,67,100,0,0,3.0,3.0,0,1,false,2
281,1.0,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
282,3.0,3.0,3.2,2.0,200,500,66,154,66,154,0,0,3.0,3.0,0,1,false,2
283,1.0,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
284,5.0,5.0,4.5,2.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
285,1.0,2.0,1.2,1.2,200,500,100,100,100,100,70,70,0.7,3.0,0,1,false,2
286,1.5,3.0,1.3,1.3,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,1
287,1.6,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
288,12.0,16.0,7.5,8.0,200,500,71,100,71,100,0,0,3.0,3.0,0,1,false,2
289,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
290,1.1,1.2,0.9,0.8,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
291,1.0,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
292,1.0,1.0,1.0,1.0,320,900,100,100,100,100,10,10,3.0,3.0,25,1,false,1
293,9.0,15.0,4.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
294,5.0,1.0,3.0,3.0,200,500,67,67,67,67,0,0,3.0,3.0,0,1,false,1
295,4.5,10.0,5.0,4.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
296,4.0,4.0,2.8,2.5,200,500,100,100,100,100,60,60,0.7,3.0,60,1,false,1
297,16.0,15.0,12.0,15.0,800,3600,66,100,66,100,0,0,3.0,3.0,0,0,false,2
298,5.0,11.0,7.0,10.0,300,700,148,185,159,198,0,0,3.0,3.0,0,0,false,2
299,5.0,11.0,7.0,10.0,300,700,148,148,159,159,0,0,3.0,3.0,0,0,false,2
300,12.0,20.0,13.0,13.0,200,500,67,100,222,222,0,0,3.0,3.0,0,1,false,2
301,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
302,1.0,1.0,1.0,1.0,200,500,66,83,66,83,0,0,3.0,3.0,0,0,false,1
303,2.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
304,1.0,1.0,1.0,1.0,200,500,67,67,67,67,0,0,3.0,3.0,0,0,false,1
305,1.5,1.8,1.5,2.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,2
306,2.5,3.7,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,25,1,false,2
307,6.5,8.5,3.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,2
308,2.0,5.0,1.5,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
309,2.0,7.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
310,1.5,3.6,3.0,3.0,200,500,67,167,67,167,0,0,3.0,3.0,0,1,false,2
311,3.0,3.5,4.0,4.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,2
312,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,140,0,false,1
313,2.3,4.8,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
314,2.0,2.5,1.3,1.3,200,500,67,100,67,100,0,0,3.0,3.0,0,1,false,1
315,3.0,2.0,2.0,2.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
316,3.0,8.0,3.0,3.0,200,500,111,111,111,111,0,0,3.0,3.0,0,1,false,1
317,1.5,2.5,1.2,2.0,200,500,66,300,66,300,0,0,3.0,3.0,200,1,false,1
318,8.0,8.0,9.0,5.0,200,500,100,167,100,167,0,0,3.0,3.0,0,0,false,1
319,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,65,0,false,1
320,0.5,0.8,0.6,0.8,30,100,111,111,83,83,0,0,3.0,3.0,0,1,false,2
321,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
322,2.5,8.0,2.7,2.5,200,500,100,143,100,143,0,0,3.0,3.0,0,1,false,1
323,2.0,4.0,2.5,2.5,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
324,1.0,1.0,1.0,1.0,1200,1200,66,100,66,100,0,0,3.0,3.0,0,1,false,1
325,2.5,3.7,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,1,false,1
326,1.0,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
327,5.5,7.0,5.0,3.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
328,12.5,11.5,11.5,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
329,10.0,10.0,7.0,7.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
330,1.3,3.8,1.5,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,1
331,1.0,1.0,0.5,0.3,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
332,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
333,1.0,2.8,1.0,1.0,200,500,100,100,100,100,90,100,0.7,3.0,0,1,false,1
334,1.0,2.5,1.2,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
335,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,50,0,false,1
336,3.0,4.0,3.4,1.0,200,500,100,125,100,125,0,0,3.0,3.0,0,0,false,2
337,1.0,4.3,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,40,1,false,1
338,0.5,1.0,1.0,1.0,240,600,69,83,69,83,0,0,3.0,3.0,0,0,false,1
339,3.0,3.3,2.5,1.0,200,500,100,111,100,111,0,0,3.0,3.0,0,1,false,2
340,2.0,3.8,1.8,1.0,200,500,67,100,67,100,0,0,3.0,3.0,0,1,false,2
341,1.2,5.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,50,1,false,1
342,0.6,1.5,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,50,1,false,1
343,1.8,5.0,3.0,5.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,1
344,5.0,11.2,2.5,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
345,5.0,7.0,2.5,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
346,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
347,6.2,14.5,6.0,5.0,200,500,118,118,118,118,0,0,3.0,3.0,0,0,false,2
348,1.0,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
349,0.5,1.0,1.0,1.0,200,500,77,77,77,77,0,0,3.0,3.0,0,0,false,1
350,1.0,7.0,3.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
351,7.4,9.0,7.0,1.0,200,500,125,125,125,125,0,0,3.0,3.0,0,1,false,1
352,1.0,2.7,1.5,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,1
353,1.1,3.1,1.3,1.0,200,500,77,300,77,300,0,0,3.0,3.0,0,1,false,1
354,8.0,10.5,5.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
355,1.5,8.0,1.0,1.0,200,500,100,100,100,100,45,45,2.0,1.0,0,1,false,2
356,1.1,2.8,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,80,1,false,1
357,1.0,6.0,3.5,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
358,4.8,5.0,1.0,1.0,200,500,66,91,66,91,0,0,3.0,3.0,0,1,false,1
359,3.6,5.7,2.6,1.0,200,500,100,100,100,100,70,70,6.0,10.0,0,1,false,2
360,1.0,4.5,1.0,1.0,200,500,118,118,118,118,0,0,3.0,3.0,0,1,false,1
361,5.88,13.2,5.3,5.0,200,500,118,118,118,118,0,0,3.0,3.0,0,1,false,1
362,1.5,1.5,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
363,1.0,7.0,1.0,1.0,200,500,100,100,100,100,60,60,1.0,3.0,0,1,false,1
364,4.5,4.5,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,90,1,false,1
365,1.2,3.6,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,2
366,2.1,4.0,2.2,6.0,200,500,71,100,71,100,0,0,3.0,3.0,150,0,false,1
367,6.0,6.5,1.0,1.0,200,600,67,67,66,100,0,0,3.0,3.0,0,1,true,1
368,1.7,7.5,1.0,1.0,200,500,100,143,100,143,0,0,3.0,3.0,0,1,false,1
369,4.5,8.1,1.0,1.0,200,500,167,167,167,167,0,0,3.0,3.0,0,1,false,1
370,3.8,4.5,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
371,4.0,4.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
372,3.5,7.0,3.8,3.8,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,2
373,3.5,10.0,3.0,2.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
374,2.0,4.2,1.0,1.0,200,500,100,100,100,100,160,160,3.0,3.0,90,1,false,1
375,4.0,6.0,2.7,2.5,200,500,80,80,80,80,0,0,3.0,3.0,0,1,false,2
376,22.0,30.0,25.0,10.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,2
377,2.0,5.0,3.2,3.0,200,600,66,133,66,133,0,0,3.0,3.0,0,0,false,2
378,3.2,4.5,3.2,3.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
379,4.8,4.5,1.0,1.0,200,600,100,100,100,100,250,250,3.0,3.0,280,1,false,1
380,3.0,4.8,1.7,1.0,200,600,100,100,100,100,10,10,0.033,3.0,0,1,false,2
381,1.0,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
382,2.4,5.4,3.0,3.0,200,600,71,71,71,71,0,0,3.0,3.0,0,1,false,1
383,2.7,2.3,1.8,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,2
384,2.7,2.0,1.8,1.8,200,600,66,100,66,100,0,0,3.0,3.0,0,1,false,2
385,2.2,2.0,1.6,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,2
386,2.5,3.4,1.8,2.5,200,600,66,100,66,100,0,0,3.0,3.0,0,1,false,2
387,2.5,3.0,2.0,1.5,200,600,66,100,66,100,0,0,3.0,3.0,0,1,false,2
388,5.0,8.0,5.0,5.0,200,600,111,111,111,111,0,0,3.0,3.0,0,0,false,2
389,5.0,13.0,4.5,4.0,200,600,70,70,100,100,0,0,3.0,3.0,0,1,false,1
390,1.0,1.8,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,2
391,12.5,11.5,11.5,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
392,1.9,4.0,2.0,2.3,200,600,67,120,67,120,0,0,3.0,3.0,0,1,false,1
393,0.7,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
394,1.2,2.0,1.0,1.0,200,500,100,100,100,100,200,200,3.0,3.0,240,1,false,1
395,1.8,5.0,2.9,3.0,200,600,100,250,100,100,0,0,3.0,3.0,0,0,false,2
396,4.8,3.0,2.3,2.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
397,6.0,9.0,5.0,8.0,200,500,125,125,125,125,0,0,3.0,3.0,0,1,false,2
398,1.3,1.2,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,80,1,false,1
399,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
400,1.1,2.8,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,80,1,false,1
401,0.8,2.5,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,70,1,false,1
402,0.9,2.3,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,70,1,false,1
403,0.8,2.0,1.1,1.2,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,2
404,0.8,1.9,1.1,1.2,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,2
405,0.3,0.8,0.5,0.4,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
406,0.65,2.0,1.1,1.2,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
407,6.0,9.0,5.5,4.5,600,1200,100,100,100,100,0,0,3.0,3.0,0,1,false,2
408,0.7,1.6,0.8,0.8,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,2
409,1.5,1.0,0.9,0.9,200,600,66,300,90,100,0,0,3.0,3.0,0,0,false,1
410,4.0,5.0,3.7,2.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
411,3.2,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
412,2.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,false,1
413,6.2,14.5,1.0,1.0,200,500,83,83,83,83,0,0,3.0,3.0,0,0,false,2
414,1.5,2.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,100,1,false,1
415,3.5,3.5,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,false,2
416,1.7,6.0,3.0,3.0,200,600,67,100,67,100,0,0,3.0,3.0,0,1,false,2
417,2.4,5.4,1.0,1.0,200,600,100,120,100,120,0,0,3.0,3.0,0,1,false,1
418,6.0,20.0,10.0,5.0,200,600,67,67,67,67,0,0,3.0,3.0,0,1,false,2
419,3.0,7.0,3.3,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
420,7.0,4.5,5.0,4.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
421,3.5,9.0,4.0,2.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
422,2.0,8.0,2.4,2.4,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
423,1.2,2.8,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
424,0.5,1.0,1.0,1.0,200,600,90,120,90,120,0,0,3.0,3.0,0,0,false,1
425,1.0,7.3,2.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
426,13.8,21.0,5.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
427,2.3,5.0,1.0,1.0,200,600,90,200,100,200,0,0,3.0,3.0,0,1,false,2
428,2.0,2.9,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
429,0.0,7.0,3.8,3.8,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
430,0.0,10.0,3.0,2.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
431,0.8,0.6,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,80,1,false,1
432,2.0,2.8,1.4,1.4,200,300,100,100,100,100,0,0,3.0,3.0,0,0,false,2
433,1.8,4.2,2.0,2.0,200,600,100,100,80,100,0,0,3.0,3.0,0,1,false,1
434,1.0,1.0,1.1,1.1,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
435,2.1,2.3,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,165,1,false,1
436,4.0,9.0,5.5,4.5,800,3700,100,100,100,100,0,0,3.0,3.0,100,1,false,1
437,0.5,1.8,0.8,0.2,200,500,100,100,100,100,0,0,3.0,3.0,70,1,false,1
438,1.8,3.2,1.8,1.8,300,900,100,200,100,200,0,0,3.0,3.0,75,1,false,1
439,0.25,0.5,0.5,0.5,106,300,85,180,85,200,0,0,3.0,3.0,80,1,false,1
440,2.6,4.2,3.0,4.0,280,560,90,114,90,267,0,0,3.0,3.0,120,1,false,1
441,40.0,30.0,24.0,26.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
442,0.2,2.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
443,0.2,0.5,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
444,0.5,2.3,1.1,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
445,6.5,12.0,5.0,5.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
446,5.0,11.0,6.0,8.0,200,750,100,100,100,120,0,0,3.0,3.0,0,1,false,2
447,0.2,0.48,0.3,0.3,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
448,2.5,4.5,2.2,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
449,0.7,1.2,0.8,1.7,200,500,100,100,100,100,0,0,3.0,3.0,80,1,false,1
450,1.2,2.2,1.1,1.0,200,600,100,100,100,100,110,110,3.0,3.0,110,1,false,1
451,1.0,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
452,2.0,2.5,1.0,1.0,200,900,66,300,90,170,0,0,3.0,3.0,70,1,false,1
453,1.0,1.8,1.0,1.0,200,600,80,100,80,100,0,0,3.0,3.0,0,1,false,1
454,4.3,9.5,4.5,5.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
455,2.5,4.0,1.0,1.0,200,900,90,200,90,200,0,0,3.0,3.0,100,1,false,1
456,0.5,0.8,0.5,0.8,150,150,67,100,80,100,0,0,3.0,3.0,0,1,false,2
457,3.0,1.5,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,70,1,false,1
458,4.5,10.2,6.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
459,1.0,3.2,1.2,1.2,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
460,2.1,4.0,2.0,4.0,200,500,71,100,71,100,0,0,3.0,3.0,0,0,false,1
462,0.9,2.7,1.2,1.2,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
463,1.0,1.8,0.8,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
464,2.5,2.0,2.0,2.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,false,1
465,0.7,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
466,1.0,1.8,0.8,1.0,200,600,100,100,100,100,0,0,3.0,3.0,70,1,false,1
467,1.8,1.0,1.5,1.0,200,600,100,100,100,100,180,180,12.0,3.0,200,1,false,1
468,1.5,4.4,4.0,3.0,200,600,100,100,100,100,0,0,3.0,3.0,60,1,false,1
469,0.8,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,90,1,false,1
470,0.8,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,90,1,false,1
471,3.0,5.8,2.4,2.4,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,2
472,1.0,1.1,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
473,1.0,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
474,1.0,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
475,0.3,2.0,0.5,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
476,1.0,1.0,1.2,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
477,0.8,2.0,1.1,1.2,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
478,0.2,0.5,1.0,1.0,100,300,100,100,100,100,0,0,3.0,3.0,0,1,false,1
479,0.8,1.3,1.0,1.0,170,400,100,150,80,130,0,0,3.0,3.0,130,1,false,1
480,1.7,3.8,1.7,4.0,200,200,100,100,100,130,0,0,3.0,3.0,0,1,false,1
481,3.6,6.0,2.2,3.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
482,2.5,3.2,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
483,4.2,8.0,5.0,8.0,200,1133,100,100,100,100,0,0,3.0,3.0,0,1,false,2
484,0.5,1.0,1.0,1.0,160,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
485,1.0,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
486,23.0,1.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
487,1.3,2.5,1.1,1.1,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,2
488,0.8,1.2,1.0,1.0,200,220,90,120,90,140,0,0,3.0,3.0,0,1,false,1
489,3.5,8.5,4.5,5.0,200,900,80,120,80,120,0,0,3.0,3.0,0,1,false,2
493,2.0,4.8,1.0,1.0,200,600,100,100,100,130,0,0,3.0,3.0,0,1,false,1
494,0.3,0.8,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
495,0.3,0.8,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
496,4.2,12.0,4.0,6.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
498,3.0,7.2,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,60,1,false,1
500,0.6,1.8,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,false,1
501,10.0,14.1,9.0,12.0,200,900,100,100,100,100,0,0,3.0,3.0,0,1,false,2
503,1.5,2.2,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
504,1.2,8.0,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
505,0.3,0.4,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,0,false,1
506,0.4,0.45,1.0,1.0,200,600,100,100,100,100,0,0,3.0,3.0,0,1,false,1
507,2.1,4.0,2.2,6.0,200,500,71,100,71,100,0,0,3.0,3.0,150,0,false,1
508,0.4,0.4,1.0,1.0,200,200,100,100,100,100,0,0,3.0,3.0,0,0,false,1
509,0.4,0.4,1.0,1.0,200,200,100,100,100,130,0,0,3.0,3.0,0,0,false,1
510,0.4,0.4,1.0,1.0,200,200,100,100,100,130,0,0,3.0,3.0,0,0,false,1
511,2.0,2.5,1.0,1.0,200,900,66,300,90,170,0,0,3.0,3.0,70,1,false,1
7001,0.44,0.48,0.3,1.0,200,600,100,100,100,100,120,120,0.01,3.0,0,1,true,1
7002,0.45,0.45,0.5,0.4,200,600,100,100,83,83,0,0,3.0,3.0,0,0,false,1
7003,1.7,2.7,1.4,1.0,200,600,100,100,100,100,110,110,0.01,3.0,0,1,true,1
7004,1.9,2.4,1.5,1.0,200,600,100,100,100,100,110,110,0.01,3.0,0,1,true,1
7005,1.2,1.8,1.4,1.0,200,600,100,100,100,100,110,110,0.01,3.0,0,1,true,1
7006,2.0,1.5,1.5,1.0,200,600,100,100,100,100,110,110,0.01,3.0,0,1,true,1
7007,1.7,1.5,1.0,1.0,200,500,100,100,100,100,110,110,0.01,3.0,0,1,true,1
7008,1.7,6.0,1.0,1.0,200,600,100,100,100,100,71,71,0.01,3.0,80,1,true,1
7101,1.0,1.0,0.6,0.6,200,600,100,100,100,100,150,150,0.01,3.0,0,1,true,1
7102,7.0,17.0,5.0,8.0,200,600,100,100,100,100,50,50,0.033,3.0,0,1,false,1
7103,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8001,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8002,0.2,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8003,0.3,0.1,0.3,0.5,100,300,100,100,100,100,130,170,8.0,3.0,0,1,false,1
8004,0.4,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8005,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8006,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8007,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8008,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8009,0.1,0.5,0.2,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8010,0.3,0.5,0.2,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8011,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8012,0.3,0.5,0.35,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8013,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8014,0.3,0.5,0.45,0.5,100,300,100,100,100,100,130,170,8.0,3.0,0,1,false,1
8015,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8016,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8017,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8018,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8019,0.3,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8020,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8021,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8022,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8023,0.3,0.5,0.3,0.5,100,300,100,100,100,100,20,60,1.0,1.0,0,1,false,1
8024,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8025,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8026,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8027,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
