Index,0 [STRING] [0x0],1 [BYTE] [0xC],2 [STRING] [0x4],3 [BYTE] [0xD],4 [BYTE] [0xE],5 [BYTE] [0xF],6 [BYTE] [0x10],7 [BYTE] [0x11],8 [STRING] [0x8],9 [UBYTE] [0x14],10 [BBOOL] [0x15]
1004403,"",0,"",0,0,0,0,0,"",0,false
1004404,"",0,"",0,0,0,0,0,"",0,false
1004405,"",0,"",0,0,0,0,0,"",0,false
1004406,"",0,"",0,0,0,0,0,"",0,false
1004407,"",0,"",0,0,0,0,0,"",0,false
1004408,"",0,"",0,0,0,0,0,"",0,false
1004409,"",0,"",0,0,0,0,0,"",0,false
1004410,"",0,"",0,0,0,0,0,"",0,false
1004411,"阿尔迪斯",0,"",0,0,1,0,0,"",2,false
1004412,"陆行鸟房",0,"",0,0,1,0,0,"",3,true
1004413,"陆行鸟房",0,"",0,0,1,0,0,"",3,true
1004414,"×1399_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004415,"海海佐弗",0,"",0,0,1,0,0,"修理工",3,true
1004416,"修修扎诺",0,"",0,0,1,0,0,"修理工",3,true
1004417,"劳力士",0,"",0,0,1,0,0,"阿修加纳贸易公司",3,true
1004418,"艾丝米奈特",0,"",0,0,1,0,0,"行会供应商",3,true
1004419,"爱斯坦",0,"",0,0,1,0,0,"行会供应商",3,true
1004420,"阿维里特",0,"",0,0,1,0,0,"修理工",3,true
1004421,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004422,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004423,"店员",0,"",0,0,1,0,0,"",3,true
1004424,"×1409_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004425,"杂货商",0,"",0,0,1,0,0,"",3,true
1004426,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004427,"店员",0,"",0,0,1,0,0,"",3,true
1004428,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004429,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004430,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004431,"杂货商",0,"",0,0,1,0,0,"",3,true
1004432,"杂货商",0,"",0,0,1,0,0,"",3,true
1004433,"艾丽艾诺拉",0,"",0,0,1,0,0,"登艇接待员",3,true
1004434,"离艇接待员",0,"",0,0,1,0,0,"",3,true
1004435,"×1420_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004436,"×1421_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004437,"慌张的剑术师",0,"",0,0,1,0,0,"",3,false
1004438,"秋秋拓",0,"",0,0,1,0,0,"",2,false
1004439,"×1424_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004440,"×1425_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004441,"×1426_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004442,"×1427_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004443,"×1428_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004444,"×1429_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004445,"×1430_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004446,"×1431_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004447,"×1432_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004448,"×1433_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004449,"×1434_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004450,"×1435_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004451,"×格闘30_2バトル賑やかし01",0,"",0,0,1,0,0,"",5,false
1004452,"×格闘30_2バトル賑やかし02",0,"",0,0,1,0,0,"",5,false
1004453,"×格闘30_2バトル賑やかし03",0,"",0,0,1,0,0,"",5,false
1004454,"×格闘30_2バトル賑やかし04",0,"",0,0,1,0,0,"",5,false
1004455,"×格闘30_2バトル賑やかし05",0,"",0,0,1,0,0,"",5,false
1004456,"×格闘30_2バトル賑やかし06",0,"",0,0,1,0,0,"",5,false
1004457,"×格闘30_2バトル賑やかし07",0,"",0,0,1,0,0,"",5,false
1004458,"×格闘30_2バトル賑やかし08",0,"",0,0,1,0,0,"",5,false
1004459,"×格闘30_2バトル賑やかし09",0,"",0,0,1,0,0,"",5,false
1004460,"×格闘30_2バトル賑やかし10",0,"",0,0,1,0,0,"",5,false
1004461,"×格闘30_2バトル賑やかし11",0,"",0,0,1,0,0,"",5,false
1004462,"×格闘30_2バトル賑やかし12",0,"",0,0,1,0,0,"",5,false
1004463,"×格闘30_2バトル賑やかし13",0,"",0,0,1,0,0,"",5,false
1004464,"×格闘30_2バトル賑やかし14",0,"",0,0,1,0,0,"",5,false
1004465,"×格闘30_2バトル賑やかし15",0,"",0,0,1,0,0,"",5,false
1004466,"SG検証用",0,"",0,0,1,0,0,"",3,false
1004467,"特殊SG検証用",0,"",0,0,1,0,0,"",3,false
1004468,"扎纳·莉艾佳",0,"",0,0,1,0,0,"",4,false
1004469,"戈多因",0,"",0,0,1,0,0,"",4,false
1004470,"鲁鲁库塔",0,"",0,0,1,0,0,"",3,false
1004471,"雷纳",0,"",0,0,1,0,0,"",4,false
1004472,"黄衫队警备兵",0,"",0,0,1,0,0,"",3,false
1004473,"阿维尔",0,"",0,0,1,0,0,"",3,false
1004474,"莉亚维娜",0,"",0,0,1,0,0,"",3,false
1004475,"帕伊尤·雷伊尤",0,"",0,0,1,0,0,"",3,false
1004476,"艾达",0,"",0,0,1,0,0,"",3,false
1004477,"伊西多尔",0,"",0,0,1,0,0,"",3,false
1004478,"阿丽亚娜",0,"",0,0,1,0,0,"",3,false
1004479,"多勒拉斯·贝阿",0,"",0,0,1,0,0,"",4,false
1004480,"艾·玛纳珐",0,"",0,0,1,0,0,"",4,false
1004481,"琪琪娜",0,"",0,0,1,0,0,"",4,false
1004482,"黑狼",0,"",0,0,1,0,0,"",4,false
1004483,"×格闘30_2バトル賑やかし15",0,"",0,0,1,0,0,"",5,false
1004484,"×格闘30_2バトル賑やかし16",0,"",0,0,1,0,0,"",5,false
1004485,"×格闘30_2バトル賑やかし17",0,"",0,0,1,0,0,"",5,false
1004486,"×格闘30_2バトル賑やかし18",0,"",0,0,1,0,0,"",5,false
1004487,"×格闘30_2バトル賑やかし19",0,"",0,0,1,0,0,"",5,false
1004488,"×格闘30_2バトル賑やかし20",0,"",0,0,1,0,0,"",5,false
1004489,"×格闘30_2バトル賑やかし21",0,"",0,0,1,0,0,"",5,false
1004490,"×格闘30_2バトル賑やかし22",0,"",0,0,1,0,0,"",5,false
1004491,"×格闘30_2バトル賑やかし23",0,"",0,0,1,0,0,"",5,false
1004492,"×格闘30_2バトル賑やかし24",0,"",0,0,1,0,0,"",5,false
1004493,"×格闘30_2バトル賑やかし25",0,"",0,0,1,0,0,"",5,false
1004494,"×格闘30_2バトル賑やかし26",0,"",0,0,1,0,0,"",5,false
1004495,"×格闘30_2バトル賑やかし27",0,"",0,0,1,0,0,"",5,false
1004496,"×格闘30_2バトル賑やかし28",0,"",0,0,1,0,0,"",5,false
1004497,"×格闘30_2バトル賑やかし29",0,"",0,0,1,0,0,"",5,false
1004498,"×格闘30_2バトル賑やかし30",0,"",0,0,1,0,0,"",5,false
1004499,"×1471_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004500,"×1472_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004501,"×1473_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004502,"×1474_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004503,"×1475_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004504,"×1476_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004505,"×1477_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004506,"艾尔姆嘉德",0,"",0,0,1,0,0,"",3,false
1004507,"×1479_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004508,"×1480_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004509,"×1481_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004510,"×1482_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004511,"×1483_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004512,"×1484_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004513,"部队队徽负责人",0,"",0,0,1,0,0,"",3,true
1004514,"×1486_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004515,"×1487_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004516,"×1488_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004517,"×1489_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004518,"×1490_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004519,"×1491_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004520,"×1492_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004521,"×1493_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004522,"×1494_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004523,"×1495_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004524,"×1496_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004525,"×1497_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004526,"×1498_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004527,"×1499_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004528,"×1500_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004529,"×1501_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004530,"×1502_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004531,"雷雷马奇",0,"",0,0,1,0,0,"",3,false
1004532,"×1504_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004533,"×1505_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004534,"×1506_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004535,"×1507_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004536,"×1508_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004537,"×1509_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004538,"×1510_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004539,"×1511_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004540,"×1512_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004541,"×1513_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004542,"×1514_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004543,"×1515_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004544,"×1516_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004545,"×1517_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004546,"×1518_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004547,"怪物猎人",0,"",0,0,1,0,0,"",3,true
1004548,"×1520_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004549,"×1521_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004550,"×1522_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004551,"×1523_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004552,"×1524_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004553,"×1525_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004554,"罗伯特",0,"",0,0,1,0,0,"",4,false
1004555,"罗罗特恩",0,"",0,0,1,0,0,"",4,false
1004556,"阿德尔斯塔恩",0,"",0,0,1,0,0,"",3,false
1004557,"×1529_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004558,"×1530_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004559,"×1531_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004560,"×1532_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004561,"×1533_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004562,"×1534_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004563,"×1535_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004564,"×1536_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004565,"×1537_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004566,"×1538_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004567,"×1539_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004568,"×1540_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004569,"×1541_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004570,"×1542_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004571,"×1543_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004572,"×1544_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004573,"×1545_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004574,"×1546_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004575,"佐佐露",0,"",0,0,1,0,0,"",3,false
1004576,"斯威夫特",0,"",0,0,1,0,0,"恒辉队正耀校",3,true
1004577,"尤尤塔吉",0,"",0,0,1,0,0,"",3,false
1004578,"布布库里",0,"",0,0,1,0,0,"",3,false
1004579,"茨茨摩柯",0,"",0,0,1,0,0,"",3,false
1004580,"桑克瑞德",0,"",0,0,1,0,0,"",3,false
1004581,"安古斯特",0,"",0,0,1,0,0,"",3,false
1004582,"法法乔尼",0,"",0,0,1,0,0,"恒辉队上等耀兵",3,false
1004583,"×1555_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004584,"恒辉队副耀士",0,"",0,0,1,0,0,"",3,false
1004585,"×1557_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004586,"×1558_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004587,"×1559_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004588,"×1560_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004589,"×1561_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004590,"×1562_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004591,"×1563_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004592,"×1564_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004593,"×1565_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004594,"×1566_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004595,"×1567_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004596,"恒辉队二等耀兵",0,"",0,0,1,0,0,"守门人",3,true
1004597,"恒辉队二等耀兵",0,"",0,0,1,0,0,"守门人",3,true
1004598,"杂用商人",0,"",0,0,1,0,0,"购物&修理",3,true
1004599,"严肃的银胄团卫兵",0,"",0,0,1,0,0,"",3,false
1004600,"认真的银胄团卫兵",0,"",0,0,1,0,0,"",3,false
1004601,"忠实的银胄团卫兵",0,"",0,0,1,0,0,"",3,false
1004602,"杰林斯",0,"",0,0,1,0,0,"",3,false
1004603,"塔塔露",0,"",0,0,1,0,0,"",3,false
1004604,"×1576_ウルダハ",0,"",0,0,1,0,0,"",3,false
1004605,"被囚禁的恒辉队一等耀兵",0,"",0,0,1,0,0,"",3,false
1004606,"恒辉队二等耀兵",0,"",0,0,1,0,0,"",5,false
1004607,"恒辉队二等耀兵",0,"",0,0,1,0,0,"",3,false
1004608,"被囚禁的恒辉队二等耀兵",0,"",0,0,1,0,0,"",3,false
1004609,"恒辉队二等耀兵",0,"",0,0,1,0,0,"",3,true
1004610,"蜥蜴人族战士",0,"",0,0,1,0,0,"",3,false
1004611,"蜥蜴人投枪兵",0,"",0,0,1,0,0,"",5,false
1004612,"神勇队卫兵",0,"",0,0,1,0,0,"",3,false
1004613,"多勒拉斯·贝阿",0,"",0,0,1,0,0,"",3,false
1004614,"艾·玛纳珐",0,"",0,0,1,0,0,"",3,false
1004615,"琪琪娜",0,"",0,0,1,0,0,"",3,false
1004616,"莉亚维娜",0,"",0,0,1,0,0,"",4,false
1004617,"帕伊尤·雷伊尤",0,"",0,0,1,0,0,"",4,false
1004618,"艾达",0,"",0,0,1,0,0,"",4,false
1004619,"伊西多尔",0,"",0,0,1,0,0,"",3,false
1004620,"阿丽亚娜",0,"",0,0,1,0,0,"",3,false
1004621,"佩恩特德·梅萨",0,"",0,0,1,0,0,"",3,false
1004622,"",0,"",0,0,1,0,0,"",3,false
1004623,"伊西多尔",0,"",0,0,1,0,0,"",3,false
1004624,"阿丽亚娜",0,"",0,0,1,0,0,"",3,false
1004625,"",0,"",0,0,1,0,0,"",3,false
1004626,"阿尔菲诺",0,"",0,0,1,0,0,"",4,false
1004627,"阿莉塞",0,"",0,0,1,0,0,"",4,false
1004628,"拉雅·奥·神纳",0,"",0,0,1,0,0,"",3,false
1004629,"阿·卢恩·神纳",0,"",0,0,1,0,0,"",3,false
1004630,"斯薇希娜",0,"",0,0,1,0,0,"",3,false
1004631,"",0,"",0,0,1,0,0,"",5,false
1004632,"",0,"",0,0,1,0,0,"",5,false
1004633,"",0,"",0,0,1,0,0,"",5,false
1004634,"",0,"",0,0,1,0,0,"",5,false
1004635,"",0,"",0,0,1,0,0,"",5,false
1004636,"",0,"",0,0,1,0,0,"",5,false
1004637,"",0,"",0,0,1,0,0,"",5,false
1004638,"",0,"",0,0,1,0,0,"",5,false
1004639,"",0,"",0,0,1,0,0,"",5,false
1004640,"",0,"",0,0,1,0,0,"",5,false
1004641,"",0,"",0,0,1,0,0,"",5,false
1004642,"",0,"",0,0,1,0,0,"",5,false
1004643,"",0,"",0,0,1,0,0,"",5,false
1004644,"",0,"",0,0,1,0,0,"",5,false
1004645,"",0,"",0,0,1,0,0,"",5,false
1004646,"",0,"",0,0,1,0,0,"",5,false
1004647,"",0,"",0,0,1,0,0,"",5,false
1004648,"",0,"",0,0,1,0,0,"",5,false
1004649,"",0,"",0,0,1,0,0,"",5,false
1004650,"",0,"",0,0,1,0,0,"",5,false
1004651,"",0,"",0,0,1,0,0,"",5,false
1004652,"",0,"",0,0,1,0,0,"",5,false
1004653,"",0,"",0,0,1,0,0,"",5,false
1004654,"",0,"",0,0,1,0,0,"",5,false
1004655,"",0,"",0,0,1,0,0,"",5,false
1004656,"",0,"",0,0,1,0,0,"",5,false
1004657,"",0,"",0,0,1,0,0,"",5,false
1004658,"",0,"",0,0,1,0,0,"",5,false
1004659,"",0,"",0,0,1,0,0,"",5,false
1004660,"",0,"",0,0,1,0,0,"",5,false
1004661,"",0,"",0,0,1,0,0,"",5,false
1004662,"",0,"",0,0,1,0,0,"",5,false
1004663,"",0,"",0,0,1,0,0,"",5,false
1004664,"",0,"",0,0,1,0,0,"",5,false
1004665,"",0,"",0,0,1,0,0,"",5,false
1004666,"",0,"",0,0,1,0,0,"",5,false
1004667,"",0,"",0,0,1,0,0,"",5,false
1004668,"安古斯特",0,"",0,0,1,0,0,"",2,false
1004669,"克鲁瑟纳",0,"",0,0,1,0,0,"",3,false
1004670,"×1622_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004671,"×1623_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004672,"×1624_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004673,"×1625_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004674,"×1626_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004675,"×1627_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004676,"×1628_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004677,"×1629_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004678,"×1630_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004679,"×1631_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004680,"×1632_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004681,"×1633_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004682,"×1634_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004683,"×1635_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004684,"×1636_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004685,"×1637_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004686,"×1638_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004687,"×1639_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004688,"×1640_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004689,"×1641_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004690,"×1642_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004691,"×1643_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004692,"陆行鸟房",0,"",0,0,1,0,0,"",3,true
1004693,"×1645_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004694,"×1646_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004695,"×1647_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004696,"×1648_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004697,"×1649_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004698,"×1650_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004699,"×1651_ウルダハ",0,"",0,0,1,0,0,"",5,false
1004700,"鸟人族的群长",0,"",0,0,1,0,0,"",4,false
1004701,"飞空艇驾驶员",0,"",0,0,1,0,0,"",4,false
1004702,"飞行社职员",0,"",0,0,1,0,0,"",4,false
1004703,"实习幻术师",0,"",0,0,1,0,0,"",4,false
1004704,"布莱蒙德",0,"",0,0,1,0,0,"",4,false
1004705,"加里巴尔德",0,"",0,0,1,0,0,"",4,false
1004706,"女王的侍女",0,"",0,0,1,0,0,"",4,false
1004707,"娜娜莫的卫兵",0,"",0,0,1,0,0,"",4,false
1004708,"快活的女性",0,"",0,0,1,0,0,"",4,false
1004709,"积极的女性",0,"",0,0,1,0,0,"",4,false
1004710,"晒伤的商人",0,"",0,0,1,0,0,"",4,false
1004711,"忙碌的商人",0,"",0,0,1,0,0,"",4,false
1004712,"布莱蒙迪",0,"",0,0,1,0,0,"",4,false
1004713,"黄衫队警备兵",0,"",0,0,1,0,0,"",4,false
1004714,"海蛇之舌甲板员",0,"",0,0,1,0,0,"",4,false
1004715,"海蛇之舌操舵员",0,"",0,0,1,0,0,"",4,false
1004716,"贝恩利斯",0,"",0,0,1,0,0,"",4,false
1004717,"爱因扎尔·斯拉菲尔辛",0,"",0,0,1,0,0,"黑涡团正漩将",4,false
1004718,"纹有蓝色刺青的男人",0,"",0,0,1,0,0,"",4,false
1004719,"赛弗林",0,"",0,0,1,0,0,"",4,false
1004720,"卖花的少女",0,"",0,0,1,0,0,"",4,false
1004721,"铜刃团卫兵队长",0,"",0,0,1,0,0,"",4,false
1004722,"铜刃团卫兵",0,"",0,0,1,0,0,"",4,false
1004723,"铜刃团传令员",0,"",0,0,1,0,0,"",4,false
1004724,"强壮的船员",0,"",0,0,1,0,0,"",4,false
1004725,"篷车车夫",0,"",0,0,1,0,0,"",4,false
1004726,"肮脏的保镖",0,"",0,0,1,0,0,"",4,false
1004727,"粗暴的保镖",0,"",0,0,1,0,0,"",4,false
1004728,"无礼的保镖",0,"",0,0,1,0,0,"",4,false
1004729,"大嗓门的商人",0,"",0,0,1,0,0,"",4,false
1004730,"黄衫队陆战兵",0,"",0,0,1,0,0,"",4,false
1004731,"衣衫褴褛的男人",0,"",0,0,1,0,0,"",4,false
1004732,"神勇队队员",0,"",0,0,1,0,0,"",4,false
1004733,"讨债人一样的男人",0,"",0,0,1,0,0,"",4,false
1004734,"卢因",0,"",0,0,1,0,0,"",4,false
1004735,"尤金",0,"",0,0,1,0,0,"黑涡团正漩士",3,true
1004736,"卡·拉芙敏",0,"",0,0,1,0,0,"黑涡团正漩士",3,true
1004737,"塞德雷皮埃尔",0,"",0,0,1,0,0,"双蛇党正牙士",3,true
1004738,"赫·姆内珂",0,"",0,0,1,0,0,"双蛇党正牙士",3,true
1004739,"琪琪丽",0,"",0,0,1,0,0,"恒辉队正耀士",3,true
1004740,"布露·海灵",0,"",0,0,1,0,0,"恒辉队正耀士",3,true
1004741,"里巴尔德",0,"",0,0,1,0,0,"行会令特务队长",3,true
1004742,"里巴尔德",0,"",0,0,1,0,0,"行会令特务队长",2,true
1004743,"罗斯特·拉比特",0,"",0,0,1,0,0,"行会令特务队长",3,true
1004744,"罗斯特·拉比特",0,"",0,0,1,0,0,"行会令特务队长",2,true
1004745,"提落落",0,"",0,0,1,0,0,"行会令特务队长",3,true
1004746,"提落落",0,"",0,0,1,0,0,"行会令特务队长",2,true
1004747,"嘉恩·艾·神纳",0,"",0,0,1,0,0,"",4,false
1004748,"衣衫褴褛的女性",0,"",0,0,1,0,0,"",4,false
1004749,"安古斯特",0,"",0,0,1,0,0,"",4,false
1004750,"年轻的乌尔达哈市民",0,"",0,0,1,0,0,"",4,false
1004751,"焦急的乌尔达哈市民",0,"",0,0,1,0,0,"",4,false
1004752,"恒辉队副耀士",0,"",0,0,1,0,0,"",4,false
1004753,"恒辉队二等耀兵",0,"",0,0,1,0,0,"",4,false
1004754,"叛变的恒辉队士兵",0,"",0,0,1,0,0,"",4,false
1004755,"泰姆古·酋",0,"",0,0,1,0,0,"",4,false
1004756,"拉哈布雷亚",0,"",0,0,1,0,0,"",4,false
1004757,"拉哈布雷亚",0,"",0,0,1,0,0,"",4,false
1004758,"汎用アシエン",0,"",0,0,1,0,0,"",4,false
1004759,"汎用アシエン",0,"",0,0,1,0,0,"",4,false
1004760,"拉哈布雷亚",0,"",0,0,1,0,0,"",4,false
1004761,"帕斯塔罗特",0,"",0,0,1,0,0,"",4,false
1004762,"以格约姆",0,"",0,0,1,0,0,"",4,false
1004763,"那布里亚勒斯",0,"",0,0,1,0,0,"",4,false
1004764,"假面魔法师",0,"",0,0,1,0,0,"",4,false
1004765,"神勇队队员",0,"",0,0,1,0,0,"",4,false
1004766,"黑涡团通信兵",0,"",0,0,1,0,0,"",4,false
1004767,"双蛇党通信兵",0,"",0,0,1,0,0,"",4,false
1004768,"",0,"",0,0,1,0,0,"",4,false
1004769,"",0,"",0,0,1,0,0,"",4,false
1004770,"",0,"",0,0,1,0,0,"",4,false
1004771,"",0,"",0,0,1,0,0,"",4,false
1004772,"",0,"",0,0,1,0,0,"",4,false
1004773,"",0,"",0,0,1,0,0,"",4,false
1004774,"",0,"",0,0,1,0,0,"",4,false
1004775,"",0,"",0,0,1,0,0,"",4,false
1004776,"",0,"",0,0,1,0,0,"",4,false
1004777,"",0,"",0,0,1,0,0,"",4,false
1004778,"",0,"",0,0,1,0,0,"",4,false
1004779,"",0,"",0,0,1,0,0,"",4,false
1004780,"",0,"",0,0,1,0,0,"",4,false
1004781,"",0,"",0,0,1,0,0,"",4,false
1004782,"",0,"",0,0,1,0,0,"",4,false
1004783,"",0,"",0,0,1,0,0,"",4,false
1004784,"",0,"",0,0,1,0,0,"",4,false
1004785,"",0,"",0,0,1,0,0,"",4,false
1004786,"",0,"",0,0,1,0,0,"",4,false
1004787,"",0,"",0,0,1,0,0,"",4,false
1004788,"",0,"",0,0,1,0,0,"",4,false
1004789,"",0,"",0,0,1,0,0,"",4,false
1004790,"",0,"",0,0,1,0,0,"",4,false
1004791,"",0,"",0,0,1,0,0,"",4,false
1004792,"",0,"",0,0,1,0,0,"",4,false
1004793,"",0,"",0,0,1,0,0,"",4,false
1004794,"",0,"",0,0,1,0,0,"",4,false
1004795,"",0,"",0,0,1,0,0,"",4,false
1004796,"",0,"",0,0,1,0,0,"",4,false
1004797,"",0,"",0,0,1,0,0,"",4,false
1004798,"",0,"",0,0,1,0,0,"",4,false
1004799,"",0,"",0,0,1,0,0,"",4,false
1004800,"",0,"",0,0,1,0,0,"",4,false
1004801,"",0,"",0,0,1,0,0,"",4,false
1004802,"",0,"",0,0,1,0,0,"",4,false
1004803,"",0,"",0,0,1,0,0,"",4,false
1004804,"",0,"",0,0,1,0,0,"",4,false
1004805,"",0,"",0,0,1,0,0,"",4,false
1004806,"",0,"",0,0,1,0,0,"",4,false
1004807,"",0,"",0,0,1,0,0,"",4,false
1004808,"",0,"",0,0,1,0,0,"",4,false
1004809,"",0,"",0,0,1,0,0,"",4,false
1004810,"",0,"",0,0,1,0,0,"",4,false
1004811,"",0,"",0,0,1,0,0,"",4,false
