Index,0 [STRING] [0x0],1 [UBYTE] [0x4],2 [BBOOL] [0x5],3 [BBOOL] [0x5],4 [BBOOL] [0x5]
611,"cbep_u_shocked",40,false,false,false
612,"cbep_u_shrug",40,false,false,false
613,"cbep_u_soothe",40,false,false,false
614,"cbep_u_stretch",40,false,false,false
615,"cbep_u_think",40,false,false,false
616,"cbep_u_upset",40,false,false,false
617,"cbep_u_welcome",40,false,false,false
618,"cbep_u_yes_st",40,false,false,false
619,"csxm_0_default",36,true,false,false
620,"csxm_0_sp1",36,true,false,false
621,"csxm_0_sp2",36,true,false,false
622,"csxm_0_sp3",36,true,false,false
623,"csxm_1_default",36,true,false,false
624,"csxm_1_sp1",36,true,false,false
625,"csxm_1_sp2",36,true,false,false
626,"csxm_1_sp3",36,true,false,false
627,"cblw_hit_fs_bt",0,true,false,false
628,"cblw_hit_fs_ex",0,true,false,false
629,"cblw_hit_fs_st",0,true,false,false
630,"cbfm_base_dancer_group",0,true,false,false
631,"cbfm_base_arcanist_reading",0,true,false,false
632,"cbfm_base_push_up_sit_stop",0,true,false,false
633,"cbfm_base_bind_stand",0,true,false,false
634,"cbfm_base_link",0,true,false,false
635,"cbfm_base_bard_bowharp1",0,true,false,false
636,"cbfm_base_bard_bowharp2",0,true,false,false
637,"cbfm_base_attention_stand",0,true,false,false
638,"cbfm_base_knee_seach",33,true,false,false
639,"cbbw_open",38,false,false,false
640,"cbbw_close",38,false,false,false
641,"cbbw_open_fst",38,false,false,false
642,"cbbw_close_fst",38,false,false,false
643,"cblm_act_fs_jrk",41,true,false,false
644,"cblm_act_fs_wbl",41,true,false,false
645,"cblw_act_fs_jrk",41,true,false,false
646,"cblw_act_fs_wbl",41,true,false,false
647,"cbbm_mgc_swl_3b",20,false,false,false
648,"cbbm_mgc_swl_3c",20,false,false,false
649,"cbbm_mgc_sum_2lp",0,true,false,false
650,"cbbm_mgc_sum_3",20,false,false,false
651,"cbbm_mgc_sch_2lp",0,true,false,false
652,"cbbm_mgc_sch_3",20,false,false,false
653,"cbbm_mt_id0",42,true,false,false
654,"cbbm_mt_02f_lp0",43,true,false,false
655,"cbbm_dedfall",20,false,false,false
656,"cbfm_base_old_person",0,true,false,false
657,"cbfm_base_bonfire_guard",0,true,false,false
658,"cbbm_abl001",20,false,false,false
659,"cbbm_abl002",20,false,false,false
660,"cbbm_abl003",20,false,false,false
661,"cbbm_abl004",20,false,false,false
662,"cbbm_abl005",20,false,false,false
663,"cbbm_abl006",20,false,false,false
664,"cbbm_abl007",20,false,false,false
665,"cbbm_abl008",20,false,false,false
666,"cbbm_abl009",20,false,false,false
667,"cbbm_abl010",20,false,false,false
668,"cbnp_u_carry_lp",0,true,false,false
669,"csbw_0_default",0,true,false,false
670,"csbw_0_sp1",0,true,false,false
671,"cbem_liedown_2lp",46,true,false,false
672,"cbem_foldarms_2lp",0,true,false,false
673,"cbfm_base_hildi_pose",44,true,false,false
674,"cbbm_idle_sp1",0,true,false,false
675,"cbbm_idle_sp2",0,true,false,false
676,"cbem_pose03_2lp",46,true,false,false
677,"cbem_pose04_2lp",46,true,false,false
678,"cbfm_base_leather2",0,true,false,false
679,"cbem_dance_male_2lp",0,true,false,false
680,"cbem_dance_female_2lp",0,true,false,false
681,"cbem_dance_elezen_2lp",0,true,false,false
682,"cbem_dance_lalafell_2lp",0,true,false,false
683,"cbem_pose01_2lp",46,true,false,false
684,"cbem_pose02_2lp",46,true,false,false
685,"cbem_s_pose01_2lp",46,true,false,false
686,"cbem_s_pose02_2lp",46,true,false,false
687,"cbem_j_pose01_2lp",46,true,false,false
688,"cbem_j_pose02_2lp",46,true,false,false
689,"cblm_id0_fsc",0,true,false,false
690,"cblm_id1_fsc",41,true,false,false
691,"cblm_id2_fsc",41,true,false,false
692,"cblm_reel_fsc_f",41,true,false,false
693,"cblm_reel_fsc_s",41,true,false,false
694,"cblm_act_fsc_jrk",41,true,false,false
695,"cblm_act_fsc_wbl",41,true,false,false
696,"cbep_u_ajust_comfort",40,false,false,false
697,"cbnm_mini_loop",0,true,false,false
698,"cbfm_base_hildi_downpose",0,true,false,false
699,"cbfm_base_stab_harpoon",0,true,false,false
700,"cbbm_idle_sp1",0,true,false,false
701,"cbnm_farm_care",44,false,false,false
702,"cbep_u_ajust_hand_over",40,false,false,false
703,"cbep_u_ajust_stroke_side",40,false,false,false
704,"cbep_u_ajust_stroke_top",40,false,false,false
705,"cbep_u_hand_over",40,false,false,false
706,"cbep_u_stroke_top",40,false,false,false
707,"cbep_u_ajust_poke",40,false,false,false
708,"cbfm_base_baby_hold",0,true,false,false
709,"cbem_pose01_1",46,false,false,false
710,"cbem_pose02_1",46,false,false,false
711,"cbem_pose03_1",46,false,false,false
712,"cbem_pose04_1",46,false,false,false
713,"cbem_s_pose01_1",46,false,false,false
714,"cbem_s_pose02_1",46,false,false,false
715,"cbem_j_pose01_1",0,false,false,false
716,"cbem_j_pose02_1",52,false,false,false
717,"cbem_dance01_2lp",0,true,false,false
718,"cbnm_item_act_2lp",0,true,false,false
719,"cbbm_blowaway_landing",38,false,false,false
720,"f_gaiuse31110_06a",21,false,false,true
721,"f_gaiuse31110_07a",21,false,false,true
722,"f_banall06030_18a",21,false,false,true
723,"f_banall06030_19a",21,false,false,true
724,"cbbm_mgc_nin_a",38,false,false,false
725,"cbep_u_ajust_hirate",40,false,false,false
726,"cbep_u_ajust_hug",40,false,false,false
727,"cbep_u_ajust_wedding_hug",40,false,false,false
728,"cbep_u_hirate",40,false,false,false
729,"cbep_u_hug",40,false,false,false
730,"cbep_u_wedding_hug",40,false,false,false
731,"cbbm_sp91",38,false,false,false
732,"cbbm_sp92",38,false,false,false
733,"cbbm_sp93",38,false,false,false
734,"cbbm_sp94",38,false,false,false
735,"cbbm_sp_pop_2",38,false,false,false
736,"cbnm_eat_housing",20,false,false,false
737,"cbbm_sp_f_2lp",38,false,false,false
738,"cbbm_mgc_nin01",20,false,false,false
739,"cbbm_mgc_nin02",20,false,false,false
740,"cbbm_mgc_nin03",20,false,false,false
741,"cbnm_drink_housing",20,false,false,false
742,"cbem_sp01_2lp",0,true,false,false
743,"f_jobnin30010_10a",21,false,false,true
744,"f_chrhdb40420_28a",21,false,false,true
745,"cbbm_warp2_1",20,false,false,false
746,"cbbm_warp2_3",38,false,false,false
747,"cbnm_gs_ufo_lp",38,true,false,false
748,"cbnm_gs_punch_lp",0,true,false,false
749,"cbnm_gs_punch_act",20,false,false,false
750,"cbnm_gs_hummer_lp",0,true,false,false
751,"cbnm_gs_basket_lp",0,true,false,false
752,"cbnm_card_game_lp",0,true,false,false
753,"f_gaiuse60315_06a",21,false,false,true
754,"f_gaiuse60315_09a",21,false,false,true
755,"f_gaiuse60315_07a",21,false,false,true
756,"f_gaiuse60315_08a",21,false,false,true
757,"f_gaiuse60320_11a",21,false,false,true
758,"f_gaiuse60320_13a",21,false,false,true
759,"f_gaiuse60320_14a",21,false,false,true
760,"f_gaiuse60320_14b",21,false,false,true
761,"f_gaiuse60320_16a",21,false,false,true
762,"f_gaiuse60350_03a",21,false,false,true
763,"f_gaiuse60350_05a",21,false,false,true
764,"f_gaiuse60350_06a",21,false,false,true
765,"f_gaiuse60350_26a",21,false,false,true
766,"f_gaiuse60330_06a",21,false,false,true
767,"f_gaiuse60330_07a",21,false,false,true
768,"f_gaiuse60330_09a",21,false,false,true
769,"f_gaiuse60320_15a",21,false,false,true
770,"f_gaiuse60320_17a",21,false,false,true
771,"cbnm_cr_dmg",20,false,false,false
772,"cbnm_cr_ability",20,false,false,false
773,"cbnm_cr_speed_up",20,false,false,false
774,"cbbm_walk_attack",47,false,false,false
775,"f_gaiuse60420_23a",21,false,false,true
776,"f_gaiuse60420_24a",21,false,false,true
777,"f_chrhdb50420_15a",21,false,false,true
778,"f_chrhdb50430_07a",21,false,false,true
779,"cbbm_bnpc_gesture01",20,false,false,false
780,"cbbm_bnpc_gesture02",20,false,false,false
781,"cbbm_bnpc_gesture03",20,false,false,false
782,"cbbm_bnpc_gesture04",20,false,false,false
783,"cbbm_bnpc_gesture05",20,false,false,false
784,"cbbw_activ",49,false,false,false
785,"cbnp_u_carry_big_lp",0,true,false,false
786,"cbbw_glb_card_fst_lp",0,true,false,false
787,"cbbw_bow_3",38,false,false,false
788,"cbnm_fmt_id0",50,true,false,false
789,"cbnm_fmt_01f_lp0",51,true,false,false
790,"cbnm_fmt_01r_lp0",51,true,false,false
791,"cbnm_fmt_01l_lp0",51,true,false,false
792,"cbnm_fmt_01b_lp0",51,true,false,false
793,"cbnm_fmt_02f_lp0",51,true,false,false
794,"cbnm_fmt_02r_lp0",51,true,false,false
795,"cbnm_fmt_02l_lp0",51,true,false,false
796,"cbnm_fmt_glide_lp",51,true,false,false
797,"cbnm_fmt_up",0,true,false,false
798,"cbnm_fmt_down",0,true,false,false
799,"cbnm_fmt_landing",16,false,false,false
800,"cbbw_lbk_gun_2lp",0,true,false,false
801,"cbbm_abl011",20,false,false,false
802,"cbbm_abl012",20,false,false,false
803,"cbbm_abl013",20,false,false,false
804,"cbbp_u_abl014",20,false,false,false
805,"cbbp_u_abl015",20,false,false,false
806,"cbbp_u_abl016",20,false,false,false
807,"cbbp_u_abl017",20,false,false,false
808,"cbbp_u_abl018",20,false,false,false
809,"cbbp_u_abl019",20,false,false,false
810,"cbbp_u_abl020",20,false,false,false
811,"cbbm_abl021",20,false,false,false
812,"cbbm_abl022",20,false,false,false
813,"cbbm_abl023",20,false,false,false
814,"cbbm_abl024",20,false,false,false
815,"cbbp_u_abl025",20,false,false,false
816,"cbbm_abl026",20,false,false,false
817,"cbbm_abl027",20,false,false,false
818,"cbbp_u_abl028",20,false,false,false
819,"cbbm_abl029",20,false,false,false
820,"cbbp_u_abl030",20,false,false,false
821,"cbbm_abl031",20,false,false,false
822,"cbbm_abl032",20,false,false,false
823,"cbbm_abl033",20,false,false,false
824,"cbbm_abl034",20,false,false,false
825,"cbbm_abl035",20,false,false,false
826,"cbbm_abl036",20,false,false,false
827,"cbbm_abl037",20,false,false,false
828,"cbbm_abl038",20,false,false,false
829,"cbbm_abl039",20,false,false,false
830,"cbbm_abl040",20,false,false,false
831,"cbbm_abl041",20,false,false,false
832,"cbbm_abl042",20,false,false,false
833,"cbbm_abl043",20,false,false,false
834,"cbbm_abl044",20,false,false,false
835,"cbbm_abl045",20,false,false,false
836,"cbbm_abl046",20,false,false,false
837,"cbbm_abl047",20,false,false,false
838,"cbbm_abl048",20,false,false,false
839,"cbbm_abl049",20,false,false,false
840,"cbbm_abl050",20,false,false,false
841,"cbbm_abl051",20,false,false,false
842,"cbbm_abl052",20,false,false,false
843,"cbbm_abl053",20,false,false,false
844,"cbbm_abl054",20,false,false,false
845,"cbbm_abl055",20,false,false,false
846,"cbbm_abl056",20,false,false,false
847,"cbbm_abl057",20,false,false,false
848,"cbbm_abl058",20,false,false,false
849,"cbbm_abl059",20,false,false,false
850,"cbbm_abl060",20,false,false,false
851,"cbbm_abl061",20,false,false,false
852,"cbbm_abl062",20,false,false,false
853,"cbbm_abl063",20,false,false,false
854,"cbbm_abl064",20,false,false,false
855,"cbbm_abl065",20,false,false,false
856,"cbbm_abl066",20,false,false,false
857,"cbbm_abl067",20,false,false,false
858,"cbbm_abl068",20,false,false,false
859,"cbbm_abl069",20,false,false,false
860,"cbbm_abl070",20,false,false,false
861,"cbbm_abl071",20,false,false,false
862,"cbbm_abl072",20,false,false,false
863,"cbbm_abl073",20,false,false,false
864,"cbbm_abl074",20,false,false,false
865,"cbbm_abl075",20,false,false,false
866,"cbbm_abl076",20,false,false,false
867,"cbbm_abl077",20,false,false,false
868,"cbbm_abl078",20,false,false,false
869,"cbbm_abl079",20,false,false,false
870,"cbbm_abl080",20,false,false,false
871,"cbbm_abl081",20,false,false,false
872,"cbbm_abl082",20,false,false,false
873,"cbbm_abl083",20,false,false,false
874,"cbbm_abl084",20,false,false,false
875,"cbbm_abl085",20,false,false,false
876,"cbbm_abl086",20,false,false,false
877,"cbbm_abl087",20,false,false,false
878,"cbbm_lbk_ran_2lp",0,true,false,false
879,"cbbm_lbk_drg_2lp",0,true,false,false
880,"cbbm_lbk_nin_2lp",0,true,false,false
881,"cbbm_lbk_brd_2lp",0,true,false,false
882,"cbbm_lbk_sum_2lp",0,true,false,false
883,"cbbm_lbk_sch_2lp",0,true,false,false
884,"cbbm_lbk_gun_2lp",0,true,false,false
885,"cbbm_lbk_ast_2lp",0,true,false,false
886,"f_heavna40510_20a",21,false,false,true
887,"cfxf_ex_sisen_up",21,false,true,true
888,"cfxf_ex_sisen_down",21,false,false,true
889,"cfxf_ex_sisen_left",21,false,true,true
890,"cfxf_ex_sisen_right",21,false,true,true
891,"cbbm_abl088",20,false,false,false
892,"cbbm_abl089",20,false,false,false
893,"cbbm_abl090",20,false,false,false
894,"cbbm_abl091",20,false,false,false
895,"cbbm_abl092",20,false,false,false
896,"cbbm_abl093",20,false,false,false
897,"cbbm_abl094",20,false,false,false
898,"cbbp_u_abl095",20,false,false,false
899,"cbbm_abl096",20,false,false,false
900,"cbbm_abl097",20,false,false,false
901,"cbbm_abl098",20,false,false,false
902,"cbbm_abl099",20,false,false,false
903,"cbbm_abl100",20,false,false,false
904,"cbbm_abl101",20,false,false,false
905,"cbbp_u_abl102",20,false,false,false
906,"cbbp_u_abl103",20,false,false,false
907,"cbbm_abl104",20,false,false,false
908,"cbbm_abl105",20,false,false,false
909,"cbbm_abl106",20,false,false,false
910,"cbbm_pc_npcspc_2lp",0,true,false,false
911,"cbbm_pc_float_loop",0,true,false,false
912,"cbbm_pc_knockout_loop",0,true,false,false
913,"cbbm_pc_restraint",0,true,false,false
914,"cbbm_pc_restraint2",0,true,false,false
915,"cbbm_pc_slide_loop",0,true,false,false
916,"f_heavna40510_24a",21,false,false,true
917,"cbep_u_ajust_fistbump",40,false,false,false
918,"cbep_u_fistbump",40,false,false,false
919,"cbbm_bnpc_grd",5,false,false,false
920,"cbbm_mgc_lgi_2lp",0,true,false,false
921,"cbbp_u_mgc_ran_2lp",0,true,false,false
922,"cbbp_u_mgc_mch_2lp",0,true,false,false
923,"cblm_act_pm_sl",30,false,false,false
924,"cblm_act_ps_sl",30,false,false,false
925,"cbbw_glb_grd",38,false,false,false
926,"cbfm_base_stand_memo_lookup",0,true,false,false
927,"cbfm_base_ninja_pose1",0,true,false,false
928,"cbfm_base_ninja_pose2",0,true,false,false
929,"cbfm_base_rogue",0,true,false,false
930,"cbfm_base_ninja_pose3",0,true,false,false
931,"cbfm_base_chair_sit_tired",0,true,false,false
932,"cbfm_base_cardgame",0,true,false,false
933,"cbfm_base_waiter",0,true,false,false
934,"cbfm_base_appreciation",0,true,false,false
935,"cbfm_base_scratch_card",0,true,false,false
936,"cbfm_base_bind_captured",0,true,false,false
937,"cbfm_base_ufo_catcher",0,true,false,false
938,"cbfm_base_joy_play",0,true,false,false
939,"cbfm_base_stroke_sit",0,true,false,false
940,"cbfm_base_hug_pose1",0,true,false,false
941,"cbfm_base_hug_pose2",0,true,false,false
942,"cbfm_base_lie_dying",0,true,false,false
943,"cbfm_base_think",0,true,false,false
944,"cbfm_base_ground_sit_girl",0,true,false,false
945,"cbfm_base_aristocrat",0,true,false,false
946,"cbfm_base_stand_freeze",0,true,false,false
947,"cbfm_base_ground_freeze",0,true,false,false
948,"cbfm_base_knee_listen",0,true,false,false
949,"cbfm_base_rescue1",0,true,false,false
950,"cbfm_base_rescue2",0,true,false,false
951,"cbfm_base_ground_cry",0,true,false,false
952,"cbfm_base_chair_sit_memo",0,true,false,false
953,"cbfm_base_stand_damage",0,true,false,false
954,"cbfm_base_box_sit_girl",0,true,false,false
955,"cbfm_base_ground_damage",0,true,false,false
956,"cbfm_base_guard_shield",0,true,false,false
957,"cbfm_base_lie_suffering",0,true,false,false
958,"cbfm_base_hang_down",0,true,false,false
959,"cbfm_base_old_person_stick",0,true,false,false
960,"cbfm_base_look_up_scope",0,true,false,false
961,"cbfm_base_look_up_glasses",0,true,false,false
962,"cbfm_base_look_front_scope",0,true,false,false
963,"cbfm_base_look_front_glasses",0,true,false,false
964,"cbfm_base_frightened3",0,true,false,false
965,"cbfm_base_machinist",0,true,false,false
966,"cbfm_base_look_front",0,true,false,false
967,"cbfm_base_astrologian",0,true,false,false
968,"cbfm_base_caution",0,true,false,false
969,"cbfm_base_landing",0,true,false,false
970,"cbfm_base_knock_wall",0,true,false,false
971,"cbfm_base_lcut_harp",0,true,false,false
972,"cbbw_cocking",38,false,false,false
973,"f_heavna20320_05a",21,false,false,true
974,"cbbm_ast_barrier_loop",0,true,false,false
975,"f_heavna70838_06a",21,false,false,true
976,"f_heavna70838_05a",21,false,false,true
977,"cbbw_attach",38,false,false,false
978,"f_heavna33010_02a",21,false,false,true
979,"f_heavna33010_06a",21,false,false,true
980,"f_heavna70120_22a",21,false,false,true
981,"cbbw_attach_hide_lp",0,true,false,false
982,"f_heavna40110_07a",21,false,false,true
983,"f_jobnin60020_03a",21,false,false,true
984,"cbem_j_pose03_1",46,false,false,false
985,"cbem_j_pose03_2lp",46,true,false,false
986,"cbem_dance02_2lp",0,true,false,false
987,"cbem_dance03_2lp",0,true,false,false
988,"cbem_dance04_2lp",0,true,false,false
989,"cbbm_hide_sp01",20,false,false,false
990,"cbbm_hide_sp02",20,false,false,false
991,"cbbm_hide_sp03",20,false,false,false
992,"cbbm_hide_sp04",20,false,false,false
993,"cbbm_hide_sp05",20,false,false,false
994,"cbbm_hide_sp06",20,false,false,false
995,"cbbm_hide_sp07",20,false,false,false
996,"cbbm_hide_sp08",20,false,false,false
997,"cbbm_hide_sp09",20,false,false,false
998,"cbbm_hide_sp10",20,false,false,false
999,"cbbm_hide_sp11",20,false,false,false
1000,"cbbm_hide_sp12",20,false,false,false
1001,"cbbm_show_sp01",38,false,false,false
1002,"cbbm_show_sp02",38,false,false,false
1003,"cbbm_show_sp03",38,false,false,false
1004,"cbbm_show_sp04",38,false,false,false
1005,"cbbm_show_sp05",38,false,false,false
1006,"cbbm_show_sp06",38,false,false,false
1007,"cbbm_show_sp07",38,false,false,false
1008,"cbbm_show_sp08",38,false,false,false
1009,"cbbm_show_sp09",38,false,false,false
1010,"cbbm_show_sp10",38,false,false,false
1011,"cbbm_show_sp11",38,false,false,false
1012,"cbbm_show_sp12",38,false,false,false
1013,"cbnm_gs_felling_lp",28,true,false,false
1014,"cbnm_gs_felling_act",30,false,false,false
1015,"cbnm_gs_mining_lp",28,true,false,false
1016,"cbnm_gs_mining_act",30,false,false,false
1017,"f_heavnb10830_10a",21,false,false,true
1018,"f_heavnb10310_03a",21,false,false,true
1019,"cbfm_base_verminion",0,true,false,false
1020,"cbfm_base_dancer2",0,true,false,false
1021,"cbfm_base_look_up",0,true,false,false
1022,"cbfm_base_menace",0,true,false,false
1023,"cbfm_base_manure_sprinkle_bar",0,true,false,false
1024,"cbfm_base_hair_shop",0,true,false,false
1025,"f_chrend10401_03a",21,false,false,true
1026,"f_chrend10401_06a",21,false,false,true
1027,"f_chrend10101_09a",21,false,false,true
1028,"cbem_dance05_2lp",0,true,false,false
1029,"cbep_u_act_emot04",40,false,false,false
1030,"cbep_u_act_emot02",40,false,false,false
1031,"cfxf_wink",21,false,false,true
1032,"cbep_u_sp02",40,false,false,false
1033,"f_heavnc10710_06a",21,false,false,true
1034,"f_heavnc10710_07a",21,false,false,true
1035,"f_heavnc10710_12a",21,false,false,true
1036,"f_heavnb10310_04a",21,false,false,true
1037,"f_heavnc10915_15a",21,false,false,true
1038,"f_heavnc10230_01a",21,false,false,true
1039,"pc_dizzy_loop",0,true,false,false
1040,"pc_fly_loop",0,true,false,false
1041,"f_heavnr20410_11a",21,false,false,true
1042,"cbfm_base_hammer_delicate",0,true,false,false
1043,"cbem_dance06_2lp",0,true,false,false
1044,"cbep_u_act_emot07",40,false,false,false
1045,"cbem_loop_emot01_2lp",0,true,false,false
1046,"cbem_loop_emot02_2lp",0,true,false,false
1047,"cbem_loop_emot03_2lp",0,true,false,false
1048,"f_heavnd10660_01a",21,false,false,true
1049,"cbem_loop_emot04_2lp",0,true,false,false
1050,"cbem_loop_emot05_2lp",0,true,false,false
1051,"cbem_loop_emot06_2lp",0,true,false,false
1052,"cbbm_bnpc_gmcjump_1",20,false,false,false
1053,"cbbm_bnpc_gmcjump_2lp",0,true,false,false
1054,"cbbm_bnpc_gmcjump_3",20,false,false,false
1055,"cbbm_bnpc_pasmove_1",20,false,false,false
1056,"cbbm_bnpc_pasmove_2lp",0,true,false,false
1057,"cbbm_bnpc_pasmove_3",20,false,false,false
1058,"cfxf_mot_sample01",21,false,false,true
1059,"f_heavnd10430_25a",21,false,false,true
1060,"f_chrhdb63210_14a",21,false,false,true
1061,"f_heavnm20210_04a",21,false,false,true
1062,"f_heavnm20210_05a",21,false,false,true
1063,"f_heavnm20130_21a",21,false,false,true
1064,"cbem_loop_emot07_1",20,false,false,false
1065,"cbem_loop_emot07_2lp",0,true,false,false
1066,"cbep_u_act_emot08",40,false,false,false
1067,"cbep_u_act_emot09",40,false,false,false
1068,"f_heavnd10430_36a",21,false,false,true
1069,"cbem_swo_emot01_2lp",0,true,false,false
1070,"cbem_l_pose01_1",46,false,false,false
1071,"cbem_l_pose01_2lp",46,true,false,false
1072,"cbem_l_pose02_1",46,false,false,false
1073,"cbem_l_pose02_2lp",46,true,false,false
1074,"cbem_liedown_3",53,false,false,false
1075,"pc_cling_loop",0,true,false,false
1076,"cbnm_swo_id0",7,true,false,false
1077,"cbnm_swo_01b_lp0",0,true,false,false
1078,"cbnm_swo_01f_lp0",0,true,false,false
1079,"cbnm_swo_01l_lp0",0,true,false,false
1080,"cbnm_swo_01r_lp0",0,true,false,false
1081,"cbnm_swo_02f_f",13,false,false,false
1082,"cbnm_swo_02f_lp0",0,true,false,false
1083,"cbnm_swo_02l_lp0",12,true,false,false
1084,"cbnm_swo_02r_lp0",12,true,false,false
1085,"cbnm_swo_jump_1",14,false,false,false
1086,"cbnm_swo_jump_2",15,false,false,false
1087,"cbnm_swo_jump_3",16,false,false,false
1088,"cbnm_swo_sprint_lp0",32,true,false,false
1089,"cbnm_swo_trn_l_lp",0,true,false,false
1090,"cbnm_swo_trn_r_lp",0,true,false,false
1091,"pc_ropeclip_loop",0,true,false,false
1092,"cbem_dance07_2lp",0,true,false,false
1093,"pc_ether_loop",0,true,false,false
1094,"f_heavne10940_09a",21,false,false,true
1095,"f_heavne10130_01a",21,false,false,true
1096,"cbfm_base_sundance2",0,true,false,false
1097,"cbbm_sp_pose_stoptime",0,true,false,false
1098,"f_heavne10910_31a",21,false,false,true
1099,"f_heavne10110_04a",21,false,false,true
1100,"f_heavne10910_29a",21,false,false,true
1101,"f_heavne10110_10a",21,false,false,true
1102,"f_heavne10930_22a",21,false,false,true
1103,"f_heavne10930_23a",21,false,false,true
1104,"cbbm_battle_dead_1",0,true,false,false
1105,"cbep_u_act_emot03",40,false,false,false
1106,"cbbm_mgc_sam_2lp",0,true,false,false
1107,"cbbm_mgc_rdm_2lp",0,true,false,false
1108,"cbem_sp05_2lp",0,true,false,false
1109,"cblm_swu_id0_hr_1",27,false,false,false
1110,"cblm_swu_id0_hr_2lp",28,true,false,false
1111,"cblm_swu_id0_hr_3",29,false,false,false
1112,"cblm_swu_act_hr_n",30,false,false,false
1113,"cbnm_swu_dive1",54,false,false,false
1114,"cbnm_swu_dive2",55,false,false,false
1115,"cbnm_swu_rise1",56,false,false,false
1116,"cbnm_swu_rise2",57,false,false,false
1117,"f_heavnm30130_22a",21,false,false,true
1118,"pc_stoop_loop",0,true,false,false
1119,"f_heavng10210_02a",21,false,false,true
1120,"f_chrhdb65210_10a",21,false,false,true
1121,"f_chrhdb65210_11a",21,false,false,true
1122,"f_chrhdb65210_12a",21,false,false,true
1123,"f_chrhdb65210_13a",21,false,false,true
1124,"f_heavnf10450_26a",21,false,false,true
1125,"f_heavnf10440_07a",21,false,false,true
1126,"f_heavnf10440_08a",21,false,false,true
1127,"f_heavnf10430_22a",21,false,false,true
1128,"cbbw_katana_iai_close",38,false,false,false
1129,"cbbw_katana_iai_dot",38,false,false,false
1130,"cbbw_katana_lbk",38,false,false,false
1131,"cblm_swu_abl_hr_a",30,false,false,false
1132,"cbnm_swo_itm_2lp",0,true,false,false
1133,"cbnm_swo_itm_3",20,false,false,false
1134,"cbnm_swo_item_act_2lp",0,true,false,false
1135,"cbnm_swu_itm_2lp",0,true,false,false
1136,"cbnm_swu_itm_3",20,false,false,false
1137,"cbnm_swu_item_act_2lp",0,true,false,false
1138,"cblm_swu_abl_pm_a",30,false,false,false
1139,"cblm_swu_abl_pm_b",30,false,false,false
1140,"cblm_swu_abl_pm_c",30,false,false,false
1141,"cblm_swu_abl_ps_a",30,false,false,false
1142,"cblm_swu_abl_ps_b",30,false,false,false
1143,"cblm_swu_abl_ps_c",30,false,false,false
1144,"cblm_swu_act_pm_n",30,false,false,false
1145,"cblm_swu_act_pm_sl",30,false,false,false
1146,"cblm_swu_act_ps_n",30,false,false,false
1147,"cblm_swu_act_ps_sl",30,false,false,false
1148,"cblm_swu_id0_pm_1",27,false,false,false
1149,"cblm_swu_id0_pm_2lp",28,true,false,false
1150,"cblm_swu_id0_pm_3",29,false,false,false
1151,"cblm_swu_id0_ps_1",27,false,false,false
1152,"cblm_swu_id0_ps_2lp",28,true,false,false
1153,"cblm_swu_id0_ps_3",29,false,false,false
1154,"cbfp_u_talk01",58,false,false,false
1155,"cbfp_u_talk02",58,false,false,false
1156,"cbfp_u_talk_angry",58,false,false,false
1157,"cbfp_u_talk_finger",58,false,false,false
1158,"cbfp_u_talk_forefinger",58,false,false,false
1159,"cbfp_u_talk_bothhand",58,false,false,false
1160,"cbfp_u_talk_onehand",58,false,false,false
1161,"cbfp_u_greeting",58,false,false,false
1162,"cbfp_u_shocked",58,false,false,false
1163,"cbfp_u_think",58,false,false,false
1164,"cbfp_u_item",58,false,false,false
1165,"cbfp_u_take_look",58,false,false,false
1166,"cbfp_u_sigh",58,false,false,false
1167,"cbfp_u_spirit",58,false,false,false
1168,"cbnm_swu_id0",7,true,false,false
1169,"cbnp_u_search_3",45,false,false,false
1170,"cbem_swo_emot01_1",46,false,false,false
1171,"cblm_swu_abl_hr_b",30,false,false,false
1172,"cbbm_sp_dmg_f",4,false,false,false
1173,"cblm_swu_switch_hr",30,false,false,false
1174,"cbbm_abl107",20,false,false,false
1175,"cbbm_abl108",20,false,false,false
1176,"cbbm_abl109",20,false,false,false
1177,"cbbm_abl110",20,false,false,false
1178,"cbbm_abl111",20,false,false,false
1179,"cbbm_abl112",20,false,false,false
1180,"cbbm_abl113",20,false,false,false
1181,"cbbm_abl114",20,false,false,false
1182,"cbbm_abl115",20,false,false,false
1183,"cbbm_abl116",20,false,false,false
1184,"cbbm_abl117",20,false,false,false
1185,"cbbm_abl118",20,false,false,false
1186,"cbbm_abl119",20,false,false,false
1187,"cbbm_mgc_sam_1",61,false,false,false
1188,"cbbm_mgc_sam_3",20,false,false,false
1189,"cbbm_mgc_sam_3b",20,false,false,false
1190,"cbbm_mgc_sam_3c",20,false,false,false
1191,"cbbm_abl165",20,false,false,false
1192,"cbbm_abl161",20,false,false,false
1193,"cbbm_abl162_2lp",0,true,false,false
1194,"cbbm_lbk_sam_1",20,false,false,false
1195,"cbbm_lbk_sam_2lp",0,true,false,false
1196,"cbbm_lbk_sam_3",20,false,false,false
1197,"cbbm_abl120",20,false,false,false
1198,"cbbm_abl121",20,false,false,false
1199,"cbbm_abl122",20,false,false,false
1200,"cbbm_abl123",20,false,false,false
1201,"cbbm_abl124",20,false,false,false
1202,"cbbm_abl125",20,false,false,false
1203,"cbbm_abl126",20,false,false,false
1204,"",0,false,false,false
