Index,0 [INT] [0x320],1 [UBYTE] [0x328],2 [USHORT] [0x324],3 [USHORT] [0x326],4 [STRING] [0x0],5 [STRING] [0x8],6 [STRING] [0x10],7 [STRING] [0x18],8 [STRING] [0x20],9 [STRING] [0x28],10 [STRING] [0x30],11 [STRING] [0x38],12 [STRING] [0x40],13 [STRING] [0x48],14 [STRING] [0x50],15 [STRING] [0x58],16 [STRING] [0x60],17 [STRING] [0x68],18 [STRING] [0x70],19 [STRING] [0x78],20 [STRING] [0x80],21 [STRING] [0x88],22 [STRING] [0x90],23 [STRING] [0x98],24 [STRING] [0xA0],25 [STRING] [0xA8],26 [STRING] [0xB0],27 [STRING] [0xB8],28 [STRING] [0xC0],29 [STRING] [0xC8],30 [STRING] [0xD0],31 [STRING] [0xD8],32 [STRING] [0xE0],33 [STRING] [0xE8],34 [STRING] [0xF0],35 [STRING] [0xF8],36 [STRING] [0x100],37 [STRING] [0x108],38 [STRING] [0x110],39 [STRING] [0x118],40 [STRING] [0x120],41 [STRING] [0x128],42 [STRING] [0x130],43 [STRING] [0x138],44 [STRING] [0x140],45 [STRING] [0x148],46 [STRING] [0x150],47 [STRING] [0x158],48 [STRING] [0x160],49 [STRING] [0x168],50 [STRING] [0x170],51 [STRING] [0x178],52 [STRING] [0x180],53 [STRING] [0x188],54 [STRING] [0x190],55 [STRING] [0x198],56 [STRING] [0x1A0],57 [STRING] [0x1A8],58 [STRING] [0x1B0],59 [STRING] [0x1B8],60 [STRING] [0x1C0],61 [STRING] [0x1C8],62 [STRING] [0x1D0],63 [STRING] [0x1D8],64 [STRING] [0x1E0],65 [STRING] [0x1E8],66 [STRING] [0x1F0],67 [STRING] [0x1F8],68 [STRING] [0x200],69 [STRING] [0x208],70 [STRING] [0x210],71 [STRING] [0x218],72 [STRING] [0x220],73 [STRING] [0x228],74 [STRING] [0x230],75 [STRING] [0x238],76 [STRING] [0x240],77 [STRING] [0x248],78 [STRING] [0x250],79 [STRING] [0x258],80 [STRING] [0x260],81 [STRING] [0x268],82 [STRING] [0x270],83 [STRING] [0x278],84 [STRING] [0x280],85 [STRING] [0x288],86 [STRING] [0x290],87 [STRING] [0x298],88 [STRING] [0x2A0],89 [STRING] [0x2A8],90 [STRING] [0x2B0],91 [STRING] [0x2B8],92 [STRING] [0x2C0],93 [STRING] [0x2C8],94 [STRING] [0x2D0],95 [STRING] [0x2D8],96 [STRING] [0x2E0],97 [STRING] [0x2E8],98 [STRING] [0x2F0],99 [STRING] [0x2F8],100 [STRING] [0x300],101 [STRING] [0x308],102 [STRING] [0x310],103 [STRING] [0x318],104 [UINT] [0x4],105 [UINT] [0xC],106 [UINT] [0x14],107 [UINT] [0x1C],108 [UINT] [0x24],109 [UINT] [0x2C],110 [UINT] [0x34],111 [UINT] [0x3C],112 [UINT] [0x44],113 [UINT] [0x4C],114 [UINT] [0x54],115 [UINT] [0x5C],116 [UINT] [0x64],117 [UINT] [0x6C],118 [UINT] [0x74],119 [UINT] [0x7C],120 [UINT] [0x84],121 [UINT] [0x8C],122 [UINT] [0x94],123 [UINT] [0x9C],124 [UINT] [0xA4],125 [UINT] [0xAC],126 [UINT] [0xB4],127 [UINT] [0xBC],128 [UINT] [0xC4],129 [UINT] [0xCC],130 [UINT] [0xD4],131 [UINT] [0xDC],132 [UINT] [0xE4],133 [UINT] [0xEC],134 [UINT] [0xF4],135 [UINT] [0xFC],136 [UINT] [0x104],137 [UINT] [0x10C],138 [UINT] [0x114],139 [UINT] [0x11C],140 [UINT] [0x124],141 [UINT] [0x12C],142 [UINT] [0x134],143 [UINT] [0x13C],144 [UINT] [0x144],145 [UINT] [0x14C],146 [UINT] [0x154],147 [UINT] [0x15C],148 [UINT] [0x164],149 [UINT] [0x16C],150 [UINT] [0x174],151 [UINT] [0x17C],152 [UINT] [0x184],153 [UINT] [0x18C],154 [UINT] [0x194],155 [UINT] [0x19C],156 [UINT] [0x1A4],157 [UINT] [0x1AC],158 [UINT] [0x1B4],159 [UINT] [0x1BC],160 [UINT] [0x1C4],161 [UINT] [0x1CC],162 [UINT] [0x1D4],163 [UINT] [0x1DC],164 [UINT] [0x1E4],165 [UINT] [0x1EC],166 [UINT] [0x1F4],167 [UINT] [0x1FC],168 [UINT] [0x204],169 [UINT] [0x20C],170 [UINT] [0x214],171 [UINT] [0x21C],172 [UINT] [0x224],173 [UINT] [0x22C],174 [UINT] [0x234],175 [UINT] [0x23C],176 [UINT] [0x244],177 [UINT] [0x24C],178 [UINT] [0x254],179 [UINT] [0x25C],180 [UINT] [0x264],181 [UINT] [0x26C],182 [UINT] [0x274],183 [UINT] [0x27C],184 [UINT] [0x284],185 [UINT] [0x28C],186 [UINT] [0x294],187 [UINT] [0x29C],188 [UINT] [0x2A4],189 [UINT] [0x2AC],190 [UINT] [0x2B4],191 [UINT] [0x2BC],192 [UINT] [0x2C4],193 [UINT] [0x2CC],194 [UINT] [0x2D4],195 [UINT] [0x2DC],196 [UINT] [0x2E4],197 [UINT] [0x2EC],198 [UINT] [0x2F4],199 [UINT] [0x2FC],200 [UINT] [0x304],201 [UINT] [0x30C],202 [UINT] [0x314],203 [UINT] [0x31C]
27,65854,1,30,29,"INIT_P_POP_1ST_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_3ST_06","INIT_POP_4ST_01","INIT_POP_4ST_02","INIT_POP_4ST_03","INIT_POP_4ST_04","INIT_POP_4ST_05","INIT_POP_5ST_01","P_WARP_01","INIT_ENPC_POP_01","BGM_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTION1","LOC_ACTION2","LOC_ACTION3","LOC_ACTION4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4126558,4126546,4126547,4126548,4126549,4126550,4126551,4126569,4126570,4126571,4126573,4126574,4126575,4126627,4126628,4126629,4126631,4126632,4126633,4126649,4126655,4126656,4126657,4126658,4126659,4127467,4097270,37,1003497,1002696,1003498,1003499,4097270,4164696,4164697,961,824,795,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,65855,1,30,34,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_POP_BOSS_01","INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_2ST_01","INIT_POP_2ST_02","INIT_POP_2ST_03","INIT_POP_2ST_04","INIT_POP_2ST_05","INIT_POP_2ST_06","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_POP_3ST_03","INIT_POP_3ST_04","INIT_POP_3ST_05","INIT_POP_3ST_06","STATUS_HAELED_DOWN","CUT_SCENE_01","CUT_SCENE_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4127474,4127475,4127476,4127477,4127478,4127479,4127480,4127481,4127482,4127485,4127486,4127487,4127488,4127489,4127490,4127491,4127492,4127493,4127494,4127495,4127496,172,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,66005,1,30,13,"INIT_POP_01","BNPC_NAME_01","DEF_ACTION_SAND_BREATH","LOC_ACTOR1","LOC_POS_ACTOR0","LOC_POS_ACTOR1","DEF_BLIND","CUT_SCENE_01","LOC_TALKSHAPE1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4082418,750,445,1003064,4126749,4126755,15,203,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,66094,1,30,19,"INIT_P_POP_01","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_01A_04","INIT_POP_01A_05","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02C_02","INIT_POP_02C_01","INIT_POP_02B_02","INIT_POP_02B_01","INIT_POP_03C_01","INIT_POP_03C_02","INIT_POP_03C_03","INIT_POP_03C_04","INIT_POP_03D_01","BNPC_C_TYPE","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_BNPC1","LOC_BNPC2","LOC_BNPC3","LOC_BNPC4","LOC_FACE0","LOC_FACE1","NCUT_15010","INIT_ENPC_POP_01","INIT_ENPC_POP_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4081071,4081077,4081078,4081080,4081081,4081081,4081099,4081100,4081102,4081103,4081104,4081105,4081113,4081114,4081115,4081116,4081117,690,4087447,4087454,4087458,4087478,1003827,1003817,1006011,1005971,1005972,1005973,1002997,604,617,164,4107478,4107479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,66098,1,30,24,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_ENPC_POP_01","BGM_NOMAL","BGM_LVUP","NCUT_20010","WARP_PC_POINT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4074121,4074122,4074123,4074347,101,23,165,4106159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,66102,1,30,29,"INIT_P_POP_01","INIT_POP_BOSS","INIT_POP_01A_01","INIT_POP_01A_02","INIT_POP_01A_03","INIT_POP_02A_01","INIT_POP_02A_02","INIT_POP_02B_01","INIT_POP_03C_01","BNPC_01_A_TYPE","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_ACTOR0","LOC_ACTOR1","LOC_BNPC0","LOC_ACTION1","LOC_FACE0","LOC_FACE1","DEF_ACTION_MONSTER_WHISTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4082301,4082299,4082315,4082316,4082317,4082311,4082312,4082314,4082323,700,4083826,4083827,1003827,1006011,1004482,934,604,617,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,66103,1,30,34,"INIT_POP_01","INIT_POP_02","INIT_POP_03","PC_ACTION_HOUKEN","LOC_POS_ACTOR0","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTION1","BGM_NOMAL","BGM_LVUP","PC_WARP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4075236,4075238,4075239,56,4082470,1003817,1003827,961,101,23,4088189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,66103,2,30,34,"INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_POP_BOSS","INIT_POP_01A_01","INIT_POP_01B_01","INIT_POP_01C_01","INIT_POP_01C_02","INIT_POP_01C_03","INIT_POP_01D_01","INIT_POP_01D_02","INIT_POP_01D_03","INIT_POP_02C_01","INIT_POP_02C_02","INIT_POP_02D_01","INIT_POP_02D_02","INIT_POP_02E_01","INIT_POP_02F_01","NCUT_30010","NCUT_30020","INIT_POP_04A_01","INIT_POP_04B_01","DEF_ACTION_EXC_PBAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4082369,4082370,4082371,4082372,4082379,4082380,4082383,4082384,4082385,4082392,4082393,4082394,4082402,4082403,4082399,4082400,4082401,4082404,166,167,4163992,4163993,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,66079,1,30,9,"INIT_POP_BOSS","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_02_03","INIT_POP_02_04","INIT_P_POP_01","CUT_SCENE_01","HOW_TO_QIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4083604,4083606,4083607,4083608,4083609,4083610,4083611,4083622,133,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,66080,1,30,18,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_P_POP_1ST_03","INIT_P_POP_1ST_04","INIT_POP_1ST_BOSS","INIT_POP_1ST_ARC_01_01","INIT_POP_1ST_ARC_01_02","INIT_POP_1ST_ARC_01_03","INIT_POP_1ST_PGL_01_04","INIT_POP_1ST_PGL_01_05","INIT_POP_1ST_PGL_01_06","INIT_POP_1ST_CNJ_02_01","INIT_POP_1ST_THM_02_02","INIT_POP_1ST_ARC_02_03","INIT_POP_1ST_ARC_02_04","INIT_POP_1ST_PGL_02_05","INIT_POP_1ST_PGL_02_06","INIT_POP_1ST_MON_03_01","INIT_POP_2ND_01","INIT_POP_2ND_02","INIT_P_POP_2ND_01","WARP_01","ACTION_CURE","ACTION_PRO","DEF_ACTION_MONSTER_SUMMON","DEF_ACTION_DOKUBARI","CUT_SCENE_01","CUT_SCENE_02","INIT_NOTAR_P_POP_1ST_01","INIT_NOTAR_P_POP_1ST_02","INIT_NOTAR_P_POP_1ST_03","INIT_NOTAR_P_POP_1ST_04","INIT_NOTAR_P_POP_1ST_05","INIT_NOTAR_POP_1ST_01","INIT_NOTAR_POP_1ST_02","INIT_NOTAR_POP_1ST_03","INIT_NOTAR_POP_1ST_04","INIT_NOTAR_POP_1ST_05","DEF_POISON","DEF_WEATHER_BOSS","ACTION_CUREA","DEF_WEATHER_RETURN","BGM_MASKED_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4102995,4102998,4103009,4103010,4102991,4102992,4102993,4102994,4102999,4103000,4103001,4103170,4103171,4103160,4103161,4103168,4103169,4103180,4103186,4103187,4103188,4102986,120,123,867,619,208,209,4103313,4103316,4103321,4103323,4103325,4103314,4103317,4103322,4103324,4103327,18,19,135,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,66086,1,30,8,"INIT_POP_BOSS","INIT_POP_01_01","INIT_POP_01_02","INIT_POP_02_01","INIT_POP_02_02","INIT_POP_02_03","INIT_POP_02_04","INIT_P_POP_01","CUT_SCENE_01","HOW_TO_QIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4077147,4077151,4077152,4077427,4077428,4077429,4077430,4077150,140,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,66087,1,30,18,"INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_POP_1ST_BOSS","INIT_POP_1ST_ARC_01_01","INIT_POP_1ST_ARC_01_02","INIT_POP_1ST_ARC_01_03","INIT_POP_1ST_PGL_01_04","INIT_POP_1ST_PGL_01_05","INIT_POP_1ST_PGL_01_06","INIT_P_POP_1ST_03","INIT_P_POP_1ST_04","INIT_POP_1ST_CNJ_02_01","INIT_POP_1ST_THM_02_02","INIT_POP_1ST_ARC_02_03","INIT_POP_1ST_ARC_02_04","INIT_POP_1ST_PGL_02_05","INIT_POP_1ST_PGL_02_06","INIT_POP_1ST_MON_03_01","INIT_POP_2ND_01","INIT_POP_2ND_02","INIT_P_POP_2ND_01","WARP_01","ACTION_CURE","ACTION_PRO","INIT_NOTAR_P_POP_1ST_01","INIT_NOTAR_P_POP_1ST_02","INIT_NOTAR_P_POP_1ST_03","INIT_NOTAR_P_POP_1ST_04","INIT_NOTAR_P_POP_1ST_05","INIT_NOTAR_P_POP_1ST_06","INIT_NOTAR_P_POP_1ST_07","INIT_NOTAR_P_POP_1ST_08","INIT_NOTAR_P_POP_1ST_09","INIT_NOTAR_POP_1ST_01","INIT_NOTAR_POP_1ST_02","INIT_NOTAR_POP_1ST_03","INIT_NOTAR_POP_1ST_04","INIT_NOTAR_POP_1ST_05","INIT_NOTAR_POP_1ST_06","INIT_NOTAR_POP_1ST_07","INIT_NOTAR_POP_1ST_08","INIT_NOTAR_POP_1ST_09","DEF_ACTION_MONSTER_SUMMON","DEF_WEATHER_RETURN","DEF_POISON","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","BGM_MASKED_BATTLE","DEF_WEATHER_BOSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4087433,4087434,4087437,4087440,4087443,4087445,4087449,4087451,4087452,4087459,4087460,4087493,4087494,4087498,4087499,4087502,4087504,4087563,4087572,4087573,4087577,4087657,120,123,4089037,4089038,4089039,4089040,4089041,4089043,4089044,4089045,4089046,4089052,4089055,4089053,4089054,4089050,4089051,4089048,4089049,4089047,867,2,18,194,195,196,94,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,65872,1,30,18,"INIT_P_POP_01","INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","ACTOR20","LOC_MARKER_01","LOC_MARKER_02","LOC_POS_CAM1","LOC_MARKER_03","LOC_MARKER_04","ACTOR30","LOC_MARKER_05","LOC_MARKER_06","LOC_MARKER_07","LOC_MARKER_08","ACTOR40","LOC_ACTION1","ACTOR50","ACTOR60","LOC_ACTION2","LOC_ACTION3","LOC_ACTION4","LOC_MARKER_09","LOC_MARKER_10","DEF_ACTION_WS_CRITICAL_LANCER","LOC_ACTION5","LOC_ACTION6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4093947,4093955,4093957,4093961,4093962,1002058,4011232,4011233,4011264,4011557,4011562,1004350,4012536,4012537,4012538,4012539,1001605,961,1006164,1003810,607,617,605,4096701,4096704,477,618,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,65886,1,30,19,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_07","INIT_POP_08","INIT_EO_POP_01","INIT_EN_POP_01","EVENT_ACTION_01","INIT_P_POP_01","INIT_POP_ENEMY_F01","INIT_POP_ENEMY_F02","INIT_POP_ENEMY_F03","ACTOR20","ACTOR30","ACTOR40","CUT_CLSTHM15010","INIT_POP_04","INIT_EO_POP_02","LOC_POS_EOBJ1","BGM_BATTLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4033627,4033629,4033631,4033691,4033692,4033684,4040588,16,4033688,4089803,4089804,4089805,1001713,1002325,1002326,51,4169221,4185128,4033684,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,65887,1,30,24,"INIT_P_POP_FRIEND","INIT_POP_BOSS","INIT_POP_ENEMY_A_01","INIT_POP_ENEMY_A_02","DEF_ACTION_BLLIZARA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4031433,4031432,4031434,4031747,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,65888,1,30,29,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","INIT_POP_05","INIT_POP_06","INIT_POP_07","INIT_POP_08","INIT_POP_09","INIT_POP_10","INIT_POP_11","INIT_POP_12","INIT_POP_13","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTION1","LOC_ACTION2_0","LOC_ACTION2_1","LOC_ACTION2_2","DEF_ACTION_THUNDER_STRIKE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4035753,4035757,4035758,4035762,4035763,4035764,4035765,4036114,4036608,4036610,4036611,4036612,4036621,1001708,1001709,1001710,1001711,1001712,4101648,4101651,787,791,794,795,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,65889,1,30,34,"INIT_POP_01","INIT_POP_02","INIT_POP_03","INIT_POP_04","INIT_P_POP_01","INIT_P_POP_02","INIT_P_POP_03","INIT_P_POP_04","INIT_P_POP_05","INIT_P_POP_06","CUT_CLSTHM30010","CUT_CLSTHM30020","DEF_ACTION_MONSTER_SUMMON","DEF_ACTION_SUCCUBUS_SILENCE","PR_FIXED_POS_01","PR_FIXED_POS_02","PR_FIXED_POS_03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4031416,4031423,4031424,4031425,4031419,4031420,4031421,4031422,4143519,4143524,168,169,867,869,4208386,4208387,4208388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,66196,1,30,21,"INIT_POP_A","INIT_POP_B","INIT_POP_C","CUT_SCENE_01","CUT_SCENE_02","CUT_SCENE_03","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR8","LOC_ACTOR9","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_FACE0","LOC_FACE1","LOC_FACE2","LOC_FACE3","LOC_FACE4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4094987,4094990,4094992,76,77,78,1005138,1004748,1004749,1005117,1005119,1005120,1004653,1004654,4176169,4176170,4176171,604,617,620,605,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
