Index,0 [INT] [0x0],1 [UBYTE] [0x40],2 [INT] [0x4],3 [UBYTE] [0x41],4 [INT] [0x8],5 [UBYTE] [0x42],6 [INT] [0xC],7 [UBYTE] [0x43],8 [INT] [0x10],9 [UBYTE] [0x44],10 [INT] [0x14],11 [UBYTE] [0x45],12 [INT] [0x18],13 [UBYTE] [0x46],14 [INT] [0x1C],15 [UBYTE] [0x47],16 [INT] [0x20],17 [UBYTE] [0x48],18 [INT] [0x24],19 [UBYTE] [0x49],20 [INT] [0x28],21 [UBYTE] [0x4A],22 [INT] [0x2C],23 [UBYTE] [0x4B],24 [UBYTE] [0x4C],25 [USHORT] [0x30],26 [BOOL] [0x4D],27 [USHORT] [0x32],28 [USHORT] [0x34],29 [USHORT] [0x36],30 [USHORT] [0x38],31 [USHORT] [0x3A],32 [USHORT] [0x3C],33 [USHORT] [0x3E],34 [BOOL] [0x4E],35 [BOOL] [0x4F]
570,5,28,2734,1,5326,1,5325,1,5335,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
571,5,28,3092,1,5326,2,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
572,5,28,4006,1,5326,2,5335,1,5064,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
573,5,28,3823,1,5326,1,5325,1,5064,1,5510,1,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
574,5,28,3365,1,5326,1,5335,1,5277,1,5319,1,5092,1,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
575,5,29,3077,1,5326,2,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
576,5,29,3583,1,5326,2,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
577,5,29,2750,1,5326,1,5335,1,5355,1,5343,1,0,0,0,0,0,0,0,0,4,3,2,2,0,0,false,100,100,100,0,0,0,0,true,true
578,5,30,3363,1,5326,2,5335,1,5057,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
579,5,30,3104,1,5326,2,5335,1,5343,1,5064,1,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
580,5,30,3370,1,5326,1,5335,1,5280,1,5320,1,5092,1,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
581,5,30,3601,1,5326,2,5335,1,5343,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
582,5,30,3831,1,5326,2,5335,1,5510,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
583,5,31,3372,1,5326,1,5335,1,5280,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
584,5,31,4013,1,5326,3,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
585,5,31,3603,1,5326,2,5335,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
586,5,31,3106,1,5326,3,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
587,5,32,5336,1,5346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-1,0,0,0,true,50,100,50,0,0,0,0,true,true
588,5,32,2763,1,5326,1,5335,1,5058,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
589,5,32,3120,1,5326,1,5335,1,5277,1,5064,1,5527,1,0,0,0,0,0,0,4,3,2,3,0,0,false,100,100,100,0,0,0,0,true,true
590,5,33,5327,1,5336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-1,0,0,0,true,50,100,50,0,0,0,0,true,true
591,5,33,3121,1,5326,1,5335,1,5277,1,5064,1,5527,1,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
592,5,33,3379,1,5327,3,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
593,5,33,3607,1,5327,1,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
594,5,34,3383,1,5327,1,5336,1,5277,1,5320,1,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
595,5,34,3385,1,5327,1,5336,1,5277,1,5320,1,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
596,5,34,3125,1,5327,1,5336,1,5277,2,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
597,5,34,2776,1,5327,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
598,5,35,3397,1,5327,2,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
599,5,35,2779,1,5327,2,5336,1,5352,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
600,5,35,3131,1,5327,3,5336,2,5465,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,false,100,100,100,0,0,0,0,true,true
601,5,36,2778,1,5342,3,5284,1,5327,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
602,5,36,3399,1,5327,1,5336,1,5280,1,5320,1,5093,1,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
603,5,36,3140,1,5327,4,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
604,5,37,2804,1,5327,2,5336,1,5066,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
605,5,37,4033,1,5327,2,5336,1,5066,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
606,5,37,3849,1,5327,1,5326,1,5066,1,5510,1,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
607,5,37,3404,1,5327,1,5336,1,5326,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
608,5,38,5337,1,5347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-1,0,0,0,true,50,100,50,0,0,0,0,true,true
609,5,38,2805,1,5327,2,5336,1,5066,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
610,5,38,3144,1,5327,2,5336,2,5066,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
611,5,38,3145,1,5327,2,5336,2,5066,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
612,5,38,3621,1,5327,2,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,false,100,100,100,0,0,0,0,true,true
613,5,39,5328,1,5337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,true,50,100,50,0,0,0,0,true,true
614,5,39,2806,1,5328,1,5336,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
615,5,39,3147,1,5328,1,5337,1,5277,2,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
616,5,39,2810,1,5328,3,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
617,5,40,2808,1,5328,1,5336,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
618,5,40,3408,1,5328,1,5337,1,5277,1,5320,1,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
619,5,40,3410,1,5328,1,5337,1,5277,1,5320,1,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
620,5,40,2814,1,5328,2,5337,1,5355,1,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
621,5,40,2816,1,5327,1,5326,1,5336,2,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
622,5,41,3413,1,5328,2,5337,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
623,5,41,3160,1,5328,3,5337,2,5065,1,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
624,5,41,3162,1,5327,2,5326,1,5336,1,5517,1,0,0,0,0,0,0,0,0,4,5,2,4,0,0,false,100,100,100,0,0,0,0,true,true
625,5,42,3415,1,5327,2,5336,1,5282,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
626,5,42,3163,1,5327,2,5336,1,5282,1,5058,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
627,5,42,3425,1,5328,2,5327,1,5337,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
628,5,42,2829,1,5328,1,5337,1,5348,1,5359,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
629,5,42,2825,1,5328,1,5335,1,5282,1,5359,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
630,5,42,3176,1,5328,2,5327,1,5337,1,5065,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
631,5,42,3421,1,5328,1,5327,1,5337,1,5282,1,5058,1,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
632,5,42,3645,1,5282,1,5277,1,5328,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
633,5,42,3172,1,5328,2,5337,1,5277,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
634,5,42,3429,1,5328,1,5335,1,5280,2,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
635,5,42,2832,1,5328,1,5337,1,5360,1,5063,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
636,5,43,3647,1,5328,1,5337,1,5282,1,5065,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
637,5,43,3648,1,5328,2,5337,1,5280,1,5343,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
638,5,43,3427,1,5328,1,5337,1,5282,1,5322,1,5099,1,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
639,5,43,3178,1,5328,3,5337,1,5280,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
640,5,43,5329,1,5347,2,5349,1,5522,1,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,true,50,100,50,0,0,0,0,true,true
641,5,43,2835,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
642,5,44,2837,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
643,5,44,3187,1,5328,2,5327,1,5337,1,5517,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
644,5,44,2854,1,5328,2,5337,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
645,5,44,3188,1,5328,2,5337,1,5285,1,5059,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
646,5,44,2852,1,5329,2,5337,1,5360,1,5066,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
647,5,44,3185,1,5329,3,5337,2,5066,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
648,5,44,3442,1,5328,2,5337,1,5285,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,true,true
649,5,45,3193,1,5328,3,5327,1,5337,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
650,5,45,3456,1,5329,2,5328,1,5337,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
651,5,45,3201,1,5329,2,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
652,5,45,2882,1,5329,1,5337,1,5282,1,5359,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
653,5,45,3205,1,5329,2,5337,1,5348,1,5059,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
654,5,45,3454,1,5329,1,5328,1,5337,1,5285,1,5065,1,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
655,5,45,3680,1,5329,1,5337,1,5282,1,5066,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
656,5,46,3678,1,5282,2,5329,1,5322,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
657,5,46,2886,1,5329,1,5337,1,5348,1,5359,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
658,5,46,3681,1,5329,2,5337,1,5282,1,5343,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
659,5,47,3467,1,5329,1,5337,1,5282,2,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
660,5,47,2891,1,5329,1,5337,1,5359,1,5065,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,true,true
661,5,48,3211,1,5329,3,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,4,6,2,6,0,0,false,100,100,100,0,0,0,0,true,true
662,5,48,3473,1,5329,1,5337,1,5285,1,5322,1,5094,1,0,0,0,0,0,0,4,6,2,6,0,0,false,100,100,100,0,0,0,0,true,true
663,3,1,5062,1,5106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
664,3,2,1681,1,5432,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
665,3,3,2056,1,5197,1,5432,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
666,3,4,5086,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
667,3,5,2106,1,5197,1,5433,1,5432,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
668,3,5,4305,1,5062,2,5275,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
669,3,5,4091,1,5062,1,5086,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
670,3,6,5258,1,5228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
671,3,6,4197,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
672,3,7,4422,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
673,3,7,4421,1,5432,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
674,3,8,2443,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
675,3,8,4306,1,5433,2,5086,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
676,3,9,4307,1,5062,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
677,3,9,2107,1,5197,1,5434,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
678,3,10,2057,1,5197,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
679,3,10,4093,1,5433,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
680,3,10,1683,1,5434,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
681,3,11,4198,1,5062,2,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
682,3,12,2058,1,5197,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
683,3,12,2445,1,5442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
684,3,13,5169,1,5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
685,3,13,5170,1,5129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
686,3,13,5173,1,5132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
687,3,13,2108,1,2106,1,5433,1,5442,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,false,true
688,3,14,5063,1,5106,2,5110,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
689,3,14,5172,1,5131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
690,3,14,5171,1,5130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
691,3,14,5174,1,5133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,true,true
692,3,14,2668,1,5063,1,5512,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
693,3,14,2059,1,5056,1,5197,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
694,3,15,5087,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
695,3,15,4204,1,5063,1,5442,1,5276,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
696,3,15,4309,1,5063,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
697,3,15,4094,1,5063,1,5087,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
698,3,16,2444,1,5442,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
699,3,16,4095,1,5063,1,5087,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
700,3,17,4311,1,5442,2,5334,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
701,3,17,4205,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
702,3,17,2109,1,2107,1,5434,2,5258,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,false,true
703,3,18,2685,1,5169,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
704,3,18,2687,1,5170,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
705,3,18,2693,1,5173,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
706,3,19,2691,1,5172,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
707,3,19,2689,1,5171,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
708,3,19,2695,1,5174,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
709,3,19,4100,1,5460,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
710,3,19,2111,1,5197,1,5435,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
711,3,20,5259,1,5229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
712,3,20,2061,1,2057,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,false,true
713,3,20,4430,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
714,3,20,4431,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,true,true
715,3,21,4313,1,5063,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,true,true
716,3,21,4433,1,5460,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,true,true
717,3,21,4209,1,5063,2,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,true,true
718,3,22,5199,1,5153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
719,3,22,5203,1,5157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
720,3,22,5202,1,5156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
721,3,22,2446,1,5063,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,true,true
722,3,23,5201,1,5155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
723,3,23,5200,1,5154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
724,3,23,5198,1,5152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
725,3,23,5064,1,5113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
726,3,23,2063,1,5200,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,true,true
727,3,24,5088,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,true,true
728,3,24,2447,1,5057,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
729,3,24,2728,1,5064,1,5512,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
730,3,24,4211,1,5064,1,5435,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
731,3,25,2731,1,2728,1,5064,1,5512,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,150,75,100,0,0,0,0,false,true
732,3,25,2066,1,5199,1,5435,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
733,3,25,2118,1,2111,1,5435,2,5493,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,150,75,100,0,0,0,0,false,true
734,3,25,4315,1,5064,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
735,3,25,4103,1,5064,1,5088,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
736,3,25,4105,1,5064,1,5088,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
737,3,26,4213,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
738,3,26,4439,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
739,3,26,4440,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
740,3,26,4317,1,5435,2,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
741,3,26,2069,1,5197,1,5064,1,5527,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
742,3,26,2448,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,true,true
