Index,0 [BBOOL] [0x18],1 [UBYTE] [0x14],2 [UBYTE] [0x15],3 [USHORT] [0x4],4 [USHORT] [0x6],5 [USHORT] [0x8],6 [USHORT] [0xA],7 [INT] [0x0],8 [USHORT] [0xC],9 [UBYTE] [0x16],10 [UBYTE] [0x17],11 [USHORT] [0xE],12 [USHORT] [0x10],13 [USHORT] [0x12]
434,false,34,57,0,142,1,60,299520,132,0,0,0,0,361
435,false,34,58,0,145,1,60,388800,135,0,0,0,0,362
436,false,34,58,0,145,1,60,388800,135,0,0,0,0,363
437,false,34,58,0,145,1,60,388800,135,0,0,0,0,364
438,false,34,58,0,145,1,60,388800,135,0,0,0,0,365
439,false,34,58,0,145,1,60,388800,135,0,0,0,0,366
440,false,34,59,0,148,1,60,388800,138,0,0,0,0,367
441,false,34,59,0,148,1,60,388800,138,0,0,0,0,368
442,false,34,59,0,148,1,60,388800,138,0,0,0,0,369
443,false,34,60,0,150,1,60,487300,140,0,0,0,0,370
444,false,17,51,80,120,1,60,105840,0,72,0,311,0,371
445,false,17,51,120,120,1,60,105840,0,72,0,311,0,372
446,false,17,51,120,120,1,60,105840,0,72,0,311,0,373
447,false,17,52,125,125,1,60,155520,0,72,0,314,0,374
448,false,17,53,130,130,1,60,155520,0,72,0,362,0,375
449,false,17,54,133,133,1,60,221760,0,72,0,363,0,376
450,false,17,54,133,133,1,60,221760,0,72,0,363,0,377
451,false,17,55,136,136,1,60,221760,0,72,0,388,0,378
452,false,17,55,136,136,1,60,221760,0,72,0,388,0,379
453,false,17,56,139,139,1,60,299520,0,72,0,389,0,380
454,false,17,57,142,142,1,60,299520,0,72,0,392,0,381
455,false,17,57,142,142,1,60,299520,0,72,0,392,0,382
456,false,17,58,145,145,1,60,388800,0,72,0,396,0,383
457,false,17,58,145,145,1,60,388800,0,72,0,396,0,384
458,false,17,59,148,148,1,60,388800,0,72,0,401,0,385
459,false,17,59,148,148,1,60,388800,0,72,0,401,0,386
460,false,17,60,150,150,1,60,487300,0,72,0,405,0,387
461,false,17,60,150,150,1,60,487300,0,72,0,405,0,388
462,false,18,51,80,120,1,60,105840,0,72,0,311,0,389
463,false,18,51,80,120,1,60,105840,0,72,0,311,0,390
464,false,18,51,120,120,1,60,105840,0,72,0,311,0,391
465,false,18,52,125,125,1,60,155520,0,72,0,314,0,392
466,false,18,53,130,130,1,60,155520,0,72,0,362,0,393
467,false,18,54,133,133,1,60,221760,0,72,0,363,0,394
468,false,18,54,133,133,1,60,221760,0,72,0,363,0,395
469,false,18,55,136,136,1,60,221760,0,72,0,388,0,396
470,false,18,55,136,136,1,60,221760,0,72,0,388,0,397
471,false,18,56,139,139,1,60,299520,0,72,0,389,0,398
472,false,18,57,142,142,1,60,299520,0,72,0,392,0,399
473,false,18,57,142,142,1,60,299520,0,72,0,392,0,400
474,false,18,58,145,145,1,60,388800,0,72,0,396,0,401
475,false,18,58,145,145,1,60,388800,0,72,0,396,0,402
476,false,18,59,148,148,1,60,388800,0,72,0,401,0,403
477,false,18,59,148,148,1,60,388800,0,72,0,401,0,404
478,false,18,59,148,148,1,60,388800,0,72,0,401,0,405
479,false,18,60,150,150,1,60,487300,0,72,0,405,0,406
480,false,19,51,0,120,1,60,105840,0,72,0,228,0,407
481,false,19,52,0,125,1,60,155520,0,72,0,249,0,408
482,false,19,52,0,125,1,60,155520,0,72,0,249,0,409
483,false,19,52,0,125,1,60,155520,0,72,0,249,0,410
484,false,19,53,0,130,1,60,155520,0,72,0,271,0,411
485,false,19,53,0,130,1,60,155520,0,72,0,271,0,412
486,false,19,54,0,133,1,60,221760,0,72,0,291,0,413
487,false,19,54,0,133,1,60,221760,0,72,0,291,0,414
488,false,19,55,0,136,1,60,221760,0,72,0,312,0,415
489,false,19,55,0,136,1,60,221760,0,72,0,312,0,416
490,false,19,55,0,136,1,60,221760,0,72,0,312,0,417
491,false,19,56,0,139,1,60,299520,0,72,0,314,0,418
492,false,19,57,0,142,1,60,299520,0,72,0,320,0,419
493,false,19,57,0,142,1,60,299520,0,72,0,320,0,420
494,false,19,58,0,145,1,60,388800,0,72,0,327,0,421
495,false,19,58,0,145,1,60,388800,0,72,0,327,0,422
496,false,19,59,0,148,1,60,388800,0,72,0,336,0,423
497,false,19,59,0,148,1,60,388800,0,72,0,336,0,424
498,false,19,60,0,150,1,60,487300,0,72,0,347,0,425
499,false,19,60,0,150,1,60,487300,0,72,0,347,0,426
500,false,17,30,30,30,1,60,30000,0,72,0,99,0,427
501,false,19,52,0,125,1,60,155520,0,72,0,249,0,428
502,false,19,55,0,136,1,60,221760,0,72,0,312,0,429
503,false,19,55,0,136,1,60,221760,0,72,0,312,0,430
504,false,19,55,0,136,1,60,221760,0,72,0,312,0,431
505,false,19,54,0,133,1,60,221760,0,72,0,291,0,432
506,false,17,50,55,50,1,60,105840,0,72,0,149,0,433
507,false,17,50,55,50,1,60,105840,0,72,0,149,0,434
508,false,17,50,55,50,1,60,105840,0,72,0,149,0,435
509,false,17,50,51,50,1,60,105840,0,72,0,149,0,436
510,false,17,50,51,50,1,60,105840,0,72,0,149,0,437
511,false,17,50,51,50,1,60,105840,0,72,0,149,0,438
512,false,17,50,51,50,1,60,105840,0,72,0,149,0,439
513,false,17,50,70,50,1,60,105840,0,72,0,149,0,440
514,false,17,50,70,50,1,60,105840,0,72,0,149,0,441
515,false,17,50,70,50,1,60,105840,0,72,0,149,0,442
516,false,18,50,51,50,1,60,105840,0,72,0,149,0,443
517,false,18,50,51,50,1,60,105840,0,72,0,149,0,444
518,false,18,50,51,50,1,60,105840,0,72,0,149,0,445
519,false,18,50,51,50,1,60,105840,0,72,0,149,0,446
520,false,18,50,51,50,1,60,105840,0,72,0,149,0,447
521,false,18,50,51,50,1,60,105840,0,72,0,149,0,448
522,false,18,50,51,50,1,60,105840,0,72,0,149,0,449
523,false,18,50,51,50,1,60,105840,0,72,0,149,0,450
524,false,18,50,51,50,1,60,105840,0,72,0,149,0,451
525,false,18,50,70,50,1,60,105840,0,72,0,149,0,452
526,false,18,50,70,50,1,60,105840,0,72,0,149,0,453
527,false,18,50,70,50,1,60,105840,0,72,0,149,0,454
528,false,18,50,70,50,1,60,105840,0,72,0,149,0,455
529,false,17,50,70,50,1,60,105840,0,72,0,149,0,456
530,false,17,50,70,50,1,60,105840,0,72,0,149,0,457
531,false,17,50,70,50,1,60,105840,0,72,0,149,0,458
532,false,17,50,70,50,1,60,105840,0,72,0,149,0,459
533,false,17,50,70,50,1,60,105840,0,72,0,149,0,460
534,false,18,50,70,50,1,60,105840,0,72,0,149,0,461
535,false,18,50,70,50,1,60,105840,0,72,0,149,0,462
536,false,17,50,80,50,1,60,105840,0,72,0,149,0,463
537,false,18,50,80,50,1,60,105840,0,72,0,149,0,464
538,false,17,50,80,50,1,60,105840,0,72,0,149,0,465
539,false,18,50,80,50,1,60,105840,0,72,0,149,0,466
540,false,17,50,50,50,1,60,105840,0,72,0,149,0,467
541,false,17,50,90,50,1,60,105840,0,72,0,149,0,468
542,false,18,50,90,50,1,60,105840,0,72,0,149,0,469
543,false,17,50,55,50,1,60,105840,0,72,0,149,0,470
544,false,18,50,55,50,1,60,105840,0,72,0,149,0,471
545,false,17,53,130,130,1,60,155520,0,72,0,362,0,472
546,false,17,55,136,136,1,60,221760,0,72,0,388,0,473
547,false,17,58,145,145,1,60,388800,0,72,0,396,0,474
548,false,18,53,130,130,1,60,155520,0,72,0,362,0,475
549,false,18,55,136,136,1,60,221760,0,72,0,388,0,476
550,false,18,55,136,136,1,60,221760,0,72,0,388,0,477
551,false,18,58,145,145,1,60,388800,0,72,0,396,0,478
552,true,34,60,0,1,2,1080,1490000,170,0,0,0,0,30074
553,true,17,60,0,1,2,1080,1490000,0,72,0,486,0,30075
554,true,18,60,0,1,2,1080,1490000,0,72,0,486,0,30076
555,true,19,60,0,1,2,1080,1490000,0,72,0,393,0,30077
556,false,17,50,51,50,1,60,105840,0,72,0,149,0,479
557,false,18,11,11,11,1,60,8800,0,72,0,40,0,480
558,false,18,11,11,11,1,60,8800,0,72,0,40,0,481
559,false,18,11,11,11,1,60,8800,0,72,0,40,0,482
560,false,18,12,12,12,1,60,8800,0,72,0,41,0,483
561,false,18,12,12,12,1,60,8800,0,72,0,41,0,484
562,false,18,12,12,12,1,60,8800,0,72,0,41,0,485
563,false,18,13,13,13,1,60,8800,0,72,0,43,0,486
564,false,18,13,13,13,1,60,8800,0,72,0,43,0,487
565,false,18,13,13,13,1,60,8800,0,72,0,43,0,488
566,false,18,14,14,14,1,60,8800,0,72,0,44,0,489
567,false,18,14,14,14,1,60,8800,0,72,0,44,0,490
568,false,18,50,51,50,1,60,105840,0,72,0,149,0,491
569,false,18,50,51,50,1,60,105840,0,72,0,149,0,492
570,false,18,50,51,50,1,60,105840,0,72,0,149,0,493
571,false,18,50,51,50,1,60,105840,0,72,0,149,0,494
572,false,18,50,70,50,1,60,105840,0,72,0,149,0,495
573,false,18,50,70,50,1,60,105840,0,72,0,149,0,496
574,false,18,50,55,50,1,60,105840,0,72,0,149,0,497
575,false,17,50,55,50,1,60,105840,0,72,0,149,0,498
576,false,18,50,70,50,1,60,105840,0,72,0,149,0,499
577,false,17,50,70,50,1,60,105840,0,72,0,149,0,500
578,true,34,61,0,1,2,1080,1772000,245,0,0,0,0,30078
579,true,17,61,0,1,2,1080,1772000,0,72,0,700,0,30079
580,true,18,61,0,1,2,1080,1772000,0,72,0,700,0,30080
581,true,19,61,0,1,2,1080,1772000,0,72,0,600,0,30081
582,true,34,65,0,1,2,1080,2858333,266,0,0,0,0,30082
583,true,17,65,0,1,2,1080,2858333,0,72,0,739,0,30083
584,true,18,65,0,1,2,1080,2858333,0,72,0,739,0,30084
585,true,19,65,0,1,2,1080,2858333,0,72,0,633,0,30085
586,false,17,60,0,150,1,60,487300,0,72,0,405,0,501
587,false,17,50,0,80,1,60,105840,0,72,0,149,0,502
588,false,17,51,0,120,1,60,105840,0,72,0,311,0,503
589,false,17,52,0,125,1,60,155520,0,72,0,314,0,504
590,false,17,53,0,130,1,60,155520,0,72,0,362,0,505
591,false,17,54,0,133,1,60,221760,0,72,0,363,0,506
592,false,17,55,0,136,1,60,221760,0,72,0,388,0,507
593,false,17,56,0,139,1,60,299520,0,72,0,389,0,508
594,false,17,57,0,142,1,60,299520,0,72,0,392,0,509
595,false,17,58,0,145,1,60,388800,0,72,0,396,0,510
596,false,17,59,0,148,1,60,388800,0,72,0,401,0,511
597,false,17,60,0,180,1,60,487300,0,72,0,602,0,512
598,false,17,60,0,180,1,60,487300,0,72,0,602,0,513
599,false,17,60,0,175,1,60,487300,0,72,0,602,0,514
600,false,17,60,0,180,1,60,487300,0,72,0,602,0,515
601,false,17,60,0,180,1,60,487300,0,72,0,602,0,516
602,false,17,60,0,180,1,60,487300,0,72,0,602,0,517
603,false,18,60,0,150,1,60,487300,0,72,0,405,0,518
604,false,18,50,0,80,1,60,105840,0,72,0,149,0,519
605,false,18,51,0,120,1,60,105840,0,72,0,311,0,520
606,false,18,52,0,125,1,60,155520,0,72,0,314,0,521
607,false,18,53,0,130,1,60,155520,0,72,0,362,0,522
608,false,18,54,0,133,1,60,221760,0,72,0,363,0,523
609,false,18,55,0,136,1,60,221760,0,72,0,388,0,524
610,false,18,56,0,139,1,60,299520,0,72,0,389,0,525
611,false,18,58,0,145,1,60,388800,0,72,0,396,0,526
612,false,18,57,0,142,1,60,299520,0,72,0,392,0,527
613,false,18,59,0,148,1,60,388800,0,72,0,401,0,528
614,false,18,60,0,180,1,60,487300,0,72,0,602,0,529
615,false,18,60,0,180,1,60,487300,0,72,0,602,0,530
616,false,18,60,0,180,1,60,487300,0,72,0,602,0,531
617,false,18,60,0,180,1,60,487300,0,72,0,602,0,532
618,false,18,60,0,180,1,60,487300,0,72,0,602,0,533
619,false,18,60,0,180,1,60,487300,0,72,0,602,0,534
620,false,18,50,0,80,1,60,105840,0,72,0,149,0,535
621,false,18,52,0,125,1,60,155520,0,72,0,314,0,536
622,false,18,53,0,130,1,60,155520,0,72,0,362,0,537
623,false,18,60,0,180,1,60,487300,0,72,0,602,0,538
624,false,18,60,0,180,1,60,487300,0,72,0,602,0,539
625,false,18,60,0,180,1,60,487300,0,72,0,602,0,540
626,false,18,60,0,180,1,60,487300,0,72,0,602,0,541
627,false,18,60,0,180,1,60,487300,0,72,0,602,0,542
628,false,17,60,0,180,1,60,487300,0,72,0,602,0,543
629,false,17,60,0,180,1,60,487300,0,72,0,602,0,544
630,false,17,60,0,180,1,60,487300,0,72,0,602,0,545
631,false,17,60,0,180,1,60,487300,0,72,0,602,0,546
632,false,18,60,0,180,1,60,487300,0,72,0,602,0,547
633,false,18,20,0,20,1,60,13600,0,72,0,65,0,548
634,false,18,20,0,20,1,60,13600,0,72,0,65,0,549
635,false,18,20,0,20,1,60,13600,0,72,0,65,0,550
636,false,18,20,0,20,1,60,13600,0,72,0,65,0,551
637,false,18,20,0,20,1,60,13600,0,72,0,65,0,552
638,false,18,20,0,20,1,60,13600,0,72,0,65,0,553
639,false,18,60,0,200,1,60,487300,0,72,0,644,0,554
640,false,18,60,0,200,1,60,487300,0,72,0,644,0,555
641,false,18,60,0,200,1,60,487300,0,72,0,644,0,556
642,false,18,60,0,200,1,60,487300,0,72,0,644,0,557
643,false,17,60,0,200,1,60,487300,0,72,0,644,0,558
644,false,17,60,0,200,1,60,487300,0,72,0,644,0,559
645,false,17,60,0,200,1,60,487300,0,72,0,644,0,560
646,false,17,60,0,190,1,60,487300,0,72,0,644,0,561
647,false,17,60,0,190,1,60,487300,0,72,0,644,0,562
648,false,17,61,0,205,1,60,487300,0,72,0,700,0,563
649,false,17,62,0,210,1,60,580900,0,72,0,714,0,564
650,false,17,63,0,215,1,60,580900,0,72,0,728,0,565
651,false,17,64,0,220,1,60,699500,0,72,0,734,0,566
652,false,17,65,0,225,1,60,699500,0,72,0,739,0,567
653,false,17,65,0,225,1,60,699500,0,72,0,739,0,568
654,false,17,66,0,230,1,60,857500,0,72,0,744,0,569
655,false,17,68,0,260,1,60,1082600,0,72,0,775,0,570
656,false,17,68,0,260,1,60,1082600,0,72,0,775,0,571
657,false,17,70,0,290,1,60,1231000,0,72,0,805,0,572
658,false,17,70,0,290,1,60,1231000,0,72,0,805,0,573
659,false,17,61,0,205,1,60,487300,0,72,0,700,0,574
660,false,17,61,0,205,1,60,487300,0,72,0,700,0,575
661,false,17,62,0,210,1,60,580900,0,72,0,714,0,576
662,false,17,63,0,215,1,60,580900,0,72,0,728,0,577
663,false,17,66,0,230,1,60,857500,0,72,0,744,0,578
664,false,17,67,0,245,1,60,857500,0,72,0,759,0,579
665,false,17,69,0,275,1,60,1082600,0,72,0,790,0,580
666,false,17,69,0,275,1,60,1082600,0,72,0,790,0,581
667,false,18,60,0,190,1,60,487300,0,72,0,644,0,582
668,false,18,61,0,205,1,60,487300,0,72,0,700,0,583
669,false,18,61,0,205,1,60,487300,0,72,0,700,0,584
670,false,18,63,0,215,1,60,580900,0,72,0,728,0,585
671,false,18,64,0,220,1,60,699500,0,72,0,734,0,586
672,false,18,65,0,225,1,60,699500,0,72,0,739,0,587
673,false,18,65,0,225,1,60,699500,0,72,0,739,0,588
674,false,18,65,0,225,1,60,699500,0,72,0,739,0,589
675,false,18,66,0,230,1,60,857500,0,72,0,744,0,590
676,false,18,67,0,245,1,60,857500,0,72,0,759,0,591
677,false,18,67,0,245,1,60,857500,0,72,0,759,0,592
678,false,18,70,0,290,1,60,1231000,0,72,0,805,0,593
679,false,18,70,0,290,1,60,1231000,0,72,0,805,0,594
680,false,18,60,0,190,1,60,487300,0,72,0,644,0,595
681,false,18,60,0,190,1,60,487300,0,72,0,644,0,596
682,false,18,62,0,210,1,60,580900,0,72,0,714,0,597
683,false,18,62,0,210,1,60,580900,0,72,0,714,0,598
684,false,18,62,0,210,1,60,580900,0,72,0,714,0,599
685,false,18,63,0,215,1,60,580900,0,72,0,728,0,600
686,false,18,63,0,215,1,60,580900,0,72,0,728,0,601
687,false,18,64,0,220,1,60,699500,0,72,0,734,0,602
688,false,18,64,0,220,1,60,699500,0,72,0,734,0,603
689,false,18,64,0,220,1,60,699500,0,72,0,734,0,604
690,false,18,64,0,220,1,60,699500,0,72,0,734,0,605
691,false,18,65,0,225,1,60,699500,0,72,0,739,0,606
692,false,18,65,0,225,1,60,699500,0,72,0,739,0,607
693,false,18,65,0,225,1,60,699500,0,72,0,739,0,608
694,false,18,66,0,230,1,60,857500,0,72,0,744,0,609
695,false,18,66,0,230,1,60,857500,0,72,0,744,0,610
696,false,18,66,0,230,1,60,857500,0,72,0,744,0,611
697,false,18,66,0,230,1,60,857500,0,72,0,744,0,612
698,false,18,66,0,230,1,60,857500,0,72,0,744,0,613
699,false,18,67,0,245,1,60,857500,0,72,0,759,0,614
700,false,18,68,0,260,1,60,1082600,0,72,0,775,0,615
701,false,18,68,0,260,1,60,1082600,0,72,0,775,0,616
702,false,18,68,0,260,1,60,1082600,0,72,0,775,0,617
703,false,18,68,0,260,1,60,1082600,0,72,0,775,0,618
704,false,18,68,0,260,1,60,1082600,0,72,0,775,0,619
705,false,18,68,0,260,1,60,1082600,0,72,0,775,0,620
706,false,18,69,0,275,1,60,1082600,0,72,0,790,0,621
707,false,18,69,0,275,1,60,1082600,0,72,0,790,0,622
708,false,18,70,0,300,1,60,1231000,0,72,0,875,0,623
709,false,34,61,0,255,1,60,487300,245,0,0,0,0,624
710,false,34,61,0,255,1,60,487300,245,0,0,0,0,625
711,false,34,62,0,265,1,60,580900,255,0,0,0,0,626
712,false,34,62,0,265,1,60,580900,255,0,0,0,0,627
713,false,34,62,0,265,1,60,580900,255,0,0,0,0,628
714,false,34,63,0,270,1,60,580900,260,0,0,0,0,629
715,false,34,63,0,270,1,60,580900,260,0,0,0,0,630
716,false,34,64,0,273,1,60,699500,263,0,0,0,0,631
717,false,34,65,0,276,1,60,699500,266,0,0,0,0,632
718,false,34,66,0,279,1,60,857500,269,0,0,0,0,633
719,false,34,66,0,279,1,60,857500,269,0,0,0,0,634
720,false,34,66,0,279,1,60,857500,269,0,0,0,0,635
721,false,34,67,0,282,1,60,857500,272,0,0,0,0,636
722,false,34,67,0,282,1,60,857500,272,0,0,0,0,637
723,false,34,68,0,285,1,60,1082600,275,0,0,0,0,638
724,false,34,68,0,285,1,60,1082600,275,0,0,0,0,639
725,false,34,69,0,288,1,60,1082600,278,0,0,0,0,640
726,false,34,69,0,288,1,60,1082600,278,0,0,0,0,641
727,false,34,70,0,290,1,60,1231000,280,0,0,0,0,642
728,false,34,70,0,290,1,60,1231000,280,0,0,0,0,643
729,false,19,61,0,205,1,60,487300,0,72,0,600,0,644
730,false,19,62,0,210,1,60,580900,0,72,0,612,0,645
731,false,19,63,0,215,1,60,580900,0,72,0,624,0,646
732,false,19,64,0,220,1,60,699500,0,72,0,629,0,647
733,false,19,65,0,225,1,60,699500,0,72,0,633,0,648
734,false,19,66,0,230,1,60,857500,0,72,0,637,0,649
735,false,19,67,0,245,1,60,857500,0,72,0,651,0,650
736,false,19,68,0,260,1,60,1082600,0,72,0,663,0,651
737,false,19,69,0,275,1,60,1082600,0,72,0,677,0,652
738,false,19,70,0,290,1,60,1231000,0,72,0,690,0,653
739,false,17,60,0,180,1,60,487300,0,72,0,602,0,654
740,true,34,70,0,1,2,1080,0,280,0,0,0,0,30086
741,true,17,70,0,1,2,1080,0,0,72,0,805,0,30087
742,true,18,70,0,1,2,1080,0,0,72,0,805,0,30088
743,true,19,70,0,1,2,1080,0,0,72,0,690,0,30089
744,false,0,0,0,0,0,0,0,0,0,0,0,0,0
745,false,0,0,0,0,0,0,0,0,0,0,0,0,0
746,false,0,0,0,0,0,0,0,0,0,0,0,0,0
747,false,0,0,0,0,0,0,0,0,0,0,0,0,0
748,false,0,0,0,0,0,0,0,0,0,0,0,0,0
749,false,0,0,0,0,0,0,0,0,0,0,0,0,0
750,false,0,0,0,0,0,0,0,0,0,0,0,0,0
751,false,0,0,0,0,0,0,0,0,0,0,0,0,0
752,false,0,0,0,0,0,0,0,0,0,0,0,0,0
753,false,0,0,0,0,0,0,0,0,0,0,0,0,0
754,false,0,0,0,0,0,0,0,0,0,0,0,0,0
755,false,0,0,0,0,0,0,0,0,0,0,0,0,0
756,false,0,0,0,0,0,0,0,0,0,0,0,0,0
757,false,0,0,0,0,0,0,0,0,0,0,0,0,0
758,false,0,0,0,0,0,0,0,0,0,0,0,0,0
759,false,0,0,0,0,0,0,0,0,0,0,0,0,0
760,false,0,0,0,0,0,0,0,0,0,0,0,0,0
761,false,0,0,0,0,0,0,0,0,0,0,0,0,0
762,false,0,0,0,0,0,0,0,0,0,0,0,0,0
763,false,0,0,0,0,0,0,0,0,0,0,0,0,0
764,false,0,0,0,0,0,0,0,0,0,0,0,0,0
765,false,0,0,0,0,0,0,0,0,0,0,0,0,0
766,false,0,0,0,0,0,0,0,0,0,0,0,0,0
767,false,0,0,0,0,0,0,0,0,0,0,0,0,0
768,false,0,0,0,0,0,0,0,0,0,0,0,0,0
769,false,0,0,0,0,0,0,0,0,0,0,0,0,0
770,false,0,0,0,0,0,0,0,0,0,0,0,0,0
771,false,0,0,0,0,0,0,0,0,0,0,0,0,0
772,false,0,0,0,0,0,0,0,0,0,0,0,0,0
773,false,0,0,0,0,0,0,0,0,0,0,0,0,0
774,false,0,0,0,0,0,0,0,0,0,0,0,0,0
775,false,0,0,0,0,0,0,0,0,0,0,0,0,0
776,false,0,0,0,0,0,0,0,0,0,0,0,0,0
777,false,0,0,0,0,0,0,0,0,0,0,0,0,0
778,false,0,0,0,0,0,0,0,0,0,0,0,0,0
779,false,0,0,0,0,0,0,0,0,0,0,0,0,0
780,false,0,0,0,0,0,0,0,0,0,0,0,0,0
781,false,0,0,0,0,0,0,0,0,0,0,0,0,0
782,false,0,0,0,0,0,0,0,0,0,0,0,0,0
783,false,0,0,0,0,0,0,0,0,0,0,0,0,0
784,false,0,0,0,0,0,0,0,0,0,0,0,0,0
785,false,0,0,0,0,0,0,0,0,0,0,0,0,0
786,false,0,0,0,0,0,0,0,0,0,0,0,0,0
787,false,0,0,0,0,0,0,0,0,0,0,0,0,0
788,false,0,0,0,0,0,0,0,0,0,0,0,0,0
789,false,0,0,0,0,0,0,0,0,0,0,0,0,0
790,false,0,0,0,0,0,0,0,0,0,0,0,0,0
791,false,0,0,0,0,0,0,0,0,0,0,0,0,0
792,false,0,0,0,0,0,0,0,0,0,0,0,0,0
793,false,0,0,0,0,0,0,0,0,0,0,0,0,0
794,false,0,0,0,0,0,0,0,0,0,0,0,0,0
795,false,0,0,0,0,0,0,0,0,0,0,0,0,0
796,false,0,0,0,0,0,0,0,0,0,0,0,0,0
797,false,0,0,0,0,0,0,0,0,0,0,0,0,0
798,false,0,0,0,0,0,0,0,0,0,0,0,0,0
799,false,0,0,0,0,0,0,0,0,0,0,0,0,0
800,false,0,0,0,0,0,0,0,0,0,0,0,0,0
