Index,0 Name [0x0],1 Description [0x4],2 Icon [0x8],3 Category (ActionCategory) [0x1C],4 Start Timeline (ActionTimeline) [0xA],5 [UBYTE] [0x1D],6 End Timeline (ActionTimeline) [0x1A],7 [USHORT] [0xC],8 [UBYTE] [0x1E],9 [BYTE] [0x2C],10 [UBYTE] [0x1F],11 [BYTE] [0x2D],12 [BBOOL] [0x30],13 [BBOOL] [0x30],14 [BBOOL] [0x30],15 [BBOOL] [0x30],16 [BBOOL] [0x30],17 [BBOOL] [0x30],18 [BBOOL] [0x30],19 [BBOOL] [0x30],20 [BBOOL] [0x31],21 [BYTE] [0x2E],22 [BBOOL] [0x31],23 [BBOOL] [0x31],24 [UBYTE] [0x20],25 [UBYTE] [0x21],26 [UBYTE] [0x22],27 [BBOOL] [0x31],28 [UBYTE] [0x23],29 [USHORT] [0xE],30 [UBYTE] [0x24],31 [USHORT] [0x10],32 [USHORT] [0x12],33 [BBOOL] [0x31],34 [USHORT] [0x14],35 [USHORT] [0x16],36 [UBYTE] [0x25],37 [BYTE] [0x2F],38 [UBYTE] [0x26],39 [UBYTE] [0x27],40 [USHORT] [0x18],41 [UBYTE] [0x28],42 [UBYTE] [0x29],43 [UBYTE] [0x2A],44 [BBOOL] [0x31],45 [BBOOL] [0x31],46 [UBYTE] [0x2B],47 [BBOOL] [0x31],48 [BBOOL] [0x32],49 [BBOOL] [0x32],50 [BBOOL] [0x32],51 [BBOOL] [0x32],52 [BBOOL] [0x32],53 [BBOOL] [0x32],54 [BBOOL] [0x32],55 [BBOOL] [0x32]
291,"大地勘察II","感知自己附近能够进行采集的最高级矿脉及石场，导向地图上也会显示出来<br><color?>发动条件：</color>矿脉勘探效果中<br><color?>持续时间：</color>15秒",1503,4,0,0,367,1875,0,16,6,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,32,225,0,false,0,200,66,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true
292,"利姆莱茵的加护","令风之碎晶<if(PLYR: 69 >= 17 ) {<if(PLYR: 70 >= 51 ) {、风之水晶、风之晶簇} else {<if(PLYR: 70 >= 42 ) {、风之水晶} else {}>}>} else {}>的获得数增加2个",1612,6,0,0,259,1875,0,17,20,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,7,400,0,0,0,false,0,0,0,0,0,0,0,0,32,0,false,false,0,false,false,false,true,true,true,false,false,true
293,"沙利亚克的加护","令水之碎晶<if(PLYR: 69 >= 17 ) {<if(PLYR: 70 >= 51 ) {、水之水晶、水之晶簇} else {<if(PLYR: 70 >= 42 ) {、水之水晶} else {}>}>} else {}>的获得数增加2个",1512,6,0,0,259,1875,0,16,20,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,7,400,0,0,0,false,0,0,0,0,0,0,0,0,32,0,false,false,0,false,false,false,true,true,true,false,false,true
294,"环境探知III","令获得率提高50%",1617,6,0,0,259,1875,0,17,10,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,7,250,0,0,0,false,0,0,0,0,0,0,0,0,18,0,false,false,0,false,false,false,true,true,true,false,false,true
295,"敏锐视野III","令获得率提高50%",1517,6,0,0,259,1875,0,16,10,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,7,250,0,0,0,false,0,0,0,0,0,0,0,0,17,0,false,false,0,false,false,false,true,true,true,false,false,true
296,"提钩","令咬饵的鱼上钩",1703,6,0,0,367,1875,0,18,1,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,23,0,0,false,0,0,0,0,0,0,0,0,19,0,false,false,0,false,false,false,true,true,true,false,false,true
297,"以小钓大","利用已经上钩的鱼当饵来钓更大的鱼",1704,6,0,0,367,1875,0,18,25,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,24,0,0,false,0,0,0,0,0,0,0,0,19,0,false,false,0,false,false,false,true,true,true,false,false,true
298,"潜行","降低自身移动速度，避免怪物袭击<br>只对低于<if(PLYR: 69 == 17 ) {<if(PLYR: 70 >= 39 ) { 51 } else {<if(PLYR: 70 >= 29 ) { 41 } else {<if(PLYR: 70 >= 19 ) { 31 } else { 21 }>}>}>} else { 21 }>级的敌人有效",1705,4,0,0,367,1875,0,18,8,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,38,0,0,false,0,0,0,0,0,0,47,0,19,0,false,false,0,false,false,false,true,true,true,false,false,true
299,"收竿","停止钓鱼",1702,6,0,0,367,1875,0,18,1,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,22,0,0,false,0,0,0,0,0,0,0,0,19,0,false,false,0,false,false,false,true,true,true,false,false,true
300,"放生","将钓上的鱼放回到钓场中<br>在接下来再次钓上放生过的鱼时会自动继续放生",1708,6,0,0,367,1875,0,18,22,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,36,0,0,false,0,0,0,0,0,0,0,0,19,0,false,false,0,false,false,false,true,true,true,false,false,true
301,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false
302,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false
303,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false
304,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false
305,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false
306,"","",705,8,83,0,85,1875,0,0,0,15,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,25,0,0,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true
307,"沉默","",705,2,130,81,465,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,25,300,0,0,0,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true
308,"麻痹","",705,2,130,80,488,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,40,300,0,0,0,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true
309,"加速","",705,2,130,87,423,1875,0,-1,0,25,true,true,true,false,true,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,false,25,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
310,"减速","",705,2,130,82,428,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,40,300,0,0,0,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true
311,"火棘屏障","",705,2,130,79,466,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,15,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
312,"冰棘屏障","",705,2,130,80,489,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,15,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
313,"电棘屏障","",705,2,130,83,490,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,15,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
314,"物理石肤","",705,2,130,82,468,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
315,"魔法石肤","",705,2,130,82,469,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
316,"石肤","",705,2,130,82,459,1875,0,-1,0,25,true,true,true,false,true,false,false,false,false,0,true,false,1,0,0,false,0,0,0,0,0,false,25,300,0,0,0,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
317,"污浊吐息","",705,3,130,109,1102,1946,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,6,1,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true
318,"寒霜吐息","",705,3,130,109,1103,1947,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,6,2,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true
319,"后踢","",705,3,130,0,1104,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
320,"狂奔","",705,3,130,0,1105,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
321,"大角","",705,3,130,0,1106,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
322,"投石","",705,3,130,0,1107,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
323,"毒手","",705,3,130,0,1108,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
324,"神偷","",705,3,130,0,1109,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
325,"闪雷直击","",705,3,130,109,1110,1948,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,10,3,true,0,0,0,0,0,false,25,60,0,5,5,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true
326,"闪雷风暴","",705,3,130,109,1111,1949,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
327,"黏网","",705,3,132,0,1112,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
328,"腐蚀喷雾","",705,3,130,0,1113,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
329,"致命冲撞","",705,3,130,0,1114,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
330,"致命冲撞","",705,3,130,0,1115,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
331,"飞翼斩","",705,3,130,109,1116,1950,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,5,3,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true
332,"战栗尖叫","",705,3,130,0,1117,1951,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
333,"蛋黄冲击","",705,3,130,0,1118,1952,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
334,"横冲直撞","",705,3,130,109,1119,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,4,3,3,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true
335,"怒发冲冠","",705,4,130,109,1120,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
336,"嚎叫","",705,3,130,109,1121,1953,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,30,150,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
337,"自爆","",705,3,130,109,1122,1954,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,30,60,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
338,"爆燃","",705,4,130,0,1123,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
339,"爆轰","",705,3,130,0,1124,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
340,"苦行","",705,3,130,0,1772,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
341,"地狱挥","",705,3,130,0,1126,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
342,"吸魂","",705,3,132,0,1127,1955,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
343,"死亡宣告","",705,3,130,109,1128,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,35,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true
344,"种弹齐射","",705,3,130,0,1129,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
345,"飒飒酸弹","",705,3,130,109,1130,1956,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true
346,"飒飒速弹","",705,3,132,109,1131,1957,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,60,0,5,3,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true
347,"滑舌","",705,3,130,0,1132,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
348,"黏性分泌物","",705,4,130,0,1133,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
349,"倦怠舔舐","",705,3,130,0,1134,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
350,"微冲击波","",705,3,130,0,1135,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
351,"蓄能晶须","",705,3,130,109,1136,1958,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,30,60,0,0,0,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
352,"混沌之眼","",705,3,132,109,1137,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,20,60,0,0,0,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true
353,"冲击波","",705,3,130,0,1138,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
354,"好奇","",705,3,132,0,1139,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
355,"大冲击波","",705,3,130,109,1140,1959,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,25,60,0,5,5,0,0,0,0,0,false,false,4,false,false,false,true,true,true,false,false,true
356,"钢铁正义","",705,3,130,109,1141,1960,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,25,60,0,1,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true
357,"圣意","",705,4,130,109,1142,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
358,"痛苦之刃","",705,4,130,0,1143,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
359,"赦免之刃","",705,4,130,0,1144,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
360,"忏悔之刃","",705,4,130,0,1145,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
361,"平直剑","",705,3,0,0,1762,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
362,"精神冲击","",705,3,130,109,1146,1961,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,5,0,true,0,0,0,0,0,false,30,60,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
363,"吸血触","",705,3,132,0,1147,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,200,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
364,"酸雾","",705,3,130,0,1148,1962,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
365,"酸雾","",705,3,130,0,1149,1963,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
366,"酸雾","",705,3,130,0,1150,1964,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
367,"酸雾","",705,3,130,0,1151,1965,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
368,"迷眼","",705,3,0,0,1763,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
369,"投石","",705,3,0,0,1764,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
370,"轰炸","",705,3,130,0,1152,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
371,"侵扰","",705,3,130,0,1153,1966,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
372,"腐坏","",705,3,130,0,1154,1967,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
373,"空翻斩","",705,3,130,0,1155,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
374,"坚壳防御","",705,4,130,109,1156,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
375,"坚壳防御","",705,4,130,109,1157,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
376,"坚壳防御","",705,4,130,109,1158,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
377,"惊惶","",705,4,130,109,1159,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,25,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
378,"吸血","",705,3,130,0,1160,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
379,"超音波","",705,3,130,0,1161,1968,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
380,"超音波","",705,3,130,0,1162,1969,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
381,"释放汁液","",705,3,130,109,1163,1970,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,3,0,true,0,0,0,0,0,false,25,60,0,5,6,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
382,"释放黏液","",705,3,130,0,1164,1971,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
383,"释放忘液","",705,3,130,0,1165,1972,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
384,"震击","",705,1,0,0,1166,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
385,"震击","",705,1,0,0,1167,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
386,"震击","",705,1,0,0,1168,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
387,"撕咬","",705,3,130,0,1169,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
388,"溶解液","",705,3,130,0,1170,1973,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
389,"溶解液","",705,3,130,0,1171,1974,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
390,"叮咬","",705,3,130,0,1172,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
391,"吸血","",705,3,130,0,1173,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
392,"吸血","",705,3,130,0,1174,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
393,"致盲冲击","",705,3,130,0,1175,1975,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,8,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
394,"寂静之光","",705,3,130,0,1176,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
395,"束缚枝","",705,3,130,0,1177,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
