Index,0 [BOOL] [0x9],1 [BOOL] [0xA],2 [BOOL] [0xB],3 [BOOL] [0xC],4 [BOOL] [0xD],5 [BOOL] [0xE],6 [BOOL] [0xF],7 [BOOL] [0x10],8 [UBYTE] [0x6],9 [UINT] [0x0],10 [UBYTE] [0x7],11 [USHORT] [0x4],12 [BBOOL] [0x11],13 [BBOOL] [0x11],14 [BBOOL] [0x11],15 [UBYTE] [0x8],16 [BBOOL] [0x11]
2001210,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001211,false,false,false,false,false,false,false,false,2,0,0,2161,true,false,true,0,false
2001212,false,false,false,false,false,false,false,false,2,0,0,2163,true,false,true,0,false
2001213,false,false,false,false,false,false,false,false,2,0,0,2166,true,false,true,0,false
2001215,false,false,false,false,false,false,false,false,3,131075,0,2632,true,false,true,0,false
2001216,false,false,false,false,false,false,false,false,3,131076,0,2632,true,false,true,0,false
2001217,false,false,false,false,false,false,false,false,1,0,0,2171,false,false,true,0,false
2001218,false,false,false,false,false,false,false,false,3,0,0,2068,false,false,true,0,false
2001219,false,false,false,false,false,false,false,false,2,0,0,2804,true,false,true,0,false
2001220,false,false,false,false,false,false,false,false,2,0,0,2807,true,false,true,0,false
2001221,false,false,false,false,false,false,false,false,2,0,0,2808,true,false,true,0,false
2001222,false,false,false,false,false,false,false,false,2,0,0,2161,true,false,true,0,false
2001223,false,false,false,false,false,false,false,false,2,0,0,2166,true,false,true,0,false
2001224,false,false,false,false,false,false,false,false,2,0,0,3968,true,false,true,0,false
2001225,false,false,false,false,false,false,false,false,2,0,0,3985,false,false,true,0,false
2001226,false,false,false,false,false,false,false,false,2,0,0,3994,true,false,true,0,false
2001227,false,false,false,false,false,false,false,false,2,0,0,3995,true,false,true,0,false
2001228,false,false,false,false,false,false,false,false,2,0,0,2163,true,false,true,0,false
2001229,false,false,false,false,false,false,false,false,3,65683,7,1625,true,false,true,0,false
2001230,false,false,false,false,false,false,false,false,3,65683,7,1859,true,false,true,0,false
2001231,false,false,false,false,false,false,false,false,3,0,0,2187,false,false,true,0,false
2001232,false,false,false,false,false,false,false,false,3,65665,7,1626,false,false,true,0,false
2001233,false,false,false,false,false,false,false,false,1,983105,0,0,true,false,true,0,false
2001234,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001235,false,false,false,false,false,false,false,false,2,983106,0,2221,true,false,false,5,false
2001236,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001237,false,false,false,false,false,false,false,false,3,66003,7,3256,true,false,true,0,false
2001238,false,false,false,false,false,false,false,false,3,66003,7,3256,true,false,true,0,false
2001239,false,false,false,false,false,false,false,false,3,66003,7,3256,true,false,true,0,false
2001240,false,false,false,false,false,false,false,false,3,66006,7,1625,true,false,true,0,false
2001241,false,false,false,false,false,false,false,false,3,66006,7,1625,true,false,true,0,false
2001242,false,false,false,false,false,false,false,false,3,66006,7,1625,true,false,true,0,false
2001243,false,false,false,false,false,false,false,false,3,66007,7,2775,true,false,true,0,false
2001244,false,false,false,false,false,false,false,false,3,66007,7,2775,true,false,true,0,false
2001245,false,false,false,false,false,false,false,false,3,66007,7,2775,true,false,true,0,false
2001246,false,false,false,false,false,false,false,false,3,66007,7,1974,true,false,true,0,false
2001247,false,false,false,false,false,false,false,false,3,66007,7,2028,true,false,true,0,false
2001248,false,false,false,false,false,false,false,false,3,66007,7,1849,true,false,true,0,false
2001249,false,false,false,false,false,false,false,false,3,66008,7,3339,true,false,true,0,false
2001250,false,false,false,false,false,false,false,false,3,66008,7,3339,true,false,true,0,false
2001251,false,false,false,false,false,false,false,false,3,66008,7,3339,true,false,true,0,false
2001252,false,false,false,false,false,false,false,false,3,66008,7,3339,true,false,true,0,false
2001253,false,false,false,false,false,false,false,false,3,66008,7,3339,true,false,true,0,false
2001254,false,false,false,false,false,false,false,false,3,65937,7,3198,true,false,true,0,false
2001255,false,false,false,false,false,false,false,false,3,65938,7,3460,true,false,true,0,false
2001256,false,false,false,false,false,false,false,false,3,65938,7,3406,true,false,true,0,false
2001257,false,false,false,false,false,false,false,false,3,65938,7,2086,true,false,true,0,false
2001258,false,false,false,false,false,false,false,false,3,65938,7,2087,true,false,true,0,false
2001259,false,false,false,false,false,false,false,false,3,65938,7,2088,true,false,true,0,false
2001260,false,false,false,false,false,false,false,false,3,65939,7,2075,true,false,true,0,false
2001261,false,false,false,false,false,false,false,false,3,65939,7,3164,true,false,true,0,false
2001262,false,false,false,false,false,false,false,false,3,65940,7,2076,true,false,true,0,false
2001263,false,false,false,false,false,false,false,false,3,65940,7,2076,true,false,true,0,false
2001265,false,false,false,false,false,false,false,false,3,65941,7,1843,true,false,true,0,false
2001266,false,false,false,false,false,false,false,false,3,65941,7,1843,true,false,true,0,false
2001267,false,false,false,false,false,false,false,false,3,65941,7,1843,true,false,true,0,false
2001268,false,false,false,false,false,false,false,false,3,65941,7,1843,true,false,true,0,false
2001269,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001270,false,false,false,false,false,false,false,false,3,720916,0,0,true,false,true,0,false
2001271,false,false,false,false,false,false,false,false,3,720906,0,0,true,false,true,0,false
2001272,false,false,false,false,false,false,false,false,3,66007,7,3352,true,false,true,0,false
2001273,false,false,false,false,false,false,false,false,3,65761,7,2768,true,false,true,0,false
2001274,false,false,false,false,false,false,false,false,3,65761,7,2768,true,false,true,0,false
2001275,false,false,false,false,false,false,false,false,3,65761,7,2768,true,false,true,0,false
2001276,false,false,false,false,false,false,false,false,3,65764,7,4364,true,false,true,0,false
2001278,false,false,false,false,false,false,false,false,2,0,0,1626,true,false,true,0,false
2001279,false,false,false,false,false,false,false,false,3,66002,7,3402,true,false,true,0,false
2001280,false,false,false,false,false,false,false,false,3,66090,7,2777,true,false,true,0,false
2001281,false,false,false,false,false,false,false,false,3,66090,7,2777,true,false,true,0,false
2001282,false,false,false,false,false,false,false,false,3,66090,7,2777,true,false,true,0,false
2001283,false,false,false,false,false,false,false,false,3,66090,7,2777,true,false,true,0,false
2001285,false,false,false,false,false,false,false,false,3,66090,7,2777,true,false,true,0,false
2001289,false,false,false,false,false,false,false,false,4,0,0,3817,false,false,true,0,false
2001290,false,false,false,false,false,false,false,false,4,0,0,3818,false,false,true,0,false
2001291,false,false,false,false,false,false,false,false,4,0,0,3819,false,false,true,0,false
2001292,false,false,false,false,false,false,false,false,4,0,0,0,false,false,true,0,false
2001293,false,false,false,false,false,false,false,false,4,0,0,0,false,false,true,0,false
2001294,false,false,false,false,false,false,false,false,4,0,0,0,false,false,true,0,false
2001295,false,false,false,false,false,false,false,false,4,0,0,2232,false,false,true,0,false
2001296,false,false,false,false,false,false,false,false,4,0,0,2233,false,false,true,0,false
2001297,false,false,false,false,false,false,false,false,4,0,0,2234,false,false,true,0,false
2001298,false,false,false,false,false,false,false,false,4,0,0,2235,false,false,true,0,false
2001299,false,false,false,false,false,false,false,false,4,0,0,2236,false,false,true,0,false
2001300,false,false,false,false,false,false,false,false,4,0,0,2237,false,false,true,0,false
2001301,false,false,false,false,false,false,false,false,4,0,0,2238,false,false,true,0,false
2001302,false,false,false,false,false,false,false,false,4,0,0,3834,false,false,true,0,false
2001303,false,false,false,false,false,false,false,false,4,0,0,3836,false,false,true,0,false
2001304,false,false,false,false,false,false,false,false,4,0,0,3844,false,false,true,0,false
2001305,false,false,false,false,false,false,false,false,4,0,0,2239,false,false,true,0,false
2001306,false,false,false,false,false,false,false,false,4,0,0,2240,false,false,true,0,false
2001307,false,false,false,false,false,false,false,false,4,0,0,2241,false,false,true,0,false
2001308,false,false,false,false,false,false,false,false,4,0,0,2242,false,false,true,0,false
2001309,false,false,false,false,false,false,false,false,4,0,0,2243,false,false,true,0,false
2001310,false,false,false,false,false,false,false,false,4,0,0,2244,false,false,true,0,false
2001311,false,false,false,false,false,false,false,false,4,0,0,2245,false,false,true,0,false
2001312,false,false,false,false,false,false,false,false,4,0,0,3878,false,false,true,0,false
2001313,false,false,false,false,false,false,false,false,4,0,0,3882,false,false,true,0,false
2001314,false,false,false,false,false,false,false,false,4,0,0,3886,false,false,true,0,false
2001315,false,false,false,false,false,false,false,false,4,0,0,2246,false,false,true,0,false
2001316,false,false,false,false,false,false,false,false,4,0,0,2248,false,false,true,0,false
2001317,false,false,false,false,false,false,false,false,4,0,0,2251,false,false,true,0,false
2001318,false,false,false,false,false,false,false,false,4,0,0,2253,false,false,true,0,false
2001319,false,false,false,false,false,false,false,false,4,0,0,2255,false,false,true,0,false
2001320,false,false,false,false,false,false,false,false,4,0,0,2258,false,false,true,0,false
2001321,false,false,false,false,false,false,false,false,4,0,0,3892,false,false,true,0,false
2001322,false,false,false,false,false,false,false,false,4,0,0,2260,false,false,true,0,false
2001323,false,false,false,false,false,false,false,false,4,0,0,2261,false,false,true,0,false
2001324,false,false,false,false,false,false,false,false,4,0,0,2262,false,false,true,0,false
2001325,false,false,false,false,false,false,false,false,4,0,0,2263,false,false,true,0,false
2001326,false,false,false,false,false,false,false,false,4,0,0,2264,false,false,true,0,false
2001327,false,false,false,false,false,false,false,false,4,0,0,2265,false,false,true,0,false
2001328,false,false,false,false,false,false,false,false,4,0,0,2266,false,false,true,0,false
2001329,false,false,false,false,false,false,false,false,4,0,0,3893,false,false,true,0,false
2001330,false,false,false,false,false,false,false,false,4,0,0,3899,false,false,true,0,false
2001331,false,false,false,false,false,false,false,false,4,0,0,3905,false,false,true,0,false
2001332,false,false,false,false,false,false,false,false,4,0,0,2267,false,false,true,0,false
2001333,false,false,false,false,false,false,false,false,4,0,0,2268,false,false,true,0,false
2001334,false,false,false,false,false,false,false,false,4,0,0,2269,false,false,true,0,false
2001335,false,false,false,false,false,false,false,false,4,0,0,2270,false,false,true,0,false
2001336,false,false,false,false,false,false,false,false,4,0,0,2271,false,false,true,0,false
2001337,false,false,false,false,false,false,false,false,4,0,0,2272,false,false,true,0,false
2001338,false,false,false,false,false,false,false,false,4,0,0,2273,false,false,true,0,false
2001339,false,false,false,false,false,false,false,false,4,0,0,3911,false,false,true,0,false
2001340,false,false,false,false,false,false,false,false,4,0,0,3912,false,false,true,0,false
2001341,false,false,false,false,false,false,false,false,4,0,0,3913,false,false,true,0,false
2001342,false,false,false,false,false,false,false,false,4,0,0,2274,false,false,true,0,false
2001343,false,false,false,false,false,false,false,false,4,0,0,2276,false,false,true,0,false
2001344,false,false,false,false,false,false,false,false,4,0,0,2279,false,false,true,0,false
2001345,false,false,false,false,false,false,false,false,4,0,0,2281,false,false,true,0,false
2001346,false,false,false,false,false,false,false,false,4,0,0,2283,false,false,true,0,false
2001347,false,false,false,false,false,false,false,false,4,0,0,2284,false,false,true,0,false
2001348,false,false,false,false,false,false,false,false,4,0,0,2286,false,false,true,0,false
2001349,false,false,false,false,false,false,false,false,3,66094,7,1626,true,false,true,0,false
2001350,false,false,false,false,false,false,false,false,4,0,0,2247,false,false,true,0,false
2001351,false,false,false,false,false,false,false,false,4,0,0,2249,false,false,true,0,false
2001352,false,false,false,false,false,false,false,false,4,0,0,2250,false,false,true,0,false
2001353,false,false,false,false,false,false,false,false,4,0,0,2252,false,false,true,0,false
2001354,false,false,false,false,false,false,false,false,4,0,0,2256,false,false,true,0,false
2001355,false,false,false,false,false,false,false,false,4,0,0,2257,false,false,true,0,false
2001356,false,false,false,false,false,false,false,false,3,65764,7,4364,true,false,true,0,false
2001357,false,false,false,false,false,false,false,false,3,65764,7,4364,true,false,true,0,false
2001358,false,false,false,false,false,false,false,false,3,720906,0,0,true,false,true,0,false
2001368,false,false,false,false,false,false,false,false,3,66039,7,1625,true,false,true,0,false
2001369,false,false,false,false,false,false,false,false,3,66039,7,1625,true,false,true,0,false
2001371,false,false,false,false,false,false,false,false,3,66040,7,2765,true,false,true,0,false
2001372,false,false,false,false,false,false,false,false,3,66040,7,2766,true,false,true,0,false
2001373,false,false,false,false,false,false,false,false,3,66040,7,2767,true,false,true,0,false
2001374,false,false,false,false,false,false,false,false,3,65873,7,3184,true,false,true,0,false
2001375,false,false,false,false,false,false,false,false,3,65873,7,3184,true,false,true,0,false
2001376,false,false,false,false,false,false,false,false,3,65873,7,3184,true,false,true,0,false
2001377,false,false,false,false,false,false,false,false,3,65873,7,3184,true,false,true,0,false
2001378,false,false,false,false,false,false,false,false,3,66109,7,1853,true,false,true,0,false
2001379,false,false,false,false,false,false,false,false,3,66109,7,1853,true,false,true,0,false
2001380,false,false,false,false,false,false,false,false,3,66109,7,1853,true,false,true,0,false
2001382,false,false,false,false,false,false,false,false,3,65878,7,1850,true,false,true,0,false
2001383,false,false,false,false,false,false,false,false,3,65878,7,1856,true,false,true,0,false
2001384,false,false,false,false,false,false,false,false,3,65878,7,2050,true,false,true,0,false
2001385,false,false,false,false,false,false,false,false,3,66042,7,11400,true,false,true,0,false
2001386,false,false,false,false,false,false,false,false,3,66042,7,3319,true,false,true,0,false
2001387,false,false,false,false,false,false,false,false,3,66042,7,11399,true,false,true,0,false
2001389,false,false,false,false,false,false,false,false,3,66098,7,1625,true,false,true,0,false
2001390,false,false,false,false,false,false,false,false,3,66098,7,1625,true,false,true,0,false
2001391,false,false,false,false,false,false,false,false,3,66098,7,1625,true,false,true,0,false
2001403,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001404,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001405,false,false,false,false,false,false,false,false,3,720978,0,0,true,false,true,0,false
2001406,false,false,false,false,false,false,false,false,3,720978,0,0,true,false,true,0,false
2001407,false,false,false,false,false,false,false,false,3,720978,0,0,true,false,true,0,false
2001408,false,false,false,false,false,false,false,false,3,65792,7,3289,true,false,true,0,false
2001409,false,false,false,false,false,false,false,false,3,65792,7,3289,true,false,true,0,false
2001410,false,false,false,false,false,false,false,false,3,66158,7,1848,true,false,true,0,false
2001413,false,false,false,false,false,false,false,false,3,66163,7,2118,true,false,true,0,false
2001414,false,false,false,false,false,false,false,false,3,66163,7,2118,true,false,true,0,false
2001415,false,false,false,false,false,false,false,false,3,66163,7,2118,true,false,true,0,false
2001416,false,false,false,false,false,false,false,false,3,66163,7,2118,true,false,true,0,false
2001417,false,false,false,false,false,false,false,false,3,66163,7,2118,true,false,true,0,false
2001418,false,false,false,false,false,false,false,false,3,66165,7,2775,true,false,true,0,false
2001419,false,false,false,false,false,false,false,false,3,66166,7,3190,true,false,true,0,false
2001420,false,false,false,false,false,false,false,false,3,66170,7,2775,true,false,true,0,false
2001422,false,false,false,false,false,false,false,false,3,66173,7,2075,true,false,true,0,false
2001423,false,false,false,false,false,false,false,false,3,66168,7,2107,true,false,true,0,false
2001424,false,false,false,false,false,false,false,false,3,66168,7,2107,true,false,true,0,false
2001425,false,false,false,false,false,false,false,false,3,66168,7,2107,true,false,true,0,false
2001426,false,false,false,false,false,false,false,false,3,65797,7,1626,true,false,true,0,false
2001427,false,false,false,false,false,false,false,false,3,66087,7,1626,true,false,true,0,false
2001428,false,false,false,false,false,false,false,false,3,66166,7,3190,true,false,true,0,false
2001429,false,false,false,false,false,false,false,false,3,66166,7,3190,true,false,true,0,false
2001430,false,false,false,false,false,false,false,false,3,65798,7,2047,false,false,true,0,false
2001431,false,false,false,false,false,false,false,false,3,65798,7,2085,false,false,true,0,false
2001432,false,false,false,false,false,false,false,false,3,65798,7,2047,false,false,true,0,false
2001433,false,false,false,false,false,false,false,false,3,65798,7,2047,false,false,true,0,false
2001434,false,false,false,false,false,false,false,false,3,65799,7,2075,true,false,true,0,false
2001435,false,false,false,false,false,false,false,false,3,65801,7,1848,true,false,true,0,false
2001436,false,false,false,false,false,false,false,false,4,0,0,2254,false,false,true,0,false
2001438,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001439,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001440,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001441,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001442,false,false,false,false,false,false,false,false,3,0,7,1974,true,false,true,0,false
2001444,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001445,false,false,false,false,false,false,false,false,3,66178,7,1974,true,false,true,0,false
2001446,false,false,false,false,false,false,false,false,3,66173,7,1979,true,false,true,0,false
2001447,false,false,false,false,false,false,false,false,3,66173,7,1979,true,false,true,0,false
2001448,false,false,false,false,false,false,false,false,3,66173,7,1979,true,false,true,0,false
2001449,false,false,false,false,false,false,false,false,3,66173,7,1979,true,false,true,0,false
2001450,false,false,false,false,false,false,false,false,3,66173,7,1625,true,false,true,0,false
2001451,false,false,false,false,false,false,false,false,3,66173,7,1625,true,false,true,0,false
2001452,false,false,false,false,false,false,false,false,3,66173,7,1625,true,false,true,0,false
2001453,false,false,false,false,false,false,false,false,3,66168,7,2107,true,false,true,0,false
2001454,false,false,false,false,false,false,false,false,3,66168,7,2107,true,false,true,0,false
2001455,false,false,false,false,false,false,false,false,3,65801,7,2772,true,false,true,0,false
2001456,false,false,false,false,false,false,false,false,3,65766,7,4365,true,false,true,0,false
2001457,false,false,false,false,false,false,false,false,3,65766,7,4366,true,false,true,0,false
2001458,false,false,false,false,false,false,false,false,3,65766,7,4366,true,false,true,0,false
2001459,false,false,false,false,false,false,false,false,3,65766,7,4366,true,false,true,0,false
2001461,false,false,false,false,false,false,false,false,3,0,7,0,true,false,true,0,false
2001462,false,false,false,false,false,false,false,false,1,983202,7,0,true,false,true,0,false
2001463,false,false,false,false,false,false,false,false,1,983203,7,0,false,false,true,0,false
2001464,false,false,false,false,false,false,false,false,1,983204,7,0,false,false,true,0,false
2001465,false,false,false,false,false,false,false,false,1,983205,7,0,false,false,true,0,false
2001466,false,false,false,false,false,false,false,false,1,983206,7,0,true,false,true,0,false
2001467,false,false,false,false,false,false,false,false,3,66698,7,2075,true,false,true,0,false
2001468,false,false,false,false,false,false,false,false,3,65883,7,3187,true,false,true,0,false
2001469,false,false,false,false,false,false,false,false,3,65883,7,1625,true,false,true,0,false
2001470,false,false,false,false,false,false,false,false,3,65886,7,1626,true,false,true,0,false
2001471,false,false,false,false,false,false,false,false,3,0,7,2773,true,false,true,0,false
2001472,false,false,false,false,false,false,false,false,3,65887,7,1626,true,false,true,0,false
2001473,false,false,false,false,false,false,false,false,3,0,7,1624,true,false,true,0,false
2001474,false,false,false,false,false,false,false,false,3,65887,7,1624,true,false,true,0,false
2001475,false,false,false,false,false,false,false,false,3,65878,7,2770,true,false,true,0,false
2001476,false,false,false,false,false,false,false,false,3,65878,7,1858,true,false,true,0,false
2001477,false,false,false,false,false,false,false,false,3,65878,7,1974,true,false,true,0,false
2001478,false,false,false,false,false,false,false,false,3,65878,7,2028,true,false,true,0,false
2001479,false,false,false,false,false,false,false,false,3,65878,7,1851,true,false,true,0,false
2001480,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001481,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001482,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001483,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001484,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001485,false,false,false,false,false,false,false,false,3,65849,7,3178,true,false,true,0,false
2001486,false,false,false,false,false,false,false,false,3,65852,7,3179,true,false,true,0,false
2001487,false,false,false,false,false,false,false,false,3,66012,7,1851,true,false,true,0,false
2001488,false,false,false,false,false,false,false,false,3,66019,7,1625,true,false,true,0,false
2001489,false,false,false,false,false,false,false,false,3,66014,7,2710,true,false,true,0,false
2001490,false,false,false,false,false,false,false,false,3,65849,7,3404,true,false,true,0,false
2001491,false,false,false,false,false,false,false,false,3,66015,7,3188,true,false,true,0,false
2001492,false,false,false,false,false,false,false,false,3,66015,7,1625,true,false,true,0,false
2001493,false,false,false,false,false,false,false,false,3,65849,7,3404,true,false,true,0,false
2001494,false,false,false,false,false,false,false,false,3,65852,7,3405,true,false,true,0,false
2001495,false,false,false,false,false,false,false,false,3,66018,7,1625,true,false,true,0,false
2001496,false,false,false,false,false,false,false,false,3,66018,7,1625,true,false,true,0,false
2001497,false,false,false,false,false,false,false,false,3,66018,7,1625,true,false,true,0,false
2001498,false,false,false,false,false,false,false,false,3,65884,7,2075,true,false,true,0,false
2001499,false,false,false,false,false,false,false,false,3,65885,7,2075,true,false,true,0,false
2001500,false,false,false,false,false,false,false,false,3,66021,7,3272,true,false,true,0,false
2001501,false,false,false,false,false,false,false,false,3,66021,7,3272,true,false,true,0,false
2001502,false,false,false,false,false,false,false,false,3,66021,7,3272,true,false,true,0,false
2001503,false,false,false,false,false,false,false,false,3,0,7,0,true,false,true,0,false
2001504,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001505,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001506,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001507,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001508,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001509,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001510,false,false,false,false,false,false,false,false,3,0,0,2776,false,false,true,0,false
2001511,false,false,false,false,false,false,false,false,3,65884,7,1625,true,false,true,0,false
2001512,false,false,false,false,false,false,false,false,3,65885,7,1625,true,false,true,0,false
2001513,false,false,false,false,false,false,false,false,2,0,0,2161,true,false,true,0,false
2001514,false,false,false,false,false,false,false,false,3,66091,7,3169,false,false,true,0,false
2001515,false,false,false,false,false,false,false,false,3,66091,7,3169,false,false,true,0,false
2001516,false,false,false,false,false,false,false,false,3,66091,7,3169,false,false,true,0,false
2001517,false,false,false,false,false,false,false,false,3,66091,7,3169,false,false,true,0,false
2001518,false,false,false,false,false,false,false,false,3,66091,7,3169,false,false,true,0,false
2001522,false,false,false,false,false,false,false,false,3,66102,7,3168,true,false,true,0,false
2001523,false,false,false,false,false,false,false,false,3,66102,7,3168,true,false,true,0,false
2001524,false,false,false,false,false,false,false,false,3,66102,7,3168,true,false,true,0,false
2001525,false,false,false,false,false,false,false,false,3,66102,7,3168,true,false,true,0,false
2001526,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001527,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001528,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001529,false,false,false,false,false,false,false,false,1,0,0,0,false,true,true,0,false
2001530,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001531,false,false,false,false,false,false,false,false,2,983055,0,2791,true,false,false,5,false
2001532,false,false,false,false,false,false,false,false,1,983056,0,2791,true,false,true,0,false
2001533,false,false,false,false,false,false,false,false,1,983057,0,2791,true,false,true,0,false
2001534,false,false,false,false,false,false,false,false,1,983113,0,0,true,false,true,0,false
2001535,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001536,false,false,false,false,false,false,false,false,1,983058,0,1624,true,false,true,0,false
2001537,false,false,false,false,false,false,false,false,1,983059,0,1624,true,false,true,0,false
2001538,false,false,false,false,false,false,false,false,1,983060,0,1624,true,false,true,0,false
2001539,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001540,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001541,false,false,false,false,false,false,false,false,3,66090,7,1625,true,false,true,0,false
2001542,false,false,false,false,false,false,false,false,3,66090,7,1625,true,false,true,0,false
2001543,false,false,false,false,false,false,false,false,3,66090,7,1625,true,false,true,0,false
2001544,false,false,false,false,false,false,false,false,3,66090,7,1625,true,false,true,0,false
2001547,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001548,false,false,false,false,false,false,false,false,1,1048586,0,2221,true,false,true,0,false
2001549,false,false,false,false,false,false,false,false,1,1048587,0,2221,true,false,true,0,false
2001554,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001555,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001558,false,false,false,false,false,false,false,false,3,0,7,2612,true,false,true,0,false
2001559,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001560,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001561,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001562,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001563,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001564,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001565,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001566,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001567,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001568,false,false,false,false,false,false,false,false,3,65647,7,3217,true,false,true,0,false
2001572,false,false,false,false,false,false,false,false,3,65656,7,2618,true,false,true,0,false
2001573,false,false,false,false,false,false,false,false,3,65656,7,2618,true,false,true,0,false
2001574,false,false,false,false,false,false,false,false,3,65656,7,2618,true,false,true,0,false
2001575,false,false,false,false,false,false,false,false,3,65656,7,2619,true,false,true,0,false
2001576,false,false,false,false,false,false,false,false,3,65656,7,2619,true,false,true,0,false
2001577,false,false,false,false,false,false,false,false,3,65656,7,2619,true,false,true,0,false
2001578,false,false,false,false,false,false,false,false,3,65656,7,2618,true,false,true,0,false
2001582,false,false,false,false,false,false,false,false,3,66079,7,1626,true,false,true,0,false
2001583,false,false,false,false,false,false,false,false,1,0,7,0,false,false,true,0,false
2001584,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001585,false,false,false,false,false,false,false,false,1,0,0,1767,false,false,true,0,false
2001586,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001587,false,false,false,false,false,false,false,false,1,0,0,1767,false,false,true,0,false
2001588,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001589,false,false,false,false,false,false,false,false,1,0,0,1767,false,false,true,0,false
2001590,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001591,false,false,false,false,false,false,false,false,1,0,0,1767,false,false,true,0,false
2001592,false,false,false,false,false,false,false,false,3,65879,7,1626,true,false,true,0,false
2001593,false,false,false,false,false,false,false,false,3,0,0,2086,false,false,true,0,false
2001594,false,false,false,false,false,false,false,false,3,0,0,2087,false,false,true,0,false
2001595,false,false,false,false,false,false,false,false,3,0,0,2088,false,false,true,0,false
2001596,false,false,false,false,false,false,false,false,3,0,0,2086,false,false,true,0,false
2001597,false,false,false,false,false,false,false,false,3,0,7,2636,true,false,true,0,false
2001598,false,false,false,false,false,false,false,false,3,0,7,2637,true,false,true,0,false
2001599,false,false,false,false,false,false,false,false,3,66170,7,2775,true,false,true,0,false
2001600,false,false,false,false,false,false,false,false,3,66170,7,2775,true,false,true,0,false
2001601,false,false,false,false,false,false,false,false,3,66170,7,2775,true,false,true,0,false
2001602,false,false,false,false,false,false,false,false,3,66170,7,2775,true,false,true,0,false
2001604,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001605,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001606,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001607,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001608,false,false,false,false,false,false,false,false,1,1114247,0,0,false,false,true,0,false
2001609,false,false,false,false,false,false,false,false,3,0,7,0,false,false,true,0,false
2001610,false,false,false,false,false,false,false,false,1,983045,7,0,true,false,true,0,false
2001611,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2001612,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
