Index,0 [BOOL] [0x0],1 [BOOL] [0x1],2 [BOOL] [0x2],3 [BOOL] [0x3],4 [BOOL] [0x4],5 [BOOL] [0x5],6 [BOOL] [0x6],7 [BOOL] [0x7],8 [BOOL] [0x8],9 [BOOL] [0x9],10 [BOOL] [0xA],11 [BOOL] [0xB],12 [BOOL] [0xC],13 [BOOL] [0xD],14 [BOOL] [0xE],15 [BOOL] [0xF],16 [BOOL] [0x10],17 [BOOL] [0x11],18 [BOOL] [0x12],19 [BOOL] [0x13],20 [BOOL] [0x14],21 [BOOL] [0x15],22 [BOOL] [0x16],23 [BOOL] [0x17],24 [BOOL] [0x18],25 [BOOL] [0x19],26 [BOOL] [0x1A],27 [BOOL] [0x1B],28 [BOOL] [0x1C],29 [BOOL] [0x1D],30 [BOOL] [0x1E],31 [BOOL] [0x1F],32 [BOOL] [0x20],33 [BOOL] [0x21],34 [BOOL] [0x22],35 [BOOL] [0x23],36 [BOOL] [0x24],37 [BOOL] [0x25],38 [BOOL] [0x26],39 [BOOL] [0x27],40 [BOOL] [0x28],41 [BOOL] [0x29],42 [BOOL] [0x2A],43 [BOOL] [0x2B],44 [BOOL] [0x2C],45 [BOOL] [0x2D],46 [BOOL] [0x2E],47 [BOOL] [0x2F],48 [BOOL] [0x30],49 [BOOL] [0x31],50 [BOOL] [0x32],51 [BOOL] [0x33],52 [BOOL] [0x34],53 [BOOL] [0x35],54 [BOOL] [0x36],55 [BOOL] [0x37],56 [BOOL] [0x38],57 [BOOL] [0x39],58 [BOOL] [0x3A],59 [BOOL] [0x3B],60 [BOOL] [0x3C],61 [BOOL] [0x3D],62 [BOOL] [0x3E],63 [BOOL] [0x3F],64 [BOOL] [0x40],65 [BOOL] [0x41],66 [BOOL] [0x42],67 [BOOL] [0x43],68 [BOOL] [0x44],69 [BOOL] [0x45],70 [BOOL] [0x46],71 [BOOL] [0x47],72 [BOOL] [0x48],73 [BOOL] [0x49],74 [BOOL] [0x4A],75 [BOOL] [0x4B],76 [BOOL] [0x4C],77 [BOOL] [0x4D],78 [BOOL] [0x4E],79 [BOOL] [0x4F]
73,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
74,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true
75,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true
76,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
77,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
78,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
79,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
80,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
81,true,true,false,true,true,false,true,false,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
82,true,true,false,true,true,false,false,false,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
83,true,true,false,true,true,false,false,false,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
84,true,true,false,true,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true
85,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true
86,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true
87,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,true,true
88,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true
89,true,true,false,true,true,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
90,true,true,false,true,true,false,true,false,true,false,false,false,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true
91,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true
92,true,true,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true
93,true,true,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true
94,true,true,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
95,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
96,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
97,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
98,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
99,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
100,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true
101,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
102,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,false,true,true,true
103,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true
104,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true,true,true
105,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,true,true,true
106,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true
107,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
108,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
109,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
110,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
111,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
112,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,true,true,true,true,true
113,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,true
114,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,true
115,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,true,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,true
116,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true
117,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
118,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
119,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
120,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true,true,true,true,true,true
121,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true,true,true,true,true,true
122,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true
123,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
124,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
125,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
126,true,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true
127,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,false,true,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true
128,true,true,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true
129,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true
130,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true
131,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,false,true,true,true
132,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
133,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,true,true,true,true,false,true,true,true
134,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
135,true,true,false,true,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,true,true,true,true,true
136,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true
137,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true
138,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true
139,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
140,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
141,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true
142,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
143,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
144,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
145,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
146,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
147,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
148,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
149,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
150,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
151,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
