Index,0 [STRING] [0x4],1 [STRING] [0x0],2 [UBYTE] [0x8],3 [UBYTE] [0x9],4 [BBOOL] [0xA]
98,"Ridill","“世界”即是您的角色所在的服务器。
选定世界之后，没有特殊情况无法变更。
如果想和朋友一起体验《最终幻想14 重生之境》的乐趣，
请一定要在同一个世界里创建角色。

根据所在地区不同，服务器分散在6个数据中心内。
找不到目标服务器是可以回到标题画面选择其他数据中心。
服务器名字中带有（遗产）的为继承了1.0数据的世界。

当前选择中的数据中心： 盖亚 日本推荐",2,2,true
99,"Sargatanas","“世界”即是您的角色所在的服务器。
选定世界之后，没有特殊情况无法变更。
如果想和朋友一起体验《最终幻想14 重生之境》的乐趣，
请一定要在同一个世界里创建角色。

根据所在地区不同，服务器分散在6个数据中心内。
找不到目标服务器是可以回到标题画面选择其他数据中心。
服务器名字中带有（遗产）的为继承了1.0数据的世界。

当前选择中的数据中心： 以太 北美推荐",4,4,true
100,"dev_test","部内Solaris",0,1,false
101,"cent_test","部内Cent",0,0,false
102,"trs_test","部内转服测试用",0,0,false
110,"b-tirica","非公开B系",1,1,false
111,"b-contents","非公开B系任务",0,0,false
112,"b-chiriri","",3,4,false
113,"b-contents2","",0,0,false
114,"b-jugularis","",1,2,false
115,"e-regia","非公开海外数据中心日本侧",0,1,false
116,"e-pialii","非公开海外数据中心北美侧",0,4,false
117,"e-jcontents","非公开海外数据中心日本侧任务",0,1,false
118,"e-nacontents","非公开海外数据中心北美侧任务",0,4,false
119,"e-coloria","非公开E系",0,1,false
120,"e-gouldiae","非公开E系",0,4,false
121,"e-jcontents2","非公开E系",0,1,false
122,"e-nacontents2","非公开E系",0,4,false
123,"e-trichroa","非公开E系",0,2,false
124,"e-hyperion","非公开E系",0,0,false
125,"e-jcontents3","非公开E系",0,2,false
126,"e-ragnarok","非公开E系",0,0,false
127,"e-ridill","非公开E系",0,0,false
128,"e-sargatanas","非公开E系",0,0,false
129,"a-militaris","“世界”即是您的角色所在的服务器。
选定世界之后，没有特殊情况无法变更。
如果想和朋友一起体验《最终幻想14 重生之境》的乐趣，
请一定要在同一个世界里创建角色。

根据所在地区不同，服务器分散在6个数据中心内。
找不到目标服务器是可以回到标题画面选择其他数据中心。
服务器名字中带有（遗产）的为继承了1.0数据的世界。

当前选择中的数据中心： 元素 日本推荐",0,1,false
130,"a-aegis","非公开A系",1,1,false
131,"a-balmung","非公开A系",2,1,false
132,"a-durandal","非公开A系",3,1,false
133,"a-excalibur","非公开A系",4,1,false
134,"a-gungnir","非公开A系",5,1,false
135,"a-hyperion","非公开A系",6,1,false
136,"a-masamune","非公开A系",0,1,false
137,"a-ragnarok","非公开A系",1,1,false
138,"a-ridill","非公开A系",2,1,false
139,"a-sargatanas","非公开A系",3,1,false
140,"a-contents","非公开A系搜索器",4,0,false
141,"b-contents3","",0,0,false
142,"b-cyanoptera","",3,0,false
143,"b-contents4","",0,0,false
144,"a-contents2","",0,0,false
160,"s-bella","非公开S系",0,0,false
161,"Chocobo","“世界”即是您的角色所在的服务器。
选定世界之后，没有特殊情况无法变更。
如果想和朋友一起体验《最终幻想14 重生之境》的乐趣，
请一定要在同一个世界里创建角色。",0,0,false
162,"s-contents","",0,0,false
163,"chs-contents","",0,0,false
164,"s-contents2","",0,0,false
165,"s-guttata","",0,0,false
166,"Moogle","",0,0,false
167,"chs-contents2","",0,0,false
170,"s-poliogenys","",0,0,false
171,"s-haematina","",0,0,false
172,"s-contents3","",0,0,false
173,"s-contents4","",0,0,false
174,"s-public1","",0,0,false
175,"s-public2","",0,0,false
176,"s-public3","",0,0,false
177,"s-public4","",0,0,false
178,"s-public5","",0,0,false
179,"s-public6","",0,0,false
180,"s-public7","",0,0,false
181,"s-public8","",0,0,false
182,"s-public9","",0,0,false
183,"s-public10","",0,0,false
184,"s-public11","",0,0,false
185,"s-public12","",0,0,false
186,"s-public13","",0,0,false
187,"s-public14","",0,0,false
188,"s-public15","",0,0,false
189,"s-public16","",0,0,false
201,"Nacontents01","",0,0,false
202,"Nacontents02","",0,0,false
203,"Nacontents03","",0,0,false
204,"Nacontents04","",0,0,false
205,"Nacontents05","",0,0,false
206,"Nacontents06","",0,0,false
207,"Nacontents07","",0,0,false
208,"Nacontents08","",0,0,false
209,"Nacontents09","",0,0,false
210,"Nacontents10","",0,0,false
211,"Nacontents11","",0,0,false
212,"Nacontents12","",0,0,false
213,"Nacontents13","",0,0,false
214,"Nacontents14","",0,0,false
215,"Nacontents15","",0,0,false
216,"Nacontents16","",0,0,false
217,"Nacontents17","",0,0,false
218,"Nacontents18","",0,0,false
219,"Nacontents19","",0,0,false
220,"Nacontents20","",0,0,false
221,"Nacontents21","",0,0,false
222,"Nacontents22","",0,0,false
223,"Nacontents23","",0,0,false
224,"Nacontents24","",0,0,false
225,"Jpcontents01","",0,0,false
226,"Jpcontents02","",0,0,false
227,"Jpcontents03","",0,0,false
228,"Jpcontents04","",0,0,false
229,"Jpcontents05","",0,0,false
230,"Jpcontents06","",0,0,false
231,"Jpcontents07","",0,0,false
232,"Jpcontents08","",0,0,false
233,"Jpcontents09","",0,0,false
234,"Jpcontents10","",0,0,false
235,"Jpcontents11","",0,0,false
236,"Jpcontents12","",0,0,false
237,"Jpcontents13","",0,0,false
238,"Jpcontents14","",0,0,false
239,"Jpcontents15","",0,0,false
240,"Jpcontents16","",0,0,false
241,"Jpcontents17","",0,0,false
242,"Jpcontents18","",0,0,false
243,"Jpcontents19","",0,0,false
244,"Jpcontents20","",0,0,false
245,"Jpcontents21","",0,0,false
246,"Jpcontents22","",0,0,false
247,"Jpcontents23","",0,0,false
248,"Jpcontents24","",0,0,false
249,"Jpcontents25","",0,0,false
250,"Jpcontents26","",0,0,false
251,"Jpcontents27","",0,0,false
252,"Jpcontents28","",0,0,false
253,"Jpcontents29","",0,0,false
254,"Jpcontents30","",0,0,false
255,"Nacontents25","",0,0,false
256,"Nacontents26","",0,0,false
257,"Nacontents27","",0,0,false
258,"Nacontents28","",0,0,false
259,"Nacontents29","",0,0,false
260,"Nacontents30","",0,0,false
512,"b-public1","",0,0,false
513,"b-public2","",0,0,false
514,"b-public3","",0,0,false
515,"b-public4","",0,0,false
516,"b-public5","",0,0,false
517,"b-public6","",0,0,false
518,"b-public7","",0,0,false
519,"b-public8","",0,0,false
520,"b-public9","",0,0,false
521,"b-public10","",0,0,false
522,"b-public11","",0,0,false
576,"h-collaris","",0,0,false
577,"h-metallica","",0,0,false
578,"h-contents","",0,0,false
579,"h-contents2","",0,0,false
1024,"test1","",0,0,false
1025,"test2","",0,0,false
1040,"DiPingGuan","",0,0,false
1041,"MiWuShiDi","",0,0,false
1042,"LaNuoXiYa","",0,0,false
1043,"ZiShuiZhanQiao","",0,0,false
1044,"HuanYingQunDao","",0,0,false
1045,"MoDuNa","",0,0,false
1046,"MoShouLingYu","",0,0,false
1047,"FengMoDong","",0,0,false
1048,"TaiyangHaiAn","",0,0,false
1049,"XiaoMaiJiuGang","",0,0,false
1050,"YinLeiHu","",0,0,false
1051,"ShengXiaTan","",0,0,false
1052,"PuTaoJiuGang","",0,0,false
1053,"HeiYiSenLin","",0,0,false
1054,"QingLinQuan","",0,0,false
1055,"JinChuiTaiDi","",0,0,false
1056,"HongChaChuan","",0,0,false
1057,"YiXiuJiaDe","",0,0,false
1058,"XueSongYuan","",0,0,false
1059,"YaoJingLing","",0,0,false
1060,"MengYaChi","",0,0,false
1061,"ZhiZhangXiaGu","",0,0,false
1062,"MiYueZhiTa","",0,0,false
1063,"MoLaBiWan","",0,0,false
1064,"YueYaWan","",0,0,false
1065,"YaoLanShu","",0,0,false
1066,"QiaoMingDong","",0,0,false
1067,"NiMuHe","",0,0,false
1068,"HuangJinGu","",0,0,false
1069,"BaiLingTi","",0,0,false
1070,"TianLangXingDengTa","",0,0,false
1071,"ZhuoReZouLang","",0,0,false
1072,"SiYuJuMu","",0,0,false
1073,"YueYingDao","",0,0,false
1074,"ShuiJingTa","",0,0,false
1075,"MengXiangGong","",0,0,false
1076,"BaiJinHuanXiang","",0,0,false
1077,"HeiJinHu","",0,0,false
1078,"LongXiPuBu","",0,0,false
1079,"ShiWeiTa","",0,0,false
1080,"TongLingTongShan","",0,0,false
1081,"ShenYiZhiDi","",0,0,false
1082,"ShiJiuDaQiao","",0,0,false
1083,"YongHengChuan","",0,0,false
1084,"HaiWuShaTan","",0,0,false
1085,"HeFengLiuDi","",0,0,false
1086,"ZeMeiErYaoSai","",0,0,false
1087,"JuShiQiu","",0,0,false
1088,"JianDouLingYu","",0,0,false
1089,"HeiChenYiZhan","",0,0,false
1090,"ShuiLianYan","",0,0,false
1091,"LingHangMingDeng","",0,0,false
1092,"HaiCiShiKu","",0,0,false
1093,"FeiCuiHu","",0,0,false
1094,"XiongXinGuangChang","",0,0,false
1095,"KuErZhaSi","",0,0,false
1096,"LiuShaMiGong","",0,0,false
1097,"FangXiangTang","",0,0,false
1098,"HuaMiZhanQiao","",0,0,false
1099,"LanWuYongQuan","",0,0,false
1100,"ShenLingShengYu","",0,0,false
1101,"BaiYunYa","",0,0,false
1102,"HaiJiangShuiQu","",0,0,false
1103,"YuanLingYouShu","",0,0,false
1104,"ShaZhongLuTing","",0,0,false
1105,"JieMeiQiu","",0,0,false
1106,"JingYuZhuangYuan","",0,0,false
1107,"ZuJiGu","",0,0,false
1108,"ShanHuTa","",0,0,false
1109,"HengDuanYa","",0,0,false
1110,"ShuiShangTingYuan","",0,0,false
1111,"WuXianHuiLang","",0,0,false
1112,"JinDingChi","",0,0,false
1113,"LvRenZhanQiao","",0,0,false
1114,"LongWenYan","",0,0,false
1115,"HaiManQiaoLang","",0,0,false
1116,"YuanQuanZhiTi","",0,0,false
1117,"MiShiTa","",0,0,false
1118,"RiShengMen","",0,0,false
1119,"XiFengJia","",0,0,false
1120,"ShenLiZhiMen","",0,0,false
1121,"FuXiaoZhiJian","",0,0,false
1122,"HaiLangDong","",0,0,false
1123,"XiangShuYuan","",0,0,false
1124,"MoNvKaFeiGuan","",0,0,false
1125,"JuLongShouYingDi","",0,0,false
1126,"DiYuHeGu","",0,0,false
1127,"FuRongYuanZhuo","",0,0,false
1128,"ShenWoJiao","",0,0,false
1129,"HuangJinGuangChang","",0,0,false
1130,"WanZhiMuChang","",0,0,false
1131,"QiMuQuan","",0,0,false
1132,"JingChiZhanQiao","",0,0,false
1133,"BaiOuTA","",0,0,false
1134,"XiaoShiWangDu","",0,0,false
1135,"KuaTianQiao","",0,0,false
1136,"ShengRenLei","",0,0,false
1137,"JianFeng","",0,0,false
1138,"HouWeiTa","",0,0,false
1139,"BaiYinJiShi","",0,0,false
1140,"LaiShengHuiLang","",0,0,false
1141,"BaoFengLuMen","",0,0,false
1142,"YouLingHu","",0,0,false
1143,"ShiLvHu","",0,0,false
1144,"HuangHunWan","",0,0,false
1145,"XiaoALaMiGe","",0,0,false
1146,"FangLangShenLiTang","",0,0,false
1147,"JingJiSen","",0,0,false
1148,"LangYanQiu","",0,0,false
1149,"ShengRenLvDao","",0,0,false
1150,"BuHuiZhanQuan","",0,0,false
1151,"JiuTeng","",0,0,false
1152,"RongYaoXi","",0,0,false
1153,"JingShu","",0,0,false
1154,"YuMenYiXue","",0,0,false
1155,"YiWangLvZhou","",0,0,false
1156,"YanDiLing","",0,0,false
1157,"GeYongLieGu","",0,0,false
1158,"LiuShaWu","",0,0,false
1159,"BaJianShiQianTing","",0,0,false
1536,"contentstest1","",0,0,false
1537,"contentstest2","",0,0,false
1552,"sdocontents1","",0,0,false
1553,"sdocontents2","",0,0,false
1554,"sdocontents3","",0,0,false
1555,"sdocontents4","",0,0,false
1556,"sdocontents5","",0,0,false
1557,"sdocontents6","",0,0,false
1558,"sdocontents7","",0,0,false
1559,"sdocontents8","",0,0,false
1560,"sdocontents9","",0,0,false
1561,"sdocontents10","",0,0,false
1562,"sdocontents11","",0,0,false
1563,"sdocontents12","",0,0,false
1564,"sdocontents13","",0,0,false
1565,"sdocontents14","",0,0,false
1566,"sdocontents15","",0,0,false
1567,"sdocontents16","",0,0,false
1568,"sdocontents17","",0,0,false
1569,"sdocontents18","",0,0,false
1570,"sdocontents19","",0,0,false
1571,"sdocontents20","",0,0,false
1572,"sdocontents21","",0,0,false
1573,"sdocontents22","",0,0,false
1574,"sdocontents23","",0,0,false
1575,"sdocontents24","",0,0,false
1576,"sdocontents25","",0,0,false
1577,"sdocontents26","",0,0,false
1578,"sdocontents27","",0,0,false
1579,"sdocontents28","",0,0,false
1580,"sdocontents29","",0,0,false
1581,"sdocontents30","",0,0,false
1582,"sdocontents31","",0,0,false
1583,"sdocontents32","",0,0,false
1584,"sdocontents33","",0,0,false
1585,"sdocontents34","",0,0,false
1586,"sdocontents35","",0,0,false
1587,"sdocontents36","",0,0,false
1588,"sdocontents37","",0,0,false
1589,"sdocontents38","",0,0,false
1590,"sdocontents39","",0,0,false
1591,"sdocontents40","",0,0,false
1592,"sdocontents41","",0,0,false
1593,"sdocontents42","",0,0,false
1594,"sdocontents43","",0,0,false
1595,"sdocontents44","",0,0,false
1596,"sdocontents45","",0,0,false
1597,"sdocontents46","",0,0,false
1598,"sdocontents47","",0,0,false
1599,"sdocontents48","",0,0,false
1600,"sdocontents49","",0,0,false
1601,"sdocontents50","",0,0,false
1602,"sdocontents51","",0,0,false
1603,"sdocontents52","",0,0,false
1604,"sdocontents53","",0,0,false
1605,"sdocontents54","",0,0,false
1606,"sdocontents55","",0,0,false
1607,"sdocontents56","",0,0,false
1608,"sdocontents57","",0,0,false
1609,"sdocontents58","",0,0,false
1610,"sdocontents59","",0,0,false
1611,"sdocontents60","",0,0,false
1612,"sdocontents61","",0,0,false
1613,"sdocontents62","",0,0,false
1614,"sdocontents63","",0,0,false
1615,"sdocontents64","",0,0,false
1616,"sdocontents65","",0,0,false
1617,"sdocontents66","",0,0,false
1618,"sdocontents67","",0,0,false
1619,"sdocontents68","",0,0,false
1620,"sdocontents69","",0,0,false
1621,"sdocontents70","",0,0,false
1622,"sdocontents71","",0,0,false
1623,"sdocontents72","",0,0,false
1624,"sdocontents73","",0,0,false
1625,"sdocontents74","",0,0,false
1626,"sdocontents75","",0,0,false
1627,"sdocontents76","",0,0,false
1628,"sdocontents77","",0,0,false
1629,"sdocontents78","",0,0,false
1630,"sdocontents79","",0,0,false
1631,"sdocontents80","",0,0,false
1632,"sdocontents81","",0,0,false
1633,"sdocontents82","",0,0,false
1634,"sdocontents83","",0,0,false
1635,"sdocontents84","",0,0,false
1636,"sdocontents85","",0,0,false
1637,"sdocontents86","",0,0,false
1638,"sdocontents87","",0,0,false
1639,"sdocontents88","",0,0,false
1640,"sdocontents89","",0,0,false
1641,"sdocontents90","",0,0,false
1642,"sdocontents91","",0,0,false
1643,"sdocontents92","",0,0,false
1644,"sdocontents93","",0,0,false
1645,"sdocontents94","",0,0,false
1646,"sdocontents95","",0,0,false
1647,"sdocontents96","",0,0,false
1648,"sdocontents97","",0,0,false
1649,"sdocontents98","",0,0,false
1650,"sdocontents99","",0,0,false
1651,"sdocontents100","",0,0,false
1652,"sdocontents101","",0,0,false
1653,"sdocontents102","",0,0,false
1654,"sdocontents103","",0,0,false
1655,"sdocontents104","",0,0,false
1656,"sdocontents105","",0,0,false
1657,"sdocontents106","",0,0,false
1658,"sdocontents107","",0,0,false
1659,"sdocontents108","",0,0,false
1660,"sdocontents109","",0,0,false
1661,"sdocontents110","",0,0,false
1662,"sdocontents111","",0,0,false
1663,"sdocontents112","",0,0,false
1664,"sdocontents113","",0,0,false
1665,"sdocontents114","",0,0,false
1666,"sdocontents115","",0,0,false
1667,"sdocontents116","",0,0,false
1668,"sdocontents117","",0,0,false
1669,"sdocontents118","",0,0,false
1670,"sdocontents119","",0,0,false
1671,"sdocontents120","",0,0,false
