Index,0 [USHORT] [0x0],1 [USHORT] [0x2],2 [USHORT] [0x4],3 [USHORT] [0x6],4 [USHORT] [0x8],5 [USHORT] [0xA],6 [USHORT] [0xC],7 [USHORT] [0xE],8 [INT] [0x2C],9 [INT] [0x5C],10 [INT] [0x8C],11 [INT] [0xBC],12 [INT] [0xEC],13 [INT] [0x11C],14 [INT] [0x14C],15 [INT] [0x17C],16 [USHORT] [0x34],17 [USHORT] [0x64],18 [USHORT] [0x94],19 [USHORT] [0xC4],20 [USHORT] [0xF4],21 [USHORT] [0x124],22 [USHORT] [0x154],23 [USHORT] [0x184],24 [UINT] [0x10],25 [UINT] [0x40],26 [UINT] [0x70],27 [UINT] [0xA0],28 [UINT] [0xD0],29 [UINT] [0x100],30 [UINT] [0x130],31 [UINT] [0x160],32 [INT] [0x30],33 [INT] [0x60],34 [INT] [0x90],35 [INT] [0xC0],36 [INT] [0xF0],37 [INT] [0x120],38 [INT] [0x150],39 [INT] [0x180],40 [UBYTE] [0x36],41 [UBYTE] [0x66],42 [UBYTE] [0x96],43 [UBYTE] [0xC6],44 [UBYTE] [0xF6],45 [UBYTE] [0x126],46 [UBYTE] [0x156],47 [UBYTE] [0x186],48 [UBYTE] [0x37],49 [UBYTE] [0x67],50 [UBYTE] [0x97],51 [UBYTE] [0xC7],52 [UBYTE] [0xF7],53 [UBYTE] [0x127],54 [UBYTE] [0x157],55 [UBYTE] [0x187],56 [UINT] [0x14],57 [UINT] [0x44],58 [UINT] [0x74],59 [UINT] [0xA4],60 [UINT] [0xD4],61 [UINT] [0x104],62 [UINT] [0x134],63 [UINT] [0x164],64 [UINT] [0x18],65 [UINT] [0x48],66 [UINT] [0x78],67 [UINT] [0xA8],68 [UINT] [0xD8],69 [UINT] [0x108],70 [UINT] [0x138],71 [UINT] [0x168],72 [UINT] [0x1C],73 [UINT] [0x4C],74 [UINT] [0x7C],75 [UINT] [0xAC],76 [UINT] [0xDC],77 [UINT] [0x10C],78 [UINT] [0x13C],79 [UINT] [0x16C],80 [UINT] [0x20],81 [UINT] [0x50],82 [UINT] [0x80],83 [UINT] [0xB0],84 [UINT] [0xE0],85 [UINT] [0x110],86 [UINT] [0x140],87 [UINT] [0x170],88 [UINT] [0x24],89 [UINT] [0x54],90 [UINT] [0x84],91 [UINT] [0xB4],92 [UINT] [0xE4],93 [UINT] [0x114],94 [UINT] [0x144],95 [UINT] [0x174],96 [UINT] [0x28],97 [UINT] [0x58],98 [UINT] [0x88],99 [UINT] [0xB8],100 [UINT] [0xE8],101 [UINT] [0x118],102 [UINT] [0x148],103 [UINT] [0x178],104 [UBYTE] [0x38],105 [UBYTE] [0x68],106 [UBYTE] [0x98],107 [UBYTE] [0xC8],108 [UBYTE] [0xF8],109 [UBYTE] [0x128],110 [UBYTE] [0x158],111 [UBYTE] [0x188],112 [UBYTE] [0x39],113 [UBYTE] [0x69],114 [UBYTE] [0x99],115 [UBYTE] [0xC9],116 [UBYTE] [0xF9],117 [UBYTE] [0x129],118 [UBYTE] [0x159],119 [UBYTE] [0x189],120 [UBYTE] [0x3A],121 [UBYTE] [0x6A],122 [UBYTE] [0x9A],123 [UBYTE] [0xCA],124 [UBYTE] [0xFA],125 [UBYTE] [0x12A],126 [UBYTE] [0x15A],127 [UBYTE] [0x18A],128 [UBYTE] [0x3B],129 [UBYTE] [0x6B],130 [UBYTE] [0x9B],131 [UBYTE] [0xCB],132 [UBYTE] [0xFB],133 [UBYTE] [0x12B],134 [UBYTE] [0x15B],135 [UBYTE] [0x18B],136 [UBYTE] [0x3C],137 [UBYTE] [0x6C],138 [UBYTE] [0x9C],139 [UBYTE] [0xCC],140 [UBYTE] [0xFC],141 [UBYTE] [0x12C],142 [UBYTE] [0x15C],143 [UBYTE] [0x18C],144 [UBYTE] [0x3D],145 [UBYTE] [0x6D],146 [UBYTE] [0x9D],147 [UBYTE] [0xCD],148 [UBYTE] [0xFD],149 [UBYTE] [0x12D],150 [UBYTE] [0x15D],151 [UBYTE] [0x18D],152 [UBYTE] [0x3E],153 [UBYTE] [0x6E],154 [UBYTE] [0x9E],155 [UBYTE] [0xCE],156 [UBYTE] [0xFE],157 [UBYTE] [0x12E],158 [UBYTE] [0x15E],159 [UBYTE] [0x18E],160 [UBYTE] [0x3F],161 [UBYTE] [0x6F],162 [UBYTE] [0x9F],163 [UBYTE] [0xCF],164 [UBYTE] [0xFF],165 [UBYTE] [0x12F],166 [UBYTE] [0x15F],167 [UBYTE] [0x18F],168 [UBYTE] [0x190],169 [UBYTE] [0x191],170 [UBYTE] [0x192],171 [UBYTE] [0x193],172 [UBYTE] [0x194],173 [UBYTE] [0x195],174 [UBYTE] [0x196],175 [UBYTE] [0x197],176 [INT] [0x198],177 [UBYTE] [0x19C]
196633,0,0,0,0,0,0,0,0,513,1850,1103,1101,0,0,0,0,26,23,25,25,0,0,0,0,1117,117,1167,1166,0,0,0,0,2000558,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196634,0,0,0,0,0,0,0,0,1089,18,19,1092,0,0,0,0,26,16,16,22,0,0,0,0,1160,182,1025,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,756,760,757,758,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196635,0,0,0,0,0,0,0,0,57,385,0,0,0,0,0,0,22,24,0,0,0,0,0,0,1142,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178217,4186417,4186418,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196636,0,0,0,0,0,0,0,0,70,23,73,133,0,0,0,0,25,25,25,25,0,0,0,0,1139,175,1138,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196637,0,0,0,0,0,0,0,0,305,1861,1108,1109,0,0,0,0,26,22,26,26,0,0,0,0,1123,115,1136,497,0,0,0,0,2000558,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196638,0,0,0,0,0,0,0,0,1094,33,23,24,0,0,0,0,25,18,18,21,0,0,0,0,1137,497,175,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,761,765,762,763,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,2
196639,0,0,0,0,0,0,0,0,167,168,169,0,0,0,0,0,24,22,22,0,0,0,0,0,256,251,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178232,4186129,4186130,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196640,0,0,0,0,0,0,0,0,138,172,181,12,0,0,0,0,25,25,25,25,0,0,0,0,1088,1119,1116,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196641,0,0,0,0,0,0,0,0,21,1863,1112,1113,0,0,0,0,26,23,25,25,0,0,0,0,1028,113,1125,1124,0,0,0,0,2000558,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196642,0,0,0,0,0,0,0,0,1098,513,17,1093,0,0,0,0,25,20,19,18,0,0,0,0,1108,1117,1120,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,766,770,767,768,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196643,0,0,0,0,0,0,0,0,328,329,330,331,0,0,0,0,28,28,28,28,0,0,0,0,1158,1157,1156,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178198,4185437,4185438,4185439,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196644,0,0,0,0,0,0,0,0,315,318,334,335,0,0,0,0,29,29,29,29,0,0,0,0,1168,978,1163,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196645,0,0,0,0,0,0,0,0,55,1860,1104,1105,0,0,0,0,31,27,31,31,0,0,0,0,1113,1170,1151,1150,0,0,0,0,2000559,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,2
196646,0,0,0,0,0,0,0,0,1086,131,17,1093,0,0,0,0,30,22,23,24,0,0,0,0,1154,113,1120,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,771,775,772,773,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,2
196647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,4,1
196648,0,0,0,0,0,0,0,0,509,510,34,0,0,0,0,0,27,27,29,0,0,0,0,0,1131,1130,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178223,4186390,4186391,4186392,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196649,0,0,0,0,0,0,0,0,302,139,34,13,0,0,0,0,29,29,29,29,0,0,0,0,1135,1134,506,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196650,0,0,0,0,0,0,0,0,55,1862,1110,1111,0,0,0,0,31,27,30,30,0,0,0,0,1113,1148,1129,1128,0,0,0,0,2000559,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,2
196651,0,0,0,0,0,0,0,0,1091,388,327,327,0,0,0,0,30,25,23,23,0,0,0,0,1133,1141,1073,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,776,780,777,778,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,4,1
196653,0,0,0,0,0,0,0,0,170,362,171,0,0,0,0,0,27,28,30,0,0,0,0,0,1115,1115,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178234,4186186,4186187,4186188,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196654,0,0,0,0,0,0,0,0,167,168,1096,1099,0,0,0,0,29,29,29,29,0,0,0,0,256,251,1126,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196655,0,0,0,0,0,0,0,0,55,1100,1114,1115,0,0,0,0,31,29,29,31,0,0,0,0,1113,1105,1107,1106,0,0,0,0,2000559,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,2
196656,0,0,0,0,0,0,0,0,1095,327,134,646,0,0,0,0,30,21,16,26,0,0,0,0,1127,1073,116,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,781,785,782,783,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
196658,0,0,0,0,0,0,0,0,113,1841,115,0,0,0,0,0,33,33,34,0,0,0,0,0,1777,1778,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296356,4296357,4296359,4296365,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,1,1
196659,0,0,0,0,0,0,0,0,1853,133,404,388,0,0,0,0,30,29,30,32,0,0,0,0,1779,115,1753,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,1010,1014,1011,1012,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,1
196660,0,0,0,0,0,0,0,0,395,646,720,731,0,0,0,0,35,35,35,35,0,0,0,0,1755,1781,1747,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196661,0,0,0,0,0,0,0,0,113,115,114,116,0,0,0,0,35,35,35,35,0,0,0,0,1777,1782,1783,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,20,20,40,0,0,0,0,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,1
196662,0,0,0,0,0,0,0,0,305,1842,1843,1844,0,0,0,0,35,34,35,35,0,0,0,0,1785,114,1777,1783,0,0,0,0,2000558,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1
196663,0,0,0,0,0,0,0,0,1854,731,722,721,0,0,0,0,40,32,30,30,0,0,0,0,1786,1745,1631,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,30,0,0,0,0,0,1015,1019,1016,1017,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,5,2
