Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD]
533,"形迹可疑的开山工",0,"",0,0,1,0,0
534,"惊慌雄羚羊",0,"",0,0,1,0,0
535,"顽猴杰克的手下",0,"",0,0,1,0,0
536,"妖精枕",0,"",0,0,1,0,0
537,"首",0,"",0,0,1,0,0
538,"精炼妖精",0,"",0,0,1,0,0
539,"红月巨像",0,"",0,0,1,0,0
540,"红腹阴谋蜂兵",0,"",0,0,1,0,0
541,"木人",0,"",0,0,1,0,0
542,"激怒野猪",0,"",0,0,1,0,0
543,"着魔魔菇",0,"",0,0,1,0,0
544,"长爪婴猴",0,"",0,0,1,0,0
545,"偷蜜小鬼",0,"",0,0,1,0,0
546,"第三大队矛斗士",0,"",0,0,1,0,0
547,"红腹守门蜂兵",0,"",0,0,1,0,0
548,"愤怒的科托斯",0,"",0,0,1,0,0
549,"红腹蜂工",0,"",0,0,1,0,0
550,"豹爪陷阱手",0,"",0,0,1,0,0
551,"哥布林强盗",0,"",0,0,1,0,0
552,"岩石巨像",0,"",0,0,1,0,0
553,"蜜蜂群",0,"",0,0,1,0,0
554,"怒水腐液",0,"",0,0,1,0,0
555,"爆破榴弹怪",0,"",0,0,1,0,0
556,"鬼哭队小队长",0,"",0,0,1,0,0
557,"魔导死神改",0,"",0,0,1,0,0
558,"努纽努维",0,"",0,0,1,0,0
559,"赤眼海盗",0,"",0,0,1,0,0
560,"利螯陆蟹",0,"",0,0,1,0,0
561,"巨型陆蟹",0,"",0,0,1,0,0
562,"地灵采石员",0,"",0,0,1,0,0
563,"海月水母",0,"",0,0,1,0,0
564,"陶蜂群",0,"",0,0,1,0,0
565,"壕齿鱼人",0,"",0,0,1,0,0
566,"中原秃鹰",0,"",0,0,1,0,0
567,"妖精领秃鹰",0,"",0,0,1,0,0
568,"黑兔堂 麦森塔",0,"",0,0,1,0,0
569,"黑兔堂 阿斯特莉蒂",0,"",0,0,1,0,0
570,"卢恩人拍岸手",0,"",0,0,1,0,0
571,"萨维奈灵蛛蝎",0,"",0,0,1,0,0
572,"萨维奈蛛蝎",0,"",0,0,1,0,0
573,"寻香陷阱草",0,"",0,0,1,0,0
574,"利剪鼩鼱",0,"",0,0,1,0,0
575,"银矿爬虫",0,"",0,0,1,0,0
576,"啃石魔石精",0,"",0,0,1,0,0
577,"野生鼩鼱",0,"",0,0,1,0,0
578,"",0,"",0,0,0,0,0
579,"红腹警戒蜂兵",0,"",0,0,1,0,0
580,"红腹锐眼蜂兵",0,"",0,0,1,0,0
581,"叛逆者 克鲁瑟纳",0,"",0,0,1,0,0
582,"克鲁瑟纳的手下",0,"",0,0,1,0,0
583,"睡蕾之森精",0,"",0,0,1,0,0
584,"第三大队矛斗士",0,"",0,0,1,0,0
585,"豹爪猫弓手",0,"",0,0,1,0,0
586,"第三大队矛斗士",0,"",0,0,1,0,0
587,"嗡嗡血蚤",0,"",0,0,1,0,0
588,"姆恩·图伊狐猴",0,"",0,0,1,0,0
589,"矮凶蛛蝎",0,"",0,0,1,0,0
590,"北方兀鹫",0,"",0,0,1,0,0
591,"怒视荧光虫",0,"",0,0,1,0,0
592,"钝蟾蜍",0,"",0,0,1,0,0
593,"蜜蜂群",0,"",0,0,1,0,0
594,"污浊的风元精",0,"",0,0,1,0,0
595,"赭黄胶质怪",0,"",0,0,1,0,0
596,"病邪之眼",0,"",0,0,1,0,0
597,"侵略者 内兹尔·卡特兰",0,"",0,0,1,0,0
598,"水月弓 蕾伊·阿里亚珀",0,"",0,0,1,0,0
599,"德行者 西尔瓦尔",0,"",0,0,1,0,0
600,"白面鬼 帕瓦·姆茱克",0,"",0,0,1,0,0
601,"豹爪鹰枪手",0,"",0,0,1,0,0
602,"猎隼",0,"",0,0,1,0,0
603,"河堤盲头蟹",0,"",0,0,1,0,0
604,"牢狱荧光虫",0,"",0,0,1,0,0
605,"幼年变色龙",0,"",0,0,1,0,0
606,"碎锁小魔精",0,"",0,0,1,0,0
607,"狂怒树精",0,"",0,0,1,0,0
608,"首领黑狼",0,"",0,0,1,0,0
609,"温厚的枪术师",0,"",0,0,1,0,0
610,"老练的枪术师",0,"",0,0,1,0,0
611,"眼光敏锐的枪术师",0,"",0,0,1,0,0
612,"吸血蝙蝠",0,"",0,0,1,0,0
613,"红气球怪",0,"",0,0,1,0,0
614,"云水枪 富尔克",0,"",0,0,1,0,0
615,"野瞳树精",0,"",0,0,1,0,0
616,"泥土巨像",0,"",0,0,1,0,0
617,"假面魔法师",0,"",0,0,1,0,0
618,"痴情魔花黛西",0,"",0,0,1,0,0
619,"伊达",0,"",0,0,1,0,0
620,"帕帕力莫",0,"",0,0,1,0,0
621,"神勇队队员",0,"",0,0,1,0,0
622,"鬼哭队队员",0,"",0,0,1,0,0
623,"钝蟾蜍",0,"",0,0,1,0,0
624,"",0,"",0,0,0,0,0
625,"佣人提灯",0,"",0,0,1,0,0
626,"富尔克",0,"",0,0,1,0,0
627,"愚直的蒂班",0,"",0,0,1,0,0
628,"清香风 希尔菲",0,"",0,0,1,0,0
629,"铜铃矿爬虫",0,"",0,0,1,0,0
630,"43式防空炮",0,"",0,0,1,0,0
631,"铜铃魔石精",0,"",0,0,1,0,0
632,"大黄蜂",0,"",0,0,1,0,0
633,"庄园的女仆",0,"",0,0,1,0,0
634,"镜骑士",0,"",0,0,1,0,0
635,"船菊石",0,"",0,0,1,0,0
636,"薄壳蟹",0,"",0,0,1,0,0
637,"蜻蜓飞蜥",0,"",0,0,1,0,0
638,"石壳蟹",0,"",0,0,1,0,0
639,"蜂鸟",0,"",0,0,1,0,0
640,"陆鱼",0,"",0,0,1,0,0
641,"胡蜂",0,"",0,0,1,0,0
642,"泥沼陆鱼",0,"",0,0,1,0,0
643,"乌菊石",0,"",0,0,1,0,0
644,"螳螂杀手",0,"",0,0,1,0,0
645,"泥沼蝾螈",0,"",0,0,1,0,0
646,"基迦巨人僧侣",0,"",0,0,1,0,0
647,"基迦巨人沙门",0,"",0,0,1,0,0
648,"基迦巨人僧都",0,"",0,0,1,0,0
649,"基迦巨人比丘",0,"",0,0,1,0,0
650,"鲁莽异端者",0,"",0,0,1,0,0
651,"发狂异端者",0,"",0,0,1,0,0
652,"诅咒异端者",0,"",0,0,1,0,0
653,"雪地白狼",0,"",0,0,1,0,0
654,"雄贝希摩斯",0,"",0,0,1,0,0
655,"贝希摩斯",0,"",0,0,1,0,0
656,"双足飞龙",0,"",0,0,1,0,0
657,"戳刺龙鸟",0,"",0,0,1,0,0
658,"石像魔",0,"",0,0,1,0,0
659,"雪地白狼幼崽",0,"",0,0,1,0,0
660,"鸟人野爪剑士",0,"",0,0,1,0,0
661,"鸟人静枪战士",0,"",0,0,1,0,0
662,"鸟人弹翼勇士",0,"",0,0,1,0,0
663,"鸟人恐惧术士",0,"",0,0,1,0,0
664,"",0,"",0,0,0,0,0
665,"",0,"",0,0,0,0,0
666,"",0,"",0,0,0,0,0
667,"",0,"",0,0,0,0,0
668,"阿尔迪斯",0,"",0,0,1,0,0
669,"",0,"",0,0,0,0,0
670,"",0,"",0,0,0,0,0
671,"",0,"",0,0,0,0,0
672,"",0,"",0,0,0,0,0
673,"",0,"",0,0,0,0,0
674,"品行不端的佣兵",0,"",0,0,1,0,0
675,"目光敏锐的佣兵",0,"",0,0,1,0,0
676,"辉鳞人佣兵",0,"",0,0,1,0,0
677,"辉鳞人佣兵",0,"",0,0,1,0,0
678,"沟鼠王",0,"",0,0,1,0,0
679,"ラベル削除予定",0,"",0,0,1,0,0
680,"大沙蚤",0,"",0,0,1,0,0
681,"更大的沙蚤",0,"",0,0,1,0,0
682,"吞羊大魔",0,"",0,0,1,0,0
683,"ラベル削除予定",0,"",0,0,1,0,0
684,"软木球茎",0,"",0,0,1,0,0
685,"索敌飞蜥",0,"",0,0,1,0,0
686,"隔离壁",0,"",0,0,1,0,0
687,"灰白古菩猩猩",0,"",0,0,1,0,0
688,"固兰盖奇",0,"",0,0,1,0,0
689,"剑戟歌 密拉",0,"",0,0,1,0,0
690,"纳尔之剑 阿尔迪斯",0,"",0,0,1,0,0
691,"冰霜雷蛟",0,"",0,0,1,0,0
692,"粗野小魔精",0,"",0,0,1,0,0
693,"阴森石像鬼",0,"",0,0,1,0,0
694,"扭曲石像鬼",0,"",0,0,1,0,0
695,"无影幻术师",0,"",0,0,1,0,0
696,"黄蜂云",0,"",0,0,1,0,0
697,"无影咒术师",0,"",0,0,1,0,0
698,"暴风拳 扎纳·莉艾佳",0,"",0,0,1,0,0
699,"恶毒魔菇",0,"",0,0,1,0,0
700,"恶毒松鼠",0,"",0,0,1,0,0
701,"恶毒婴猴",0,"",0,0,1,0,0
702,"恶毒巨虻",0,"",0,0,1,0,0
703,"恶毒大口花",0,"",0,0,1,0,0
704,"恶毒幼苗",0,"",0,0,1,0,0
705,"恶毒套索花",0,"",0,0,1,0,0
706,"骸骨龙",0,"",0,0,1,0,0
707,"铂纳尔",0,"",0,0,1,0,0
708,"背德者 戈多因",0,"",0,0,1,0,0
709,"虚无巨魔",0,"",0,0,1,0,0
710,"塔纳托斯",0,"",0,0,1,0,0
711,"复仇恶魔",0,"",0,0,1,0,0
712,"魔法罐",0,"",0,0,1,0,0
713,"桑克瑞德",0,"",0,0,1,0,0
714,"欧文",0,"",0,0,1,0,0
715,"帕帕夏恩",0,"",0,0,1,0,0
716,"筛石魔石精",0,"",0,0,1,0,0
717,"加里巴尔德",0,"",0,0,1,0,0
718,"绒绒之壁 库普迪·库普",0,"",0,0,1,0,0
719,"毛毛之斧 库普塔·咔帕",0,"",0,0,1,0,0
720,"茸茸之愈 库普洛·奇普",0,"",0,0,1,0,0
721,"软软之弓 库普括·叩吉",0,"",0,0,1,0,0
722,"柔柔之力 普库啦·普奇",0,"",0,0,1,0,0
723,"绵绵之音 普库嘻·皮叩",0,"",0,0,1,0,0
724,"蓬蓬之障 普库呐·帕叩",0,"",0,0,1,0,0
725,"贤王莫古尔·莫古十二世",0,"",0,0,1,0,0
726,"假面魔法师",0,"",0,0,1,0,0
727,"贝希摩斯王",0,"",0,0,1,0,0
728,"炸弹怪",0,"",0,0,1,0,0
729,"雅·修特拉",0,"",0,0,1,0,0
730,"古代铁巨人",0,"",0,0,1,0,0
731,"彗星",0,"",0,0,1,0,0
732,"提坦",0,"",0,0,1,0,0
733,"钢铁之爪",0,"",0,0,1,0,0
734,"厄让努瓦",0,"",0,0,1,0,0
735,"利斯弗洛",0,"",0,0,1,0,0
736,"人造火元素",0,"",0,0,1,0,0
737,"人造冰元素",0,"",0,0,1,0,0
738,"人造风元素",0,"",0,0,1,0,0
739,"人造土元素",0,"",0,0,1,0,0
740,"人造雷元素",0,"",0,0,1,0,0
741,"人造水元素",0,"",0,0,1,0,0
742,"卢因",0,"",0,0,1,0,0
743,"米罗东",0,"",0,0,1,0,0
744,"鸟人队长",0,"",0,0,1,0,0
745,"",0,"",0,0,0,0,0
746,"",0,"",0,0,0,0,0
747,"",0,"",0,0,0,0,0
748,"",0,"",0,0,0,0,0
749,"",0,"",0,0,0,0,0
750,"？？？？",0,"",0,0,1,0,0
751,"拳圣 哈蒙",0,"",0,0,1,0,0
752,"库普鲁·叩啵",0,"",0,0,1,0,0
753,"",0,"",0,0,0,0,0
754,"",0,"",0,0,0,0,0
755,"",0,"",0,0,0,0,0
756,"钳蝎帮节欲术士",0,"",0,0,1,0,0
757,"钳蝎帮慈悲术士",0,"",0,0,1,0,0
758,"发怒的可可布希",0,"",0,0,1,0,0
759,"",0,"",0,0,0,0,0
760,"",0,"",0,0,0,0,0
761,"弗弗鲁帕",0,"",0,0,1,0,0
762,"波德温",0,"",0,0,1,0,0
763,"サー・カルヴラン",0,"",0,0,1,0,0
764,"",0,"",0,0,0,0,0
765,"吸魂小魔精",0,"",0,0,1,0,0
766,"平凡小魔精",0,"",0,0,1,0,0
767,"强壮的剑术师",0,"",0,0,1,0,0
768,"加尔弗里德",0,"",0,0,1,0,0
769,"",0,"",0,0,0,0,0
770,"",0,"",0,0,0,0,0
771,"",0,"",0,0,0,0,0
772,"",0,"",0,0,0,0,0
773,"",0,"",0,0,0,0,0
774,"",0,"",0,0,0,0,0
775,"",0,"",0,0,0,0,0
776,"軍曹",0,"",0,0,1,0,0
777,"二等兵A",0,"",0,0,1,0,0
778,"二等兵B",0,"",0,0,1,0,0
779,"二等兵C",0,"",0,0,1,0,0
780,"チョコボ",0,"",0,0,1,0,0
781,"虚无蝇王",0,"",0,0,1,0,0
782,"虚无先锋",0,"",0,0,1,0,0
783,"虚无遗恨",0,"",0,0,1,0,0
784,"野生巨鳄",0,"",0,0,1,0,0
785,"伐木巨人",0,"",0,0,1,0,0
786,"撑船巨人",0,"",0,0,1,0,0
787,"朗咒巨人",0,"",0,0,1,0,0
788,"雷蛟",0,"",0,0,1,0,0
789,"骏鹰",0,"",0,0,1,0,0
790,"骏雕",0,"",0,0,1,0,0
791,"雪暴雪人",0,"",0,0,1,0,0
792,"雪人",0,"",0,0,1,0,0
793,"哈帕利特",0,"",0,0,1,0,0
794,"红角食人魔",0,"",0,0,1,0,0
795,"黑羊",0,"",0,0,1,0,0
796,"荒原黑狼",0,"",0,0,1,0,0
797,"キラーマシン",0,"",0,0,1,0,0
798,"",0,"",0,0,0,0,0
799,"",0,"",0,0,0,0,0
800,"",0,"",0,0,0,0,0
801,"帝国兵隊長",0,"",0,0,1,0,0
802,"",0,"",0,0,0,0,0
803,"",0,"",0,0,0,0,0
804,"",0,"",0,0,0,0,0
805,"",0,"",0,0,0,0,0
806,"",0,"",0,0,0,0,0
807,"",0,"",0,0,0,0,0
808,"",0,"",0,0,0,0,0
809,"",0,"",0,0,0,0,0
810,"",0,"",0,0,0,0,0
811,"固执的阿茶菲因",0,"",0,0,1,0,0
812,"阿茶菲因的手下",0,"",0,0,1,0,0
813,"辉鳞人佣兵",0,"",0,0,1,0,0
814,"辉鳞人佣兵队长",0,"",0,0,1,0,0
815,"吉姆托塔正漩尉",0,"",0,0,1,0,0
816,"卡·南戈二等漩兵",0,"",0,0,1,0,0
817,"阿茶菲因的手下",0,"",0,0,1,0,0
818,"辉鳞人佣兵",0,"",0,0,1,0,0
819,"",0,"",0,0,0,0,0
820,"瓦利弗",0,"",0,0,1,0,0
821,"巴洛魔",0,"",0,0,1,0,0
822,"大恶魔",0,"",0,0,1,0,0
823,"光明星 秋秋拓",0,"",0,0,1,0,0
824,"祝福人 索尔克维布",0,"",0,0,1,0,0
825,"蜕皮陆蟹",0,"",0,0,1,0,0
826,"碎岩斧 布伦巴尔",0,"",0,0,1,0,0
827,"岛屿陆蟹",0,"",0,0,1,0,0
828,"奔流星 鲁鲁库塔",0,"",0,0,1,0,0
829,"钳蝎帮嗜血猎狗",0,"",0,0,1,0,0
830,"钳蝎帮战犬",0,"",0,0,1,0,0
831,"芭丝特",0,"",0,0,1,0,0
832,"",0,"",0,0,0,0,0
833,"群集黑豺",0,"",0,0,1,0,0
834,"伤痕黑豺",0,"",0,0,1,0,0
835,"群集黑豺",0,"",0,0,1,0,0
836,"海潮风 格拉斯雷尔",0,"",0,0,1,0,0
837,"很像行会会长的人",0,"",0,0,1,0,0
838,"强壮的袭击者",0,"",0,0,1,0,0
839,"神秘的袭击者",0,"",0,0,1,0,0
840,"屈伊伯龙男爵三世",0,"",0,0,1,0,0
841,"茉门",0,"",0,0,1,0,0
842,"懦弱的可可比格",0,"",0,0,1,0,0
843,"冷酷的可可巴尼",0,"",0,0,1,0,0
844,"默想的可可贝吉",0,"",0,0,1,0,0
845,"刻薄的可可博哈",0,"",0,0,1,0,0
846,"",0,"",0,0,0,0,0
847,"",0,"",0,0,0,0,0
848,"",0,"",0,0,0,0,0
849,"梅努伊斯",0,"",0,0,1,0,0
850,"剪刀手谢里登",0,"",0,0,1,0,0
851,"卓伯卡布拉",0,"",0,0,1,0,0
852,"丘哈克",0,"",0,0,1,0,0
853,"偷渡者 阿科特修提姆",0,"",0,0,1,0,0
854,"聒噪音 安瑟姆",0,"",0,0,1,0,0
855,"死脑筋 费布拉斯",0,"",0,0,1,0,0
856,"第426团采集员 埠伽",0,"",0,0,1,0,0
857,"大脚魔犬",0,"",0,0,1,0,0
858,"弹指通 柯柯卢恩",0,"",0,0,1,0,0
859,"暴食格特鲁德",0,"",0,0,1,0,0
860,"六爪长老",0,"",0,0,1,0,0
861,"巴洛梅兹",0,"",0,0,1,0,0
862,"迟钝的崔普提克斯",0,"",0,0,1,0,0
863,"布罗拉罕",0,"",0,0,1,0,0
864,"埃帕鲁维克",0,"",0,0,1,0,0
865,"劫难巨蟾蜍",0,"",0,0,1,0,0
866,"仙人掌杰克",0,"",0,0,1,0,0
867,"泡沫魔蟹伯尼",0,"",0,0,1,0,0
868,"悲叹的布里阿柔斯",0,"",0,0,1,0,0
869,"长腿老爹",0,"",0,0,1,0,0
870,"无赖 格里希尔德",0,"",0,0,1,0,0
871,"酒豪 谷谷卢恩",0,"",0,0,1,0,0
872,"半熟甲 巴巴卢恩",0,"",0,0,1,0,0
873,"伏贾诺",0,"",0,0,1,0,0
874,"爆发石火精",0,"",0,0,1,0,0
875,"蚁巢指挥官",0,"",0,0,1,0,0
876,"石英爪 纳扎古·夏",0,"",0,0,1,0,0
877,"送葬尸灵",0,"",0,0,1,0,0
878,"游丝毛球",0,"",0,0,1,0,0
879,"巨角元老",0,"",0,0,1,0,0
880,"公巨角山羊",0,"",0,0,1,0,0
881,"母巨角山羊",0,"",0,0,1,0,0
882,"破戒者 吉斯弗里德",0,"",0,0,1,0,0
883,"奔走流转的米露达",0,"",0,0,1,0,0
884,"咒言师 马拉德·春",0,"",0,0,1,0,0
885,"乌尔哈德希",0,"",0,0,1,0,0
886,"西牟鸟",0,"",0,0,1,0,0
887,"奥丁",0,"",0,0,1,0,0
888,"猎人少女 乌·拉玛娜",0,"",0,0,1,0,0
889,"乌氏的猎人",0,"",0,0,1,0,0
890,"乌氏的医师",0,"",0,0,1,0,0
891,"盛夏的舞女",0,"",0,0,1,0,0
892,"黑涡团新兵",0,"",0,0,1,0,0
893,"胡蜂王",0,"",0,0,1,0,0
894,"发情水牛",0,"",0,0,1,0,0
895,"杖蟾蜍",0,"",0,0,1,0,0
896,"沙丘妖灵",0,"",0,0,1,0,0
897,"产卵鬼鮟鱇",0,"",0,0,1,0,0
898,"大锤喙魔鸟",0,"",0,0,1,0,0
899,"晶岩守卫",0,"",0,0,1,0,0
900,"蜥蜴人军的军需物资",0,"",0,0,1,0,0
901,"棱柱矿爬虫",0,"",0,0,1,0,0
902,"打桩塔的资材",0,"",0,0,1,0,0
903,"魔鬼漩士 杜恩法尔",0,"",0,0,1,0,0
904,"黄衫队训练教官",0,"",0,0,1,0,0
905,"装香橙的木箱",0,"",0,0,1,0,0
906,"库加塔",0,"",0,0,1,0,0
907,"大战斧 维格法尔",0,"",0,0,1,0,0
908,"蛮横的保镖",0,"",0,0,1,0,0
909,"鸟人斩枝剑士",0,"",0,0,1,0,0
910,"鸟人培土术士",0,"",0,0,1,0,0
911,"鸟人伐木勇士",0,"",0,0,1,0,0
912,"野火元精",0,"",0,0,1,0,0
913,"腐朽之眼",0,"",0,0,1,0,0
914,"肯里克的保镖",0,"",0,0,1,0,0
915,"肯里克的保镖",0,"",0,0,1,0,0
916,"肯里克的保镖",0,"",0,0,1,0,0
917,"",0,"",0,0,0,0,0
918,"乌·嘉姆丽",0,"",0,0,1,0,0
919,"乌·拉尔嘉",0,"",0,0,1,0,0
920,"乌·科内露亚",0,"",0,0,1,0,0
921,"乌·恩多密",0,"",0,0,1,0,0
922,"乌·萝拉莫",0,"",0,0,1,0,0
923,"黑影之民佣兵",0,"",0,0,1,0,0
924,"剑术师布鲁斯",0,"",0,0,1,0,0
925,"神秘的袭击者",0,"",0,0,1,0,0
926,"",0,"",0,0,0,0,0
927,"",0,"",0,0,0,0,0
928,"钳蝎帮慈悲术士",0,"",0,0,1,0,0
929,"钳蝎帮节欲术士",0,"",0,0,1,0,0
930,"",0,"",0,0,0,0,0
931,"",0,"",0,0,0,0,0
932,"钳蝎帮忍耐术士",0,"",0,0,1,0,0
933,"生疏的剑术师",0,"",0,0,1,0,0
934,"熟练的剑术师",0,"",0,0,1,0,0
935,"老骑士帕帕夏恩",0,"",0,0,1,0,0
936,"近卫骑士欧文",0,"",0,0,1,0,0
937,"狂暴的球茎",0,"",0,0,1,0,0
938,"狂暴的橡树精",0,"",0,0,1,0,0
939,"狂暴的榆树精",0,"",0,0,1,0,0
940,"狂暴的古菩猩猩",0,"",0,0,1,0,0
941,"狂暴的苔背古菩猩猩",0,"",0,0,1,0,0
942,"布兰伽的随从",0,"",0,0,1,0,0
943,"矮小的袭击者",0,"",0,0,1,0,0
944,"黑影之民佣兵队长",0,"",0,0,1,0,0
945,"布兰伽",0,"",0,0,1,0,0
946,"高鸣者 库扎尔·法托特尔",0,"",0,0,1,0,0
947,"鸟人原罪术士",0,"",0,0,1,0,0
948,"英勇弓 加尔弗里德",0,"",0,0,1,0,0
949,"堕落者 加里巴尔德",0,"",0,0,1,0,0
950,"毒水蜥",0,"",0,0,1,0,0
951,"",0,"",0,0,0,0,0
952,"",0,"",0,0,0,0,0
953,"鲜花胡蜂",0,"",0,0,1,0,0
954,"",0,"",0,0,0,0,0
955,"",0,"",0,0,0,0,0
956,"",0,"",0,0,0,0,0
957,"",0,"",0,0,0,0,0
958,"机敏针鼹",0,"",0,0,1,0,0
959,"",0,"",0,0,0,0,0
960,"",0,"",0,0,0,0,0
961,"",0,"",0,0,0,0,0
962,"海岸蛞蝓",0,"",0,0,1,0,0
963,"炬光爆弹怪",0,"",0,0,1,0,0
964,"",0,"",0,0,0,0,0
965,"平原阔步龙",0,"",0,0,1,0,0
966,"帕崔帕坦豹",0,"",0,0,1,0,0
967,"莫拉比针鼹",0,"",0,0,1,0,0
968,"火红黑豺",0,"",0,0,1,0,0
969,"札尔之剑 利沃尔德",0,"",0,0,1,0,0
970,"银胄团近卫骑士",0,"",0,0,1,0,0
971,"不法之徒咒术师",0,"",0,0,1,0,0
972,"不法之徒幻术师",0,"",0,0,1,0,0
973,"不法之徒格斗家",0,"",0,0,1,0,0
974,"不法之徒弓箭手",0,"",0,0,1,0,0
975,"海蛇占卜师",0,"",0,0,1,0,0
976,"海蛇妖术师",0,"",0,0,1,0,0
977,"海蛇格斗家",0,"",0,0,1,0,0
978,"海蛇弓箭手",0,"",0,0,1,0,0
979,"海蛇斧术师",0,"",0,0,1,0,0
980,"小石像鬼",0,"",0,0,1,0,0
981,"黄衫队陆战兵",0,"",0,0,1,0,0
982,"利斯弗洛陆士长",0,"",0,0,1,0,0
983,"烈火弹怪",0,"",0,0,1,0,0
984,"彷徨之魂",0,"",0,0,1,0,0
985,"淬火魔石精",0,"",0,0,1,0,0
986,"活化石古螺",0,"",0,0,1,0,0
987,"矿井骏雕",0,"",0,0,1,0,0
988,"居格斯的随从",0,"",0,0,1,0,0
989,"无礼的保镖",0,"",0,0,1,0,0
990,"粗暴的保镖",0,"",0,0,1,0,0
991,"肮脏的保镖",0,"",0,0,1,0,0
992,"福音使者 哈茨古·春",0,"",0,0,1,0,0
993,"恒辉队副耀士",0,"",0,0,1,0,0
994,"恒辉队剑术师",0,"",0,0,1,0,0
995,"帝国箭斗士",0,"",0,0,1,0,0
996,"帝国十夫长",0,"",0,0,1,0,0
997,"帝国咒法士",0,"",0,0,1,0,0
998,"帝国矛斗士",0,"",0,0,1,0,0
999,"双蛇党弓箭手",0,"",0,0,1,0,0
1000,"双蛇党枪术师",0,"",0,0,1,0,0
1001,"双蛇党剑术师",0,"",0,0,1,0,0
1002,"黑涡团幻术师",0,"",0,0,1,0,0
1003,"黑涡团斧术师",0,"",0,0,1,0,0
1004,"黑涡团弓箭手",0,"",0,0,1,0,0
1005,"恒辉队咒术师",0,"",0,0,1,0,0
1006,"恒辉队幻术师",0,"",0,0,1,0,0
1007,"恒辉队格斗家",0,"",0,0,1,0,0
1008,"悬赏魔物：遥圣之眼弗恩哈沃思",0,"",0,0,1,0,0
1009,"悬赏魔物：科里多仙人刺",0,"",0,0,1,0,0
1010,"悬赏魔物：无主奴隶巨人",0,"",0,0,1,0,0
1011,"悬赏魔物：咬鳞石蜥蜴",0,"",0,0,1,0,0
1012,"悬赏魔物：粉趾盲头蟹",0,"",0,0,1,0,0
1013,"悬赏魔物：大斧喙魔鸟",0,"",0,0,1,0,0
1014,"艾玛吉娜看门犬",0,"",0,0,1,0,0
1015,"孤儿 贝拉斯拉贝恩",0,"",0,0,1,0,0
1016,"格里达尼亚商人",0,"",0,0,1,0,0
1017,"小石像魔",0,"",0,0,1,0,0
1018,"普通仙人掌",0,"",0,0,1,0,0
1019,"开花仙人刺",0,"",0,0,1,0,0
1020,"开花仙人掌",0,"",0,0,1,0,0
1021,"发霉软糊怪",0,"",0,0,1,0,0
1022,"灵蚁掠猛兵蚁",0,"",0,0,1,0,0
1023,"杂毛球",0,"",0,0,1,0,0
1024,"烈火火蛟",0,"",0,0,1,0,0
1025,"僵尸巫师",0,"",0,0,1,0,0
1026,"僵尸士兵",0,"",0,0,1,0,0
1027,"黄昏萤火",0,"",0,0,1,0,0
1028,"欺诈小魔精",0,"",0,0,1,0,0
1029,"离间小魔精",0,"",0,0,1,0,0
1030,"低地公山羊",0,"",0,0,1,0,0
1031,"低地母山羊",0,"",0,0,1,0,0
1032,"壤壳蟹",0,"",0,0,1,0,0
1033,"肮脏土狗",0,"",0,0,1,0,0
1034,"火焰弹怪",0,"",0,0,1,0,0
1035,"无魂白灵",0,"",0,0,1,0,0
1036,"铡喙魔鸟",0,"",0,0,1,0,0
1037,"软皮毒蜥蜴",0,"",0,0,1,0,0
1038,"战斧喙魔鸟",0,"",0,0,1,0,0
1039,"血瞳兀鹫",0,"",0,0,1,0,0
1040,"坚蟾蜍",0,"",0,0,1,0,0
1041,"黄铁矿爬虫",0,"",0,0,1,0,0
1042,"光蚊云",0,"",0,0,1,0,0
1043,"潜伏盲头蟹",0,"",0,0,1,0,0
1044,"稀有仙人刺",0,"",0,0,1,0,0
1045,"稀有仙人掌",0,"",0,0,1,0,0
1046,"情爱花甲虫",0,"",0,0,1,0,0
1047,"枯骨土针鼹",0,"",0,0,1,0,0
1048,"筋斗土针鼹",0,"",0,0,1,0,0
1049,"无毛鼩鼱",0,"",0,0,1,0,0
1050,"嚼果栗鼠",0,"",0,0,1,0,0
1051,"谷甲虫",0,"",0,0,1,0,0
1052,"悬赏魔物：辉鳞人祸害",0,"",0,0,1,0,0
1053,"悬赏魔物：长臂古菩猩猩",0,"",0,0,1,0,0
1054,"悬赏魔物：雷蹄巨牛",0,"",0,0,1,0,0
1055,"悬赏魔物：烈爪螳螂",0,"",0,0,1,0,0
1056,"悬赏魔物：守洞鼹鼠",0,"",0,0,1,0,0
1057,"悬赏魔物：成熟怒草",0,"",0,0,1,0,0
1058,"悬赏魔物：仙王水母",0,"",0,0,1,0,0
1059,"芳香鬃 艾·巴恩妲拉",0,"",0,0,1,0,0
1060,"雪白鬃 奥·阿德布",0,"",0,0,1,0,0
1061,"水牛犊",0,"",0,0,1,0,0
1062,"大富豪 梅梅卢恩",0,"",0,0,1,0,0
1063,"学舌蜂鸟",0,"",0,0,1,0,0
1064,"食人盗龙",0,"",0,0,1,0,0
1065,"食人鹈鹕",0,"",0,0,1,0,0
1066,"黄金长须豹",0,"",0,0,1,0,0
1067,"懦弱秃鹰",0,"",0,0,1,0,0
1068,"叫唤碧企鹅",0,"",0,0,1,0,0
1069,"鲜血滨刺眼水母",0,"",0,0,1,0,0
1070,"丛林长须豹幼崽",0,"",0,0,1,0,0
