Index,0 [INT] [0x0],1 [BBOOL] [0x19],2 [INT] [0x4],3 [INT] [0x8],4 [INT] [0xC],5 [INT] [0x10],6 [UBYTE] [0x18],7 [USHORT] [0x14],8 [USHORT] [0x16]
262766,0,false,169410560,0,0,0,0,0,100
262767,0,false,169410560,0,0,0,0,0,100
262768,0,false,169476096,0,0,0,0,0,100
262769,0,false,169607168,0,0,0,0,0,100
262770,0,false,169476096,0,0,0,0,0,100
262771,0,false,169738240,0,0,0,0,0,100
262772,0,false,169738240,0,0,0,0,0,100
262773,0,false,169738240,0,0,0,0,0,100
262774,0,false,170328064,0,0,0,0,0,100
262775,0,false,169869312,0,0,0,0,0,100
262776,0,false,170000384,0,0,0,0,0,100
262777,0,false,171311104,0,0,0,0,0,100
262778,0,false,171180032,0,0,0,0,0,100
262779,0,false,170065920,0,0,0,0,0,100
262780,0,false,170196992,0,0,0,0,0,100
262781,0,false,170590208,0,0,0,0,0,100
262782,0,false,170590208,0,0,0,0,0,100
262783,0,false,170328064,0,0,0,0,0,100
262784,0,false,170328064,0,0,0,0,0,100
262785,0,false,171835392,0,0,0,0,0,100
262786,0,false,169607168,0,0,0,0,0,100
262787,0,false,169672704,0,0,0,0,0,100
262788,0,false,169672704,0,0,0,0,0,100
262789,0,false,169672704,0,0,0,0,0,100
262790,0,false,169672704,0,0,0,0,0,100
262791,0,false,169869312,0,0,0,0,0,100
262792,0,false,169934848,0,0,0,0,0,100
262793,0,false,171311104,0,0,0,0,0,100
262794,0,false,170459136,0,0,0,0,0,100
262795,0,false,170131456,0,0,0,0,0,100
262796,0,false,171376640,0,0,0,0,0,100
262797,0,false,170000384,0,0,0,0,0,100
262798,0,false,170328064,0,0,0,0,0,100
262799,0,false,171769856,0,0,0,0,0,100
262800,0,false,171769856,0,0,0,0,0,100
262801,0,false,169607168,0,0,0,0,0,100
262802,0,false,169738240,0,0,0,0,0,100
262803,0,false,169738240,0,0,0,0,0,100
262804,0,false,169738240,0,0,0,0,0,100
262805,0,false,169672704,0,0,0,0,0,100
262806,0,false,169869312,0,0,0,0,0,100
262807,0,false,169934848,0,0,0,0,0,100
262808,0,false,170065920,0,0,0,0,0,100
262809,0,false,170590208,0,0,0,0,0,100
262810,0,false,170459136,0,0,0,0,0,100
262811,0,false,170852352,0,0,0,0,0,100
262813,0,false,832569344,0,0,0,0,0,100
262814,0,false,832569344,0,0,0,0,0,100
262817,0,false,832569344,0,0,0,0,0,100
262818,0,false,832897024,0,0,0,0,0,100
262819,0,false,170393600,0,0,0,0,0,100
262820,0,false,1182859264,0,0,0,0,0,100
262821,0,false,1182859264,0,0,0,0,0,100
262822,0,false,1193082880,0,0,0,0,0,100
262823,0,false,1203306496,0,0,0,0,0,100
262824,0,false,1213530112,0,0,0,0,0,100
262825,0,false,1223753728,0,0,0,0,0,100
262826,0,false,1239089152,0,0,0,0,0,100
262827,0,false,1184825344,0,0,0,0,0,100
262828,0,false,1184825344,0,0,0,0,0,100
262829,0,false,1195048960,0,0,0,0,0,100
262830,0,false,1205272576,0,0,0,0,0,100
262831,0,false,1215496192,0,0,0,0,0,100
262832,0,false,1225719808,0,0,0,0,0,100
262833,0,false,1241055232,0,0,0,0,0,100
262834,0,false,1285292032,0,0,0,0,0,100
262835,0,false,1181810688,0,0,0,0,0,100
262836,0,false,1181810688,0,0,0,0,0,100
262837,0,false,1192034304,0,0,0,0,0,100
262838,0,false,1202257920,0,0,0,0,0,100
262839,0,false,1212481536,0,0,0,0,0,100
262840,0,false,1222705152,0,0,0,0,0,100
262841,0,false,1238040576,0,0,0,0,0,100
262842,0,false,1182334976,0,0,0,0,0,100
262843,0,false,1285619712,0,0,0,0,0,100
262844,0,false,1278345216,0,0,0,0,0,100
262845,0,false,1279066112,0,0,0,0,0,100
262846,0,false,1278869504,0,0,0,0,0,100
262847,0,false,1185611776,0,0,0,0,0,100
262848,0,false,1195835392,0,0,0,0,0,100
262849,0,false,1206059008,0,0,0,0,0,100
262850,0,false,1216282624,0,0,0,0,0,100
262851,0,false,1226506240,0,0,0,0,0,100
262852,0,false,1278345216,0,0,0,0,0,100
262853,0,false,1279721472,0,0,0,0,0,100
262854,0,false,1281097728,0,0,0,0,0,100
262855,0,false,1282473984,0,0,0,0,0,100
262856,0,false,1285292032,0,0,0,0,0,100
262857,0,false,1285947392,0,0,0,0,0,100
262858,0,false,1286602752,0,0,0,0,0,100
262859,0,false,1287258112,0,0,0,0,0,100
262860,0,false,1287913472,0,0,0,0,0,100
262861,0,false,298385408,0,0,0,0,0,100
262862,0,false,1300561920,0,0,0,0,0,100
262863,0,false,305856512,0,0,0,0,0,100
262864,0,false,298385408,0,0,0,0,0,100
262865,0,false,1300561920,0,0,0,0,0,100
262866,0,false,306970624,0,0,0,0,0,100
262867,0,false,1350893568,0,0,0,0,0,100
262868,0,false,1350893568,0,0,0,0,0,100
262869,0,false,1350893568,0,0,0,0,0,100
262870,0,false,1350893568,0,0,0,0,0,100
262871,0,false,1330774016,1,162070528,0,0,0,90
262872,0,false,1351155712,0,0,0,0,0,100
262873,0,false,1351155712,0,0,0,0,0,100
262874,0,false,1351155712,0,0,0,0,0,100
262875,0,false,1351155712,0,0,0,0,0,100
262876,0,false,1351155712,0,0,0,0,0,100
262877,0,false,1351155712,0,0,0,0,0,100
262878,0,false,1350893568,0,0,0,0,0,100
262879,0,false,1350893568,0,0,0,0,0,100
262880,0,false,1330839552,1,164888576,0,0,0,90
262881,0,false,1350959104,0,0,0,0,0,100
262882,0,false,1350959104,0,0,0,0,0,100
262883,0,false,1350959104,0,0,0,0,0,100
262884,0,false,1350959104,0,0,0,0,0,100
262885,0,false,1350959104,0,0,0,0,0,100
262886,0,false,1350893568,0,0,0,0,0,100
262887,0,false,1350959104,0,0,0,0,0,100
262888,0,false,1350959104,0,0,0,0,0,100
262889,0,false,1350959104,0,0,0,0,0,100
262890,0,false,319029248,0,0,0,0,0,100
262891,0,false,319029248,0,0,0,0,0,100
262892,0,false,1331101696,0,0,0,0,1903,100
262893,0,false,1332477952,0,0,0,0,1903,100
262894,0,false,851312640,0,0,0,0,0,90
262895,0,false,1177419776,0,0,0,0,0,100
262896,0,false,1167654912,1,168755200,0,0,0,100
262897,0,false,1162739712,1,168755200,0,0,0,100
262898,0,false,1164050432,1,189661184,0,0,0,100
262899,0,false,1164378112,1,158466048,0,0,0,100
262900,0,false,1376124928,0,0,0,0,1708,50
262901,0,false,510263296,0,0,0,0,0,100
262902,0,false,1382219776,0,0,0,0,0,100
262903,0,false,1330708480,0,0,0,0,0,100
262904,0,false,1330708480,0,0,0,0,0,100
262905,0,false,1330708480,0,0,0,0,0,100
262906,0,false,1384185856,0,0,0,0,1312,100
262907,0,false,1386217472,0,0,0,0,1312,100
262908,0,false,0,0,0,0,0,0,0
262909,0,false,0,0,0,0,0,0,0
262910,0,false,0,0,0,0,0,0,0
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
