Index,0 [UINT] [0x0],1 [UINT] [0x4],2 [UINT] [0x8],3 [UINT] [0xC],4 [UINT] [0x10],5 [UINT] [0x14],6 [UINT] [0x18],7 [UINT] [0x1C],8 [UINT] [0x20],9 [UINT] [0x24],10 [UINT] [0x28],11 [UINT] [0x2C],12 [UINT] [0x30],13 [UINT] [0x34],14 [UINT] [0x38],15 [UINT] [0x3C]
852412,66738,66844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852413,66728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852414,66728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852415,66728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852416,66728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852417,66728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852418,66758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852419,66758,66761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852427,66748,721045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852428,66754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852429,66754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852430,66749,721045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852431,66750,721045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852432,131146,1703940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852433,131147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852434,66714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852435,66713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852436,66756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852437,66756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852438,66731,66845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852439,66732,66845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852440,66733,66845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852441,66827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852442,1900564,1900570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852443,1900566,1900572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852444,1900565,1900571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852445,66747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852446,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852447,66747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852448,66776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852449,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852450,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852451,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852452,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852453,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852454,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852459,66740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852460,66735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852461,66735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852462,66735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852463,66735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852465,65565,66848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852466,1900550,1900576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852467,1900547,1900575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852469,66767,66777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852470,66787,66757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852471,66802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852472,66812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852473,66822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852474,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852475,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852476,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852477,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852478,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852479,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852480,66824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852481,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852482,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852483,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852484,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852485,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852486,66823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852487,66761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852488,66726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852489,66771,66757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852491,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852492,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852493,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852495,66773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852496,66799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852499,66845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852500,66764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852502,66774,66784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852503,66806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852504,66783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852505,66818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852506,66818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852507,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852508,66755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852509,66755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852510,66819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852511,65874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852513,66922,66914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852514,66907,66902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852515,66908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852516,66908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852517,66908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852518,66945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852519,66945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852520,66945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852521,1900551,1900578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852522,1900552,1900579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852523,66863,66906,66904,0,0,0,0,0,0,0,0,0,0,0,0,0
852525,1703945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852526,66875,66858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852527,66924,66915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852528,1900573,1900580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852529,1900581,1900582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852534,66891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852535,66919,66933,66941,66916,66915,66911,0,0,0,0,0,0,0,0,0,0
852539,66866,66867,66877,66906,0,0,0,0,0,0,0,0,0,0,0,0
852540,66930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852541,66930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852542,66930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852543,66939,66893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852544,66939,66893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852545,66918,66923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852546,66934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852548,66880,66909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852549,66905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852550,66905,66876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852551,66936,66922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852552,66936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852553,66936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852554,66907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852555,66907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852556,66907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852557,66880,66870,66877,66866,66867,0,0,0,0,0,0,0,0,0,0,0
852558,66909,66866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852560,66882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852562,66882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852563,66921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852564,66920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852565,66884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852566,66884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852567,66875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852568,66875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852569,66927,66912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852570,66904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852571,66944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852572,66894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852573,66894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852574,66894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852575,66864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852576,66888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852577,66878,66858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852578,66878,66858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852579,66878,66906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852580,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852581,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852582,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852583,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852584,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852585,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852586,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852587,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852588,66895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852589,66928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852590,66928,66938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852591,66942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852592,66914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852593,66873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852594,66873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852595,66873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852596,66877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852597,1900586,1900587,1900588,1900589,1900590,0,0,0,0,0,0,0,0,0,0,0
852599,66902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852600,1703938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852601,66904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852602,66917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852603,66924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852604,66929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852605,66859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852606,66859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852607,66859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852608,66937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852609,66940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852610,66940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852611,66940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852613,66941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852614,66911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852615,66911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852616,66911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852617,66927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852618,66874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852619,721060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852620,66941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852621,66941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852622,66931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
