Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD],8 [UBYTE] [0x16],9 [UINT] [0x10],10 [UBYTE] [0x17],11 [USHORT] [0x14],12 [BBOOL] [0x19],13 [BBOOL] [0x19],14 [BBOOL] [0x19],15 [UBYTE] [0x18]
2001696,"",0,"",0,0,1,0,0,2,0,0,4127,true,false,true,0
2001697,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001698,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001699,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001700,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2001701,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001702,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2001703,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001704,"",0,"",0,0,1,0,0,1,0,0,1767,false,false,true,0
2001705,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001706,"",0,"",0,0,1,0,0,3,66130,7,0,false,false,true,0
2001707,"",0,"",0,0,1,0,0,1,0,0,2715,false,false,true,0
2001708,"",0,"",0,0,1,0,0,3,0,7,2710,false,false,true,0
2001709,"苍蓝的火焰",0,"",0,0,1,0,0,1,983115,0,2752,true,false,true,0
2001710,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001711,"进入沙之家",0,"",0,0,1,0,0,3,852117,7,2632,true,false,true,0
2001712,"",0,"",0,0,1,0,0,1,1114245,0,0,true,false,true,0
2001713,"",0,"",0,0,1,0,0,3,66216,7,2698,false,false,true,0
2001714,"",0,"",0,0,1,0,0,3,66218,7,2698,false,false,true,0
2001715,"进入拂晓之间",0,"",0,0,1,0,0,3,852119,7,2632,true,false,true,0
2001716,"离开沙之家",0,"",0,0,1,0,0,3,131089,0,2632,true,false,true,0
2001717,"离开拂晓之间",0,"",0,0,1,0,0,3,131091,0,2632,true,false,true,0
2001718,"木人",0,"",0,0,1,0,0,3,66091,7,2075,true,false,true,0
2001719,"木人",0,"",0,0,1,0,0,3,66091,7,2075,true,false,true,0
2001720,"木人",0,"",0,0,1,0,0,3,66091,7,2075,true,false,true,0
2001721,"木人",0,"",0,0,1,0,0,3,66091,7,2075,true,false,true,0
2001722,"木人",0,"",0,0,1,0,0,3,66091,7,2075,true,false,true,0
2001723,"木人",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2001724,"木人",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2001725,"",0,"",0,0,1,0,0,3,65792,7,3186,false,false,true,0
2001726,"",0,"",0,0,1,0,0,3,65799,7,1626,false,false,true,0
2001727,"",0,"",0,0,1,0,0,3,65798,7,1626,false,false,true,0
2001728,"",0,"",0,0,1,0,0,3,0,0,3161,false,false,true,0
2001729,"",0,"",0,0,1,0,0,3,0,0,3159,false,false,true,0
2001730,"",0,"",0,0,1,0,0,3,65950,7,1626,true,false,true,0
2001731,"",0,"",0,0,1,0,0,3,65849,7,1626,true,false,true,0
2001732,"",0,"",0,0,1,0,0,3,65853,7,1626,true,false,true,0
2001733,"",0,"",0,0,1,0,0,3,65854,7,1626,true,false,true,0
2001734,"",0,"",0,0,1,0,0,3,66005,7,1626,false,false,true,0
2001735,"矿石所在地",0,"",0,0,1,0,0,3,66039,7,1625,true,false,true,0
2001736,"苍蓝的火焰",0,"",0,0,1,0,0,1,983116,0,2752,true,false,true,0
2001737,"苍蓝的火焰",0,"",0,0,1,0,0,1,983117,0,2752,true,false,true,0
2001738,"",0,"",0,0,1,0,0,3,0,7,1626,true,false,true,0
2001739,"",0,"",0,0,1,0,0,3,66080,7,1626,true,false,true,0
2001740,"",0,"",0,0,1,0,0,3,65867,7,2702,false,false,true,0
2001741,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001742,"",0,"",0,0,1,0,0,3,65800,7,1626,false,false,true,0
2001743,"",0,"",0,0,1,0,0,3,65801,7,1626,false,false,true,0
2001744,"掉落的货物",0,"",0,0,1,0,0,2,0,0,3140,true,false,true,0
2001745,"骗来的贵金属",0,"",0,0,1,0,0,2,0,0,3147,true,false,true,0
2001746,"渡渡鸟腐肉",0,"",0,0,1,0,0,2,0,0,3149,true,false,true,0
2001747,"古代的土器",0,"",0,0,1,0,0,2,0,0,3148,true,false,true,0
2001748,"偏属性水晶",0,"",0,0,1,0,0,2,0,0,3153,true,false,true,0
2001749,"奇怪的石阴",0,"",0,0,1,0,0,2,0,0,3154,true,false,true,0
2001750,"葡萄收获点",0,"",0,0,1,0,0,2,0,0,1624,true,false,true,0
2001751,"妖花的种子",0,"",0,0,1,0,0,2,0,0,1844,true,false,true,0
2001752,"渡渡鸟的种蛋",0,"",0,0,1,0,0,2,0,0,1843,true,false,true,0
2001753,"试饮用的麦酒",0,"",0,0,1,0,0,2,0,0,2090,true,false,true,0
2001754,"指定地点",0,"",0,0,1,0,0,2,0,0,1624,true,false,true,0
2001755,"漂流的酒瓶",0,"",0,0,1,0,0,2,0,0,3152,true,false,true,0
2001756,"指定地点",0,"",0,0,1,0,0,3,65824,7,1626,true,false,true,0
2001757,"",0,"",0,0,1,0,0,3,65888,7,1626,false,false,true,0
2001758,"",0,"",0,0,1,0,0,3,65889,7,1626,false,false,true,0
2001759,"",0,"",0,0,1,0,0,3,65884,7,3189,false,false,true,0
2001760,"",0,"",0,0,1,0,0,3,65885,7,3189,false,false,true,0
2001761,"虹蝶贝",0,"",0,0,1,0,0,2,0,0,3252,true,false,true,0
2001762,"",0,"",0,0,1,0,0,3,0,7,2773,false,false,true,0
2001763,"",0,"",0,0,1,0,0,3,0,7,2773,true,false,true,0
2001764,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001765,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001766,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001767,"苍蓝的火焰",0,"",0,0,1,0,0,2,983123,0,2752,true,false,true,0
2001768,"苍蓝的火焰",0,"",0,0,1,0,0,2,983124,0,2752,true,false,true,0
2001769,"苍蓝的火焰",0,"",0,0,1,0,0,2,983125,0,2752,true,false,true,0
2001770,"苍蓝的火焰",0,"",0,0,1,0,0,2,983126,0,2752,true,false,true,0
2001771,"苍蓝的火焰",0,"",0,0,1,0,0,2,983127,0,2752,true,false,true,0
2001772,"苍蓝的火焰",0,"",0,0,1,0,0,2,983128,0,2752,true,false,true,0
2001773,"苍蓝的火焰",0,"",0,0,1,0,0,2,983129,0,2752,true,false,true,0
2001774,"苍蓝的火焰",0,"",0,0,1,0,0,2,983130,0,2752,true,false,true,0
2001775,"苍蓝的火焰",0,"",0,0,1,0,0,2,983131,0,2752,true,false,true,0
2001776,"苍蓝的火焰",0,"",0,0,1,0,0,2,983132,0,2752,true,false,true,0
2001777,"苍蓝的火焰",0,"",0,0,1,0,0,2,983133,0,2752,true,false,true,0
2001778,"苍蓝的火焰",0,"",0,0,1,0,0,2,983134,0,2752,true,false,true,0
2001779,"苍蓝的火焰",0,"",0,0,1,0,0,2,983135,0,2752,true,false,true,0
2001780,"苍蓝的火焰",0,"",0,0,1,0,0,2,983136,0,2752,true,false,true,0
2001781,"苍蓝的火焰",0,"",0,0,1,0,0,2,983137,0,2752,true,false,true,0
2001782,"苍蓝的火焰",0,"",0,0,1,0,0,2,983138,0,2752,true,false,true,0
2001783,"苍蓝的火焰",0,"",0,0,1,0,0,2,983139,0,2752,true,false,true,0
2001784,"苍蓝的火焰",0,"",0,0,1,0,0,2,983140,0,2752,true,false,true,0
2001785,"苍蓝的火焰",0,"",0,0,1,0,0,2,983141,0,2752,true,false,true,0
2001786,"苍蓝的火焰",0,"",0,0,1,0,0,2,983142,0,2752,true,false,true,0
2001787,"苍蓝的火焰",0,"",0,0,1,0,0,2,983143,0,2752,true,false,true,0
2001788,"苍蓝的火焰",0,"",0,0,1,0,0,2,983144,0,2752,true,false,true,0
2001789,"苍蓝的火焰",0,"",0,0,1,0,0,2,983145,0,2752,true,false,true,0
2001790,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001791,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001792,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001793,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001794,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001795,"木人",0,"",0,0,1,0,0,3,66234,7,3169,false,false,true,0
2001796,"木人",0,"",0,0,1,0,0,3,0,7,3169,false,false,true,0
2001797,"木人",0,"",0,0,1,0,0,3,0,7,3169,false,false,true,0
2001798,"木人",0,"",0,0,1,0,0,3,66234,7,1624,true,false,true,0
2001799,"木人",0,"",0,0,1,0,0,3,66234,7,1624,true,false,true,0
2001800,"木人",0,"",0,0,1,0,0,3,66234,7,1624,true,false,true,0
2001801,"木人",0,"",0,0,1,0,0,3,66234,7,1624,true,false,true,0
2001802,"木人",0,"",0,0,1,0,0,3,66234,7,1624,true,false,true,0
2001803,"木人",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2001804,"木人",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2001805,"铁制操纵杆",0,"",0,0,1,0,0,1,983062,0,2537,true,false,true,0
2001806,"",0,"",0,0,1,0,0,3,66216,7,1626,false,false,true,0
2001807,"",0,"",0,0,1,0,0,3,66217,7,1626,false,false,true,0
2001808,"",0,"",0,0,1,0,0,3,66218,7,1626,false,false,true,0
2001809,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2001810,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001811,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001812,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001813,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001814,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001815,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001816,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001817,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001818,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001819,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001820,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001821,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001822,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001823,"",0,"",0,0,1,0,0,1,983222,0,0,false,false,true,0
2001824,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001825,"",0,"",0,0,1,0,0,1,983223,0,0,false,false,true,0
2001826,"",0,"",0,0,1,0,0,1,983224,0,0,false,false,true,0
2001827,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001828,"",0,"",0,0,1,0,0,1,983225,0,0,false,false,true,0
2001829,"",0,"",0,0,1,0,0,1,983226,0,0,false,false,true,0
2001830,"",0,"",0,0,1,0,0,1,983227,0,0,false,false,true,0
2001831,"",0,"",0,0,1,0,0,1,983228,0,0,false,false,true,0
2001832,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001833,"",0,"",0,0,1,0,0,1,983229,0,0,false,false,true,0
2001834,"",0,"",0,0,1,0,0,1,983230,0,0,false,false,true,0
2001835,"离开提督室",0,"",0,0,1,0,0,3,131123,0,2632,true,false,true,0
2001836,"",0,"",0,0,1,0,0,3,65983,7,1626,false,false,true,0
2001837,"",0,"",0,0,1,0,0,3,65697,7,1626,false,false,true,0
2001838,"",0,"",0,0,1,0,0,3,65628,7,1626,false,false,true,0
2001839,"",0,"",0,0,1,0,0,3,65977,7,1626,false,false,true,0
2001840,"",0,"",0,0,1,0,0,3,65607,7,1626,false,false,true,0
2001841,"",0,"",0,0,1,0,0,3,65612,7,1626,false,false,true,0
2001842,"",0,"",0,0,1,0,0,3,65975,7,1626,false,false,true,0
2001843,"",0,"",0,0,1,0,0,3,65975,7,1626,false,false,true,0
2001844,"",0,"",0,0,1,0,0,3,65919,7,2702,false,false,true,0
2001845,"",0,"",0,0,1,0,0,3,65923,7,2702,false,false,true,0
2001846,"アルジクラベンダー",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001847,"",0,"",0,0,1,0,0,3,65571,7,2702,false,false,true,0
2001848,"",0,"",0,0,1,0,0,3,65571,7,2701,false,false,true,0
2001849,"",0,"",0,0,1,0,0,3,65679,7,2702,false,false,true,0
2001850,"",0,"",0,0,1,0,0,3,65679,7,2701,false,false,true,0
2001851,"",0,"",0,0,1,0,0,3,65856,7,1626,true,false,true,0
2001852,"",0,"",0,0,1,0,0,3,65872,7,1626,false,false,true,0
2001853,"",0,"",0,0,1,0,0,3,66086,7,1626,false,false,true,0
2001854,"",0,"",0,0,1,0,0,3,66196,7,1626,false,false,true,0
2001855,"",0,"",0,0,1,0,0,3,66098,7,1626,false,false,true,0
2001856,"",0,"",0,0,1,0,0,3,66102,7,1626,false,false,true,0
2001857,"",0,"",0,0,1,0,0,3,66103,7,1626,false,false,true,0
2001858,"",0,"",0,0,1,0,0,3,66103,7,1626,false,false,true,0
2001859,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001860,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001861,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001862,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001863,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001864,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001865,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001866,"",0,"",0,0,1,0,0,3,66154,7,2702,false,false,true,0
2001867,"",0,"",0,0,1,0,0,3,66165,7,2702,false,false,true,0
2001868,"",0,"",0,0,1,0,0,3,66157,7,2702,false,false,true,0
2001869,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001870,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001871,"退出点",0,"",0,0,1,0,0,1,983045,0,0,true,false,true,0
2001872,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001873,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001874,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001875,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001876,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001877,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001878,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001879,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001880,"辅助仓库大门",0,"",0,0,1,0,0,1,983259,7,0,true,false,true,0
2001881,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001882,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001883,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001884,"四管对龙加农炮",0,"",0,0,1,0,0,1,983256,0,2798,true,false,true,0
2001885,"四管对龙加农炮",0,"",0,0,1,0,0,1,983257,0,2798,true,false,true,0
2001886,"四管对龙加农炮",0,"",0,0,1,0,0,1,983258,0,2798,true,false,true,0
2001887,"",0,"",0,0,1,0,0,3,0,7,2698,false,false,true,0
2001888,"",0,"",0,0,1,0,0,4,0,0,3893,false,false,true,0
2001889,"训练用的木箱",0,"",0,0,1,0,0,3,65991,7,3982,false,false,true,0
2001890,"",0,"",0,0,1,0,0,3,65992,7,3617,false,false,true,0
2001891,"",0,"",0,0,1,0,0,3,65995,7,4079,false,false,true,0
2001892,"隐藏的书卷",0,"",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001893,"隐藏的书卷",0,"",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001894,"隐藏的书卷",0,"",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001895,"旧木箱",0,"",0,0,1,0,0,3,65996,7,3977,true,false,true,0
2001896,"指定地点",0,"",0,0,1,0,0,3,65994,7,3983,true,false,true,0
2001897,"",0,"",0,0,1,0,0,3,65997,7,3983,false,false,true,0
2001898,"",0,"",0,0,1,0,0,3,0,0,3617,false,false,true,0
2001899,"",0,"",0,0,1,0,0,3,65549,7,4008,false,false,true,0
2001900,"",0,"",0,0,1,0,0,4,0,0,3831,false,false,true,0
2001901,"旅行笔录",0,"",0,0,1,0,0,3,721028,0,2776,true,false,true,0
2001902,"指定地点",0,"",0,0,1,0,0,3,66246,7,1625,true,false,true,0
2001903,"指定地点",0,"",0,0,1,0,0,3,0,7,2123,true,false,true,0
2001904,"指定地点",0,"",0,0,1,0,0,3,0,7,2123,true,false,true,0
2001905,"指定地点",0,"",0,0,1,0,0,3,0,7,2123,true,false,true,0
2001906,"双蛇党军旗",0,"",0,0,1,0,0,3,0,7,3894,true,false,true,0
2001907,"双蛇党军旗",0,"",0,0,1,0,0,3,0,7,3894,true,false,true,0
2001908,"双蛇党军旗",0,"",0,0,1,0,0,3,0,7,3894,true,false,true,0
2001909,"小手杖",0,"",0,0,1,0,0,3,66252,7,2030,true,false,true,0
2001910,"新绿嫩叶",0,"",0,0,1,0,0,3,66252,7,3823,true,false,true,0
2001911,"新绿嫩叶",0,"",0,0,1,0,0,3,66252,7,3823,true,false,true,0
2001912,"新绿嫩叶",0,"",0,0,1,0,0,3,66252,7,3823,true,false,true,0
2001913,"红菇",0,"",0,0,1,0,0,3,66254,7,3745,true,false,true,0
2001914,"红菇",0,"",0,0,1,0,0,3,66254,7,3745,true,false,true,0
2001915,"红菇",0,"",0,0,1,0,0,3,66254,7,3745,true,false,true,0
2001916,"红菇",0,"",0,0,1,0,0,3,66254,7,3745,true,false,true,0
2001917,"红菇",0,"",0,0,1,0,0,3,66254,7,3745,true,false,true,0
2001918,"可疑的木箱",0,"",0,0,1,0,0,3,66255,7,2122,true,false,true,0
2001919,"",0,"",0,0,1,0,0,3,0,7,1626,true,false,true,0
2001920,"可疑的草丛",0,"",0,0,1,0,0,3,66258,7,1625,true,false,true,0
2001921,"可疑的草丛",0,"",0,0,1,0,0,3,66258,7,1625,true,false,true,0
2001922,"妖精绢丝",0,"",0,0,1,0,0,3,66259,7,2017,true,false,true,0
2001923,"妖精绢丝",0,"",0,0,1,0,0,3,66259,7,2018,true,false,true,0
2001924,"妖精绢丝",0,"",0,0,1,0,0,3,66259,7,2016,true,false,true,0
2001925,"空木桶",0,"",0,0,1,0,0,3,66262,7,4167,true,false,true,0
2001926,"指定地点",0,"",0,0,1,0,0,3,66262,7,3785,true,false,true,0
2001927,"空木桶",0,"",0,0,1,0,0,3,66262,7,3786,true,false,true,0
2001928,"装有冷水的木桶",0,"",0,0,1,0,0,3,66262,7,4167,true,false,true,0
2001929,"",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001930,"森林供品台",0,"",0,0,1,0,0,3,66264,7,4232,true,false,true,0
2001931,"森林供品台",0,"",0,0,1,0,0,3,66264,7,4233,true,false,true,0
2001932,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001933,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001934,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001935,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001936,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001937,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001938,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001939,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001940,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001941,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001942,"毒液保管箱",0,"",0,0,1,0,0,3,66268,7,4354,false,false,true,0
2001943,"毒液保管箱",0,"",0,0,1,0,0,3,66268,7,4354,false,false,true,0
2001944,"毒液保管箱",0,"",0,0,1,0,0,3,66268,7,4354,false,false,true,0
2001945,"指定地点",0,"",0,0,1,0,0,3,66270,7,2075,true,false,true,0
2001946,"圆形的化石",0,"",0,0,1,0,0,3,0,7,3723,true,false,true,0
2001947,"细长的化石",0,"",0,0,1,0,0,3,66272,7,3717,true,false,true,0
2001948,"细长的化石",0,"",0,0,1,0,0,3,66272,7,3717,true,false,true,0
2001949,"指定地点",0,"",0,0,1,0,0,3,66274,7,2075,true,false,true,0
2001950,"指定地点",0,"",0,0,1,0,0,3,66274,7,2075,true,false,true,0
2001951,"指定地点",0,"",0,0,1,0,0,3,66274,7,2075,true,false,true,0
2001952,"指定地点",0,"",0,0,1,0,0,3,66274,7,2075,true,false,true,0
2001953,"指定地点",0,"",0,0,1,0,0,3,66274,7,2075,true,false,true,0
2001954,"",0,"",0,0,1,0,0,3,66276,7,3982,true,false,true,0
2001955,"指定地点",0,"",0,0,1,0,0,3,66278,7,1625,true,false,true,0
2001956,"指定地点",0,"",0,0,1,0,0,3,66278,7,1625,true,false,true,0
2001957,"指定地点",0,"",0,0,1,0,0,3,66280,7,1624,false,false,true,0
2001958,"指定地点",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2001959,"指定地点",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2001960,"指定地点",0,"",0,0,1,0,0,3,66285,7,4218,true,false,true,0
2001961,"指定地点",0,"",0,0,1,0,0,3,66285,7,4218,true,false,true,0
2001962,"指定地点",0,"",0,0,1,0,0,3,66285,7,4218,true,false,true,0
2001963,"指定地点",0,"",0,0,1,0,0,3,66285,7,4218,true,false,true,0
2001964,"无法解读的信",0,"",0,0,1,0,0,3,66288,7,1848,true,false,true,0
2001965,"指定地点",0,"",0,0,1,0,0,3,66292,7,4225,true,false,true,0
2001966,"捕兽夹",0,"",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001967,"捕兽夹",0,"",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001968,"捕兽夹",0,"",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001969,"黑衣苹果",0,"",0,0,1,0,0,3,66304,7,3729,true,false,true,0
2001970,"黑衣苹果",0,"",0,0,1,0,0,3,66304,7,3729,true,false,true,0
2001971,"黑衣苹果",0,"",0,0,1,0,0,3,66304,7,3729,true,false,true,0
2001972,"黑衣苹果",0,"",0,0,1,0,0,3,66304,7,3729,true,false,true,0
2001973,"黑衣苹果",0,"",0,0,1,0,0,3,66304,7,3729,true,false,true,0
2001974,"埋枝战斧",0,"",0,0,1,0,0,3,66307,7,4221,true,false,true,0
2001975,"紫苏叶",0,"",0,0,1,0,0,3,66309,7,3829,true,false,true,0
2001976,"姆恩·图伊酿造锅",0,"",0,0,1,0,0,3,66309,7,2075,true,false,true,0
2001977,"指定地点",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001978,"指定地点",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001979,"指定地点",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001980,"赞拉克地图",0,"",0,0,1,0,0,3,66318,7,1848,true,false,true,0
2001981,"破旧的匕首",0,"",0,0,1,0,0,3,66318,7,3735,true,false,true,0
2001982,"指定地点",0,"",0,0,1,0,0,3,66322,7,1625,true,false,true,0
2001983,"指定地点",0,"",0,0,1,0,0,3,66323,7,4352,false,false,true,0
2001984,"带电结晶",0,"",0,0,1,0,0,3,66323,7,3833,true,false,true,0
2001985,"带电结晶",0,"",0,0,1,0,0,3,66323,7,3838,true,false,true,0
2001986,"带电结晶",0,"",0,0,1,0,0,3,66323,7,3842,true,false,true,0
2001987,"带电结晶",0,"",0,0,1,0,0,3,66323,7,3833,true,false,true,0
2001988,"带电结晶",0,"",0,0,1,0,0,3,66323,7,3838,true,false,true,0
2001989,"客房的小钥匙",0,"",0,0,1,0,0,3,66324,7,3846,true,false,true,0
2001990,"受伤的树",0,"",0,0,1,0,0,3,66326,7,1625,true,false,true,0
2001991,"受伤的树",0,"",0,0,1,0,0,3,66326,7,1625,true,false,true,0
2001992,"受伤的树",0,"",0,0,1,0,0,3,66326,7,1625,true,false,true,0
2001993,"令人印象深刻的画",0,"",0,0,1,0,0,3,66328,7,4010,true,false,true,0
2001994,"漂亮的画",0,"",0,0,1,0,0,3,66328,7,4010,true,false,true,0
2001995,"戈戈拉塔的商品",0,"",0,0,1,0,0,3,66331,7,3173,true,false,true,0
2001996,"指定地点",0,"",0,0,1,0,0,3,66334,7,3792,true,false,true,0
2001997,"指定地点",0,"",0,0,1,0,0,3,66334,7,3792,true,false,true,0
2001998,"指定地点",0,"",0,0,1,0,0,3,66334,7,3792,true,false,true,0
2001999,"庄园大门",0,"",0,0,1,0,0,3,66337,7,2076,true,false,true,0
2002000,"潮湿的土地",0,"",0,0,1,0,0,3,66339,7,1625,true,false,true,0
2002001,"潮湿的土地",0,"",0,0,1,0,0,3,66339,7,1625,true,false,true,0
2002002,"潮湿的土地",0,"",0,0,1,0,0,3,66339,7,1625,true,false,true,0
2002003,"指定地点",0,"",0,0,1,0,0,3,66342,7,3786,true,false,true,0
2002004,"指定地点",0,"",0,0,1,0,0,3,66342,7,3786,true,false,true,0
2002005,"指定地点",0,"",0,0,1,0,0,3,66342,7,3786,true,false,true,0
2002006,"",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2002007,"",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2002008,"",0,"",0,0,1,0,0,3,65992,7,1626,true,false,true,0
2002009,"指定地点",0,"",0,0,1,0,0,3,65994,7,1626,true,false,true,0
2002010,"指定地点",0,"",0,0,1,0,0,3,65995,7,1626,true,false,true,0
2002011,"",0,"",0,0,1,0,0,3,0,7,2701,true,false,true,0
2002012,"",0,"",0,0,1,0,0,3,65997,7,1626,true,false,true,0
2002013,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002014,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002015,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002016,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002017,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002018,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002019,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002020,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002021,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002022,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002023,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002024,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002025,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002026,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002027,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002028,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002029,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002030,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002031,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002032,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002033,"老鼠的巢穴",0,"",0,0,1,0,0,3,66345,7,1625,true,false,true,0
2002034,"指定地点",0,"",0,0,1,0,0,3,66346,7,1625,true,false,true,0
2002035,"指定地点",0,"",0,0,1,0,0,3,66348,7,2075,true,false,true,0
