Index,0 [UBYTE] [0x3C],1 [INT] [0x20],2 [UBYTE] [0x3D],3 [UBYTE] [0x3E],4 [UINT] [0x18],5 [USHORT] [0x34],6 [USHORT] [0x36],7 [USHORT] [0x38],8 [USHORT] [0x3A],9 [INT] [0x24],10 [INT] [0x28],11 [INT] [0x2C],12 [INT] [0x30],13 [UINT] [0x1C],14 [UBYTE] [0x3F],15 [UBYTE] [0x40],16 [UBYTE] [0x41],17 [BOOL] [0x42],18 [STRING] [0x0],19 [STRING] [0x4],20 [STRING] [0x8],21 [STRING] [0xC],22 [STRING] [0x10],23 [STRING] [0x14]
230,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
231,1,4137092,10,15,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"切断狂蟹——剪刀手谢里登","剪刀手谢里登有着令人畏惧的力量，据说甚至能把一名成年鲁加族男子拦腰切断。这种高危魔物一定不能放置不管！","","","",""
232,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
233,1,4102398,14,19,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"追逐","一群运货人遭到了饥饿的黑豺群的攻击，虽然他们逃到了德内维尔关，可黑豺群也追了过来。请尽快将追上来的黑豺都打倒吧！","","","",""
234,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
235,1,4176089,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"水生动物的领域","巨型陆蟹一进入产卵期便会变得非常具有威胁性，令周边地区都不得安宁，为了解除这种威胁，一定要尽快削减产卵巨型陆蟹的数量。","","","",""
236,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
237,1,4084563,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"农场上的桥","在灵灾之后很多海盗失去了自己的船，于是登上了陆地干起了盗贼的行当。桥梁被他们占据，这对附近的居民带来了很大的麻烦，请尽快驱除他们！","","","",""
238,1,4104281,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"浴血猛犬——卓伯卡布拉","卓伯卡布拉是这片地区所有犬类魔物的首领，它经常残忍地将小羊撕碎之后吞食血肉，这种恶名昭彰的魔物绝对不能放任不管！","","","",""
239,1,4102879,4,9,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"无赖川的无赖","现在无赖川已经变成了巨大陆鱼的繁殖地点，它们将贵重的河鱼渔场闹得一团糟，请尽快帮助养鱼人们将这些无赖消灭掉！","","","",""
240,1,4176109,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"水母随风","海风将大量的水母吹到了果园中，这些水母体内有着大量的海水，放任不管的话会对果园造成很大的污染，请尽快消灭它们！","","","",""
241,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
242,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
243,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
244,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
245,1,4108630,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"王家惨剧——曼德拉王子","关于曼德拉的情报我们了解得很少，据说其中有一只个体的出生地发生过惊人的惨剧，它吸收了死者的血变得异常凶猛，请一定要对这只曼德拉加以处理！","","","",""
246,1,4103055,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"花丛噩梦","妖红花一直是农民们的噩梦，这种魔物会将田地里的养分全都吸收，直接影响当期的收成。请尽快将逐渐蔓延开的大洋妖红花消灭吧！","","","",""
247,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
248,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
249,1,4104243,4,9,0,0,0,0,0,60721,60501,0,4104259,0,33,34,35,true,"蛙蛙子","来到拉诺西亚开垦新地的农夫们不小心带来了新的物种，这些杖蟾蜍在没有任何天敌的情况下变得越来越多，一定要抑制它们的过度繁殖！","","","",""
250,1,4126263,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"黑翼","盲铁坑道中的蝙蝠对附近的农园造成了很大的损失，而且它们只在夜间行动。请协助农夫们打倒这些蝙蝠吧！","","","",""
251,1,4103048,8,13,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"小麦粉战争","肚子饿了的婴猴们盯上了风车磨出的小麦粉，为了保护居民的劳动成果，请赶跑这些婴猴吧！","","","",""
252,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
253,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
254,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
255,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
256,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
257,1,4127397,3,8,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"漂浮胃袋——丘哈克","海边偶尔会出现一些非常凶残的生物，这种名叫丘哈克的大型水母甚至能够将人类整个吞下去并消化掉，为了保障居民的安全，请尽快将它打倒！","","","",""
258,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
259,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
260,4,4127804,11,16,0,0,12,0,0,60724,60504,0,4127851,0,33,34,35,true,"麻烦人生——偷渡者阿科特修提姆","黄衫队在埠头发现了偷渡者，不过他们当前的人手还无法保证成功捉拿阿科特修提姆，请对警备兵帮一把手！","","熟练的警备兵","",""
261,1,4142935,10,15,0,0,0,0,0,60722,60502,115,4143928,0,33,34,35,true,"海盗的方式","有很多水手都是海盗出身，当初的脾气也一直没有改掉，现在就有两个人因为一点小事大打出手，快去制止他们吧！","","","",""
262,1,4108237,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"水源冲突","在海岛上找到淡水水源可不是很轻松的事，现在一群渡渡鸟和一群黑豺为了争夺水源而产生了冲突，让它们打下去水源也有被破坏的危险，请尽快制止它们！","","","",""
263,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
264,1,4089340,9,14,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"雪松原之战","地灵族为了扩大势力范围再次潜入到了雪松原，绝对不能让他们的诡计得逞，请立刻前往迎击！","","","",""
265,1,4089383,9,14,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"开山精锐——第426团采集员埠伽","在雪松原败退的地灵集团还没有放弃计划，他们招来了精锐矿夫准备进行复仇，绝对不能松懈！","","","",""
266,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
267,4,4323550,32,37,0,0,12,0,0,60724,60504,0,4323551,0,33,34,35,true,"交出酒来！","一群海盗出身的盗贼想要来夺取库存的葡萄酒，虽然不是什么名酒，不过这也是居民们辛苦劳动的结果，不能被他们轻易抢走！","","装酒的木箱","",""
268,1,4323895,32,37,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"酒！酒！酒！","有情报说一群海盗出身的盗贼在计划袭击葡萄酒港，他们现在已经集合到了附近的树林里，与黑涡团协力抢先出击赶走他们！","","","",""
269,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
270,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
271,4,4317708,33,38,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"新鲜的生肉","一位可怜的利姆萨·罗敏萨商人与他的商队走散了，而在这危急关头出现的盗龙群则令情况更加雪上加霜，赶跑那些草速龙，保护走失的商人！","","利姆萨·罗敏萨的商人","",""
272,2,4313701,32,37,2001054,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"美味蛋","最近卢恩族之间开始流行起以鹈鹕蛋烹饪的菜肴，为此吉吉卢恩跋山涉水寻求新鲜的食材。现在眼前就有一批即将产卵的鹈鹕，在它们开始孵化之前收集足够的鹈鹕蛋交给吉吉卢恩吧！","将打倒鹈鹕得到的鹈鹕蛋交给吉吉卢恩","交纳的鹈鹕蛋数量","",""
273,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
274,1,4322366,33,38,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"小螳螂敢死队","又到了红螳螂的繁殖期，大量的小红螳螂破卵而出，这会对周围的树林造成相当大的生态影响，请尽快清除一部分小红螳螂！","","","",""
275,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
276,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
277,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
278,1,4125858,30,35,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"白色巨塔","一个卢恩族集团打算占领白鸥塔作为自己的据点，绝对不能让这些不法之徒得逞！","","","",""
279,2,4142061,33,38,2000561,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"蜂鸟的餐桌","虹蝶贝经常被用来当做珠宝饰品的材料，但是蜂鸟们却对这类东西特别感兴趣，要是被它们吞下去会对很多以采集虹蝶贝为生的人造成很大损失，请尽快收集虹蝶贝并交给那些妇女吧！","将打倒蜂鸟得到的虹蝶贝交给寻找虹蝶贝的女子","交纳的虹蝶贝数量","",""
280,1,4142075,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"彷徨的匠人——弹指通 柯柯卢恩","弹指通柯柯卢恩以能够在打响指的一瞬间偷走别人钱包而闻名，是重点通缉的犯罪者。不把握住这次机会以后就不知道什么时候还会再次出现了！","","","",""
281,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
282,1,4176570,30,35,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"海边的利螯","一种名为利螯陆蟹的生物从海里登上了鲜血滨的沙滩，导致太阳海岸的居民无法安心在沙滩上散步了。为了确保这些居民的安全，请尽快清除掉这些利螯陆蟹！","","","",""
283,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
284,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
285,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
286,1,4138603,33,38,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"死者代言人","据说在海战中死掉的海盗们化身成了亡灵在鲜血滨徘徊，为了保护附近的居民，请尽快前往查明真相并清除威胁！","","","",""
287,1,4142080,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"命中注定","水牛们目前进入了发情期，可是由于雌雄数量不均导致很多雄性水牛找不到配偶而变得十分狂暴，请尽快清除这些发情的水牛，避免发生什么意外！","","","",""
288,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
289,3,4176042,16,21,0,0,0,0,0,60725,60505,0,4176045,4176045,33,34,35,true,"支援补给线","南防波堤是对抗鱼人族的最前线，对那里的补给不能有丝毫疏忽，请护送黑涡团的运输兵将补给物资安全送到目的地！","","","",""
290,1,4126638,12,17,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"饕餮怪鸟——暴食格特鲁德","暴食格特鲁德原本只是一只平凡的渡渡鸟，可是后来被牧童抛弃了，结果变成了一只野生的怪鸟。现在它对居民的威胁很大，请尽快进行讨伐！","","","",""
291,1,4127148,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"小麦田的守护者","原本的麦田在灵灾之后变成了野生魔物繁殖后代的地方，现在我们需要重新开垦这块地，请协助黄衫队将魔物都驱逐出去！","","","",""
292,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
293,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
294,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
295,1,4127689,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"古代强者——六爪长老","巨型陆蟹通常的寿命只有两到三年，然而六爪长老却从第五星历生存至今，古代的强者可不是那么轻易就屈服的！","","","",""
296,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
297,2,4127692,18,23,2000258,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"海关的强制搜查","原本生活在黑金湖的哥布林族现在流窜到了骷髅谷，并且有在进行违法掠夺品交易的嫌疑。请尽量收集海盗的掠夺品作为证据交给黄衫队的士官。","迅速将回收的掠夺品交给黄衫队陆尉","交纳的掠夺品数量","",""
298,1,4172426,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"迎战海蛇之舌","海蛇之舌海盗团是一个跟鱼人族有着合作关系的极端团体，他们对附近的居民有着很大的威胁，请协助黑涡团将这个海盗团消灭吧！","","","",""
299,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
300,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
301,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
302,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
303,4,4127838,17,22,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"家书","一位邮递员遭到了盗贼的袭击，他手中有很多南防波堤士兵的家人的信件，一定要保护住这些关键的信件！","","粗心的送货人","",""
304,1,4179973,12,17,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"破坏渡渡鸟的巢穴","这片土地曾经是一片宽广的小麦田，可惜在灵灾之后荒废了，现在已经完全被野生渡渡鸟占领了。要重新开垦这块耕地，一定要先把渡渡鸟的巢穴都给破坏掉！","","","",""
305,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
306,1,4127702,10,15,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"生死机关——巴洛梅兹","巴洛梅兹在第六星历时期就已经因为其巨大的外型闻名于世，经过了灵灾的变异，现在这只妖花变得更加巨大了。一定不能让它这么继续成长下去！","","","",""
307,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
308,1,4142244,15,20,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"交涉破裂","一群哥布林因为商谈失败而把小麦酒港前面的路给封锁了，这样下去会严重干扰正常的交通，请尽快将那些兴奋的哥布林赶跑！","","","",""
309,1,4142246,18,23,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"迟钝的保镖——崔普提克斯","在骷髅谷安营扎寨的哥布林雇来了一名愚钝粗暴的保镖，看上去是准备对附近的农场发起进攻，请尽快去制止那迟钝的崔普提克斯吧！","","","",""
310,1,4142248,15,20,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"决战德内维尔","一群野生原牛正在德内维尔西路上活动，对往来的交通和运输造成了很严重的影响，无论用什么手段，都要立刻将那些原牛赶走！","","","",""
311,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
312,1,4177389,16,21,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"袖珍敢死队","螳螂杀手的卵中孵化出了大量的幼虫，如果放任它们自由成长的话恐怕拉诺西亚高地地区生态会遭到严重破坏，请尽早将那些螳螂处理掉！","","","",""
313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
314,1,4142250,23,28,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"食豹猛禽——西牟鸟","西牟鸟是一种异常凶悍的猛禽，甚至连长须豹也只是它的捕食对象，这种猛禽绝对不能放任不管！","","","",""
315,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
316,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
317,4,4315156,34,39,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"守护运输部队","向瞭望阵营地运输补给物资的黑涡团部队被地灵族包围了，这些物资对瞭望阵营地十分重要，绝对不能被地灵军抢走！","","黑涡团补给兵数量","",""
318,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
319,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
320,1,4314346,30,35,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"反目成仇","一支地灵族雇佣的辉鳞人佣兵团对沿路的行人发起了攻击，不尽快阻止的话会对拉诺西亚高地的交通带来极大的损失，要立刻赶走这些辉鳞人！","","","",""
321,1,4305959,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"清清温泉水","石绿湖的温泉一直是一个不错的疗养地，但是附近增多的乌菊石很有可能污染到温泉的水质，为了降低这种可能性，请尽快消灭乌菊石！","","","",""
322,1,4305992,30,35,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"石绿湖之主——奥尼斯","传说奥尼斯是石绿湖水域的霸王，它那锋利的长颚够轻而易举地咬碎任何来犯的敌人。这种威胁一定不能放任不管！","","","",""
323,1,4306003,21,26,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"食材的反攻——天宫蟹","天宫蟹原本是卢恩人放生回自然以保持长期食物来源的小蟹，不过不知不觉间它却已经成长得异常巨大，并且对任何进入领地的人都会发动攻击，请尽快排除这一致命的威胁！","","","",""
324,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
325,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
326,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
327,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
328,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
329,1,4306034,31,36,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"温泉的神子——佐菊石","火山的地热与石绿湖的清水，二者的共同效果就是催生出了一只独一无二的巨大古螺，这只生物对我们来说是个巨大的威胁，一定要尽快消灭！","","","",""
330,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
331,1,4321582,33,38,0,0,0,0,0,60722,60502,115,4321583,0,33,34,35,true,"不幸的佣兵——美男子布迦加","辉鳞人佣兵布迦加由于曾经多次骚扰女子温泉而被终身禁止出入石绿湖营地，但是他仍然没有死心，而且这次的态度更为强硬，一定要尽快赶走他！","","","",""
332,1,4306073,33,38,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"湖面驰骋","一群盲头蟹为了扩张生息地从对岸跨过石绿湖来到了这里，如果让它们留下会对岸这边的生态造成不小的影响，快将这些盲头蟹赶走！","","","",""
333,1,4108253,10,15,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"豪气冲天——大脚魔犬","奥修昂大桥附近经常有路人受到大型犬科魔物的攻击而殒命，久而久之这只魔物被人们起了个“大脚魔犬”的名字，为了让大桥上不再出现事故，请尽快将这只魔犬处理掉！","","","",""
334,3,4142241,33,38,0,0,0,0,0,60725,60505,0,4142242,4142242,33,34,35,true,"盛夏之门","艾斯穆尔来到太阳海岸了，这可是大富豪格格鲁玖的重要客户，绝对不能有丝毫怠慢。所以请务必护送这只盛夏的小猫平安到达目的地！","","","",""
335,1,4177475,32,37,0,224,0,0,0,60722,60502,36,0,0,37,38,35,true,"死亡的假面——黄道巨蟹","黄道巨蟹巨大的蟹钳已经葬送了无数人的性命，甚至有人说蟹壳上会浮现牺牲者的死亡面容。这种危险性极高的魔物绝对不能放任不管！","","","",""
336,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
337,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
338,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
340,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
341,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
342,1,4098136,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"紧急停止","仙人掌数量过多会导致土壤沙漠化，而现在西拉诺西亚正在面临这一严重问题，请采取必要的方法减少仙人掌的数量！","","","",""
343,1,4103513,6,11,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"强行遣返","我们准备将这片地区开发成一块新的居住地，可是盲头蟹数量过多对我们造成了极大的干扰，请尽快清理掉这些捣乱的盲头蟹！","","","",""
344,4,4098196,8,13,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"阶级愤怒的铁锤","有一群哥布林被从乌尔达哈流放了出来，他们为了表示抗议想要破坏打桩塔的资材。这些资材对打桩塔非常重要，绝对不能让哥布林得逞！","","打桩塔的资材数量","",""
345,1,4098811,8,13,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"大地的锤声","锤喙魔鸟的出现给白银集市的居民们带来了很大的威胁，他们已经历了多个不眠之夜，请务必将这些魔物驱赶出去！","","","",""
346,2,4103833,8,13,2000254,0,1,0,0,60723,60503,0,4103838,0,33,34,35,true,"土之核心","为了保障施工时的稳定性，工人们经常使用土元精的核心来对施工地点的地盘进行强化，请筹集一定数量的土元精核心交给热心工作的工人吧！","将土元精核心交给热心工作的工人","交纳的核心数量","",""
347,1,4099169,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"神秘巨大生物——劫难巨蟾蜍","在灵灾之前，曾经有过一个传言，说铜刃团接到过很多关于巨大蟾蜍生物的报告。虽然到现在已经过去了很多年，不过这一报告终于得到证实了，请尽快对这只巨大的劫难巨蟾蜍采取行动！","","","",""
348,1,4107936,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"沙漠的霸王——仙人掌杰克","没有人明白为什么仙人掌杰克会对所有路过的人送上千针暴雨，因为几乎所有亲眼见识过的人都已经变成沙漠中的沙尘了。如果它能够回答的话，你能够有足够的力量去问吗？","","","",""
349,1,4103548,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"荒野的保镖","铜刃团作为乌尔达哈的警备队经常要处理魔物的威胁，现在他们又在与侵占街道的毒蜥蜴进行战斗，请尽快协助铜刃团的卫兵解决毒蜥蜴的威胁！","","","",""
350,1,4103575,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"土狗的挽歌","一群新出现的土狗严重威胁到了矿山劳动者们的人身安全，与其等出现问题再解决，不如现在就将潜在的威胁排除掉！","","","",""
351,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
352,1,4104205,13,18,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"残忍无罪","鬼鮟鱇是最令月牙湾的渔民头疼的魔物，它们会吃掉大量还未长成大鱼的鱼苗，这样下去以后的收成会越来越少，请尽快消灭这些鬼鮟鱇！","","","",""
353,1,4104245,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"蟹肉盛宴——泡沫魔蟹伯尼","蟹肉向来是一部分捕鱼人的最爱，不过最近出现的一只巨大魔蟹让人吃尽了苦头。请协助这些捕鱼人打倒这只泡沫魔蟹伯尼吧！","","","",""
354,3,4176112,22,27,0,0,0,0,0,60725,60505,0,4176113,4176113,33,34,35,true,"护送负伤者","一位商人在前往黄昏湾的路上突然遭到魔物袭击，虽然他暂时还平安，不过受伤的状态下如果再遇到凶悍的魔物就不好说了，请护送他平安到达黄昏湾吧！","","","",""
355,1,4103646,23,28,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"战争仍未终结","加雷马帝国军派出了一个小队去调查坠毁的帝国魔导主宰的残骸，他们可能有什么不可告人的计划，请迅速出击歼灭这支小队，防止他们向帝国基地报告！","","","",""
356,1,4103750,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"矿爬虫大迁徙","看起来矿爬虫已经把它们原先生活地区的矿石吃得差不多了，现在正在集体向新的目标地点迁徙。这有可能对矿山公司产生很严重的影响，请尽快消灭这群迁徙中的矿爬虫！","","","",""
357,1,4103910,21,26,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"黄金盔甲大巨人——悲叹的布里阿柔斯","巨人族在纳塔兰出现了！这只徘徊的巨人对附近的行人有着很大的威胁，虽然我们不知道他从何处来，不过我们知道他即将往何处去——那就是七层地狱之下！","","","",""
358,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
359,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
360,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
361,1,4103844,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"扩张的大锤","锤喙魔鸟的数量越来越多，它们已经开始准备扩张自己的领地了，放任不管的话会令野生的绵羊数量锐减，绝对不能让它们轻易得逞！","","","",""
362,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
363,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
364,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
365,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
366,1,4103581,22,27,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"为老不尊——长腿老爹","根据非官方报告，这只名叫长腿老爹的魔物已经令数以百计的孩子失去了自己的双亲，如果你也有自己的孩子，你会容忍这样的威胁继续逍遥法外吗？","","","",""
367,1,4103924,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"除灵敢死队","目前流传着这样一个说法，那些出海之后没有平安归来的人会化身成亡灵四处彷徨，这些妖灵一定就是水手们的化身！","","","",""
368,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
369,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
370,1,4104310,5,10,0,0,0,0,0,60722,60502,115,4145853,0,33,34,35,true,"粗野的赌徒——无赖格里希尔德","格里希尔德已经挑战了多个行会，甚至开始宣称任何人都可以向她挑战，是时候让这位自大的冒险者受到点教训了。","","","",""
371,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
372,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
373,1,4104320,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"守住晚饭！","冒险者的营地每到傍晚就会发出诱人的香味，不过被这种香味引诱的可不只是人，连水蜥也想来混点油水，水蜥数量过多的话就不好办了，请尽快赶跑它们！","","","",""
374,4,4104341,7,12,0,0,12,0,0,60724,60504,0,4184469,0,33,34,35,true,"深不见底——酒豪谷谷卢恩","谷谷卢恩的酒量十分惊人，以至于连金库灵柩亭都变得不欢迎他。在这次被挡在门外之后，谷谷卢恩终于爆发了出来，请快将他制服吧！","","金库灵柩亭的保镖","",""
375,1,4104356,6,11,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"金库没有，灵柩一个","卢恩族盗贼团又开始有新的行动了，铜刃团自然不会坐视不理，不过现在的情况是人手越多越好，请立刻协助铜刃团捉拿那些卢恩族盗贼！","","","",""
