Index,0 [INT] [0xC],1 [BOOL] [0x20],2 [UINT] [0x0],3 [UINT] [0x4],4 [UINT] [0x8],5 [INT] [0x10],6 [INT] [0x14],7 [INT] [0x18],8 [INT] [0x1C]
657,3315,false,100,100,100,36,0,0,0
658,3322,false,100,100,100,29,0,0,0
659,3341,false,100,100,100,36,0,0,0
660,3351,false,100,100,100,81,0,0,0
661,3357,false,100,100,100,0,0,0,0
662,3369,false,100,100,100,74,0,0,0
663,3385,false,100,100,100,74,0,0,0
664,3410,false,100,100,100,36,0,0,0
665,3426,false,100,100,100,14,0,0,0
666,3457,false,100,100,100,36,0,0,0
667,1276,false,100,100,100,0,0,0,0
668,1278,false,100,100,100,0,0,0,0
669,1271,false,100,100,100,0,0,0,0
670,1272,false,100,100,100,0,0,0,0
671,1279,false,100,100,100,0,0,0,0
672,3753,false,100,100,100,0,0,0,0
673,3752,false,100,100,100,0,0,0,0
674,3751,false,100,100,100,0,0,0,0
675,3750,false,100,100,100,0,0,0,0
676,3757,false,100,100,100,0,0,0,0
677,3756,false,100,100,100,0,0,0,0
678,3755,false,100,100,100,0,0,0,0
679,3754,false,100,100,100,0,0,0,0
680,3759,false,100,100,100,0,0,0,0
681,3758,false,100,100,100,0,0,0,0
682,1280,false,100,100,100,0,0,0,0
683,3762,false,100,100,100,36,0,0,0
684,3765,false,100,100,100,36,0,0,0
685,3770,false,100,100,100,74,0,0,0
686,3772,false,100,100,100,46,0,0,0
687,3780,false,100,100,100,14,0,0,0
688,3784,false,100,100,100,14,0,0,0
689,3791,false,100,100,100,14,0,0,0
690,3802,false,100,100,100,36,0,0,0
691,3808,false,100,100,100,46,0,0,0
692,3827,false,100,100,100,36,0,0,0
693,3833,false,100,100,100,29,0,0,0
694,3841,false,100,100,100,36,0,0,0
695,3847,false,100,100,100,29,0,0,0
696,3851,false,100,100,100,14,0,0,0
697,3858,false,100,100,100,81,0,0,0
698,3861,false,100,100,100,36,0,0,0
699,3866,false,100,100,100,14,0,0,0
700,3883,false,100,100,100,36,0,0,0
701,3887,false,100,100,100,46,0,0,0
702,3904,false,100,100,100,36,0,0,0
703,3916,false,100,100,100,29,0,0,0
704,3740,false,100,100,100,14,0,0,0
705,3764,false,100,100,100,29,0,0,0
706,3766,false,100,100,100,14,0,0,0
707,3769,false,100,100,100,46,0,0,0
708,3773,false,100,100,100,36,0,0,0
709,3777,false,100,100,100,81,0,0,0
710,3788,false,100,100,100,29,0,0,0
711,3800,false,100,100,100,36,0,0,0
712,3806,false,100,100,100,81,0,0,0
713,3821,false,100,100,100,36,0,0,0
714,3831,false,100,100,100,46,0,0,0
715,3844,false,100,100,100,29,0,0,0
716,3856,false,100,100,100,14,0,0,0
717,3881,false,100,100,100,14,0,0,0
718,3914,false,100,100,100,29,0,0,0
719,3775,false,100,100,100,46,0,0,0
720,3793,false,100,100,100,74,0,0,0
721,3804,false,100,100,100,29,0,0,0
722,3825,false,100,100,100,14,0,0,0
723,3835,false,100,100,100,14,0,0,0
724,3850,false,100,100,100,81,0,0,0
725,3854,false,100,100,100,29,0,0,0
726,3886,false,100,100,100,36,0,0,0
727,3912,false,100,100,100,46,0,0,0
728,3767,false,100,100,100,29,0,0,0
729,3868,false,100,100,100,29,0,0,0
730,3906,false,100,100,100,36,0,0,0
731,3742,false,100,100,100,74,0,0,0
732,3763,false,100,100,100,29,0,0,0
733,3768,false,100,100,100,46,0,0,0
734,3779,false,100,100,100,46,0,0,0
735,3795,false,100,100,100,81,0,0,0
736,3805,false,100,100,100,46,0,0,0
737,3823,false,100,100,100,14,0,0,0
738,3837,false,100,100,100,74,0,0,0
739,3849,false,100,100,100,81,0,0,0
740,3860,false,100,100,100,74,0,0,0
741,3870,false,100,100,100,29,0,0,0
742,3885,false,100,100,100,36,0,0,0
743,3908,false,100,100,100,81,0,0,0
744,3918,false,100,100,100,29,0,0,0
745,3741,false,100,100,100,81,0,0,0
746,3761,false,100,100,100,14,0,0,0
747,3771,false,100,100,100,36,0,0,0
748,3774,false,100,100,100,74,0,0,0
749,3790,false,100,100,100,14,0,0,0
750,3799,false,100,100,100,29,0,0,0
751,3810,false,100,100,100,36,0,0,0
752,3829,false,100,100,100,29,0,0,0
753,3843,false,100,100,100,14,0,0,0
754,3853,false,100,100,100,46,0,0,0
755,3871,false,100,100,100,29,0,0,0
756,3909,false,100,100,100,81,0,0,0
757,4198,false,100,100,100,0,0,0,0
758,4209,false,100,100,100,0,0,0,0
759,4214,false,100,100,100,0,0,0,0
760,4226,false,100,100,100,0,0,0,0
761,4233,false,100,100,100,0,0,0,0
762,4247,false,100,100,100,0,0,0,0
763,4258,false,100,100,100,0,0,0,0
764,4272,false,100,100,100,0,0,0,0
765,4220,false,100,100,100,0,0,0,0
766,4239,false,100,100,100,0,0,0,0
767,4264,false,100,100,100,0,0,0,0
768,4222,false,100,100,100,0,0,0,0
769,4241,false,100,100,100,0,0,0,0
770,4266,false,100,100,100,0,0,0,0
771,4216,false,100,100,100,0,0,0,0
772,4218,false,100,100,100,0,0,0,0
773,4224,false,100,100,100,0,0,0,0
774,4243,false,100,100,100,0,0,0,0
775,4235,false,100,100,100,0,0,0,0
776,4237,false,100,100,100,0,0,0,0
777,4245,false,100,100,100,0,0,0,0
778,4268,false,100,100,100,0,0,0,0
779,4260,false,100,100,100,0,0,0,0
780,4262,false,100,100,100,0,0,0,0
781,4270,false,100,100,100,0,0,0,0
782,4204,false,100,100,100,0,0,0,0
783,4211,false,100,100,100,0,0,0,0
784,4231,false,100,100,100,0,0,0,0
785,4254,false,100,100,100,0,0,0,0
786,4197,false,100,100,100,0,0,0,0
787,4205,false,100,100,100,0,0,0,0
788,4213,false,100,100,100,0,0,0,0
789,4232,false,100,100,100,0,0,0,0
790,4255,false,100,100,100,0,0,0,0
791,4305,false,100,100,100,0,0,0,0
792,4309,false,100,100,100,0,0,0,0
793,4315,false,100,100,100,0,0,0,0
794,4320,false,100,100,100,0,0,0,0
795,4335,false,100,100,100,0,0,0,0
796,4339,false,100,100,100,0,0,0,0
797,4361,false,100,100,100,0,0,0,0
798,4365,false,100,100,100,0,0,0,0
799,4306,false,100,100,100,0,0,0,0
800,4311,false,100,100,100,0,0,0,0
801,4317,false,100,100,100,0,0,0,0
802,4337,false,100,100,100,0,0,0,0
803,4363,false,100,100,100,0,0,0,0
804,4326,false,100,100,100,0,0,0,0
805,4345,false,100,100,100,0,0,0,0
806,4371,false,100,100,100,0,0,0,0
807,4328,false,100,100,100,0,0,0,0
808,4347,false,100,100,100,0,0,0,0
809,4373,false,100,100,100,0,0,0,0
810,4322,false,100,100,100,0,0,0,0
811,4324,false,100,100,100,0,0,0,0
812,4330,false,100,100,100,0,0,0,0
813,4349,false,100,100,100,0,0,0,0
814,4341,false,100,100,100,0,0,0,0
815,4343,false,100,100,100,0,0,0,0
816,4351,false,100,100,100,0,0,0,0
817,4375,false,100,100,100,0,0,0,0
818,4367,false,100,100,100,0,0,0,0
819,4369,false,100,100,100,0,0,0,0
820,4377,false,100,100,100,0,0,0,0
821,4307,false,100,100,100,0,0,0,0
822,4313,false,100,100,100,0,0,0,0
823,4332,false,100,100,100,0,0,0,0
824,4353,false,100,100,100,0,0,0,0
825,4379,false,100,100,100,0,0,0,0
826,4304,false,100,100,100,0,0,0,0
827,4308,false,100,100,100,0,0,0,0
828,4314,false,100,100,100,0,0,0,0
829,4333,false,100,100,100,0,0,0,0
830,4360,false,100,100,100,0,0,0,0
831,4092,false,100,100,100,0,0,0,0
832,4097,false,100,100,100,0,0,0,0
833,4106,false,100,100,100,0,0,0,0
834,4109,false,100,100,100,0,0,0,0
835,4130,false,100,100,100,0,0,0,0
836,4133,false,100,100,100,0,0,0,0
837,4153,false,100,100,100,0,0,0,0
838,4156,false,100,100,100,0,0,0,0
839,4091,false,100,100,100,0,0,0,0
840,4094,false,100,100,100,0,0,0,0
841,4103,false,100,100,100,0,0,0,0
842,4124,false,100,100,100,0,0,0,0
843,4150,false,100,100,100,0,0,0,0
844,4093,false,100,100,100,0,0,0,0
845,4100,false,100,100,100,0,0,0,0
846,4115,false,100,100,100,0,0,0,0
847,4121,false,100,100,100,0,0,0,0
848,4139,false,100,100,100,0,0,0,0
849,4147,false,100,100,100,0,0,0,0
850,4162,false,100,100,100,0,0,0,0
851,4170,false,100,100,100,0,0,0,0
852,4117,false,100,100,100,0,0,0,0
853,4141,false,100,100,100,0,0,0,0
854,4164,false,100,100,100,0,0,0,0
855,4111,false,100,100,100,0,0,0,0
856,4113,false,100,100,100,0,0,0,0
857,4119,false,100,100,100,0,0,0,0
858,4143,false,100,100,100,0,0,0,0
859,4135,false,100,100,100,0,0,0,0
860,4137,false,100,100,100,0,0,0,0
861,4145,false,100,100,100,0,0,0,0
862,4158,false,100,100,100,0,0,0,0
863,4166,false,100,100,100,0,0,0,0
864,4160,false,100,100,100,0,0,0,0
865,4168,false,100,100,100,0,0,0,0
866,4095,false,100,100,100,0,0,0,0
867,4105,false,100,100,100,0,0,0,0
868,4126,false,100,100,100,0,0,0,0
869,4152,false,100,100,100,0,0,0,0
870,4099,false,100,100,100,0,0,0,0
871,4108,false,100,100,100,0,0,0,0
872,4132,false,100,100,100,0,0,0,0
873,4155,false,100,100,100,0,0,0,0
874,4422,false,100,100,100,0,0,0,0
875,4430,false,100,100,100,0,0,0,0
876,4439,false,100,100,100,0,0,0,0
877,4442,false,100,100,100,0,0,0,0
878,4465,false,100,100,100,0,0,0,0
879,4468,false,100,100,100,0,0,0,0
880,4497,false,100,100,100,0,0,0,0
881,4502,false,100,100,100,0,0,0,0
882,4421,false,100,100,100,0,0,0,0
883,4433,false,100,100,100,0,0,0,0
884,4454,false,100,100,100,0,0,0,0
885,4480,false,100,100,100,0,0,0,0
886,4485,false,100,100,100,0,0,0,0
887,4514,false,100,100,100,0,0,0,0
888,4448,false,100,100,100,0,0,0,0
889,4474,false,100,100,100,0,0,0,0
890,4508,false,100,100,100,0,0,0,0
891,4450,false,100,100,100,0,0,0,0
892,4476,false,100,100,100,0,0,0,0
893,4510,false,100,100,100,0,0,0,0
894,4444,false,100,100,100,0,0,0,0
895,4446,false,100,100,100,0,0,0,0
896,4452,false,100,100,100,0,0,0,0
897,4478,false,100,100,100,0,0,0,0
898,4470,false,100,100,100,0,0,0,0
899,4472,false,100,100,100,0,0,0,0
900,4512,false,100,100,100,0,0,0,0
901,4504,false,100,100,100,0,0,0,0
902,4506,false,100,100,100,0,0,0,0
903,4431,false,100,100,100,0,0,0,0
904,4440,false,100,100,100,0,0,0,0
905,4467,false,100,100,100,0,0,0,0
906,4501,false,100,100,100,0,0,0,0
907,4435,false,100,100,100,0,0,0,0
908,4456,false,100,100,100,0,0,0,0
909,4482,false,100,100,100,0,0,0,0
910,4516,false,100,100,100,0,0,0,0
911,2314,false,100,100,100,0,0,0,0
912,2315,false,100,100,100,0,0,0,0
913,2316,false,100,100,100,0,0,0,0
914,2317,false,100,100,100,0,0,0,0
915,2318,false,100,100,100,0,0,0,0
916,2319,false,100,100,100,0,0,0,0
917,2320,false,100,100,100,0,0,0,0
918,2321,false,100,100,100,0,0,0,0
919,2322,false,100,100,100,0,0,0,0
920,2323,false,100,100,100,0,0,0,0
921,2324,false,100,100,100,0,0,0,0
922,2325,false,100,100,100,0,0,0,0
923,2328,false,100,100,100,0,0,0,0
924,2329,false,100,100,100,0,0,0,0
925,2331,false,100,100,100,0,0,0,0
926,2332,false,100,100,100,0,0,0,0
927,2334,false,100,100,100,0,0,0,0
928,2335,false,100,100,100,0,0,0,0
929,2337,false,100,100,100,0,0,0,0
930,2338,false,100,100,100,0,0,0,0
931,2416,false,100,100,100,0,0,0,0
932,2417,false,100,100,100,0,0,0,0
933,2418,false,100,100,100,0,0,0,0
934,2419,false,100,100,100,0,0,0,0
935,2420,false,100,100,100,0,0,0,0
936,2421,false,100,100,100,0,0,0,0
937,2422,false,100,100,100,0,0,0,0
938,2423,false,100,100,100,0,0,0,0
939,2424,false,100,100,100,0,0,0,0
940,2425,false,100,100,100,0,0,0,0
941,2426,false,100,100,100,0,0,0,0
942,2427,false,100,100,100,0,0,0,0
943,2430,false,100,100,100,0,0,0,0
944,2431,false,100,100,100,0,0,0,0
945,2433,false,100,100,100,0,0,0,0
946,2434,false,100,100,100,0,0,0,0
947,2436,false,100,100,100,0,0,0,0
948,2437,false,100,100,100,0,0,0,0
949,2439,false,100,100,100,0,0,0,0
950,2440,false,100,100,100,0,0,0,0
951,2340,false,100,100,100,0,0,0,0
952,2341,false,100,100,100,0,0,0,0
953,2342,false,100,100,100,0,0,0,0
954,2343,false,100,100,100,0,0,0,0
955,2344,false,100,100,100,0,0,0,0
956,2345,false,100,100,100,0,0,0,0
957,2346,false,100,100,100,0,0,0,0
958,2347,false,100,100,100,0,0,0,0
959,2348,false,100,100,100,0,0,0,0
960,2349,false,100,100,100,0,0,0,0
961,2350,false,100,100,100,0,0,0,0
962,2351,false,100,100,100,0,0,0,0
963,2352,false,100,100,100,0,0,0,0
964,2355,false,100,100,100,0,0,0,0
965,2356,false,100,100,100,0,0,0,0
966,2358,false,100,100,100,0,0,0,0
967,2359,false,100,100,100,0,0,0,0
968,2361,false,100,100,100,0,0,0,0
969,2363,false,100,100,100,0,0,0,0
970,2364,false,100,100,100,0,0,0,0
971,2366,false,100,100,100,0,0,0,0
972,2367,false,100,100,100,0,0,0,0
973,2368,false,100,100,100,0,0,0,0
974,2369,false,100,100,100,0,0,0,0
975,2370,false,100,100,100,0,0,0,0
976,2371,false,100,100,100,0,0,0,0
977,2372,false,100,100,100,0,0,0,0
978,2373,false,100,100,100,0,0,0,0
979,2374,false,100,100,100,0,0,0,0
980,2375,false,100,100,100,0,0,0,0
981,2376,false,100,100,100,0,0,0,0
982,2377,false,100,100,100,0,0,0,0
983,2380,false,100,100,100,0,0,0,0
984,2381,false,100,100,100,0,0,0,0
985,2383,false,100,100,100,0,0,0,0
986,2384,false,100,100,100,0,0,0,0
987,2386,false,100,100,100,0,0,0,0
988,2388,false,100,100,100,0,0,0,0
989,2389,false,100,100,100,0,0,0,0
990,2493,false,100,100,100,0,0,0,0
991,2494,false,100,100,100,0,0,0,0
992,2495,false,100,100,100,0,0,0,0
993,2496,false,100,100,100,0,0,0,0
994,2497,false,100,100,100,0,0,0,0
995,2498,false,100,100,100,0,0,0,0
996,2499,false,100,100,100,0,0,0,0
997,2500,false,100,100,100,0,0,0,0
998,2501,false,100,100,100,0,0,0,0
999,2502,false,100,100,100,0,0,0,0
1000,2503,false,100,100,100,0,0,0,0
1001,2504,false,100,100,100,0,0,0,0
1002,2507,false,100,100,100,0,0,0,0
1003,2508,false,100,100,100,0,0,0,0
1004,2510,false,100,100,100,0,0,0,0
1005,2511,false,100,100,100,0,0,0,0
1006,2513,false,100,100,100,0,0,0,0
1007,2514,false,100,100,100,0,0,0,0
1008,2516,false,100,100,100,0,0,0,0
1009,2517,false,100,100,100,0,0,0,0
1010,2391,false,100,100,100,0,0,0,0
1011,2392,false,100,100,100,0,0,0,0
1012,2393,false,100,100,100,0,0,0,0
1013,2394,false,100,100,100,0,0,0,0
1014,2395,false,100,100,100,0,0,0,0
1015,2396,false,100,100,100,0,0,0,0
1016,2397,false,100,100,100,0,0,0,0
1017,2398,false,100,100,100,0,0,0,0
1018,2399,false,100,100,100,0,0,0,0
1019,2400,false,100,100,100,0,0,0,0
1020,2401,false,100,100,100,0,0,0,0
1021,2402,false,100,100,100,0,0,0,0
1022,2405,false,100,100,100,0,0,0,0
1023,2406,false,100,100,100,0,0,0,0
1024,2408,false,100,100,100,0,0,0,0
1025,2409,false,100,100,100,0,0,0,0
1026,2411,false,100,100,100,0,0,0,0
1027,2413,false,100,100,100,0,0,0,0
1028,2414,false,100,100,100,0,0,0,0
1029,2442,false,100,100,100,0,0,0,0
1030,2443,false,100,100,100,0,0,0,0
1031,2445,false,100,100,100,0,0,0,0
1032,2444,false,100,100,100,0,0,0,0
1033,2446,false,100,100,100,0,0,0,0
1034,2447,false,100,100,100,0,0,0,0
1035,2448,false,100,100,100,0,0,0,0
1036,2449,false,100,100,100,0,0,0,0
1037,2450,false,100,100,100,0,0,0,0
1038,2451,false,100,100,100,0,0,0,0
1039,2452,false,100,100,100,0,0,0,0
1040,2453,false,100,100,100,0,0,0,0
1041,2456,false,100,100,100,0,0,0,0
1042,2457,false,100,100,100,0,0,0,0
1043,2459,false,100,100,100,0,0,0,0
1044,2460,false,100,100,100,0,0,0,0
1045,2462,false,100,100,100,0,0,0,0
1046,2464,false,100,100,100,0,0,0,0
1047,2465,false,100,100,100,0,0,0,0
1048,2467,false,100,100,100,0,0,0,0
1049,2468,false,100,100,100,0,0,0,0
1050,2469,false,100,100,100,0,0,0,0
1051,2470,false,100,100,100,0,0,0,0
1052,2471,false,100,100,100,0,0,0,0
1053,2472,false,100,100,100,0,0,0,0
1054,2473,false,100,100,100,0,0,0,0
1055,2474,false,100,100,100,0,0,0,0
1056,2475,false,100,100,100,0,0,0,0
1057,2476,false,100,100,100,0,0,0,0
1058,2477,false,100,100,100,0,0,0,0
1059,2478,false,100,100,100,0,0,0,0
1060,2481,false,100,100,100,0,0,0,0
1061,2482,false,100,100,100,0,0,0,0
1062,2484,false,100,100,100,0,0,0,0
1063,2485,false,100,100,100,0,0,0,0
1064,2487,false,100,100,100,0,0,0,0
1065,2488,false,100,100,100,0,0,0,0
1066,2490,false,100,100,100,0,0,0,0
1067,2491,false,100,100,100,0,0,0,0
1068,2519,false,100,100,100,0,0,0,0
1069,2520,false,100,100,100,0,0,0,0
1070,2521,false,100,100,100,0,0,0,0
1071,2522,false,100,100,100,0,0,0,0
1072,2523,false,100,100,100,0,0,0,0
1073,2524,false,100,100,100,0,0,0,0
1074,2525,false,100,100,100,0,0,0,0
1075,2526,false,100,100,100,0,0,0,0
1076,2527,false,100,100,100,0,0,0,0
1077,2528,false,100,100,100,0,0,0,0
1078,2529,false,100,100,100,0,0,0,0
1079,2530,false,100,100,100,0,0,0,0
1080,2533,false,100,100,100,0,0,0,0
1081,2534,false,100,100,100,0,0,0,0
1082,2536,false,100,100,100,0,0,0,0
1083,2537,false,100,100,100,0,0,0,0
1084,2539,false,100,100,100,0,0,0,0
1085,2540,false,100,100,100,0,0,0,0
1086,2542,false,100,100,100,0,0,0,0
1087,2543,false,100,100,100,0,0,0,0
1088,2545,false,100,100,100,0,0,0,0
1089,2546,false,100,100,100,0,0,0,0
1090,2547,false,100,100,100,0,0,0,0
1091,2548,false,100,100,100,0,0,0,0
1092,2549,false,100,100,100,0,0,0,0
1093,2550,false,100,100,100,0,0,0,0
1094,2551,false,100,100,100,0,0,0,0
1095,2552,false,100,100,100,0,0,0,0
1096,2553,false,100,100,100,0,0,0,0
1097,2554,false,100,100,100,0,0,0,0
1098,2555,false,100,100,100,0,0,0,0
1099,2556,false,100,100,100,0,0,0,0
1100,2559,false,100,100,100,0,0,0,0
1101,2560,false,100,100,100,0,0,0,0
1102,2562,false,100,100,100,0,0,0,0
1103,2563,false,100,100,100,0,0,0,0
1104,2565,false,100,100,100,0,0,0,0
1105,2566,false,100,100,100,0,0,0,0
1106,2568,false,100,100,100,0,0,0,0
1107,2569,false,100,100,100,0,0,0,0
1108,2571,false,100,100,100,0,0,0,0
1109,2579,false,100,100,100,0,0,0,0
1110,2580,false,100,100,100,0,0,0,0
1111,2572,false,100,100,100,0,0,0,0
1112,2573,false,100,100,100,0,0,0,0
1113,2574,false,100,100,100,0,0,0,0
1114,2575,false,100,100,100,0,0,0,0
1115,2576,false,100,100,100,0,0,0,0
1116,2577,false,100,100,100,0,0,0,0
1117,2578,false,100,100,100,0,0,0,0
1118,2586,false,100,100,100,0,0,0,0
1119,2585,false,100,100,100,0,0,0,0
1120,2588,false,100,100,100,0,0,0,0
1121,2587,false,100,100,100,0,0,0,0
1122,2589,false,100,100,100,0,0,0,0
1123,2590,false,100,100,100,0,0,0,0
1124,2592,false,100,100,100,0,0,0,0
1125,2591,false,100,100,100,0,0,0,0
1126,2593,false,100,100,100,0,0,0,0
1127,2614,false,100,100,100,0,0,0,0
1128,2594,false,100,100,100,0,0,0,0
1129,2611,false,100,100,100,0,0,0,0
1130,2612,false,100,100,100,0,0,0,0
1131,2613,false,100,100,100,0,0,0,0
1132,2595,false,100,100,100,0,0,0,0
1133,2610,false,100,100,100,0,0,0,0
1134,2596,false,100,100,100,0,0,0,0
1135,2597,false,100,100,100,0,0,0,0
1136,2615,false,100,100,100,0,0,0,0
1137,2616,false,100,100,100,0,0,0,0
1138,2600,false,100,100,100,0,0,0,0
1139,2599,false,100,100,100,0,0,0,0
1140,2598,false,100,100,100,0,0,0,0
1141,2623,false,100,100,100,0,0,0,0
1142,2602,false,100,100,100,0,0,0,0
1143,2621,false,100,100,100,0,0,0,0
1144,2601,false,100,100,100,0,0,0,0
1145,2622,false,100,100,100,0,0,0,0
1146,2603,false,100,100,100,0,0,0,0
1147,2605,false,100,100,100,0,0,0,0
1148,2604,false,100,100,100,0,0,0,0
1149,2607,false,100,100,100,0,0,0,0
1150,2609,false,100,100,100,0,0,0,0
1151,2606,false,100,100,100,0,0,0,0
1152,4571,false,100,100,100,0,0,0,0
1153,4551,false,100,100,100,0,0,0,0
1154,4552,false,100,100,100,0,0,0,0
1155,4555,false,100,100,100,0,0,0,0
1156,4556,false,100,100,100,0,0,0,0
1157,4598,false,100,100,100,0,0,0,0
1158,4596,false,100,100,100,0,0,0,0
1159,4595,false,100,100,100,0,0,0,0
1160,4594,false,100,100,100,0,0,0,0
1161,4597,false,100,100,100,0,0,0,0
1162,4603,false,100,100,100,0,0,0,0
1163,4601,false,100,100,100,0,0,0,0
1164,4600,false,100,100,100,0,0,0,0
1165,4599,false,100,100,100,0,0,0,0
1166,4602,false,100,100,100,0,0,0,0
1167,4614,false,100,100,100,0,0,0,0
1168,4619,false,100,100,100,0,0,0,0
1169,4617,false,100,100,100,0,0,0,0
1170,4615,false,100,100,100,0,0,0,0
1171,4616,false,100,100,100,0,0,0,0
1172,4618,false,100,100,100,0,0,0,0
1173,4565,false,100,100,100,0,0,0,0
1174,4564,false,100,100,100,0,0,0,0
1175,4566,false,100,100,100,0,0,0,0
1176,4568,false,100,100,100,0,0,0,0
1177,4578,false,100,100,100,0,0,0,0
1178,4575,false,100,100,100,0,0,0,0
1179,4577,false,100,100,100,0,0,0,0
1180,4574,false,100,100,100,0,0,0,0
1181,4576,false,100,100,100,0,0,0,0
1182,4583,false,100,100,100,0,0,0,0
1183,4580,false,100,100,100,0,0,0,0
1184,4582,false,100,100,100,0,0,0,0
1185,4579,false,100,100,100,0,0,0,0
1186,4581,false,100,100,100,0,0,0,0
1187,6141,false,100,100,100,0,0,0,0
1188,4745,false,100,100,100,0,0,0,0
1189,4746,false,100,100,100,0,0,0,0
1190,4749,false,100,100,100,0,0,0,0
1191,4747,false,100,100,100,0,0,0,0
1192,4750,false,100,100,100,0,0,0,0
1193,4658,false,100,100,100,0,0,0,0
1194,4657,false,100,100,100,0,0,0,0
1195,4660,false,100,100,100,0,0,0,0
1196,4659,false,100,100,100,0,0,0,0
1197,4661,false,100,100,100,0,0,0,0
1198,4662,false,100,100,100,0,0,0,0
1199,4663,false,100,100,100,0,0,0,0
1200,4664,false,100,100,100,0,0,0,0
1201,4650,false,100,100,100,0,0,0,0
1202,4651,false,100,100,100,0,0,0,0
1203,4652,false,100,100,100,0,0,0,0
1204,4653,false,100,100,100,0,0,0,0
1205,4654,false,100,100,100,0,0,0,0
1206,4655,false,100,100,100,0,0,0,0
1207,4696,false,100,100,100,0,0,0,0
1208,4697,false,100,100,100,0,0,0,0
1209,4698,false,100,100,100,0,0,0,0
1210,4699,false,100,100,100,0,0,0,0
1211,4700,false,100,100,100,0,0,0,0
1212,4701,false,100,100,100,0,0,0,0
1213,4702,false,100,100,100,0,0,0,0
1214,4703,false,100,100,100,0,0,0,0
1215,4728,false,100,100,100,0,0,0,0
1216,4639,false,100,100,100,0,0,0,0
1217,4735,false,100,100,100,0,0,0,0
1218,4640,false,100,100,100,0,0,0,0
1219,4736,false,100,100,100,0,0,0,0
1220,4641,false,100,100,100,0,0,0,0
1221,4642,false,100,100,100,0,0,0,0
1222,4643,false,100,100,100,0,0,0,0
1223,4730,false,100,100,100,0,0,0,0
1224,4731,false,100,100,100,0,0,0,0
1225,4644,false,100,100,100,0,0,0,0
1226,4732,false,100,100,100,0,0,0,0
1227,4645,false,100,100,100,0,0,0,0
1228,4733,false,100,100,100,0,0,0,0
1229,4646,false,100,100,100,0,0,0,0
1230,4647,false,100,100,100,0,0,0,0
1231,4689,false,100,100,100,0,0,0,0
1232,4690,false,100,100,100,0,0,0,0
1233,4691,false,100,100,100,0,0,0,0
1234,4692,false,100,100,100,0,0,0,0
1235,4693,false,100,100,100,0,0,0,0
1236,4694,false,100,100,100,0,0,0,0
1237,4726,false,100,100,100,0,0,0,0
1238,4722,false,100,100,100,0,0,0,0
1239,4723,false,100,100,100,0,0,0,0
1240,4724,false,100,100,100,0,0,0,0
1241,4727,false,100,100,100,0,0,0,0
1242,4666,false,100,100,100,0,0,0,0
1243,4667,false,100,100,100,0,0,0,0
1244,4668,false,100,100,100,0,0,0,0
1245,4669,false,100,100,100,0,0,0,0
1246,4670,false,100,100,100,0,0,0,0
1247,4671,false,100,100,100,0,0,0,0
1248,4716,false,100,100,100,0,0,0,0
1249,4717,false,100,100,100,0,0,0,0
1250,4718,false,100,100,100,0,0,0,0
1251,4719,false,100,100,100,0,0,0,0
1252,4720,false,100,100,100,0,0,0,0
1253,4708,false,100,100,100,0,0,0,0
1254,4709,false,100,100,100,0,0,0,0
1255,4710,false,100,100,100,0,0,0,0
1256,4711,false,100,100,100,0,0,0,0
1257,4712,false,100,100,100,0,0,0,0
1258,4713,false,100,100,100,0,0,0,0
1259,4715,false,100,100,100,0,0,0,0
1260,4681,false,100,100,100,0,0,0,0
1261,4682,false,100,100,100,0,0,0,0
1262,4683,false,100,100,100,0,0,0,0
1263,4684,false,100,100,100,0,0,0,0
1264,4685,false,100,100,100,0,0,0,0
1265,4686,false,100,100,100,0,0,0,0
1266,4687,false,100,100,100,0,0,0,0
1267,4673,false,100,100,100,0,0,0,0
1268,4674,false,100,100,100,0,0,0,0
1269,4675,false,100,100,100,0,0,0,0
1270,4676,false,100,100,100,0,0,0,0
1271,4677,false,100,100,100,0,0,0,0
1272,4678,false,100,100,100,0,0,0,0
1273,5380,false,100,100,100,0,0,0,0
1274,5383,false,100,100,100,0,0,0,0
1275,5385,false,100,100,100,0,0,0,0
1276,5386,false,100,100,100,0,0,0,0
1277,5388,false,100,100,100,0,0,0,0
1278,5390,false,100,100,100,0,0,0,0
1279,5391,false,100,100,100,0,0,0,0
1280,5393,false,100,100,100,0,0,0,0
1281,5395,false,100,100,100,0,0,0,0
1282,5361,false,100,100,100,0,0,0,0
1283,5364,false,100,100,100,0,0,0,0
1284,5367,false,100,100,100,0,0,0,0
1285,5368,false,100,100,100,0,0,0,0
1286,5371,false,100,100,100,0,0,0,0
1287,5373,false,100,100,100,0,0,0,0
1288,5374,false,100,100,100,0,0,0,0
1289,5396,false,100,100,100,0,0,0,0
1290,5402,false,100,100,100,0,0,0,0
1291,5405,false,100,100,100,0,0,0,0
1292,5409,false,100,100,100,0,0,0,0
1293,5414,false,100,100,100,0,0,0,0
1294,5107,false,100,100,100,0,0,0,0
1295,5106,false,100,100,100,0,0,0,0
1296,5111,false,100,100,100,0,0,0,0
1297,5110,false,100,100,100,0,0,0,0
1298,5113,false,100,100,100,0,0,0,0
1299,5114,false,100,100,100,0,0,0,0
1300,5115,false,100,100,100,0,0,0,0
1301,5116,false,100,100,100,0,0,0,0
1302,5121,false,100,100,100,0,0,0,0
1303,5118,false,100,100,100,0,0,0,0
