Index,0 [STRING] [0x0],1 [STRING] [0x4],2 [USHORT] [0x8],3 [UBYTE] [0xC],4 [UBYTE] [0xD],5 [UBYTE] [0xE],6 [UBYTE] [0xF],7 [BBOOL] [0x14],8 [BBOOL] [0x14],9 [BBOOL] [0x14],10 [BBOOL] [0x14],11 [BBOOL] [0x14],12 [BBOOL] [0x14],13 [BBOOL] [0x14],14 [BBOOL] [0x14],15 [UBYTE] [0x10],16 [UBYTE] [0x11],17 [BBOOL] [0x15],18 [USHORT] [0xA],19 [BBOOL] [0x15],20 [BBOOL] [0x15],21 [UBYTE] [0x12],22 [UBYTE] [0x13]
192,"鞭策","物理攻击力与魔法攻击力有所提高",12679,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
193,"减速","自动攻击间隔延长，同时战技与魔法的咏唱及复唱时间也会延长",15009,0,2,13,0,false,false,false,false,false,false,false,true,50,0,false,0,false,false,0,0
194,"铜墙铁盾","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
195,"强力守护","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
196,"终极堡垒","减轻所受到的伤害",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
197,"火棘屏障","能够发动火属性反击",15508,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
198,"冰棘屏障","能够发动冰属性反击偶尔会追加减速效果",15501,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
199,"电棘屏障","能够发动雷属性反击偶尔会追加眩晕效果",15502,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
200,"物理受伤加重","受到物理攻击的伤害增加",18001,4,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
201,"眩晕","无法做出任何行动",15004,0,2,3,0,true,false,true,false,false,false,true,true,100,0,false,0,false,false,0,0
202,"受伤加重","受到攻击的伤害增加",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
203,"蓄力","提升下次战技的攻击力",15507,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
204,"魔法剑·火","令自动攻击附加火属性伤害",15509,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
205,"魔法剑·冰","令自动攻击附加冰属性伤害",15510,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
206,"魔法剑·风","令自动攻击附加风属性伤害",15511,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
207,"魔法剑·土","令自动攻击附加土属性伤害",15512,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
208,"魔法剑·雷","令自动攻击附加雷属性伤害",15513,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
209,"魔法剑·水","令自动攻击附加水属性伤害",15514,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
210,"死亡宣告","倒计时为0时会陷入无法战斗状态",15503,0,2,9,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
211,"打磨好的菜刀","菜刀的攻击力提升",15515,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
212,"识破","由于被识破而产生动摇，体力最大值降低",15076,0,2,17,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
213,"驯服成功","平稳下来不会再发动攻击",16301,0,2,17,0,true,false,true,false,false,false,false,false,0,0,false,0,false,false,0,0
214,"驯服失败","驯服失败会惹怒目标，物理攻击力和魔法攻击力都会有所提高",16302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
215,"伤害降低","攻击所造成的伤害降低",15520,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
216,"麻痹","身体部分机能出现异常，偶尔会无法行动",15006,0,2,5,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
217,"三角测量","令当前可以进行采集的良材与草场可视化，并且在导向地图上显示出来",11051,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
218,"采集获得率提升","采集中道具获得率提高",16002,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
219,"采集获得数提升","采集中道具获得量提高",16003,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
220,"采集优质获得率提升","采集时获得优质道具的几率增加<br>不过对玩家无法获取的优质道具及无优质的道具没有影响",16004,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
221,"丛林之相","发现未知的良材与草场，导向地图上也会显示出来",11057,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
222,"山岳之相","发现未知的矿脉与石场，导向地图上也会显示出来",11007,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
223,"比尔格的加护","采集时获得雷属性的加护",11054,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
224,"诺菲卡的加护","采集时获得土属性的加护",11055,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
225,"矿脉勘探","令当前可以进行采集的矿脉与石场可视化，并且在导向地图上显示出来",11001,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
226,"加速","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",15008,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
227,"魅惑","被魅惑导致失去行动的自由",15552,0,2,17,129,false,false,true,true,false,true,false,false,100,0,false,0,false,false,0,0
228,"梅茵菲娜的加护","采集时获得冰属性的加护",11004,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
229,"纳尔札尔的加护","采集时获得火属性的加护",11005,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
230,"利姆莱茵的加护","采集时获得风属性的加护",11056,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
231,"沙利亚克的加护","采集时获得水属性的加护",11006,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
232,"筹备","采集时能够看到优质道具的获得条件",16005,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
233,"树木之声","感知自己附近能够进行采集的良材及草场，并且在导向地图上显示出来",11052,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
234,"大地勘察","感知自己附近能够进行采集的矿脉与石场，并且在导向地图上显示出来",11002,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
235,"裂伤","风属性持续伤害，体力逐渐流失",15526,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
236,"陆行鸟猛啄","体力逐渐减少",15522,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
237,"陆行鸟再生","体力会随时间逐渐恢复",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
238,"陆行鸟波涛","发动治疗魔法的治疗量提高",15058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
239,"超越之力","突破自身极限，最大体力增加，攻击造成的伤害也有所提高",16207,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
240,"加重","移动速度降低",15002,0,2,4,0,false,false,false,false,false,false,false,false,100,1,false,0,false,false,0,0
241,"光之加护","受到了母水晶的加护",15548,0,1,16,0,false,false,false,false,false,false,true,true,100,0,true,0,false,false,0,0
242,"树木之声II","感知自己附近能够进行采集的最高级良材及草场，并在导向地图上显示出来",11053,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
243,"大地勘察II","感知自己附近能够进行采集的最高级矿脉及石场，并在导向地图上显示出来",11003,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
244,"碎骨打","体力逐渐减少",10264,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
245,"神应","获得了神应的效果",16206,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
246,"破碎拳","体力逐渐减少",10218,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
247,"死亡箭雨","回避率降低",12609,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
248,"厄运流转","体力逐渐减少",10158,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
249,"烈火箭","受到火属性场地伤害",10363,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
250,"火伤","火属性持续伤害，体力逐渐流失",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
251,"内静","加工精度会随着加工系作业成功次数提高",17321,11,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
252,"俭约","耐久度的消耗量减少50%",11701,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
253,"稳手","作业成功率上升20%",11551,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
254,"阔步","下次发动的加工系技能效果变为2倍",16105,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
255,"新颖","配方的等级稍微有所下降",11552,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
256,"新颖II","配方的等级有所下降",11553,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
257,"俭约II","耐久度的消耗量减少50%",11702,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
258,"掌握","每次作业结束时恢复10点耐久",11651,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
259,"改革","加工精度提高50%",11652,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
260,"回收","制作失败时拿回素材的几率变为90%",11851,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
261,"安逸","每次作业结束时恢复8点制作力",11801,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
262,"稳手II","作业成功率上升30%",11852,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
263,"伤害提高","攻击所造成的伤害提高",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
264,"切伤","斩击属性持续伤害，体力逐渐流失",15521,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
265,"刺伤","突刺属性持续伤害，体力逐渐流失",15522,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
266,"打伤","打击属性持续伤害，体力逐渐流失",15523,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
267,"火伤","火属性持续伤害，体力逐渐流失",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
268,"冻伤","冰属性持续伤害，体力逐渐流失",15525,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
269,"裂伤","风属性持续伤害，体力逐渐流失",15526,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
270,"污泥","土属性持续伤害，体力逐渐流失",15527,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
271,"感电","雷属性持续伤害，体力逐渐流失",15528,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
272,"水毒","水属性持续伤害，体力逐渐流失",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
273,"出血","无属性持续伤害，体力逐渐流失",15530,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
274,"治愈","体力会随时间逐渐恢复",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
275,"中毒","毒素会导致体力逐渐减少",17001,4,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
276,"勇战之誉","体力会随时间逐渐恢复",15549,0,1,16,0,false,false,false,false,false,false,false,true,5,0,true,0,false,false,0,0
277,"坚韧之誉","减轻所受到的伤害",15550,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
278,"无情的进行曲","提高使用技能的频率",15551,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
279,"体力持续恢复","体力会随时间逐渐恢复",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,false,0,false,false,0,0
280,"止步","无法自由移动",15003,0,2,12,124,true,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
281,"物理伤害降低","物理攻击所造成的伤害降低",15051,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
282,"魔力转换","魔法的伤害量及治疗量有所降低",15055,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
283,"水毒","水属性持续伤害，体力逐渐流失",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
284,"火伤","火属性持续伤害，体力逐渐流失",15524,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
285,"冻伤","冰属性持续伤害，体力逐渐流失",15525,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
286,"裂伤","风属性持续伤害，体力逐渐流失",15526,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
287,"污泥","土属性持续伤害，体力逐渐流失",15527,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
288,"感电","雷属性持续伤害，体力逐渐流失",15528,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
289,"水毒","水属性持续伤害，体力逐渐流失",15529,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
290,"伤害提高","攻击所造成的伤害提高",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
291,"百烈拳","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",15008,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
292,"拘束","无法做出任何行动",15534,0,2,3,0,true,false,true,false,false,false,true,true,100,0,false,0,false,false,2,0
293,"技能速度提高","战技的咏唱时间和复唱时间有所缩短",15553,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
294,"咏唱速度提高","魔法的咏唱时间和复唱时间有所缩短",15554,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
295,"黄金沼","受到黄毒沼的影响，体力逐渐减少",15533,0,2,1,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
296,"恐慌","受到惊吓过大无法凭自己意愿做出行动",15552,0,2,17,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
297,"鼓舞","抵消一定伤害",12801,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,12
298,"野战治疗阵","产生减轻伤害的防护区域",12802,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
299,"野战治疗阵","减轻所受到的伤害",12803,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
300,"伤害提高","攻击所造成的伤害提高",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
301,"暴击","所有的攻击必定打出暴击",15555,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
302,"黄金毒","空气中的黄雾毒性很大",17021,5,2,1,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
303,"黏菌","身上都是魔界花喷出来的黏菌",17041,9,2,1,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
304,"以太超流","体内的以太流动逐渐活化",10501,3,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
305,"龙咒","受到了龙眼的影响",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,true,0,false,false,0,0
306,"龙之力","得到了龙眼的力量",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,true,0,false,false,0,0
307,"勇战之誉","持续恢复一定范围内队友的体力，自身攻击所造成的伤害降低",15549,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
308,"坚韧之誉","持续减轻一定范围内队友所受到的伤害，自身攻击所造成的伤害降低",15550,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
309,"无情的进行曲","持续提高一定范围内队友使用技能的频率，自身攻击所造成的伤害降低",15551,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
310,"硬化","减轻所受到的伤害",10526,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
311,"大地之护","减轻所受到的伤害",12701,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
312,"大地之怒","产生土属性攻击区域",12702,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
313,"辉煌盾","受到物理攻击时会对攻击者造成反击伤害",12711,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
314,"地狱之火炎","火属性持续伤害，体力逐渐流失",12712,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
315,"日光的低语","体力会随时间逐渐恢复",12826,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
316,"异想的盟光","魔法防御力增强",12827,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
317,"异想的幻光","发动治疗魔法的治疗量提高",12828,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
318,"异想的炽光","魔法的咏唱速度加快",12836,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
319,"异想的辉光","战技的咏唱速度加快",12837,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
320,"出血","无属性持续伤害，体力逐渐流失",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
321,"神枪昆古尼尔","解放神枪昆古尼尔中隐藏的魔力",15530,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
322,"水晶纱帐","令凶眼注目造成的伤害大幅降低",15556,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
323,"免疫低下","自身所受的治疗魔法效果降低，可以用康复解除",15557,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
324,"元灵之怒","惹怒了森林的元灵，体力逐渐减少",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
325,"无敌","一切攻击都无法造成伤害",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
326,"带电","雷属性技能效果有所强化",15513,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
327,"带冰","冰属性技能效果有所强化",15510,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
328,"土神的心石","被土神的魔力所保护，一切攻击都无法造成伤害",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
329,"自我强化程序","用其他机器的部件对自身进行强化，会恢复一定体力",17061,4,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
330,"加速","自动攻击间隔缩短，同时战技与魔法的咏唱及复唱时间也会缩短",15008,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
331,"魔法受伤减轻","受到魔法攻击的伤害减少",15056,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
332,"伤害提高","攻击所造成的伤害提高",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
333,"亚拉戈古病毒","被亚拉戈古病毒感染，效果结束时会一并爆发",15538,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
334,"古病毒抗体","不会被亚拉戈古病毒感染",15539,0,2,17,0,false,false,false,false,false,false,false,false,200,0,true,0,false,false,0,0
335,"火焰流","受到高热射线的照射，体力逐渐减少",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
336,"耐打击程序","打击耐性提高",15535,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
337,"耐突击程序","突击耐性提高",15536,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
338,"耐斩击程序","斩击耐性提高",15537,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
339,"出血","无属性持续伤害，体力逐渐流失",17121,8,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
340,"对物理障壁","受到物理攻击的伤害减少",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
341,"对魔法障壁","受到魔法攻击的伤害减少",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
342,"对射","对魔法攻击发动反击",15542,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
343,"出血","无属性持续伤害，体力逐渐流失",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
344,"拘束装置","受到拘束装置的影响，攻击所造成的伤害及施加到自身的体力恢复效果均有所降低",15545,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
345,"魔力供给","攻击所造成的伤害提高，同时自动攻击间隔缩短，战技与魔法的咏唱及复唱时间也会缩短",17061,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
346,"带火","凶猛的火焰潜入了身体内，会加快火焰流的燃烧速度",17081,8,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
347,"毒疮","被亚拉戈古病毒感染，体力最大值降低",15544,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
348,"魔力飞散","受到攻击的伤害增加",17101,4,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
349,"钢鳞","物理攻击所造成的伤害提高",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
350,"受伤减轻","受到攻击的伤害减少",15021,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
351,"怨恨","怨恨在一点点积攒，特定攻击的威力提高",17141,5,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
352,"神枪昆古尼尔的魔力","受到神枪昆古尼尔的影响，体力逐渐流失",15530,0,2,17,0,false,false,false,false,false,false,false,true,10,0,false,0,false,false,0,0
353,"部队特效：鼓励新人","新人战斗职业的所有状态参数提高",16501,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
354,"部队特效：获得力提高","大地使者的获得力提高",16502,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
355,"部队特效：鉴别力提高","大地使者的鉴别力提高",16503,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
356,"部队特效：作业精度提高","能工巧匠的作业精度提高",16504,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
357,"部队特效：加工精度提高","能工巧匠的加工精度提高",16505,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
358,"雪人","被雪球打中之后满身积雪，能够对妖炎状态下的目标造成伤害",15510,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
359,"妖炎","浑身被妖炎覆盖，全部攻击都没有效果",15508,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
360,"部队特效：食物效果时间延长","食物的效果时间延长",16508,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
361,"部队特效：精炼度增加量提高","精炼度增长得更快",16509,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
362,"部队特效：装备损耗降低","装备品耐久度损耗降低",16510,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
363,"部队特效：衰弱时间缩短","衰弱状态的效果时间缩短",16511,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
364,"部队特效：传送优惠","传送所需要花费的金币减少",16512,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
365,"部队特效：讨伐经验值提高","打倒敌人时获得的经验增加",16513,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
366,"部队特效：搭档经验值提高","搭档获得的经验增加",16514,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
367,"部队特效：采集经验值提高","采集时获得的经验增加",16515,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
368,"部队特效：制作经验值提高","制作时获得的经验增加",16516,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
369,"吸附式炸弹","身上带有吸附式以太炸弹，积攒到5档之后会陷入无法战斗状态",17281,5,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
370,"塞壬的歌声","听到塞壬的歌声之后会逐渐转化成僵尸，在效果结束之前如果体力没有恢复到最大值便会变成僵尸",15558,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
371,"僵尸","被死者的歌声所影响变成了僵尸，失去了自我，只能被塞壬操纵行动",15559,0,2,17,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
372,"亲鸟之怒","母鸟看到蛋被破坏之后异常愤怒，攻击造成的伤害均会有所增加",17221,16,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
373,"治疗无效","所有对自身发动的治疗魔法均没有体力恢复效果",15561,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
374,"偏属性水晶","身上带有偏属性水晶，积攒到3档之后会爆炸飞散",17161,3,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
375,"灼伤","最大体力降低，受到攻击的伤害增加",17181,5,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
376,"灼热","向周围散布灼热，同时会受到火属性的持续伤害",15560,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
377,"火狱之锁","被火狱的锁链所束缚，攻击造成的伤害下降，同时还会受到火属性的持续伤害",17201,8,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
378,"死亡引领","脚部被束缚，无法自由行动",15003,0,2,17,0,true,false,true,false,false,false,true,true,100,0,false,0,false,false,0,0
379,"低气压","周围气压下降，同时会受到风属性的持续伤害",17241,3,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
380,"高气压","周围气压上升，对风属性的耐性有所提高",15030,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
381,"掩护盾","减轻所受到的伤害",14801,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
382,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
383,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
384,"战抖","体力最大值提高",14803,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
385,"全力挥打","体力逐渐减少",14804,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
