Index,0 [BBOOL] [0x4],1 [STRING] [0x0]
771,false,"未使用：荒：会話00459"
772,false,"未使用：荒：会話00460"
773,false,"一切正常！"
774,false,"未使用：荒：会話00462"
775,false,"未使用：荒：会話00463"
776,false,"这里好酒有的是！"
777,false,"未使用：荒：会話00465"
778,false,"未使用：荒：会話00466"
779,false,"未使用：荒：会話00467"
780,false,"未使用：荒：会話00468"
781,false,"未使用：荒：会話00469"
782,false,"未使用：荒：会話00470"
783,false,"未使用：荒：会話00471"
784,false,"未使用：荒：会話00472"
785,false,"呜喔！"
786,false,"未使用：荒：会話00474"
787,false,"未使用：荒：会話00475"
788,false,"未使用：荒：会話00476"
789,false,"下一次就选拉诺西亚香橙吧。"
790,false,"哎？不会吧……"
791,false,"未使用：荒：会話00479"
792,false,"未使用：荒：会話00480"
793,false,"未使用：荒：会話00481"
794,false,"马上就来了。"
795,false,"下一班船是什么时候？"
796,false,"未使用：荒：会話00484"
797,false,"未使用：荒：会話00485"
798,false,"未使用：荒：会話00486"
799,false,"未使用：荒：会話00487"
800,false,"未使用：荒：会話00488"
801,false,"未使用：荒：会話00489"
802,false,"未使用：荒：会話00490"
803,false,"未使用：荒：会話00491"
804,false,"すごいでしょ！"
805,false,"未使用：荒：会話00493"
806,false,"未使用：荒：会話00494"
807,false,"未使用：荒：会話00495"
808,false,"未使用：荒：会話00496"
809,false,"未使用：荒：会話00497"
810,false,"未使用：荒：会話00498"
811,false,"未使用：荒：会話00499"
812,false,"未使用：荒：会話00500"
813,false,"未使用：荒：会話00501"
814,false,"未使用：荒：会話00502"
815,false,"未使用：荒：会話00503"
816,false,"未使用：荒：会話00504"
817,false,"未使用：荒：会話00505"
818,false,"未使用：荒：会話00506"
819,false,"未使用：荒：会話00507"
820,false,"未使用：荒：会話00508"
821,false,"未使用：荒：会話00509"
822,false,"未使用：荒：会話00510"
823,false,"未使用：荒：会話00511"
824,false,"未使用：荒：会話00512"
825,false,"未使用：荒：会話00513"
826,false,"未使用：荒：会話00514"
827,false,"未使用：荒：会話00515"
828,false,"未使用：荒：会話00516"
829,false,"未使用：荒：会話00517"
830,false,"未使用：荒：会話00518"
831,false,"未使用：荒：会話00519"
832,false,"未使用：荒：会話00520"
833,false,"未使用：荒：会話00521"
834,false,"未使用：荒：会話00522"
835,false,"未使用：荒：会話00523"
836,false,"借我些钱嘛，别那么小气。"
837,false,"我是想工作啊，<br>但是首先要有一份工作。"
838,false,"嘻嘻，这些梦想花多可爱。"
839,false,"啧，全都是垃圾。"
840,false,"你是屈伊伯龙那伙儿的吗？"
841,false,"皮鞋的鞋底能不能煮来吃啊？"
842,false,"未使用"
843,false,"未使用"
844,false,"活着好累……怎样都好了。"
845,false,"价格已经是最低了。"
846,false,"未使用"
847,false,"未使用"
848,false,"未使用"
849,false,"我、我没干什么坏事。"
850,false,"未使用850"
851,false,"生意越来越不好做啊。"
852,false,"真是腰酸背痛。"
853,false,"你力气使得不对！"
854,false,"未使用854"
855,false,"未使用855"
856,false,"好想冲个凉水澡啊！"
857,false,"还要再往里挖……"
858,false,"要小心瓦斯啊。"
859,false,"又喝多了……"
860,false,"未使用860"
861,false,"未使用861"
862,false,"肉已经吃光了哦。"
863,false,"未使用863"
864,false,"啊啊……"
865,false,"前面是危险区域。"
866,false,"未使用866"
867,false,"未使用867"
868,false,"未使用868"
869,false,"未使用869"
870,false,"肩膀快抬不起来了。"
871,false,"不要大意！"
872,false,"警卫可不能太散漫！"
873,false,"個人取引はしてないぞ"
874,false,"こちらは税関です"
875,false,"是！"
876,false,"未使用876"
877,false,"真乖，真乖。"
878,false,"未使用878"
879,false,"唔……陆行鸟好像还是不够。"
880,false,"交给我处理吧。"
881,false,"我的剑弯了。"
882,false,"未使用882"
883,false,"未使用883"
884,false,"是！"
885,false,"轻敌就意味着死！"
886,false,"未使用886"
887,false,"这里面是商店。"
888,false,"不要大声吵吵。"
889,false,"是我的错觉吗？"
890,false,"要明天才能轮休啊。"
891,false,"未使用891"
892,false,"未使用892"
893,false,"未使用893"
894,false,"未使用894"
895,false,"未使用895"
896,false,"未使用896"
897,false,"未使用897"
898,false,"一切正常……"
899,false,"未使用899"
900,false,"未使用900"
901,false,"未使用901"
902,false,"未使用902"
903,false,"未使用903"
904,false,"要小心帝国兵。"
905,false,"吃啊，吃啊。"
906,false,"起雾了……"
907,false,"未使用907"
908,false,"路上小心。"
909,false,"未使用909"
910,false,"未使用910"
911,false,"未使用911"
912,false,"未使用912"
913,false,"未使用913"
914,false,"未使用914"
915,false,"未使用915"
916,false,"未使用916"
917,false,"千万不要太大意。"
918,false,"帝国兵近在咫尺。"
919,false,"未使用919"
920,false,"未使用920"
921,false,"未使用921"
922,false,"未使用922"
923,false,"未使用923"
924,false,"未使用924"
925,false,"緊張しちまって…"
926,false,"步法不要乱！"
927,false,"不要妨碍我工作……"
928,false,"帝国兵何时会攻来啊……"
929,false,"未使用929"
930,false,"未使用930"
931,false,"安静点！我没法专心侦查了。"
932,false,"千万不能大意。"
933,false,"不要忘记每一刻都是战时。"
934,false,"那里是不是有点可疑？"
935,false,"未使用935"
936,false,"未使用936"
937,false,"未使用937"
938,false,"未使用938"
939,false,"工厂禁止外人进入。"
940,false,"未使用940"
941,false,"唔……这书真难懂。"
942,false,"未使用942"
943,false,"他只是太紧张，别管他了。"
944,false,"未使用944"
945,false,"未使用945"
946,false,"未使用946"
947,false,"混蛋，你说什么？"
948,false,"谁怕谁啊，放马过来啊！"
949,false,"27……28……"
950,false,"未使用950"
951,false,"好了……"
952,false,"未使用952"
953,false,"还挺不错。"
954,false,"未使用954"
955,false,"你觉得怎么样？"
956,false,"未使用955"
957,false,"未使用956"
958,false,"未使用957"
959,false,"未使用958"
960,false,"未使用959"
961,false,"未使用960"
962,false,"未使用961"
963,false,"未使用962"
964,false,"未使用963"
965,false,"未使用964"
966,false,"一切正常。"
967,false,"身体重心太不稳了！"
968,false,"未使用968"
969,false,"不要轻易地接近帝国军哦。"
970,false,"我在执行警戒，<br>别在我跟前晃来晃去的。"
971,false,"这里是青磷精炼所。"
972,false,"未使用972"
973,false,"未使用973"
974,false,"未使用974"
975,false,"未使用975"
976,false,"未使用976"
977,false,"未使用977"
978,false,"护卫就交给我吧。"
979,false,"运出的日子大概定了。"
980,false,"差不多该交班了。"
981,false,"未使用：荒：会話00669"
982,false,"未使用：荒：会話00670"
983,false,"未使用：荒：会話00671"
984,false,"未使用：荒：会話00672"
985,false,"未使用：荒：会話00673"
986,false,"未使用：荒：会話00674"
987,false,"未使用：荒：会話00675"
988,false,"未使用：荒：会話00676"
989,false,"未使用：荒：会話00677"
990,false,"未使用：荒：会話00678"
991,false,"未使用：荒：会話00679"
992,false,"未使用：荒：会話00680"
993,false,"未使用：荒：会話00681"
994,false,"未使用：荒：会話00682"
995,false,"未使用：荒：会話00683"
996,false,"未使用：荒：会話00684"
997,false,"希望你来世幸福……"
998,false,"不要丢下我一个人……"
999,false,"未使用：荒：会話00687"
1000,false,"真是没完没了。"
1001,false,"……"
1002,false,"未使用"
1003,false,"为他祈祷吧。"
1004,false,"好的，请稍等。"
1005,false,"来运送尸体的吗？"
1006,false,"请让让……"
1007,false,"没有什么稀罕东西吗？"
1008,false,"快点决定要买啥吧……"
1009,false,"请把那个拿给我。"
1010,false,"什么事？"
1011,false,"要买什么？"
1012,false,"愿札尔神指引你……"
1013,false,"战争神哈罗妮啊，<br>将我的忠义化作巨盾！"
1014,false,"战争神哈罗妮啊，<br>将我的忠义化作巨剑！"
1015,false,"未使用"
1016,false,"干掉他们！"
1017,false,"给我上！快上！"
1018,false,"看招！"
1019,false,"尝尝这个！"
1020,false,"这臭家伙！"
1021,false,"这下怎么样！"
1022,false,"嗷——"
1023,false,"嗷呜——"
1024,false,"唔……"
1025,false,"要去教会吗？"
1026,false,"没有情况。"
1027,false,"要休息的话就请住我们这儿吧！"
1028,false,"应该没问题吧……"
1029,false,"没被人看到吧……"
1030,false,"试试穿越黑衣森林的那条路吧。"
1031,false,"没问题吗？"
1032,false,"来接我们的人还没到吗？"
1033,false,"还没到啊。"
1034,false,"真是个鸟不拉屎的地方。"
1035,false,"哟，你好。"
1036,false,"请慢慢享用。"
1037,false,"咕哎！"
1038,false,"喝啊！"
1039,false,"干活了干活了……"
1040,false,"又有什么麻烦事了？"
1041,false,"下一次的侦察任务下来了。"
1042,false,"真是不知吸取教训的家伙。"
1043,false,"又是那个商人吗……"
1044,false,"未使用1044"
1045,false,"未使用1045"
1046,false,"蜥蜴人算什么东西！"
1047,false,"说得好！"
1048,false,"已经去了的人就忘了她吧。"
1049,false,"她可是我最好的朋友！"
1050,false,"未使用：荒：会話00727"
1051,false,"未使用：荒：会話00728"
1052,false,"欢迎光临！"
1053,false,"门到哪里去了？"
1054,false,"马上就做好了。"
1055,false,"劳班……劳班……<br>我才是你的……女王……"
1056,false,"快点回乌尔达哈吧。"
1057,false,"到底放在哪儿了……"
1058,false,"早点送去教会那边吧。"
1059,false,"嗯……"
1060,false,"未使用：荒：会話00737"
1061,false,"又多了2具尸体……"
1062,false,"不要做出什么可疑的举动哦。"
1063,false,"唔唔唔……"
1064,false,"未使用：荒：会話00741"
1065,false,"未使用：荒：会話00742"
1066,false,"要求太高了……"
1067,false,"下次要挖得更深一些。"
1068,false,"碎石都分拣出去了吧？"
1069,false,"不要大意哦。"
1070,false,"我们要让市场再次热闹起来。"
1071,false,"我丈夫又去发掘遗迹了……"
1072,false,"为什么我要做这些……"
1073,false,"遗迹探索是很浪漫的啊。"
1074,false,"真那样就好了。"
1075,false,"机率还是很高的……"
1076,false,"我一定要挖到秘银！"
1077,false,"都搞定了！"
1078,false,"总有一天我也要发大财。"
1079,false,"客人啊……再来些客人啊……"
1080,false,"钱……再来些钱……"
1081,false,"我还听说啊……"
1082,false,"不是吧……"
1083,false,"你安心地去吧……"
1084,false,"她、她俩干嘛要看着我……"
1085,false,"未使用：荒：会話00762"
1086,false,"未使用：荒：会話00763"
1087,false,"未使用：荒：会話00764"
1088,false,"嗯，一切正常。"
1089,false,"未使用：荒：会話00766"
1090,false,"未使用：荒：会話00767"
1091,false,"未使用：荒：会話00768"
1092,false,"饭还没好吗……"
1093,false,"未使用：荒：会話00770"
1094,false,"我当然知道这个啦……"
1095,false,"阿拉米格的血充满了荣耀！"
1096,false,"未使用：荒：会話00773"
1097,false,"你也是来嘲笑我们的吗？"
1098,false,"嘿咻！"
1099,false,"未使用：荒：会話00776"
1100,false,"已经没有退路了！"
1101,false,"你冷静一点……"
1102,false,"未使用：荒：会話00779"
1103,false,"旧伤又发作了……"
1104,false,"未使用：荒：会話00781"
1105,false,"未使用：荒：会話00782"
1106,false,"未使用：荒：会話00783"
1107,false,"这是我们恒辉队的秘密特训！"
1108,false,"未使用：荒：会話00785"
1109,false,"未使用：荒：会話00786"
1110,false,"未使用：荒：会話00787"
1111,false,"嘿！"
1112,false,"未使用：荒：会話00789"
1113,false,"未使用：荒：会話00790"
1114,false,"哈！"
1115,false,"未使用：荒：会話00792"
1116,false,"耶！"
1117,false,"都给我认真点！"
1118,false,"未使用：荒：会話00795"
1119,false,"未使用：荒：会話00796"
1120,false,"未使用：荒：会話00797"
1121,false,"未使用：荒：会話00798"
1122,false,"未使用：荒：会話00799"
1123,false,"未使用：荒：会話00800"
1124,false,"未使用：荒：会話00801"
1125,false,"未使用：荒：会話00802"
1126,false,"要摆摊的话就到这里面去吧。"
1127,false,"你可不要在这里乱来。"
1128,false,"未使用：荒：会話00805"
1129,false,"未使用：荒：会話00806"
1130,false,"未使用：荒：会話00807"
1131,false,"我一箭就射中了！"
1132,false,"真厉害！"
1133,false,"下次去猎什么呢？"
1134,false,"希望能猎到大家伙呢。"
1135,false,"未使用：荒：会話00812"
1136,false,"未使用：荒：会話00813"
1137,false,"未使用：荒：会話00814"
1138,false,"未使用：荒：会話00815"
1139,false,"未使用：荒：会話00816"
1140,false,"未使用：荒：会話00817"
1141,false,"你要预读敌人的动向。"
1142,false,"哎？我、我该怎么回应……"
1143,false,"未使用：荒：会話00820"
1144,false,"未使用：荒：会話00821"
1145,false,"下一次我们去猎什么呢？"
1146,false,"这烤的真好啊，看着就好吃！"
1147,false,"未使用：荒：会話00824"
1148,false,"魔物可千万别来这里啊……"
1149,false,"未使用：荒：会話00826"
1150,false,"未使用：荒：会話00827"
1151,false,"未使用：荒：会話00828"
1152,false,"未使用：荒：会話00829"
1153,false,"未使用：荒：会話00830"
1154,false,"未使用：荒：会話00831"
1155,false,"未使用：荒：会話00832"
1156,false,"阳光太刺眼了……"
1157,false,"一会儿就到处都是沙子……"
1158,false,"未使用：荒：会話00835"
1159,false,"未使用：荒：会話00836"
1160,false,"未使用：荒：会話00837"
1161,false,"嘿咻！嘿咻！"
1162,false,"未使用：荒：会話00839"
1163,false,"未使用：荒：会話00840"
1164,false,"未使用：荒：会話00841"
1165,false,"未使用：荒：会話00842"
1166,false,"未使用：荒：会話00843"
1167,false,"未使用：荒：会話00844"
1168,false,"未使用：荒：会話00845"
1169,false,"未使用：荒：会話00846"
1170,false,"未使用：荒：会話00847"
1171,false,"未使用：荒：会話00848"
1172,false,"未使用：荒：会話00849"
1173,false,"未使用：荒：会話00850"
1174,false,"未使用：荒：会話00851"
1175,false,"未使用：荒：会話00852"
1176,false,"未使用：荒：会話00853"
1177,false,"未使用：荒：会話00854"
1178,false,"未使用：荒：会話00855"
1179,false,"未使用：荒：会話00856"
1180,false,"未使用：荒：会話00857"
1181,false,"未使用：荒：会話00858"
1182,false,"未使用：荒：会話00859"
1183,false,"未使用：荒：会話00860"
1184,false,"未使用：荒：会話00861"
1185,false,"未使用：荒：会話00862"
1186,false,"未使用：荒：会話00863"
1187,false,"未使用：荒：会話00864"
1188,false,"未使用：荒：会話00865"
1189,false,"未使用：荒：会話00866"
1190,false,"未使用：荒：会話00867"
1191,false,"未使用：荒：会話00868"
1192,false,"未使用：荒：会話00869"
1193,false,"未使用：荒：会話00870"
1194,false,"未使用：荒：会話00871"
1195,false,"未使用：荒：会話00872"
1196,false,"未使用：荒：会話00873"
1197,false,"未使用：荒：会話00874"
1198,false,"未使用：荒：会話00875"
1199,false,"未使用：荒：会話00876"
1200,false,"未使用：荒：会話00877"
1201,false,"未使用：荒：会話00878"
1202,false,"未使用：荒：会話00879"
1203,false,"未使用：荒：会話00880"
1204,false,"未使用：荒：会話00881"
1205,false,"未使用：荒：会話00882"
1206,false,"未使用：荒：会話00883"
1207,false,"未使用：荒：会話00884"
1208,false,"未使用：荒：会話00885"
1209,false,"未使用：荒：会話00886"
1210,false,"未使用：荒：会話00887"
1211,false,"未使用：荒：会話00888"
1212,false,"未使用：荒：会話00889"
1213,false,"未使用：荒：会話00890"
1214,false,"未使用：荒：会話00891"
1215,false,"未使用：荒：会話00892"
1216,false,"未使用：荒：会話00893"
1217,false,"未使用：荒：会話00894"
1218,false,"未使用：荒：会話00895"
1219,false,"未使用：荒：会話00896"
1220,false,"未使用：荒：会話00897"
1221,false,"未使用：荒：会話00898"
1222,false,"未使用：荒：会話00899"
1223,false,"未使用：荒：会話00900"
1224,false,"未使用：荒：会話00901"
1225,false,"未使用：荒：会話00902"
1226,false,"未使用：荒：会話00903"
1227,false,"未使用：荒：会話00904"
1228,false,"未使用：荒：会話00905"
1229,false,"未使用：荒：会話00906"
1230,false,"未使用：荒：会話00907"
1231,false,"未使用：荒：会話00908"
1232,false,"未使用：荒：会話00909"
1233,false,"未使用：荒：会話00910"
1234,false,"未使用：荒：会話00911"
1235,false,"未使用：荒：会話00912"
1236,false,"未使用：荒：会話00913"
1237,false,"未使用：荒：会話00914"
1238,false,"未使用：荒：会話00915"
1239,false,"未使用：荒：会話00916"
1240,false,"未使用：荒：会話00917"
1241,false,"未使用：荒：会話00918"
1242,false,"未使用：荒：会話00919"
1243,false,"未使用：荒：会話00920"
1244,false,"未使用：荒：会話00921"
1245,false,"未使用：荒：会話00922"
1246,false,"未使用：荒：会話00923"
1247,false,"未使用：荒：会話00924"
1248,false,"未使用：荒：会話00925"
1249,false,"未使用：荒：会話00926"
1250,false,"未使用：荒：会話00927"
1251,false,"未使用：荒：会話00928"
1252,false,"未使用：荒：会話00929"
1253,false,"未使用：荒：会話00930"
1254,false,"未使用：荒：会話00931"
1255,false,"未使用：荒：会話00932"
1256,false,"未使用：荒：会話00933"
1257,false,"未使用：荒：会話00934"
1258,false,"未使用：荒：会話00935"
1259,false,"未使用：荒：会話00936"
1260,false,"未使用：荒：会話00937"
1261,false,"未使用：荒：会話00938"
1262,false,"未使用：荒：会話00939"
1263,false,"未使用：荒：会話00940"
1264,false,"未使用：荒：会話00941"
1265,false,"未使用：荒：会話00942"
1266,false,"未使用：荒：会話00943"
1267,false,"未使用：荒：会話00944"
1268,false,"未使用：荒：会話00945"
1269,false,"未使用：荒：会話00946"
1270,false,"未使用：荒：会話00947"
1271,false,"未使用：荒：会話00948"
1272,false,"未使用：荒：会話00949"
1273,false,"未使用：荒：会話00950"
1274,false,"未使用：荒：会話00951"
1275,false,"未使用：荒：会話00952"
1276,false,"未使用：荒：会話00953"
1277,false,"未使用：荒：会話00954"
1278,false,"未使用：荒：会話00955"
1279,false,"未使用：荒：会話00956"
1280,false,"未使用：荒：会話00957"
1281,false,"未使用：荒：会話00958"
1282,false,"未使用：荒：会話00959"
1283,false,"未使用：荒：会話00960"
1284,false,"未使用：荒：会話00961"
1285,false,"未使用：荒：会話00962"
1286,false,"未使用：荒：会話00963"
1287,false,"未使用：荒：会話00964"
1288,false,"未使用：荒：会話00965"
1289,false,"未使用：荒：会話00966"
1290,false,"未使用：荒：会話00967"
1291,false,"未使用：荒：会話00968"
1292,false,"未使用：荒：会話00969"
1293,false,"未使用：荒：会話00970"
1294,false,"未使用：荒：会話00971"
1295,false,"未使用：荒：会話00972"
1296,false,"未使用：荒：会話00973"
1297,false,"未使用：荒：会話00974"
1298,false,"未使用：荒：会話00975"
1299,false,"未使用：荒：会話00976"
1300,false,"未使用：荒：会話00977"
1301,false,"未使用：荒：会話00978"
1302,false,"未使用：荒：会話00979"
1303,false,"未使用：荒：会話00980"
1304,false,"未使用：荒：会話00981"
1305,false,"未使用：荒：会話00982"
1306,false,"未使用：荒：会話00983"
1307,false,"未使用：荒：会話00984"
1308,false,"未使用：荒：会話00985"
1309,false,"未使用：荒：会話00986"
1310,false,"未使用：荒：会話00987"
1311,false,"未使用：荒：会話00988"
1312,false,"未使用：荒：会話00989"
1313,false,"未使用：荒：会話00990"
1314,false,"未使用：荒：会話00991"
1315,false,"未使用：荒：会話00992"
1316,false,"未使用：荒：会話00993"
1317,false,"未使用：荒：会話00994"
1318,false,"未使用：荒：会話00995"
1319,false,"未使用：荒：会話00996"
1320,false,"未使用：荒：会話00997"
1321,false,"未使用：荒：会話00998"
1322,false,"未使用：荒：会話00999"
1323,false,"未使用：荒：会話01000"
1324,false,"森林是属于我们的！"
1325,false,"你们逃不掉了！"
1326,false,"接招！"
1327,false,"滚开！"
1328,false,"这个怎么样！"
1329,false,"呀啊！"
1330,false,"滚开！"
1331,false,"去死吧！"
1332,false,"看招！"
1333,false,"为了王室！"
1334,false,"我可不会输给年轻人！"
1335,false,"嘿！"
1336,false,"喝！"
1337,false,"哈！"
1338,false,"死吧！"
1339,false,"想得美！"
1340,false,"堕落的臭海盗们！"
1341,false,"给我滚开！"
1342,false,"呀啊啊！"
1343,false,"嚯！"
1344,false,"这个怎么样？"
1345,false,"嘿呀！"
1346,false,"飞空艇是我们的！"
1347,false,"夺回飞空艇！"
1348,false,"该死的帝国走狗！"
1349,false,"为了艾欧泽亚！"
1350,false,"用沙子扬他们的眼睛！"
1351,false,"给我死吧！"
1352,false,"呀嘿！"
1353,false,"没人能打败我！"
1354,false,"就算堵上我这条命！<br>也要干掉你！"
1355,false,"看招！"
1356,false,"怎么了阿尔迪斯，<br>只有这两下子么！"
1357,false,"闇を謳い…死を言祝げ…！"
1358,false,"今早钓到的鲜鱼啊！"
1359,false,"我来看看……"
1360,false,"还活蹦乱跳的呢啊。"
1361,false,"未使用：海：会話00854"
1362,false,"在海上遇到风暴了呢。"
1363,false,"能平安无事真是太好了。"
1364,false,"礼物呢？"
1365,false,"未使用：海：会話00858"
1366,false,"没有这回事啦。"
1367,false,"我什么都不知道。"
1368,false,"看什么看！"
1369,false,"你是白痴么。"
1370,false,"想尝尝苦头吗？"
1371,false,"别靠过来！"
1372,false,"反正都是我的错……"
1373,false,"未使用：海：会話00866"
1374,false,"未使用：海：会話00867"
1375,false,"来干点有趣的事吧……"
1376,false,"呵呵。"
1377,false,"嘻嘻。"
1378,false,"未使用：海：会話00871"
1379,false,"看你以后还敢不敢！"
1380,false,"海关在哪里……"
1381,false,"检查货物要等多长时间？"
1382,false,"税率好高啊……"
1383,false,"未使用：海：会話00876"
1384,false,"嘿！"
1385,false,"呼呼。"
1386,false,"好样的，哈哈。"
1387,false,"来吧！"
1388,false,"哎呀哎呀！"
1389,false,"真是让人跃跃欲试啊。"
1390,false,"下一场也不好对付呢。"
1391,false,"毕竟对手都是活人嘛。"
1392,false,"哎，什么都钓不到呢……"
1393,false,"……我感受到了宇宙的真理！"
1394,false,"四处洋溢着杀气……一切正常！"
1395,false,"很好……一切顺利。"
1396,false,"我们的人又赢了！"
1397,false,"嗯，葡萄酒没有问题……"
1398,false,"看来是在搬运时磕碰到的……"
1399,false,"可不要上去啊……"
1400,false,"这里怎么又搞得乱七八糟……"
1401,false,"这次好多了……"
1402,false,"未使用：海：会話00895"
1403,false,"未使用：海：会話00896"
1404,false,"未使用：海：会話00897"
1405,false,"未使用：海：会話00898"
1406,false,"未使用：海：会話00899"
1407,false,"未使用：海：会話00900"
1408,false,"未使用：海：会話00901"
1409,false,"未使用：海：会話00902"
1410,false,"未使用：海：会話00903"
1411,false,"未使用：海：会話00904"
1412,false,"未使用：海：会話00905"
1413,false,"未使用：海：会話00906"
1414,false,"未使用：海：会話00907"
1415,false,"未使用：海：会話00908"
1416,false,"未使用：海：会話00909"
1417,false,"未使用：海：会話00910"
1418,false,"未使用：海：会話00911"
1419,false,"未使用：海：会話00912"
1420,false,"未使用：海：会話00913"
1421,false,"未使用：海：会話00914"
1422,false,"未使用：海：会話00915"
1423,false,"未使用：海：会話00916"
1424,false,"未使用：海：会話00917"
1425,false,"未使用：海：会話00918"
1426,false,"未使用：海：会話00919"
1427,false,"未使用：海：会話00920"
1428,false,"未使用：海：会話00921"
1429,false,"未使用：海：会話00922"
1430,false,"未使用：海：会話00923"
1431,false,"未使用：海：会話00924"
1432,false,"未使用：海：会話00925"
1433,false,"未使用：海：会話00926"
1434,false,"未使用：海：会話00927"
1435,false,"未使用：海：会話00928"
1436,false,"未使用：海：会話00929"
1437,false,"未使用：海：会話00930"
1438,false,"未使用：海：会話00931"
1439,false,"未使用：海：会話00932"
1440,false,"未使用：海：会話00933"
1441,false,"未使用：海：会話00934"
1442,false,"未使用：海：会話00935"
1443,false,"未使用：海：会話00936"
1444,false,"未使用：海：会話00937"
1445,false,"未使用：海：会話00938"
1446,false,"未使用：海：会話00939"
1447,false,"未使用：海：会話00940"
1448,false,"未使用：海：会話00941"
1449,false,"未使用：海：会話00942"
1450,false,"未使用：海：会話00943"
1451,false,"未使用：海：会話00944"
1452,false,"这猪真能吃啊。"
1453,false,"未使用：海：会話00946"
1454,false,"未使用：海：会話00947"
1455,false,"未使用：海：会話00948"
1456,false,"未使用：海：会話00949"
1457,false,"未使用：海：会話00950"
1458,false,"未使用：海：会話00951"
1459,false,"未使用：海：会話00952"
1460,false,"未使用：海：会話00953"
1461,false,"未使用：海：会話00954"
1462,false,"未使用：海：会話00955"
1463,false,"未使用：海：会話00956"
1464,false,"未使用：海：会話00957"
1465,false,"未使用：海：会話00958"
1466,false,"未使用：海：会話00959"
1467,false,"未使用：海：会話00960"
1468,false,"未使用：海：会話00961"
1469,false,"未使用：海：会話00962"
1470,false,"未使用：海：会話00963"
1471,false,"未使用：海：会話00964"
1472,false,"未使用：海：会話00965"
1473,false,"未使用：海：会話00966"
1474,false,"未使用：海：会話00967"
1475,false,"未使用：海：会話00968"
1476,false,"未使用：海：会話00969"
1477,false,"未使用：海：会話00970"
1478,false,"未使用：海：会話00971"
1479,false,"未使用：海：会話00972"
1480,false,"未使用：海：会話00973"
1481,false,"未使用：海：会話00974"
1482,false,"未使用：海：会話00975"
1483,false,"未使用：海：会話00976"
1484,false,"未使用：海：会話00977"
1485,false,"未使用：海：会話00978"
1486,false,"未使用：海：会話00979"
1487,false,"未使用：海：会話00980"
1488,false,"未使用：海：会話00981"
1489,false,"未使用：海：会話00982"
1490,false,"未使用：海：会話00983"
1491,false,"未使用：海：会話00984"
1492,false,"未使用：海：会話00985"
1493,false,"未使用：海：会話00986"
1494,false,"未使用：海：会話00987"
1495,false,"未使用：海：会話00988"
1496,false,"未使用：海：会話00989"
1497,false,"未使用：海：会話00990"
1498,false,"未使用：海：会話00991"
1499,false,"未使用：海：会話00992"
1500,false,"未使用：海：会話00993"
1501,false,"未使用：海：会話00994"
1502,false,"未使用：海：会話00995"
1503,false,"未使用：海：会話00996"
1504,false,"未使用：海：会話00997"
1505,false,"未使用：海：会話00998"
1506,false,"未使用：海：会話00999"
1507,false,"未使用：海：会話01000"
1508,false,"未使用：海：会話01001"
1509,false,"未使用：海：会話01002"
1510,false,"未使用：海：会話01003"
1511,false,"未使用：海：会話01004"
1512,false,"未使用：海：会話01005"
1513,false,"未使用：海：会話01006"
1514,false,"未使用：海：会話01007"
1515,false,"未使用：海：会話01008"
1516,false,"未使用：海：会話01009"
1517,false,"未使用：海：会話01010"
1518,false,"未使用：海：会話01011"
1519,false,"未使用：海：会話01012"
1520,false,"未使用：海：会話01013"
1521,false,"未使用：海：会話01014"
1522,false,"未使用：海：会話01015"
1523,false,"未使用：海：会話01016"
1524,false,"未使用：海：会話01017"
1525,false,"未使用：海：会話01018"
1526,false,"未使用：海：会話01019"
1527,false,"未使用：海：会話01020"
1528,false,"未使用：海：会話01021"
1529,false,"未使用：海：会話01022"
1530,false,"未使用：海：会話01023"
1531,false,"未使用：海：会話01024"
1532,false,"未使用：海：会話01025"
1533,false,"未使用：海：会話01026"
1534,false,"鱼，鱼哦。"
1535,false,"网仓怎么走呢……"
1536,false,"姑娘，给我来10条。"
1537,false,"有什么推荐吗？"
1538,false,"要选哪个呢……"
1539,false,"未使用：海：会話01032"
1540,false,"钓竿真不错啊。"
1541,false,"未使用：海：会話01034"
1542,false,"这可真少见……"
1543,false,"未使用：海：会話01036"
1544,false,"未使用：海：会話01037"
1545,false,"未使用：海：会話01038"
1546,false,"未使用：海：会話01039"
1547,false,"未使用：海：会話01040"
1548,false,"要怎么办呢。"
1549,false,"果然名不虚传，哈哈。"
1550,false,"未使用：海：会話01043"
1551,false,"呦吼吼哎，边喝酒来边划船。"
1552,false,"呦吼吼哎，我们就是群海盗。"
1553,false,"未使用：海：会話01046"
1554,false,"很擅长钓鱼啊。"
1555,false,"不来点鱼吗？"
1556,false,"这上面就是上层甲板了。"
1557,false,"将这片天空送给你。"
1558,false,"笨蛋么……"
1559,false,"觉悟吧！"
1560,false,"未使用：海：会話01053"
1561,false,"每天都能让你穿着礼服。"
1562,false,"哼，然后呢？"
1563,false,"那就5条全要了！"
1564,false,"未使用：海：会話01057"
1565,false,"未使用：海：会話01058"
1566,false,"未使用：海：会話01059"
1567,false,"未使用：海：会話01060"
1568,false,"未使用：海：会話01061"
1569,false,"未使用：海：会話01062"
1570,false,"未使用：海：会話01063"
1571,false,"未使用：海：会話01064"
1572,false,"未使用：海：会話01065"
1573,false,"未使用：海：会話01066"
1574,false,"未使用：海：会話01067"
1575,false,"未使用：海：会話01068"
1576,false,"未使用：海：会話01069"
1577,false,"未使用：海：会話01070"
