Index,0 [UBYTE] [0x36],1 [STRING] [0x0],2 [STRING] [0x4],3 [UBYTE] [0x37],4 [USHORT] [0x30],5 [UINT] [0x8],6 [USHORT] [0x32],7 [UBYTE] [0x38],8 [UBYTE] [0x39],9 [INT] [0xC],10 [INT] [0x10],11 [INT] [0x14],12 [INT] [0x18],13 [INT] [0x1C],14 [INT] [0x20],15 [INT] [0x24],16 [INT] [0x28],17 [INT] [0x2C],18 [USHORT] [0x34],19 [UBYTE] [0x3A]
366,55,"佣兵传奇：纳纳瓦银山","在纳纳瓦银山完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
367,55,"佣兵传奇：枯骨营地","在枯骨营地完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
368,55,"佣兵传奇：日影地","在日影地完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
369,55,"佣兵传奇：地平营地","在地平营地完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
370,55,"佣兵传奇：丰饶神井","在丰饶神井完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
371,55,"佣兵传奇：秽水营地","在秽水营地完成20个冒险理符佣兵任务。",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
372,55,"萨纳兰之利剑","在萨纳兰的每个以太之光和以太之门各完成20个冒险理符佣兵任务。",10,56,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
373,55,"城邦同盟之利剑","解开“拉诺西亚之利剑”“黑衣森林之利剑”“萨纳兰之利剑”三个成就。",20,57,0,62916,0,0,0,0,0,0,0,0,0,0,0,0,1
374,55,"身经百战的卫士","在拉诺西亚、黑衣森林及萨纳兰的每个以太之光和以太之门各完成1个讨伐令。",5,0,0,62914,0,0,0,0,0,0,0,0,0,0,0,0,1
375,55,"卫士传奇：胡须岩营地","在胡须岩营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
376,55,"卫士传奇：雪松原","在雪松原完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
377,55,"卫士传奇：骷髅谷营地","在骷髅谷营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
378,55,"卫士传奇：不毛丘营地","在不毛丘营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
379,55,"卫士传奇：鲜血滨营地","在鲜血滨岩营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
380,55,"卫士传奇：仙后岩洞","在仙后岩洞完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
381,55,"卫士传奇：黑金湖营地","在黑金湖营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
382,55,"拉诺西亚之坚盾","在拉诺西亚的每个以太之光和以太之门各完成10个讨伐令。",10,58,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
383,55,"卫士传奇：弯枝营地","在弯枝营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
384,55,"卫士传奇：妖精火床","在妖精火床完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
385,55,"卫士传奇：九藤营地","在九藤营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
386,55,"卫士传奇：翠玉藓营地","在翠玉藓营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
387,55,"卫士传奇：私语巨木","在私语巨木地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
388,55,"卫士传奇：姆恩·图伊酿造库","在姆恩·图伊酿造库完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
389,55,"卫士传奇：恬静路营地","在恬静路营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
390,55,"黑衣森林之坚盾","在黑衣森林的每个以太之光和以太之门各完成10个讨伐令。",10,59,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
391,55,"卫士传奇：黑尘营地","在黑尘营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
392,55,"卫士传奇：纳纳瓦银山","在纳纳瓦银山完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
393,55,"卫士传奇：枯骨营地","在枯骨营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
394,55,"卫士传奇：日影地","在日影地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
395,55,"卫士传奇：地平营地","在地平营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
396,55,"卫士传奇：丰饶神井","在丰饶神井完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
397,55,"卫士传奇：秽水营地","在秽水营地完成10个讨伐令。",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0,1
398,55,"萨纳兰之坚盾","在萨纳兰的每个以太之光和以太之门各完成10个讨伐令。",10,60,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
399,55,"城邦同盟之坚盾","解开“拉诺西亚之坚盾”“黑衣森林之坚盾”“萨纳兰之坚盾”三个成就。",20,61,0,62915,0,0,0,0,0,0,0,0,0,0,0,0,1
400,55,"破刃之剑中队新兵","完成10个破刃之剑中队的特殊部队理符任务。",5,0,0,62916,0,1,20,10,0,0,0,0,0,0,0,0,1
401,55,"破刃之剑中队老兵","完成50个破刃之剑中队的特殊部队理符任务。",10,62,0,62916,0,1,20,50,0,0,0,0,0,0,0,0,1
402,55,"阿泽玛之盾中队新兵","完成10个阿泽玛之盾中队的特殊部队理符任务。",5,0,0,62916,0,1,21,10,0,0,0,0,0,0,0,0,1
403,55,"阿泽玛之盾中队老兵","完成50个阿泽玛之盾中队的特殊部队理符任务。",10,63,0,62916,0,1,21,50,0,0,0,0,0,0,0,0,1
404,55,"独角之手小队新兵","完成10个独角之手小队的特殊部队理符任务。",5,0,0,62916,0,1,22,10,0,0,0,0,0,0,0,0,1
405,55,"独角之手小队老兵","完成50个独角之手小队的特殊部队理符任务。",10,64,0,62916,0,1,22,50,0,0,0,0,0,0,0,0,1
406,55,"特殊部队之星","解开“破刃之剑中队老兵”“阿泽玛之盾中队老兵”“独角之手小队老兵”三个成就。",20,65,0,62916,0,2,401,403,405,0,0,0,0,0,0,0,1
407,35,"白银之骑士","完成任务“高举骑士的圣剑”。",5,0,0,26003,4,6,66596,0,0,0,0,0,0,0,0,321,1
408,35,"练气之武僧","完成任务“废王的回归”。",5,0,0,26004,4,6,66602,0,0,0,0,0,0,0,0,341,1
409,35,"原初之战士","完成任务“顶级战士”。",5,0,0,26005,4,6,66590,0,0,0,0,0,0,0,0,361,1
410,35,"苍天之龙骑士","完成任务“苍天之龙骑士”。",5,0,0,26006,4,6,66608,0,0,0,0,0,0,0,0,381,1
411,35,"古曲之吟游诗人","完成任务“生命的赞歌”。",5,0,0,26007,4,6,66626,0,0,0,0,0,0,0,0,401,1
412,35,"无瑕之白魔法师","完成任务“镇抚的仪式”。",5,0,0,26008,4,6,66620,0,0,0,0,0,0,0,0,441,1
413,35,"深远之黑魔法师","完成任务“黑魔的引导，法师的真实”。",5,0,0,26009,4,6,66614,0,0,0,0,0,0,0,0,461,1
414,35,"古典战斗主义者","解开“白银之骑士”“练气之武僧”“原初之战士”“苍天之龙骑士”“古曲之吟游诗人”“无瑕之白魔法师”“深远之黑魔法师”“正道之召唤师”“重生之学者”九个成就。",20,66,0,2627,4,2,407,408,409,410,411,412,413,599,600,621,1
415,55,"抗争灵灾之人","完成任务“闭上双眼，则希望满怀”。",20,0,0,26002,0,0,0,0,0,0,0,0,0,0,0,0,1
416,55,"无神论者","在小麦酒港保卫战中打倒第11团高级教士崮布。",5,67,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
417,55,"断剑之人","在林场水车保卫战中打倒天剑之萨扎尔·西罗克。",5,68,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
418,55,"不碎之岩","在黄金集市保卫战中打倒碎岩之塔纳德·夏",5,69,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
419,55,"小麦酒港初级卫士","在小麦酒港保卫战中以10000以上的防卫战绩取得胜利。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
420,55,"小麦酒港低级卫士","在小麦酒港保卫战中以20000以上的防卫战绩取得胜利。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
421,55,"小麦酒港中级卫士","在小麦酒港保卫战中以30000以上的防卫战绩取得胜利。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
422,55,"小麦酒港上级卫士","在小麦酒港保卫战中以40000以上的防卫战绩取得胜利。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
423,55,"小麦酒港卫士长","在小麦酒港保卫战中以50000以上的防卫战绩取得胜利。",10,70,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
424,55,"林场水车初级卫士","在林场水车保卫战中以10000以上的防卫战绩取得胜利。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
425,55,"林场水车低级卫士","在林场水车保卫战中以20000以上的防卫战绩取得胜利。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
426,55,"林场水车中级卫士","在林场水车保卫战中以30000以上的防卫战绩取得胜利。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
427,55,"林场水车上级卫士","在林场水车保卫战中以40000以上的防卫战绩取得胜利。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
428,55,"林场水车卫士长","在林场水车保卫战中以50000以上的防卫战绩取得胜利。",10,71,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
429,55,"黄金集市初级卫士","在黄金集市保卫战中以10000以上的防卫战绩取得胜利。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
430,55,"黄金集市低级卫士","在黄金集市保卫战中以20000以上的防卫战绩取得胜利。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
431,55,"黄金集市中级卫士","在黄金集市保卫战中以30000以上的防卫战绩取得胜利。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
432,55,"黄金集市上级卫士","在黄金集市保卫战中以40000以上的防卫战绩取得胜利。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
433,55,"黄金集市卫士长","在黄金集市保卫战中以50000以上的防卫战绩取得胜利。",10,72,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
434,55,"保卫辅城：小麦酒港","成功保卫小麦酒港5次。",5,0,0,62901,0,1,162,5,0,0,0,0,0,0,0,0,1
435,55,"护卫辅城：小麦酒港","成功保卫小麦酒港10次。",5,0,0,62901,0,1,162,10,0,0,0,0,0,0,0,0,1
436,55,"坚守辅城：小麦酒港","成功保卫小麦酒港50次。",5,0,0,62901,0,1,162,50,0,0,0,0,0,0,0,0,1
437,55,"镇守辅城：小麦酒港","成功保卫小麦酒港100次。",5,0,0,62901,0,1,162,100,0,0,0,0,0,0,0,0,1
438,55,"地灵克星","成功保卫小麦酒港1000次。",10,73,0,62901,0,1,162,1000,0,0,0,0,0,0,0,0,1
439,55,"保卫辅城：林场水车","成功保卫林场水车5次。",5,0,0,62902,0,1,163,5,0,0,0,0,0,0,0,0,1
440,55,"护卫辅城：林场水车","成功保卫林场水车10次。",5,0,0,62902,0,1,163,10,0,0,0,0,0,0,0,0,1
441,55,"坚守辅城：林场水车","成功保卫林场水车50次。",5,0,0,62902,0,1,163,50,0,0,0,0,0,0,0,0,1
442,55,"镇守辅城：林场水车","成功保卫林场水车100次。",5,0,0,62902,0,1,163,100,0,0,0,0,0,0,0,0,1
443,55,"鸟人克星","成功保卫林场水车1000次。",10,74,0,62902,0,1,163,1000,0,0,0,0,0,0,0,0,1
444,55,"保卫辅城：黄金集市","成功保卫黄金集市5次。",5,0,0,62903,0,1,164,5,0,0,0,0,0,0,0,0,1
445,55,"护卫辅城：黄金集市","成功保卫黄金集市10次。",5,0,0,62903,0,1,164,10,0,0,0,0,0,0,0,0,1
446,55,"坚守辅城：黄金集市","成功保卫黄金集市50次。",5,0,0,62903,0,1,164,50,0,0,0,0,0,0,0,0,1
447,55,"镇守辅城：黄金集市","成功保卫黄金集市100次。",5,0,0,62903,0,1,164,100,0,0,0,0,0,0,0,0,1
448,55,"蜥蜴人克星","成功保卫黄金集市1000次。",10,75,0,62903,0,1,164,1000,0,0,0,0,0,0,0,0,1
449,55,"小麦酒港初级补给员","向小麦酒港保交纳指定物品10次。",5,0,0,62901,0,1,165,10,0,0,0,0,0,0,0,0,1
450,55,"小麦酒港低级补给员","向小麦酒港保交纳指定物品100次。",5,0,0,62901,0,1,165,100,0,0,0,0,0,0,0,0,1
451,55,"小麦酒港中级补给员","向小麦酒港保交纳指定物品500次。",5,0,0,62901,0,1,165,500,0,0,0,0,0,0,0,0,1
452,55,"小麦酒港上级补给员","向小麦酒港保交纳指定物品1000次。",5,0,0,62901,0,1,165,1000,0,0,0,0,0,0,0,0,1
453,55,"小麦酒港补给要员","向小麦酒港保交纳指定物品10000次。",10,76,0,62901,0,1,165,10000,0,0,0,0,0,0,0,0,1
454,55,"林场水车初级补给员","向林场水车保交纳指定物品10次。",5,0,0,62902,0,1,166,10,0,0,0,0,0,0,0,0,1
455,55,"林场水车低级补给员","向林场水车保交纳指定物品100次。",5,0,0,62902,0,1,166,100,0,0,0,0,0,0,0,0,1
456,55,"林场水车中级补给员","向林场水车保交纳指定物品500次。",5,0,0,62902,0,1,166,500,0,0,0,0,0,0,0,0,1
457,55,"林场水车上级补给员","向林场水车保交纳指定物品1000次。",5,0,0,62902,0,1,166,1000,0,0,0,0,0,0,0,0,1
458,55,"林场水车补给要员","向林场水车保交纳指定物品10000次。",10,77,0,62902,0,1,166,10000,0,0,0,0,0,0,0,0,1
459,55,"黄金集市初级补给员","向黄金集市保交纳指定物品10次。",5,0,0,62903,0,1,167,10,0,0,0,0,0,0,0,0,1
460,55,"黄金集市低级补给员","向黄金集市保交纳指定物品100次。",5,0,0,62903,0,1,167,100,0,0,0,0,0,0,0,0,1
461,55,"黄金集市中级补给员","向黄金集市保交纳指定物品500次。",5,0,0,62903,0,1,167,500,0,0,0,0,0,0,0,0,1
462,55,"黄金集市上级补给员","向黄金集市保交纳指定物品1000次。",5,0,0,62903,0,1,167,1000,0,0,0,0,0,0,0,0,1
463,55,"黄金集市补给要员","向黄金集市保交纳指定物品10000次。",10,78,0,62903,0,1,167,10000,0,0,0,0,0,0,0,0,1
464,55,"小麦酒港初级军工匠","向小麦酒港保交纳魔晶石武具10次。",5,0,0,62901,0,1,168,10,0,0,0,0,0,0,0,0,1
465,55,"小麦酒港低级军工匠","向小麦酒港保交纳魔晶石武具100次。",5,0,0,62901,0,1,168,100,0,0,0,0,0,0,0,0,1
466,55,"小麦酒港中级军工匠","向小麦酒港保交纳魔晶石武具500次。",5,0,0,62901,0,1,168,500,0,0,0,0,0,0,0,0,1
467,55,"小麦酒港上级军工匠","向小麦酒港保交纳魔晶石武具1000次。",5,0,0,62901,0,1,168,1000,0,0,0,0,0,0,0,0,1
468,55,"小麦酒港御用工匠","向小麦酒港保交纳魔晶石武具10000次。",10,79,0,62901,0,1,168,10000,0,0,0,0,0,0,0,0,1
469,55,"林场水车初级军工匠","向林场水车保交纳魔晶石武具10次。",5,0,0,62902,0,1,169,10,0,0,0,0,0,0,0,0,1
470,55,"林场水车低级军工匠","向林场水车保交纳魔晶石武具100次。",5,0,0,62902,0,1,169,100,0,0,0,0,0,0,0,0,1
471,55,"林场水车中级军工匠","向林场水车保交纳魔晶石武具500次。",5,0,0,62902,0,1,169,500,0,0,0,0,0,0,0,0,1
472,55,"林场水车上级军工匠","向林场水车保交纳魔晶石武具1000次。",5,0,0,62902,0,1,169,1000,0,0,0,0,0,0,0,0,1
473,55,"林场水车御用工匠","向林场水车保交纳魔晶石武具10000次。",10,80,0,62902,0,1,169,10000,0,0,0,0,0,0,0,0,1
474,55,"黄金集市初级军工匠","向黄金集市保交纳魔晶石武具10次。",5,0,0,62903,0,1,170,10,0,0,0,0,0,0,0,0,1
475,55,"黄金集市低级军工匠","向黄金集市保交纳魔晶石武具100次。",5,0,0,62903,0,1,170,100,0,0,0,0,0,0,0,0,1
476,55,"黄金集市中级军工匠","向黄金集市保交纳魔晶石武具500次。",5,0,0,62903,0,1,170,500,0,0,0,0,0,0,0,0,1
477,55,"黄金集市上级军工匠","向黄金集市保交纳魔晶石武具1000次。",5,0,0,62903,0,1,170,1000,0,0,0,0,0,0,0,0,1
478,55,"黄金集市御用工匠","向黄金集市保交纳魔晶石武具10000次。",10,81,0,62903,0,1,170,10000,0,0,0,0,0,0,0,0,1
479,55,"全力应战：小麦酒港","以仅由战斗精英和魔法导师组成的队伍成功保卫小麦酒港。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
480,55,"全力应战：林场水车","以仅由战斗精英和魔法导师组成的队伍成功保卫林场水车。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
481,55,"全力应战：黄金集市","以仅由战斗精英和魔法导师组成的队伍成功保卫黄金集市。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
482,55,"全力后勤：小麦酒港","以仅由大地使者和能工巧匠组成的队伍成功保卫小麦酒港。",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0,1
483,55,"全力后勤：林场水车","以仅由大地使者和能工巧匠组成的队伍成功保卫林场水车。",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0,1
484,55,"全力后勤：黄金集市","以仅由大地使者和能工巧匠组成的队伍成功保卫黄金集市。",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0,1
485,55,"辅城保卫者","完成小麦酒港、林场水车、黄金集市三个辅城的保卫战任务。",5,0,0,62939,0,0,0,0,0,0,0,0,0,0,0,0,1
486,56,"黑兔印的驯鹿先生","收集到驯鹿角和驯鹿装两件套装。",20,82,0,62931,0,0,0,0,0,0,0,0,0,0,0,0,1
487,56,"东方之龙","获得天龙武士盔。",5,0,0,62932,0,0,0,0,0,0,0,0,0,0,0,0,1
488,56,"东方之红龙","获得朱漆天龙武士盔。",5,0,0,62934,0,0,0,0,0,0,0,0,0,0,0,0,1
489,56,"东方之金龙","获得金箔天龙武士盔。",5,0,0,62933,0,0,0,0,0,0,0,0,0,0,0,0,1
490,56,"东方之黑龙","获得黑漆天龙武士盔。",5,0,0,62935,0,0,0,0,0,0,0,0,0,0,0,0,1
491,56,"龙神传说","收集到天龙武士盔、朱漆天龙武士盔、金箔天龙武士盔和黑漆天龙武士盔。",20,83,0,62908,0,0,0,0,0,0,0,0,0,0,0,0,1
492,56,"纯情之证","获得情人坠饰。",5,0,0,62921,0,0,0,0,0,0,0,0,0,0,0,0,1
493,56,"友情之证","获得白金情人坠饰。",5,0,0,62922,0,0,0,0,0,0,0,0,0,0,0,0,1
494,56,"永恋的祝福","获得永恋之羁绊。",5,0,0,62923,0,0,0,0,0,0,0,0,0,0,0,0,1
495,56,"散播爱心之人","获得情人坠饰、白金情人坠饰和永恋之羁绊。",20,84,0,62908,0,0,0,0,0,0,0,0,0,0,0,0,1
496,56,"谒见公主","获得耳饰“桃香”。",20,85,0,62924,0,0,0,0,0,0,0,0,0,0,0,0,1
497,56,"质朴猎蛋人","获得质朴蛋戒指。",5,0,0,62925,0,0,0,0,0,0,0,0,0,0,0,0,1
498,56,"迷彩猎蛋人","获得迷彩蛋戒指。",5,0,0,62928,0,0,0,0,0,0,0,0,0,0,0,0,1
499,56,"三色猎蛋人","获得三色蛋戒指。",5,0,0,62927,0,0,0,0,0,0,0,0,0,0,0,0,1
500,56,"暗黑猎蛋人","获得暗黑蛋戒指。",5,0,0,62926,0,0,0,0,0,0,0,0,0,0,0,0,1
501,56,"秘密的指环","获得陆行鸟蛋戒指。",5,0,0,62929,0,0,0,0,0,0,0,0,0,0,0,0,1
502,56,"知名猎蛋人","解开“质朴猎蛋人”“迷彩猎蛋人”“三色猎蛋人”“暗黑猎蛋人”“秘密的指环”五个成就。",20,86,0,62908,0,0,0,0,0,0,0,0,0,0,0,0,1
503,56,"防爆组敢死队员","获得青蓝君子浴衣或丹红淑女浴衣。",5,0,0,62917,0,0,0,0,0,0,0,0,0,0,0,0,1
504,56,"时髦的防爆组队员","获得碧绿君子浴衣或青蓝淑女浴衣。",5,0,0,62918,0,0,0,0,0,0,0,0,0,0,0,0,1
505,56,"潇洒的防爆组队员","获得墨黑君子浴衣或墨黑淑女浴衣。",5,0,0,62919,0,0,0,0,0,0,0,0,0,0,0,0,1
506,56,"漂亮的防爆组队员","获得粉白君子束裤或粉白淑女束裤。",5,0,0,62936,0,0,0,0,0,0,0,0,0,0,0,0,1
507,56,"优雅的防爆组队员","获得金黄君子束裤或金黄淑女束裤。",5,0,0,62937,0,0,0,0,0,0,0,0,0,0,0,0,1
508,56,"脚下清凉","获得二齿木屐或舟形木屐。",5,0,0,62920,0,0,0,0,0,0,0,0,0,0,0,0,1
509,56,"防爆组终身名誉队员","解开“防爆组敢死队员”“时髦的防爆组队员”“潇洒的防爆组队员”“漂亮的防爆组队员”“优雅的防爆组队员”“脚下清凉”六个成就。",20,87,0,62908,0,0,0,0,0,0,0,0,0,0,0,0,1
510,56,"预示灾变的水晶","获得过属性晶簇",20,88,0,62930,0,0,0,0,0,0,0,0,0,0,0,0,1
511,57,"千狱的心火","在副本任务“托托·拉克侦查令”中打倒“心火蛛蝎”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
512,57,"千狱的明尾","在副本任务“托托·拉克侦查令”中打倒“明尾蛛蝎”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
513,57,"千狱的螯刺","在副本任务“托托·拉克侦查令”中打倒“螯刺蛛蝎”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
514,57,"地狱的巴特拉尔","在副本任务“泽梅尔要塞收复战”中打倒“巴特拉尔”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
515,57,"黄金的守财奴","在副本任务“黄金谷雾中行军”中打倒“守财夫人”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
516,57,"黄金谷财宝猎人","打倒“守财夫人”之后出现5只宝箱。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
517,57,"人为财生","在不使用魔花之果与魔花之根的情况下突破黄金谷。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
518,57,"悲鸣的奇美拉","在副本任务“樵鸣洞流沙迷宫”中打倒“奇美拉”。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
519,57,"樵鸣洞财宝猎人","打倒“奇美拉”之后出现5只宝箱。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
520,57,"团结不破","尽可能在小队队员集体行动的情况下打倒灵蚁禁军元帅并突破樵鸣洞。",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0,1
521,58,"拉诺西亚的旅人","记录过拉诺西亚地区的全部19个以太之光及以太之门。",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
522,58,"黑衣森林的旅人","记录过黑衣森林地区的全部23个以太之光及以太之门。",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
523,58,"萨纳兰的旅人","记录过萨纳兰地区的全部22个以太之光及以太之门。",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
524,58,"库尔札斯的旅人","记录过库尔札斯地区的全部19个以太之光及以太之门。",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
525,58,"摩杜纳的旅人","记录过摩杜纳地区的全部4个以太之光及以太之门。",5,0,0,62909,0,0,0,0,0,0,0,0,0,0,0,0,1
526,58,"放浪之神的垂青","解开“拉诺西亚的旅人”“黑衣森林的旅人”“萨纳兰的旅人”“库尔札斯的旅人”“摩杜纳的旅人”五个成就。",10,105,0,62910,0,0,0,0,0,0,0,0,0,0,0,0,1
527,49,"海上的黑涡勇士","成为黑涡团的正式成员。",5,0,0,62951,4,1,241,0,0,0,0,0,0,0,0,0,1
528,50,"林中的双蛇勇士","成为双蛇党的正式成员。",5,0,0,62952,4,1,242,0,0,0,0,0,0,0,0,0,1
529,51,"沙漠的恒辉勇士","成为恒辉队的正式成员。",5,0,0,62953,4,1,243,0,0,0,0,0,0,0,0,0,1
530,49,"初级军票漩涡","累积获得黑涡团军票数达到10000。",5,0,0,62951,3,1,138,10000,0,0,0,0,0,0,0,0,1
531,49,"中级军票漩涡","累积获得黑涡团军票数达到50000。",5,0,0,62951,3,1,138,50000,0,0,0,0,0,0,0,0,1
532,49,"高级军票漩涡","累积获得黑涡团军票数达到100000。",10,89,0,62951,3,1,138,100000,0,0,0,0,0,0,0,0,1
533,49,"红锚勋章","累积获得黑涡团军票数达到500000。",20,0,2222,62951,3,1,138,500000,0,0,0,0,0,0,0,0,1
534,50,"初级军票牙蛇","累积获得双蛇党军票数达到10000。",5,0,0,62952,3,1,139,10000,0,0,0,0,0,0,0,0,1
535,50,"中级军票牙蛇","累积获得双蛇党军票数达到50000。",5,0,0,62952,3,1,139,50000,0,0,0,0,0,0,0,0,1
536,50,"高级军票牙蛇","累积获得双蛇党军票数达到100000。",10,90,0,62952,3,1,139,100000,0,0,0,0,0,0,0,0,1
537,50,"红木叶勋章","累积获得双蛇党军票数达到500000。",20,0,2221,62952,3,1,139,500000,0,0,0,0,0,0,0,0,1
538,51,"初级军票耀辉","累积获得恒辉队军票数达到10000。",5,0,0,62953,3,1,140,10000,0,0,0,0,0,0,0,0,1
539,51,"中级军票耀辉","累积获得恒辉队军票数达到50000。",5,0,0,62953,3,1,140,50000,0,0,0,0,0,0,0,0,1
540,51,"高级军票耀辉","累积获得恒辉队军票数达到100000。",10,91,0,62953,3,1,140,100000,0,0,0,0,0,0,0,0,1
541,51,"秘银天平章","累积获得恒辉队军票数达到500000。",20,0,2223,62953,3,1,140,500000,0,0,0,0,0,0,0,0,1
542,49,"初级战历漩涡","累计完成黑涡团军队理符10次。",5,0,0,62951,3,1,141,10,0,0,0,0,0,0,0,0,1
543,49,"中级战历漩涡","累计完成黑涡团军队理符100次。",5,0,0,62951,3,1,141,100,0,0,0,0,0,0,0,0,1
544,49,"高级战历漩涡","累计完成黑涡团军队理符200次。",10,92,0,62951,3,1,141,200,0,0,0,0,0,0,0,0,1
545,49,"苍炮勋章","累计完成黑涡团军队理符500次。",20,0,6116,62951,3,1,141,500,0,0,0,0,0,0,0,0,1
546,50,"初级战历牙蛇","累计完成双蛇党军队理符10次。",5,0,0,62952,3,1,142,10,0,0,0,0,0,0,0,0,1
547,50,"中级战历牙蛇","累计完成双蛇党军队理符100次。",5,0,0,62952,3,1,142,100,0,0,0,0,0,0,0,0,1
548,50,"高级战历牙蛇","累计完成双蛇党军队理符200次。",10,93,0,62952,3,1,142,200,0,0,0,0,0,0,0,0,1
549,50,"铁木叶勋章","累计完成双蛇党军队理符500次。",20,0,6117,62952,3,1,142,500,0,0,0,0,0,0,0,0,1
550,51,"初级战历耀辉","累计完成恒辉队军队理符10次。",5,0,0,62953,3,1,143,10,0,0,0,0,0,0,0,0,1
