Index,0 [STRING] [0x4],1 [UBYTE] [0xA],2 [UBYTE] [0xB],3 [BBOOL] [0xD],4 [UBYTE] [0xC],5 [USHORT] [0x8],6 [STRING] [0x0]
455,"VIRTUAL_PAD_TRIANGLE",255,255,false,7,5,"<icon:12><if(INT: 2 ? 1 ) { △键} else { Y键}>"
456,"VIRTUAL_PAD_CIRCLE",255,255,false,7,6,"<icon:9><if(INT: 2 ? 1 ) { ◯键} else { B键}>"
457,"VIRTUAL_PAD_CROSS",255,255,false,7,7,"<icon:10><if(INT: 2 ? 1 ) { ×键} else { A键}>"
458,"VIRTUAL_PAD_SQUARE",255,255,false,7,8,"<icon:11><if(INT: 2 ? 1 ) { □键} else { X键}>"
459,"VIRTUAL_PAD_START",255,255,false,7,9,"<icon:19><if( 2 ) {<switch:START/OPTIONS>} else {START}>键"
460,"VIRTUAL_PAD_SELECT",255,255,false,7,10,"<icon:20><if( 2 ) {<switch:SELECT键/触摸板>} else {BACK键}>"
461,"VIRTUAL_PAD_L1",255,255,false,7,11,"<icon:13><if(INT: 2 ? 1 ) { L1键} else { LB键}>"
462,"VIRTUAL_PAD_L2",255,255,false,7,12,"<icon:15><if(INT: 2 ? 1 ) { L2键} else { LT键}>"
463,"VIRTUAL_PAD_R1",255,255,false,7,13,"<icon:14><if(INT: 2 ? 1 ) { R1键} else { RB键}>"
464,"VIRTUAL_PAD_R2",255,255,false,7,14,"<icon:16><if(INT: 2 ? 1 ) { R2键} else { RT键}>"
465,"VIRTUAL_PAD_L3",255,255,false,7,15,"<icon:17><if(INT: 2 ? 1 ) { L3键} else { 左摇杆按键}>"
466,"VIRTUAL_PAD_R3",255,255,false,7,16,"<icon:18><if(INT: 2 ? 1 ) { R3键} else { 右摇杆按键}>"
467,"VIRTUAL_PAD_LSTICK_UP",255,255,false,7,17,"<icon:21> 左摇杆上方向"
468,"VIRTUAL_PAD_LSTICK_DOWN",255,255,false,7,18,"<icon:21> 左摇杆下方向"
469,"VIRTUAL_PAD_LSTICK_LEFT",255,255,false,7,19,"<icon:21> 左摇杆左方向"
470,"VIRTUAL_PAD_LSTICK_RIGHT",255,255,false,7,20,"<icon:21> 左摇杆右方向"
471,"VIRTUAL_PAD_RSTICK_UP",255,255,false,7,21,"<icon:24> 右摇杆上方向"
472,"VIRTUAL_PAD_RSTICK_DOWN",255,255,false,7,22,"<icon:24> 右摇杆下方向"
473,"VIRTUAL_PAD_RSTICK_LEFT",255,255,false,7,23,"<icon:24> 右摇杆左方向"
474,"VIRTUAL_PAD_RSTICK_RIGHT",255,255,false,7,24,"<icon:24> 右摇杆右方向"
475,"",255,255,false,0,0,""
476,"",255,255,false,0,0,""
477,"",255,255,false,0,0,""
478,"",255,255,false,0,0,""
479,"",255,255,false,0,0,""
480,"",255,255,false,0,0,""
481,"",255,255,false,0,0,""
482,"",255,255,false,0,0,""
483,"",255,255,false,0,0,""
484,"",255,255,false,0,0,""
485,"",255,255,false,0,0,""
486,"",255,255,false,0,0,""
487,"",255,255,false,0,0,""
488,"",255,255,false,0,0,""
489,"",255,255,false,0,0,""
490,"",255,255,false,0,0,""
491,"",255,255,false,0,0,""
492,"",255,255,false,0,0,""
493,"",255,255,false,0,0,""
494,"",255,255,false,0,0,""
495,"",255,255,false,0,0,""
496,"",255,255,false,0,0,""
497,"",255,255,false,0,0,""
498,"",255,255,false,0,0,""
499,"",255,255,false,0,0,""
500,"",255,255,false,0,0,""
