Index,0 Name Lower [0x0],1 [BYTE] [0x10],2 Name Plural [0x4],3 [BYTE] [0x11],4 Starts With Vowel [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 Item Description [0x8],9 Name Upper [0xC],10 Icon Id [0x7C],11 Item Level [0x9E],12 Required Level [0x9F],13 PvP Rank [0xA0],14 Stack Size [0x28],15 [UBYTE] [0xA1],16 Stain Index [0x2C],17 ItemUICategory Index [0xA2],18 ItemSearchCategory Index [0xA3],19 Rarity [0xA4],20 Is HQ [0xB8],21 [BOOL] [0xB9],22 Is Dyeable [0xBA],23 Is Crest [0xBB],24 [UBYTE] [0xA5],25 Materia Count [0xA6],26 [BOOL] [0xBC],27 EquipSlotCategory Index [0xA7],28 Model Primary [0x18],29 Model Secondary [0x20],30 [USHORT] [0x7E],31 BaseParam Index 1 [0x40],32 Param Value 1 [0x92],33 BaseParam Index 2 [0x44],34 Param Value 2 [0x94],35 BaseParam Index 3 [0x48],36 Param Value 3 [0x96],37 BaseParam Index 4 [0x4C],38 Param Value 4 [0x98],39 BaseParam Index 5 [0x50],40 Param Value 5 [0x9A],41 BaseParam Index 6 [0x54],42 Param Value 6 [0x9C],43 ItemSpecialBonus Index [0xA8],44 BaseParam Prime HQ Index 1 [0x58],45 Prime HQ Addition 1 [0xB2],46 BaseParam Prime HQ Index 2 [0x5C],47 Prime HQ Addition 2 [0xB3],48 BaseParam HQ Index 1 [0x60],49 Stat HQ Addition 1 [0xB4],50 BaseParam HQ Index 2 [0x64],51 Stat HQ Addition 2 [0xB5],52 BaseParam HQ Index 3 [0x68],53 Stat HQ Addition 3 [0xB6],54 BaseParam HQ Index 4 [0x6C],55 Stat HQ Addition 4 [0xB7],56 ClassJob Index (Repairer Requirement) [0x70],57 Item Index (Repair Item Requirement) [0x74],58 ClassJob Index (Usage Requirement) [0xA9],59 [UBYTE] [0xAA],60 Physical Damage [0x80],61 Magical Damage [0x82],62 Delay (Miliseconds) [0x84],63 [UBYTE] [0xAB],64 Block Rate [0x86],65 Block [0x88],66 Physical Defense [0x8A],67 Magical Defense [0x8C],68 [UBYTE] [0xAC],69 Cooldown (Seconds) [0x8E],70 ItemAction Index [0x90],71 Is Not Disposable [0xBD],72 Is Unique [0xBE],73 Is Untradeable [0xBF],74 [BOOL] [0xC0],75 Vendor Price A [0x30],76 Vendor Price B [0x34],77 Vendor Price C [0x38],78 Can _ Equip [0xC1],79 Can _ Equip [0xC2],80 Can _ Equip [0xC3],81 Can _ Equip [0xC4],82 Can _ Equip [0xC5],83 Can _ Equip [0xC6],84 Can Males Equip [0xC7],85 Can Females Equip [0xAD],86 ClassJobCategory Index [0x3C],87 [UBYTE] [0xAE],88 GrandCompany Index [0xAF],89 [UBYTE] [0xB0],90 ItemSeries Index [0xB1],91 BaseparamModifier Index [0xC8],92 Is PvP [0x78]
1991,"耀士幻杖",0,"",0,0,1,0,0,"","耀士幻杖",32417,55,50,0,1,2,0,8,0,2,false,true,false,false,0,0,false,1,"701, 7, 1, 0","0, 0, 0, 0",0,5,11,3,11,27,18,0,0,0,0,0,0,2,0,0,0,0,44,13,0,0,0,0,0,0,11,5598,6,3,38,59,2720,3,0,0,0,0,2,0,0,false,true,true,false,4682,9365,23413,true,true,true,true,true,true,true,53,5510,3,10,3,6,false,7645
1992,"莫古莫古幻杖",0,"",0,0,1,0,0,"","莫古莫古幻杖",32413,75,50,0,1,2,0,8,0,3,false,true,false,false,0,0,false,1,"701, 4, 1, 0","0, 0, 0, 0",0,5,17,3,17,6,15,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5598,6,3,42,65,2480,3,0,0,0,0,2,0,0,false,true,true,false,7662,15325,38313,true,true,true,true,true,true,true,53,7535,0,0,0,6,false,7667
1993,"风神诈",0,"",0,0,1,0,0,"","风神诈",32414,70,50,0,1,2,0,8,0,3,false,true,false,false,0,0,false,1,"701, 3, 1, 0","0, 0, 0, 0",0,5,16,3,15,46,21,6,9,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5598,6,3,41,63,2640,3,0,0,0,0,2,0,0,false,true,true,false,7151,14303,35758,true,true,true,true,true,true,true,53,7025,0,0,0,6,false,7646
1994,"土神牧杖",0,"",0,0,1,0,0,"","土神牧杖",32433,80,50,0,1,2,0,9,0,3,false,true,false,false,0,0,false,13,"801, 15, 1, 0","0, 0, 0, 0",0,5,27,3,27,6,23,44,16,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5598,6,3,44,66,3440,3,0,0,0,0,2,0,0,false,true,true,false,8173,16346,40867,true,true,true,true,true,true,true,53,8030,0,0,0,6,false,7667
1995,"风化牧杖",0,"",0,0,1,0,0,"","风化牧杖",32611,1,1,0,1,2,0,9,15,1,false,true,false,false,0,0,false,13,"801, 1, 12, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,13,1,0,0,0,0,0,0,0,0,8,5594,6,3,5,8,3200,3,0,0,0,0,2,0,0,false,false,false,false,64,94,128,true,true,true,true,true,true,true,53,100,0,3,0,6,false,7622
1996,"枫木牧杖",0,"",0,0,1,0,0,"","枫木牧杖",32601,6,6,0,1,2,0,9,15,1,true,true,false,false,9,0,false,13,"801, 1, 1, 0","0, 0, 0, 0",0,5,1,0,0,0,0,0,0,0,0,0,0,1,12,1,13,1,0,0,0,0,0,0,0,0,8,5594,6,3,6,11,3200,3,0,0,0,0,2,0,0,false,false,false,false,173,257,347,true,true,true,true,true,true,true,53,600,0,3,0,6,false,7622
1997,"枫木手杖",0,"",0,0,1,0,0,"","枫木手杖",32607,10,10,0,1,2,0,9,15,1,true,true,false,false,9,0,false,13,"801, 2, 1, 0","0, 0, 0, 0",0,5,2,3,1,44,1,0,0,0,0,0,0,1,12,1,13,2,0,0,0,0,0,0,0,0,8,5594,6,3,8,14,3200,3,0,0,0,0,2,0,0,false,false,false,false,297,446,595,true,true,true,true,true,true,true,53,1000,0,3,0,6,false,7622
1998,"梣木根杖",0,"",0,0,1,0,0,"","梣木根杖",32613,14,14,0,1,2,0,9,15,1,true,true,false,false,9,0,false,13,"801, 3, 2, 0","0, 0, 0, 0",0,5,2,3,1,44,1,0,0,0,0,0,0,1,12,1,13,2,5,1,3,1,44,1,0,0,8,5595,6,3,10,19,3360,3,0,0,0,0,2,0,0,false,false,false,false,473,707,946,true,true,true,true,true,true,true,53,1400,0,3,0,6,false,7622
1999,"以太梣木根杖",0,"",0,0,1,0,0,"","以太梣木根杖",32639,14,14,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 3, 2, 0","0, 0, 0, 0",0,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5595,6,3,11,21,3360,3,0,0,0,0,2,0,0,false,false,true,false,544,813,1088,true,true,true,true,true,true,true,53,1390,0,3,0,6,false,7622
2000,"榆木牧杖",0,"",0,0,1,0,0,"","榆木牧杖",32602,17,17,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 1, 2, 0","0, 0, 0, 0",0,5,3,3,2,44,2,0,0,0,0,0,0,1,12,1,13,2,0,0,3,1,0,0,0,0,8,5595,6,3,12,22,3200,3,0,0,0,0,2,0,0,false,false,false,false,585,882,1175,true,true,true,true,true,true,true,53,1700,0,3,0,6,false,7622
2001,"以太榆木牧杖",0,"",0,0,1,0,0,"","以太榆木牧杖",32635,17,16,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 1, 2, 0","0, 0, 0, 0",0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5595,6,3,13,24,3200,3,0,0,0,0,2,0,0,false,false,true,false,673,1015,1351,true,true,true,true,true,true,true,53,1690,0,3,0,6,false,7622
2002,"榆木手杖",0,"",0,0,1,0,0,"","榆木手杖",32609,20,20,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 2, 3, 0","0, 0, 0, 0",0,5,3,3,3,44,2,0,0,0,0,0,0,1,12,1,13,3,5,1,0,0,44,1,0,0,8,5595,6,3,13,25,3200,3,0,0,0,0,2,0,0,false,false,false,false,744,1116,1488,true,true,true,true,true,true,true,53,2000,0,3,0,6,false,7622
2003,"以太榆木手杖",0,"",0,0,1,0,0,"","以太榆木手杖",32638,20,20,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 2, 3, 0","0, 0, 0, 0",0,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5595,6,3,14,28,3200,3,0,0,0,0,2,0,0,false,false,true,false,855,1283,1711,true,true,true,true,true,true,true,53,1990,0,3,0,6,false,7622
2004,"紫杉根杖",0,"",0,0,1,0,0,"","紫杉根杖",32613,21,21,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 3, 2, 0","0, 0, 0, 0",0,5,4,3,3,44,2,0,0,0,0,0,0,1,12,1,13,3,0,0,3,1,44,1,0,0,8,5596,6,3,14,26,3360,3,0,0,0,0,2,0,0,false,false,false,false,873,1367,2095,true,true,true,true,true,true,true,53,2100,0,3,0,6,false,7623
2005,"以太紫杉根杖",0,"",0,0,1,0,0,"","以太紫杉根杖",32639,21,20,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 3, 2, 0","0, 0, 0, 0",0,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5595,6,3,15,29,3360,3,0,0,0,0,2,0,0,false,false,true,false,1004,1572,2409,true,true,true,true,true,true,true,53,2090,0,3,0,6,false,7623
2006,"医师手杖",0,"",0,0,1,0,0,"","医师手杖",32629,22,20,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 2, 2, 0","0, 0, 0, 0",0,5,4,3,4,27,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5595,6,3,15,30,3200,3,0,0,0,0,2,0,0,false,true,true,false,1165,1897,3211,true,true,true,true,true,true,true,53,2200,0,10,0,6,false,7623
2007,"牙兵牧杖",0,"",0,0,1,0,0,"","牙兵牧杖",32646,23,22,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 1, 0","0, 0, 0, 0",0,5,4,3,4,6,3,0,0,0,0,0,0,2,46,6,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,16,30,3200,3,0,0,0,0,2,0,0,false,true,true,false,1302,2182,4005,true,true,true,true,true,true,true,53,2320,2,10,2,6,false,7623
2008,"漩兵牧杖",0,"",0,0,1,0,0,"","漩兵牧杖",32646,23,22,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 1, 0","0, 0, 0, 0",0,5,4,3,4,6,3,0,0,0,0,0,0,2,46,6,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,16,30,3200,3,0,0,0,0,2,0,0,false,true,true,false,1302,2182,4005,true,true,true,true,true,true,true,53,2330,1,10,1,6,false,7623
2009,"耀兵牧杖",0,"",0,0,1,0,0,"","耀兵牧杖",32646,23,22,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 1, 0","0, 0, 0, 0",0,5,4,3,4,6,3,0,0,0,0,0,0,2,46,6,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,16,30,3200,3,0,0,0,0,2,0,0,false,true,true,false,1302,2182,4005,true,true,true,true,true,true,true,53,2310,3,10,3,6,false,7623
2010,"铜铃紫杉牧杖",0,"",0,0,1,0,0,"","铜铃紫杉牧杖",32603,23,23,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 1, 3, 0","0, 0, 0, 0",0,5,4,3,3,44,3,0,0,0,0,0,0,1,12,2,13,3,0,0,3,1,0,0,0,0,8,5596,6,3,14,27,3200,3,0,0,0,0,2,0,0,false,false,false,false,1092,1830,3359,true,true,true,true,true,true,true,53,2300,0,3,0,6,false,7623
2011,"紫杉手杖",0,"",0,0,1,0,0,"","紫杉手杖",32609,25,25,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 2, 3, 0","0, 0, 0, 0",0,5,5,3,4,44,3,0,0,0,0,0,0,1,12,2,13,3,0,0,3,1,44,1,0,0,8,5596,6,3,15,29,3200,3,0,0,0,0,2,0,0,false,false,false,false,1274,2271,4687,true,true,true,true,true,true,true,53,2500,0,3,0,6,false,7623
2012,"以太紫杉手杖",0,"",0,0,1,0,0,"","以太紫杉手杖",32638,25,25,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 2, 3, 0","0, 0, 0, 0",0,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,17,32,3200,3,0,0,0,0,2,0,0,false,false,true,false,1465,2612,5390,true,true,true,true,true,true,true,53,2490,0,3,0,6,false,7623
2013,"假面太阳",0,"",0,0,1,0,0,"","假面太阳",32619,26,24,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 5, 0","0, 0, 0, 0",0,5,5,3,5,27,6,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,17,33,3360,3,0,0,0,0,2,0,0,false,true,true,false,1846,3360,7254,true,true,true,true,true,true,true,53,2600,0,10,0,6,false,7623
2014,"旧化牧杖",0,"",0,0,1,0,0,"","旧化牧杖",32611,33,38,0,1,2,0,9,15,1,false,true,false,false,0,0,false,13,"801, 1, 12, 0","0, 0, 0, 0",0,5,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,21,38,3200,3,0,0,0,0,2,0,0,false,false,false,false,1215,2430,6078,true,true,true,true,true,true,true,53,3300,0,3,0,6,false,7623
2015,"胡桃木牧杖",0,"",0,0,1,0,0,"","胡桃木牧杖",32604,29,29,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 1, 4, 0","0, 0, 0, 0",0,5,5,3,5,44,4,0,0,0,0,0,0,1,12,2,13,3,5,1,3,1,44,1,0,0,8,5596,6,3,17,32,3200,3,0,0,0,0,2,0,0,false,false,false,false,1850,3586,8546,true,true,true,true,true,true,true,53,2900,0,3,0,6,false,7623
2016,"以太胡桃木牧杖",0,"",0,0,1,0,0,"","以太胡桃木牧杖",32636,29,29,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 1, 4, 0","0, 0, 0, 0",0,5,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,19,35,3200,3,0,0,0,0,2,0,0,false,false,true,false,2127,4123,9827,true,true,true,true,true,true,true,53,2890,0,3,0,6,false,7623
2017,"牙兵手杖",0,"",0,0,1,0,0,"","牙兵手杖",32629,31,30,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 2, 2, 0","0, 0, 0, 0",0,5,7,3,6,6,5,0,0,0,0,0,0,2,46,10,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,20,37,3200,3,0,0,0,0,2,0,0,false,true,true,false,2740,5487,13726,true,true,true,true,true,true,true,53,3120,2,10,2,6,false,7623
2018,"漩兵手杖",0,"",0,0,1,0,0,"","漩兵手杖",32629,31,30,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 2, 2, 0","0, 0, 0, 0",0,5,7,3,6,6,5,0,0,0,0,0,0,2,46,10,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,20,37,3200,3,0,0,0,0,2,0,0,false,true,true,false,2740,5487,13726,true,true,true,true,true,true,true,53,3130,1,10,1,6,false,7623
2019,"耀兵手杖",0,"",0,0,1,0,0,"","耀兵手杖",32629,31,30,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 2, 2, 0","0, 0, 0, 0",0,5,7,3,6,6,5,0,0,0,0,0,0,2,46,10,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,20,37,3200,3,0,0,0,0,2,0,0,false,true,true,false,2740,5487,13726,true,true,true,true,true,true,true,53,3110,3,10,3,6,false,7623
2020,"达兰朵尔之心",0,"",0,0,1,0,0,"","达兰朵尔之心",32631,30,28,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 4, 0","0, 0, 0, 0",0,5,6,3,6,46,8,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5596,6,3,19,36,3360,3,0,0,0,0,2,0,0,false,true,true,false,2645,5206,12740,true,true,true,true,true,true,true,53,3000,0,10,0,6,false,7623
2021,"黑羽手杖",0,"",0,0,1,0,0,"","黑羽手杖",32610,32,32,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 2, 6, 0","0, 0, 0, 0",0,5,6,3,5,44,5,0,0,0,0,0,0,1,12,2,13,4,5,1,3,2,44,1,0,0,8,5597,6,3,18,33,3200,3,0,0,0,0,2,0,0,false,false,false,false,2311,4622,11561,true,true,true,true,true,true,true,53,3200,0,3,0,6,false,7623
2022,"以太黑羽手杖",0,"",0,0,1,0,0,"","以太黑羽手杖",32637,32,32,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 2, 6, 0","0, 0, 0, 0",0,5,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,20,37,3200,3,0,0,0,0,2,0,0,false,false,true,false,2658,5316,13296,true,true,true,true,true,true,true,53,3190,0,3,0,6,false,7623
2023,"橡木根杖",0,"",0,0,1,0,0,"","橡木根杖",32640,35,35,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 3, 3, 0","0, 0, 0, 0",0,5,7,3,6,44,6,0,0,0,0,0,0,1,12,2,13,4,5,1,3,2,44,1,0,0,8,5597,6,3,20,36,3360,3,0,0,0,0,2,0,0,false,false,false,false,2808,5616,14040,true,true,true,true,true,true,true,53,3500,0,3,0,6,false,7623
2024,"以太橡木根杖",0,"",0,0,1,0,0,"","以太橡木根杖",32641,35,35,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 3, 3, 0","0, 0, 0, 0",0,5,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,22,40,3360,3,0,0,0,0,2,0,0,false,false,true,false,3229,6458,16146,true,true,true,true,true,true,true,53,3490,0,3,0,6,false,7623
2025,"血泣",0,"",0,0,1,0,0,"","血泣",32616,37,35,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 17, 0","0, 0, 0, 0",0,5,9,3,8,44,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,24,41,3200,3,0,0,0,0,2,0,0,false,true,true,false,3670,7340,18358,true,true,true,true,true,true,true,53,3700,0,10,0,6,false,7623
2026,"铜铃橡木牧杖",0,"",0,0,1,0,0,"","铜铃橡木牧杖",32605,38,38,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 1, 5, 0","0, 0, 0, 0",0,5,8,3,7,44,7,0,0,0,0,0,0,1,12,2,13,4,5,1,3,2,44,2,0,0,8,5597,6,3,23,38,3200,3,0,0,0,0,2,0,0,false,false,false,false,3218,6437,16099,true,true,true,true,true,true,true,53,3800,0,3,0,6,false,7623
2027,"以太铜铃橡木牧杖",0,"",0,0,1,0,0,"","以太铜铃橡木牧杖",32648,38,35,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 1, 5, 0","0, 0, 0, 0",0,5,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,25,42,3200,3,0,0,0,0,2,0,0,false,false,true,false,3701,7403,18514,true,true,true,true,true,true,true,53,3790,0,3,0,6,false,7623
2028,"密林牧杖",0,"",0,0,1,0,0,"","密林牧杖",32630,40,39,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 3, 0","0, 0, 0, 0",0,5,10,3,10,44,10,0,0,0,0,0,0,2,46,16,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,27,43,3200,3,0,0,0,0,2,0,0,false,true,true,false,4387,8775,21937,true,true,true,true,true,true,true,53,4020,2,10,2,6,false,7623
2029,"碧海根杖",0,"",0,0,1,0,0,"","碧海根杖",32632,40,39,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 6, 0","0, 0, 0, 0",0,5,10,3,10,44,10,0,0,0,0,0,0,2,27,16,0,0,0,0,0,0,0,0,0,0,8,5597,6,3,27,43,3360,3,0,0,0,0,2,0,0,false,true,true,false,4387,8775,21937,true,true,true,true,true,true,true,53,4030,1,10,1,6,false,7623
2030,"萌芽紫檀根杖",0,"",0,0,1,0,0,"","萌芽紫檀根杖",32644,41,41,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 3, 10, 0","0, 0, 0, 0",0,5,9,3,8,44,8,0,0,0,0,0,0,1,12,3,13,4,5,1,3,2,44,2,0,0,8,5598,6,3,25,40,3360,3,0,0,0,0,2,0,0,false,false,false,false,3655,7316,18298,true,true,true,true,true,true,true,53,4101,0,3,0,6,false,7624
2031,"以太萌芽紫檀根杖",0,"",0,0,1,0,0,"","以太萌芽紫檀根杖",32645,41,41,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 3, 10, 0","0, 0, 0, 0",0,5,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,28,44,3360,3,0,0,0,0,2,0,0,false,false,true,false,4203,8413,21043,true,true,true,true,true,true,true,53,4090,0,3,0,6,false,7624
2032,"灵木之杖",0,"",0,0,1,0,0,"","灵木之杖",32649,43,41,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"802, 1, 11, 0","0, 0, 0, 0",0,5,11,3,11,27,17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5598,6,3,30,47,3360,3,0,0,0,0,2,0,0,false,true,true,false,4959,9919,24804,true,true,true,true,true,true,true,53,4300,0,10,0,6,false,7666
2033,"密林根杖",0,"",0,0,1,0,0,"","密林根杖",32620,43,42,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 13, 0","0, 0, 0, 0",0,5,11,3,11,27,17,0,0,0,0,0,0,2,46,19,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,30,47,3360,3,0,0,0,0,2,0,0,false,true,true,false,4959,9919,24804,true,true,true,true,true,true,true,53,4320,2,10,2,6,false,7624
2034,"碧海牧杖",0,"",0,0,1,0,0,"","碧海牧杖",32616,43,42,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 17, 0","0, 0, 0, 0",0,5,11,3,11,44,11,0,0,0,0,0,0,2,46,19,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,30,47,3200,3,0,0,0,0,2,0,0,false,true,true,false,4730,9461,23659,true,true,true,true,true,true,true,53,4330,1,10,1,6,false,7624
2035,"黄沙手杖",0,"",0,0,1,0,0,"","黄沙手杖",32618,43,42,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 2, 5, 0","0, 0, 0, 0",0,5,11,3,11,6,9,0,0,0,0,0,0,2,46,19,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,30,47,3200,3,0,0,0,0,2,0,0,false,true,true,false,4730,9461,23659,true,true,true,true,true,true,true,53,4310,3,10,3,6,false,7624
2036,"牙士根杖",0,"",0,0,1,0,0,"","牙士根杖",32624,46,44,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 11, 0","0, 0, 0, 0",0,5,12,3,11,27,20,0,0,0,0,0,0,4,44,14,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,33,51,3200,3,0,0,0,0,2,0,0,false,true,true,false,5564,11134,27846,true,true,true,true,true,true,true,53,4620,2,10,2,6,false,7624
2037,"漩士根杖",0,"",0,0,1,0,0,"","漩士根杖",32631,46,44,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 4, 0","0, 0, 0, 0",0,5,12,3,11,46,20,0,0,0,0,0,0,4,44,14,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,33,51,3200,3,0,0,0,0,2,0,0,false,true,true,false,5564,11134,27846,true,true,true,true,true,true,true,53,4630,1,10,1,6,false,7624
2038,"耀士根杖",0,"",0,0,1,0,0,"","耀士根杖",32625,46,44,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 3, 12, 0","0, 0, 0, 0",0,5,12,3,11,6,11,0,0,0,0,0,0,4,44,14,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,33,51,3200,3,0,0,0,0,2,0,0,false,true,true,false,5564,11134,27846,true,true,true,true,true,true,true,53,4610,3,10,3,6,false,7624
2039,"翡翠手杖",0,"",0,0,1,0,0,"","翡翠手杖",32617,45,45,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 2, 4, 0","0, 0, 0, 0",0,5,10,3,9,44,10,0,0,0,0,0,0,1,12,3,13,5,5,1,3,2,44,2,0,0,8,5598,6,3,29,45,3200,3,0,0,0,0,2,0,0,false,false,false,false,4092,8184,20460,true,true,true,true,true,true,true,53,4500,0,3,0,6,false,7624
2040,"以太翡翠手杖",0,"",0,0,1,0,0,"","以太翡翠手杖",32647,45,44,0,1,2,0,9,0,7,false,true,false,false,9,0,false,13,"801, 2, 4, 0","0, 0, 0, 0",0,5,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,32,50,3200,3,0,0,0,0,2,0,0,false,false,true,false,4705,9411,23529,true,true,true,true,true,true,true,53,4490,0,3,0,6,false,7624
2041,"古典牧杖",0,"",0,0,1,0,0,"","古典牧杖",32604,41,38,0,1,2,0,9,15,1,true,true,false,false,9,3,true,13,"801, 1, 4, 0","0, 0, 0, 0",0,5,9,3,8,6,7,0,0,0,0,0,0,1,12,3,13,4,5,1,3,2,6,1,0,0,8,5597,6,3,25,40,3200,3,0,0,0,0,2,0,0,false,false,false,false,4358,8723,21817,true,true,true,true,true,true,true,53,4100,0,3,0,6,false,7624
2042,"狱王牧杖",0,"",0,0,1,0,0,"","狱王牧杖",32606,49,47,0,1,2,0,9,0,2,false,true,false,false,0,0,false,13,"801, 1, 7, 0","0, 0, 0, 0",0,5,13,3,12,44,15,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,36,56,3200,3,0,0,0,0,2,0,0,false,true,true,false,6207,12421,31063,true,true,true,true,true,true,true,53,4901,0,10,0,6,false,7624
2043,"札布兰的风暴",0,"",0,0,1,0,0,"","札布兰的风暴",32622,52,50,0,1,2,0,9,15,2,false,true,false,false,0,0,false,13,"801, 3, 7, 0","0, 0, 0, 0",0,5,14,3,13,44,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5598,6,3,37,58,3280,3,0,0,0,0,2,0,0,false,true,false,false,6688,13383,33462,true,true,true,true,true,true,true,53,5200,0,3,0,6,false,7624
2044,"铜铃红木牧杖",0,"",0,0,1,0,0,"","铜铃红木牧杖",32642,49,49,0,1,2,0,9,15,1,true,true,false,false,9,2,true,13,"801, 1, 8, 0","0, 0, 0, 0",0,5,12,3,10,44,12,0,0,0,0,0,0,1,12,4,13,6,5,1,3,2,44,3,0,0,8,5598,6,3,32,50,3200,3,0,0,0,0,2,0,0,false,false,false,false,4966,9937,24850,true,true,true,true,true,true,true,53,4900,0,3,0,6,false,7624
