Index,0 [UBYTE] [0x82],1 [UBYTE] [0x83],2 [USHORT] [0x20],3 [UINT] [0x0],4 [UBYTE] [0x84],5 [BOOL] [0x9C],6 [USHORT] [0x22],7 [USHORT] [0x32],8 [USHORT] [0x42],9 [USHORT] [0x52],10 [USHORT] [0x62],11 [UBYTE] [0x8C],12 [USHORT] [0x72],13 [UBYTE] [0x94],14 [UINT] [0x4],15 [UBYTE] [0x85],16 [BOOL] [0x9D],17 [USHORT] [0x24],18 [USHORT] [0x34],19 [USHORT] [0x44],20 [USHORT] [0x54],21 [USHORT] [0x64],22 [UBYTE] [0x8D],23 [USHORT] [0x74],24 [UBYTE] [0x95],25 [UINT] [0x8],26 [UBYTE] [0x86],27 [BOOL] [0x9E],28 [USHORT] [0x26],29 [USHORT] [0x36],30 [USHORT] [0x46],31 [USHORT] [0x56],32 [USHORT] [0x66],33 [UBYTE] [0x8E],34 [USHORT] [0x76],35 [UBYTE] [0x96],36 [UINT] [0xC],37 [UBYTE] [0x87],38 [BOOL] [0x9F],39 [USHORT] [0x28],40 [USHORT] [0x38],41 [USHORT] [0x48],42 [USHORT] [0x58],43 [USHORT] [0x68],44 [UBYTE] [0x8F],45 [USHORT] [0x78],46 [UBYTE] [0x97],47 [UINT] [0x10],48 [UBYTE] [0x88],49 [BOOL] [0xA0],50 [USHORT] [0x2A],51 [USHORT] [0x3A],52 [USHORT] [0x4A],53 [USHORT] [0x5A],54 [USHORT] [0x6A],55 [UBYTE] [0x90],56 [USHORT] [0x7A],57 [UBYTE] [0x98],58 [UINT] [0x14],59 [UBYTE] [0x89],60 [BOOL] [0xA1],61 [USHORT] [0x2C],62 [USHORT] [0x3C],63 [USHORT] [0x4C],64 [USHORT] [0x5C],65 [USHORT] [0x6C],66 [UBYTE] [0x91],67 [USHORT] [0x7C],68 [UBYTE] [0x99],69 [UINT] [0x18],70 [UBYTE] [0x8A],71 [BOOL] [0xA2],72 [USHORT] [0x2E],73 [USHORT] [0x3E],74 [USHORT] [0x4E],75 [USHORT] [0x5E],76 [USHORT] [0x6E],77 [UBYTE] [0x92],78 [USHORT] [0x7E],79 [UBYTE] [0x9A],80 [UINT] [0x1C],81 [UBYTE] [0x8B],82 [BOOL] [0xA3],83 [USHORT] [0x30],84 [USHORT] [0x40],85 [USHORT] [0x50],86 [USHORT] [0x60],87 [USHORT] [0x70],88 [UBYTE] [0x93],89 [USHORT] [0x80],90 [UBYTE] [0x9B]
60,9,60,2,10591,1,false,710,550,400,40,59,1,60,0,10603,1,false,710,550,400,40,59,1,60,0,10627,1,false,710,550,400,40,88,1,60,0,10633,1,false,710,550,400,40,91,1,60,0,11874,1,false,710,550,400,40,49,1,60,0,11890,1,false,710,550,400,40,48,1,60,0,11906,1,false,710,550,400,40,69,1,60,0,11910,1,false,710,550,400,40,48,1,60,0
61,10,60,2,12525,1,false,600,460,330,40,10,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
62,10,60,2,10669,1,false,710,550,400,40,59,1,60,0,10682,1,false,710,550,400,40,67,1,60,0,10689,1,false,710,550,400,40,48,1,60,0,10724,1,false,710,550,400,40,67,1,60,0,10752,1,false,710,550,400,40,48,1,60,0,10920,1,false,710,550,400,40,38,1,60,0,11898,1,false,710,550,400,40,59,1,60,0,11902,1,false,710,550,400,40,49,1,60,0
63,11,60,2,12547,1,false,670,520,370,40,4,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
64,11,60,2,12707,1,false,710,550,400,40,19,1,60,0,10663,1,false,710,550,400,40,75,1,60,0,10645,1,false,710,550,400,40,77,1,60,0,10885,1,false,710,550,400,40,47,1,60,0,10981,1,false,710,550,400,40,48,1,60,0,10999,1,false,710,550,400,40,68,1,60,0,11035,1,false,710,550,400,40,28,1,60,0,11894,1,false,710,550,400,40,38,1,60,0
65,12,60,2,12566,1,false,640,500,360,40,6,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
66,12,60,2,10717,1,false,710,550,400,40,48,1,60,0,10745,1,false,710,550,400,40,66,1,60,0,10794,1,false,710,550,400,40,48,1,60,0,10836,1,false,710,550,400,40,48,1,60,0,10871,1,false,710,550,400,40,66,1,60,0,10962,1,false,710,550,400,40,48,1,60,0,11982,1,false,710,550,400,40,39,1,60,0,11992,1,false,710,550,400,40,58,1,60,0
67,13,60,2,12592,1,false,640,500,360,40,8,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
68,13,60,2,10703,1,false,710,550,400,40,66,1,60,0,10766,1,false,710,550,400,40,67,1,60,0,10801,1,false,710,550,400,40,53,1,60,0,10850,1,false,710,550,400,40,67,1,60,0,10913,1,false,710,550,400,40,66,1,60,0,10927,1,false,710,550,400,40,48,1,60,0,11964,1,false,710,550,400,40,58,1,60,0,12005,1,false,710,550,400,40,49,1,60,0
69,14,60,2,12603,1,false,640,500,360,40,6,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
70,14,60,2,10651,1,false,710,550,400,40,67,1,60,0,10657,1,false,710,550,400,40,68,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
71,15,60,2,12892,1,false,670,520,370,40,2,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
72,15,60,2,12854,1,false,710,550,400,40,28,1,60,0,12860,1,false,710,550,400,40,28,1,60,0,12864,1,false,710,550,400,40,34,1,60,0,12868,1,false,710,550,400,40,47,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
73,8,60,2,18036,1,false,580,450,320,40,94,1,61,0,18037,1,false,580,450,320,40,94,1,61,0,18041,1,false,530,420,300,40,94,1,61,0,19516,1,false,580,450,320,40,68,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
74,8,62,2,18193,1,false,660,520,370,40,105,1,62,0,18197,1,false,660,520,370,40,87,1,62,0,19520,1,false,660,520,370,40,59,1,62,0,19522,1,false,660,520,370,40,68,1,62,0,19728,1,false,760,590,420,40,37,1,63,0,19729,1,false,760,590,420,40,55,1,63,0,19730,1,false,760,590,420,40,72,1,63,0,19731,1,false,760,590,420,40,20,1,63,0
75,8,64,2,18348,1,false,840,650,470,40,108,1,64,0,18349,1,false,840,650,470,40,108,1,64,0,18353,1,false,840,650,470,40,98,1,64,0,19537,1,false,920,710,510,40,72,1,65,0,19541,1,false,920,710,510,40,89,1,65,0,19543,1,false,920,710,510,40,71,1,65,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
76,8,66,2,18504,1,false,1000,780,560,40,110,1,66,0,18509,1,false,1000,780,560,40,111,1,66,0,19562,1,false,1090,850,610,40,90,1,67,0,19564,1,false,1090,850,610,40,74,1,67,0,19738,1,false,1090,850,610,40,39,1,67,0,19739,1,false,1090,850,610,40,58,1,67,0,19740,1,false,1090,850,610,40,76,1,67,0,19741,1,false,1090,850,610,40,21,1,67,0
77,9,60,2,18034,1,false,530,420,300,40,83,1,61,0,18035,1,false,530,420,300,40,103,1,61,0,18038,1,false,530,420,300,40,95,1,61,0,18039,1,false,530,420,300,40,112,1,61,0,18046,1,false,530,420,300,40,103,1,61,0,19508,1,false,580,450,320,40,68,1,61,0,19509,1,false,580,450,320,40,68,1,61,0,19514,1,false,580,450,320,40,68,1,61,0
78,9,62,2,18189,1,false,760,590,420,40,96,1,63,0,18190,1,false,760,590,420,40,107,1,63,0,18191,1,false,760,590,420,40,96,1,63,0,19517,1,false,660,520,370,40,53,1,62,0,19519,1,false,660,520,370,40,70,1,62,0,19521,1,false,660,520,370,40,70,1,62,0,19524,1,false,660,520,370,40,70,1,62,0,19526,1,false,660,520,370,40,70,1,62,0
79,9,64,2,18351,1,false,920,710,510,40,126,1,65,0,18352,1,false,920,710,510,40,92,1,65,0,18358,1,false,920,710,510,40,124,1,65,0,19527,1,false,840,650,470,40,72,1,64,0,19530,1,false,840,650,470,40,81,1,64,0,19536,1,false,840,650,470,40,108,1,64,0,19539,1,false,920,710,510,40,54,1,65,0,19542,1,false,920,710,510,40,72,1,65,0
80,9,66,2,18501,1,false,1000,780,560,40,92,1,66,0,18502,1,false,1000,780,560,40,92,1,66,0,18506,1,false,1090,850,610,40,110,1,67,0,19550,1,false,1000,780,560,40,92,1,66,0,19559,1,false,1090,850,610,40,74,1,67,0,19561,1,false,1090,850,610,40,74,1,67,0,19566,1,false,1090,850,610,40,73,1,67,0,19567,1,false,1090,850,610,40,74,1,67,0
81,10,60,2,18048,1,false,530,420,300,40,60,1,61,0,18051,1,false,580,450,320,40,68,1,61,0,18056,1,false,580,450,320,40,85,1,61,0,19513,1,false,580,450,320,40,68,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
82,10,62,2,18205,1,false,660,520,370,40,87,1,62,0,18209,1,false,760,590,420,40,70,1,63,0,18212,1,false,760,590,420,40,87,1,63,0,18213,1,false,760,590,420,40,70,1,63,0,18216,1,false,660,520,370,40,69,1,62,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
83,10,64,2,18363,1,false,840,650,470,40,90,1,64,0,18365,1,false,840,650,470,40,90,1,64,0,18368,1,false,920,710,510,40,126,1,65,0,18372,1,false,840,650,470,40,89,1,64,0,19533,1,false,920,710,510,40,89,1,65,0,19534,1,false,920,710,510,40,89,1,65,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
84,10,66,2,18516,1,false,1090,850,610,40,73,1,67,0,18517,1,false,1090,850,610,40,92,1,67,0,18519,1,false,1000,780,560,40,110,1,66,0,18524,1,false,1090,850,610,40,146,1,67,0,18531,1,false,1000,780,560,40,110,1,66,0,18545,1,false,1000,780,560,40,92,1,66,0,19554,1,false,1090,850,610,40,102,1,67,0,19555,1,false,1090,850,610,40,92,1,67,0
85,11,60,2,18091,1,false,580,450,320,40,51,1,61,0,18093,1,false,580,450,320,40,51,1,61,0,18097,1,false,580,450,320,40,51,1,61,0,18099,1,false,580,450,320,40,51,1,61,0,18104,1,false,530,420,300,40,51,1,61,0,18106,1,false,530,420,300,40,34,1,61,0,18108,1,false,530,420,300,40,34,1,61,0,18110,1,false,530,420,300,40,34,1,61,0
86,11,62,2,18201,1,false,760,590,420,40,115,1,63,0,18248,1,false,760,590,420,40,70,1,63,0,18250,1,false,760,590,420,40,70,1,63,0,18254,1,false,760,590,420,40,70,1,63,0,18256,1,false,760,590,420,40,70,1,63,0,18257,1,false,660,520,370,40,51,1,62,0,18260,1,false,660,520,370,40,51,1,62,0,18263,1,false,660,520,370,40,52,1,62,0
87,11,64,2,18354,1,false,920,710,510,40,91,1,65,0,18406,1,false,920,710,510,40,89,1,65,0,18407,1,false,920,710,510,40,89,1,65,0,18409,1,false,920,710,510,40,88,1,65,0,18416,1,false,840,650,470,40,89,1,64,0,18418,1,false,840,650,470,40,71,1,64,0,18420,1,false,840,650,470,40,71,1,64,0,19634,1,false,920,710,510,40,62,1,65,0
88,11,66,2,18559,1,false,1090,850,610,40,92,1,67,0,18563,1,false,1090,850,610,40,92,1,67,0,18565,1,false,1090,850,610,40,73,1,67,0,18567,1,false,1090,850,610,40,73,1,67,0,18571,1,false,1000,780,560,40,92,1,66,0,18575,1,false,1000,780,560,40,55,1,66,0,18577,1,false,1000,780,560,40,55,1,66,0,18578,1,false,1000,780,560,40,55,1,66,0
89,12,60,2,18053,1,false,580,450,320,40,68,1,61,0,18060,1,false,530,420,300,40,43,1,61,0,18068,1,false,580,450,320,40,102,1,61,0,18070,1,false,580,450,320,40,102,1,61,0,18090,1,false,530,420,300,40,43,1,61,0,19616,1,false,580,450,320,40,68,1,61,0,19617,1,false,580,450,320,40,54,1,61,0,19619,1,false,580,450,320,40,60,1,61,0
90,12,62,2,18214,1,false,660,520,370,40,88,1,62,0,18219,1,false,660,520,370,40,87,1,62,0,18228,1,false,660,520,370,40,70,1,62,0,18234,1,false,660,520,370,40,70,1,62,0,18239,1,false,760,590,420,40,87,1,63,0,19624,1,false,760,590,420,40,70,1,63,0,19733,1,false,760,590,420,40,53,1,63,0,19736,1,false,760,590,420,40,35,1,63,0
91,12,64,2,18373,1,false,920,710,510,40,107,1,65,0,18375,1,false,840,650,470,40,90,1,64,0,18383,1,false,920,710,510,40,91,1,65,0,18390,1,false,840,650,470,40,89,1,64,0,18393,1,false,840,650,470,40,90,1,64,0,18401,1,false,920,710,510,40,91,1,65,0,19637,1,false,920,710,510,40,61,1,65,0,19641,1,false,920,710,510,40,72,1,65,0
92,12,66,2,18522,1,false,1000,780,560,40,73,1,66,0,18530,1,false,1090,850,610,40,146,1,67,0,18544,1,false,1090,850,610,40,147,1,67,0,18551,1,false,1000,780,560,40,92,1,66,0,18558,1,false,1000,780,560,40,91,1,66,0,19644,1,false,1090,850,610,40,74,1,67,0,19651,1,false,1090,850,610,40,74,1,67,0,19744,1,false,1090,850,610,40,55,1,67,0
93,13,60,2,18064,1,false,530,420,300,40,85,1,61,0,18074,1,false,580,450,320,40,87,1,61,0,18076,1,false,530,420,300,40,85,1,61,0,18082,1,false,530,420,300,40,86,1,61,0,18086,1,false,580,450,320,40,88,1,61,0,19615,1,false,580,450,320,40,85,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
94,13,62,2,18217,1,false,660,520,370,40,70,1,62,0,18224,1,false,760,590,420,40,105,1,63,0,18230,1,false,760,590,420,40,88,1,63,0,18238,1,false,760,590,420,40,105,1,63,0,18244,1,false,760,590,420,40,105,1,63,0,18246,1,false,660,520,370,40,53,1,62,0,19623,1,false,760,590,420,40,105,1,63,0,19625,1,false,760,590,420,40,105,1,63,0
95,13,64,2,18364,1,false,840,650,470,40,126,1,64,0,18380,1,false,920,710,510,40,143,1,65,0,18388,1,false,840,650,470,40,144,1,64,0,18391,1,false,840,650,470,40,90,1,64,0,18392,1,false,920,710,510,40,144,1,65,0,18400,1,false,840,650,470,40,144,1,64,0,18402,1,false,840,650,470,40,89,1,64,0,19632,1,false,920,710,510,40,72,1,65,0
96,13,66,2,18535,1,false,1000,780,560,40,94,1,66,0,18538,1,false,1090,850,610,40,147,1,67,0,18550,1,false,1090,850,610,40,147,1,67,0,18553,1,false,1000,780,560,40,94,1,66,0,18554,1,false,1090,850,610,40,147,1,67,0,19645,1,false,1090,850,610,40,93,1,67,0,19650,1,false,1090,850,610,40,93,1,67,0,0,0,false,0,0,0,1000,0,0,0,0
97,14,60,2,18043,1,false,580,450,320,40,94,1,61,0,18044,1,false,580,450,320,40,94,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
98,14,62,2,18199,1,false,660,520,370,40,88,1,62,0,18200,1,false,660,520,370,40,88,1,62,0,19885,1,false,660,520,370,40,46,1,62,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
99,14,64,2,18355,1,false,920,710,510,40,109,1,65,0,18356,1,false,920,710,510,40,101,1,65,0,19882,1,false,840,650,470,40,48,1,64,0,19883,1,false,920,710,510,40,49,1,65,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
100,14,66,2,18511,1,false,1090,850,610,40,92,1,67,0,18512,1,false,1090,850,610,40,92,1,67,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
101,15,60,2,19808,1,false,580,450,320,40,32,1,61,0,19811,1,false,580,450,320,40,20,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
102,15,62,2,19809,1,false,660,520,370,40,39,1,62,0,19816,1,false,760,590,420,40,42,1,63,0,19822,1,false,760,590,420,40,14,1,63,0,19828,1,false,660,520,370,40,9,1,62,0,19838,1,false,660,520,370,40,32,1,62,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
103,15,64,2,19817,1,false,920,710,510,40,30,1,65,0,19825,1,false,920,710,510,40,48,1,65,0,19831,1,false,920,710,510,40,53,1,65,0,19833,1,false,840,650,470,40,42,1,64,0,19834,1,false,840,650,470,40,34,1,64,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
104,15,66,2,19813,1,false,1090,850,610,40,49,1,67,0,19820,1,false,1090,850,610,40,39,1,67,0,19826,1,false,1000,780,560,40,37,1,66,0,19832,1,false,1000,780,560,40,58,1,66,0,19835,1,false,1090,850,610,40,38,1,67,0,19837,1,false,1000,780,560,40,58,1,66,0,19839,1,false,1000,780,560,40,47,1,66,0,0,0,false,0,0,0,1000,0,0,0,0
105,16,50,4,5126,1,false,370,340,240,20,0,2,50,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
106,16,50,4,5108,1,false,370,340,240,80,0,6,50,3,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
107,16,51,4,5109,1,false,370,340,240,80,0,6,51,0,5162,1,false,370,340,240,80,0,6,52,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
108,16,53,4,12941,1,false,500,450,320,80,0,6,53,0,5112,1,false,500,450,400,80,0,6,54,0,5161,1,false,500,450,400,80,0,6,55,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
109,16,56,4,13761,1,false,500,470,450,30,8,3,56,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
110,16,59,4,13759,1,false,500,470,450,30,9,3,59,0,13760,1,false,500,470,450,30,10,3,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
111,16,56,4,12901,1,false,500,470,450,80,20,7,56,0,5117,1,false,500,470,450,80,20,7,57,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
112,16,58,4,5159,1,false,500,470,450,80,22,7,58,0,12942,1,false,500,470,450,80,22,7,59,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
113,16,60,4,12538,1,false,500,470,450,80,23,7,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
114,16,60,4,12536,1,false,500,470,450,80,23,7,60,1,14148,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
115,16,60,4,12540,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
116,16,60,4,5226,1,false,500,470,450,80,23,7,60,1,5163,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
117,16,60,4,5160,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
118,16,60,4,12945,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
119,16,60,4,14151,1,false,500,470,450,80,23,7,60,1,15646,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
120,16,60,4,19910,1,false,500,470,450,20,12,4,60,2,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
121,16,61,4,19871,1,false,500,470,450,20,13,4,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
122,16,61,4,19951,1,false,500,470,450,20,13,4,63,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
123,16,66,4,19952,1,false,500,470,450,20,14,4,66,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
124,16,66,4,19954,1,false,500,470,450,20,15,4,68,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
125,16,60,4,19968,1,false,500,470,450,43,25,8,60,2,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
