Index,0 [USHORT] [0x0],1 [USHORT] [0x2],2 [USHORT] [0x4],3 [USHORT] [0x6],4 [USHORT] [0x8],5 [USHORT] [0xA],6 [USHORT] [0xC],7 [USHORT] [0xE],8 [USHORT] [0x10],9 [USHORT] [0x12],10 [USHORT] [0x14],11 [USHORT] [0x16],12 [USHORT] [0x18],13 [USHORT] [0x1A],14 [USHORT] [0x1C],15 [USHORT] [0x1E],16 [USHORT] [0x20],17 [USHORT] [0x22],18 [USHORT] [0x24],19 [USHORT] [0x26],20 [USHORT] [0x28],21 [USHORT] [0x2A],22 [USHORT] [0x2C],23 [USHORT] [0x2E],24 [USHORT] [0x30],25 [USHORT] [0x32],26 [USHORT] [0x34],27 [USHORT] [0x36],28 [USHORT] [0x38],29 [USHORT] [0x3A],30 [USHORT] [0x3C],31 [USHORT] [0x3E],32 [USHORT] [0x40],33 [USHORT] [0x42],34 [USHORT] [0x44],35 [USHORT] [0x46],36 [USHORT] [0x48],37 [USHORT] [0x4A],38 [USHORT] [0x4C],39 [USHORT] [0x4E],40 [USHORT] [0x50],41 [USHORT] [0x52],42 [USHORT] [0x54],43 [USHORT] [0x56],44 [USHORT] [0x58],45 [USHORT] [0x5A],46 [USHORT] [0x5C],47 [USHORT] [0x5E],48 [USHORT] [0x60],49 [USHORT] [0x62],50 [USHORT] [0x64],51 [USHORT] [0x66],52 [USHORT] [0x68],53 [USHORT] [0x6A],54 [USHORT] [0x6C],55 [USHORT] [0x6E],56 [USHORT] [0x70],57 [USHORT] [0x72],58 [USHORT] [0x74],59 [USHORT] [0x76],60 [USHORT] [0x78],61 [USHORT] [0x7A],62 [USHORT] [0x7C],63 [USHORT] [0x7E],64 [USHORT] [0x80],65 [USHORT] [0x82],66 [USHORT] [0x84],67 [USHORT] [0x86],68 [USHORT] [0x88],69 [USHORT] [0x8A],70 [USHORT] [0x8C],71 [USHORT] [0x8E],72 [USHORT] [0x90],73 [USHORT] [0x92]
80,190,190,211,190,190,167,0,0,0,200,170,44,66,0,0,0,167,167,234,0,739,234,0,739,0,0,234,0,10,10,10,0,0,0,0,0,90,90,90,90,90,90,0,164,234,234,0,238,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,537,514,485,485,0
81,193,193,215,193,193,171,0,0,0,200,171,44,66,0,0,0,168,168,237,0,740,237,0,740,0,0,237,0,10,10,10,0,0,0,0,0,93,93,93,93,93,93,0,166,237,237,0,241,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,543,519,485,485,0
82,197,197,219,197,197,174,0,0,0,200,172,44,67,0,0,0,169,169,240,0,741,240,0,741,0,0,240,0,10,10,10,0,0,0,0,0,96,96,96,96,96,96,0,169,240,240,0,245,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,550,525,490,490,0
83,200,200,223,200,200,178,0,0,0,200,173,44,67,0,0,0,171,171,243,0,742,243,0,742,0,0,243,0,10,10,10,0,0,0,0,0,99,99,99,99,99,99,0,171,243,243,0,248,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,557,530,495,495,0
84,204,204,227,204,204,181,0,0,0,200,174,45,67,0,0,0,172,172,246,0,743,246,0,743,0,0,246,0,10,10,10,0,0,0,0,0,102,102,102,102,102,102,0,174,246,246,0,252,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,564,536,500,500,0
85,207,207,232,207,207,185,0,0,0,200,175,45,68,0,0,0,174,174,249,0,745,249,0,745,0,0,249,0,10,10,10,0,0,0,0,0,105,105,105,105,105,105,0,176,249,249,0,255,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,571,541,505,505,0
86,210,210,236,210,210,188,0,0,0,200,176,45,68,0,0,0,175,175,251,0,746,251,0,746,0,0,251,0,10,10,10,0,0,0,0,0,108,108,108,108,108,108,0,178,251,251,0,259,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,578,547,510,510,0
87,214,214,240,214,214,192,0,0,0,200,177,45,68,0,0,0,177,177,254,0,747,254,0,747,0,0,254,0,10,10,10,0,0,0,0,0,111,111,111,111,111,111,0,181,254,254,0,262,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,585,552,515,515,0
88,217,217,244,217,217,195,0,0,0,200,178,46,68,0,0,0,178,178,257,0,748,257,0,748,0,0,257,0,10,10,10,0,0,0,0,0,114,114,114,114,114,114,0,183,257,257,0,266,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,592,558,520,520,0
89,221,221,248,221,221,199,0,0,0,200,179,46,69,0,0,0,180,180,260,0,749,260,0,749,0,0,260,0,10,10,10,0,0,0,0,0,117,117,117,117,117,117,0,186,260,260,0,269,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,599,563,525,525,0
90,224,224,252,224,224,202,0,0,0,200,180,46,69,0,0,0,181,181,263,0,750,263,0,750,0,0,263,0,10,10,10,0,0,0,0,0,120,120,120,120,120,120,0,188,263,263,0,273,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,606,569,530,530,0
91,228,228,257,228,228,204,0,0,0,200,122,46,69,0,0,0,182,182,266,0,751,266,0,751,0,0,266,0,10,10,10,0,0,0,0,0,123,123,123,123,123,123,0,190,266,266,0,276,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,336,336,535,535,0
92,232,232,262,232,232,206,0,0,0,200,122,47,70,0,0,0,183,183,268,0,752,268,0,752,0,0,268,0,10,10,10,0,0,0,0,0,126,126,126,126,126,126,0,191,268,268,0,279,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,337,337,540,540,0
93,236,236,267,236,236,208,0,0,0,200,122,47,70,0,0,0,185,185,271,0,753,271,0,753,0,0,271,0,10,10,10,0,0,0,0,0,129,129,129,129,129,129,0,193,271,271,0,283,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,337,337,545,545,0
94,240,240,272,240,240,209,0,0,0,200,122,47,70,0,0,0,186,186,273,0,754,273,0,754,0,0,273,0,10,10,10,0,0,0,0,0,132,132,132,132,132,132,0,195,273,273,0,286,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,338,338,550,550,0
95,244,244,277,244,244,211,0,0,0,200,123,47,71,0,0,0,187,187,276,0,756,276,0,756,0,0,276,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,197,276,276,0,290,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,338,338,555,555,0
96,247,247,281,247,247,213,0,0,0,200,123,48,71,0,0,0,188,188,278,0,757,278,0,757,0,0,278,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,198,278,278,0,293,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,339,339,560,560,0
97,251,251,286,251,251,215,0,0,0,200,123,48,71,0,0,0,189,189,281,0,758,281,0,758,0,0,281,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,200,281,281,0,296,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,339,339,565,565,0
98,255,255,291,255,255,217,0,0,0,200,123,48,71,0,0,0,191,191,283,0,759,283,0,759,0,0,283,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,202,283,283,0,300,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,340,340,570,570,0
99,259,259,296,259,259,219,0,0,0,200,124,48,72,0,0,0,192,192,286,0,760,286,0,760,0,0,286,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,203,286,286,0,303,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,340,340,575,575,0
100,263,263,301,263,263,221,0,0,0,200,124,49,72,0,0,0,193,193,289,0,761,289,0,761,0,0,289,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,205,289,289,0,307,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,341,341,580,580,0
101,267,267,306,267,267,222,0,0,0,200,124,49,72,0,0,0,194,194,291,0,762,291,0,762,0,0,291,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,207,291,291,0,310,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,341,341,585,585,0
102,271,271,311,271,271,224,0,0,0,200,124,49,73,0,0,0,195,195,294,0,763,294,0,763,0,0,294,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,208,294,294,0,313,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,342,342,590,590,0
103,275,275,316,275,275,226,0,0,0,200,125,49,73,0,0,0,197,197,296,0,764,296,0,764,0,0,296,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,210,296,296,0,317,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,342,342,595,595,0
104,279,279,321,279,279,228,0,0,0,200,125,50,73,0,0,0,198,198,299,0,765,299,0,765,0,0,299,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,212,299,299,0,320,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,343,343,600,600,0
105,283,283,326,283,283,230,0,0,0,200,125,50,74,0,0,0,199,199,301,0,767,301,0,767,0,0,301,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,214,301,301,0,324,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,343,343,605,605,0
106,286,286,330,286,286,232,0,0,0,200,125,50,74,0,0,0,200,200,304,0,768,304,0,768,0,0,304,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,215,304,304,0,327,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,344,344,610,610,0
107,290,290,335,290,290,233,0,0,0,200,126,50,74,0,0,0,201,201,306,0,769,306,0,769,0,0,306,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,217,306,306,0,330,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,344,344,615,615,0
108,294,294,340,294,294,235,0,0,0,200,126,51,74,0,0,0,203,203,309,0,770,309,0,770,0,0,309,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,219,309,309,0,334,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,345,345,620,620,0
109,298,298,345,298,298,237,0,0,0,200,126,51,75,0,0,0,204,204,311,0,771,311,0,771,0,0,311,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,220,311,311,0,337,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,345,345,625,625,0
110,302,302,350,302,302,239,0,0,0,200,126,51,75,0,0,0,205,205,314,0,772,314,0,772,0,0,314,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,222,314,314,0,341,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,346,346,630,630,0
111,306,306,355,306,306,241,0,0,0,0,0,51,75,0,0,0,206,206,316,0,773,316,0,773,0,0,316,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,224,316,316,0,344,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
112,310,310,360,310,310,243,0,0,0,0,0,52,76,0,0,0,207,207,319,0,774,319,0,774,0,0,319,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,226,319,319,0,347,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
113,314,314,365,314,314,245,0,0,0,0,0,52,76,0,0,0,208,208,321,0,776,321,0,776,0,0,321,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,227,321,321,0,350,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
114,318,318,370,318,318,246,0,0,0,0,0,52,76,0,0,0,210,210,324,0,777,324,0,777,0,0,324,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,229,324,324,0,352,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
115,323,323,375,323,323,248,0,0,0,0,0,53,77,0,0,0,211,211,326,0,778,326,0,778,0,0,326,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,231,326,326,0,355,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
116,327,327,380,327,327,250,0,0,0,0,0,53,77,0,0,0,212,212,329,0,779,329,0,779,0,0,329,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,233,329,329,0,358,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
117,331,331,385,331,331,252,0,0,0,0,0,53,77,0,0,0,213,213,331,0,780,331,0,780,0,0,331,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,235,331,331,0,361,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
118,335,335,390,335,335,254,0,0,0,0,0,53,77,0,0,0,214,214,334,0,782,334,0,782,0,0,334,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,236,334,334,0,364,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
119,339,339,395,339,339,256,0,0,0,0,0,54,78,0,0,0,215,215,336,0,783,336,0,783,0,0,336,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,238,336,336,0,367,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
120,343,343,400,343,343,258,0,0,0,0,0,54,78,0,0,0,217,217,339,0,784,339,0,784,0,0,339,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,240,339,339,0,370,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
121,347,347,405,347,347,259,0,0,0,0,0,54,78,0,0,0,218,218,341,0,785,341,0,785,0,0,341,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,242,341,341,0,372,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
122,351,351,410,351,351,261,0,0,0,0,0,55,79,0,0,0,219,219,343,0,786,343,0,786,0,0,343,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,244,343,343,0,375,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
123,355,355,415,355,355,263,0,0,0,0,0,55,79,0,0,0,220,220,346,0,788,346,0,788,0,0,346,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,245,346,346,0,378,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
124,359,359,420,359,359,265,0,0,0,0,0,55,79,0,0,0,221,221,348,0,789,348,0,789,0,0,348,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,247,348,348,0,381,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
125,364,364,425,364,364,267,0,0,0,0,0,56,80,0,0,0,222,222,351,0,790,351,0,790,0,0,351,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,249,351,351,0,384,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
126,368,368,430,368,368,269,0,0,0,0,0,56,80,0,0,0,223,223,353,0,791,353,0,791,0,0,353,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,251,353,353,0,387,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
127,372,372,435,372,372,270,0,0,0,0,0,56,80,0,0,0,225,225,356,0,792,356,0,792,0,0,356,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,253,356,356,0,389,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
128,376,376,440,376,376,272,0,0,0,0,0,56,80,0,0,0,226,226,358,0,794,358,0,794,0,0,358,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,254,358,358,0,392,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
129,380,380,445,380,380,274,0,0,0,0,0,57,81,0,0,0,227,227,361,0,795,361,0,795,0,0,361,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,256,361,361,0,395,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
130,384,384,450,384,384,276,0,0,0,0,0,57,81,0,0,0,228,228,363,0,796,363,0,796,0,0,363,0,15,15,15,0,0,0,0,0,135,135,135,135,135,135,0,258,363,363,0,398,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
