Index,0 [UINT] [0xFC],1 [UINT] [0x100],2 [STRING] [0xF8],3 [STRING] [0x0],4 [STRING] [0x8],5 [STRING] [0x10],6 [STRING] [0x18],7 [STRING] [0x20],8 [STRING] [0x28],9 [STRING] [0x30],10 [STRING] [0x38],11 [STRING] [0x40],12 [STRING] [0x48],13 [STRING] [0x50],14 [STRING] [0x58],15 [STRING] [0x60],16 [STRING] [0x68],17 [STRING] [0x70],18 [STRING] [0x78],19 [STRING] [0x80],20 [STRING] [0x88],21 [STRING] [0x90],22 [STRING] [0x98],23 [STRING] [0xA0],24 [STRING] [0xA8],25 [STRING] [0xB0],26 [STRING] [0xB8],27 [STRING] [0xC0],28 [STRING] [0xC8],29 [STRING] [0xD0],30 [STRING] [0xD8],31 [STRING] [0xE0],32 [STRING] [0xE8],33 [UINT] [0x4],34 [UINT] [0xC],35 [UINT] [0x14],36 [UINT] [0x1C],37 [UINT] [0x24],38 [UINT] [0x2C],39 [UINT] [0x34],40 [UINT] [0x3C],41 [UINT] [0x44],42 [UINT] [0x4C],43 [UINT] [0x54],44 [UINT] [0x5C],45 [UINT] [0x64],46 [UINT] [0x6C],47 [UINT] [0x74],48 [UINT] [0x7C],49 [UINT] [0x84],50 [UINT] [0x8C],51 [UINT] [0x94],52 [UINT] [0x9C],53 [UINT] [0xA4],54 [UINT] [0xAC],55 [UINT] [0xB4],56 [UINT] [0xBC],57 [UINT] [0xC4],58 [UINT] [0xCC],59 [UINT] [0xD4],60 [UINT] [0xDC],61 [UINT] [0xE4],62 [UINT] [0xEC],63 [BBOOL] [0x104],64 [STRING] [0xF0],65 [STRING] [0xF4],66 [BBOOL] [0x104],67 [BBOOL] [0x104],68 [BBOOL] [0x104],69 [BBOOL] [0x104],70 [BBOOL] [0x104],71 [BBOOL] [0x104],72 [BBOOL] [0x104],73 [BBOOL] [0x105],74 [BBOOL] [0x105]
720963,0,0,"RegWilAlcGuild_00067","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",66186,65963,67601,67605,67167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720964,0,0,"RegWilGldGuild_00068","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","","","","","","","","","","","",66194,66843,65963,67606,67610,67167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720965,0,0,"RegSeaSummerFarm_00069","QUEST0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720966,0,0,"RegSeaRedFarm_00070","QUEST0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720967,0,0,"RegSeaSkylift_00071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720968,0,0,"RegSeaSwiftperch_00072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720969,0,0,"ComDefGrandCompanyOfficer_00073","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GC_RANK_MAX","GC_RANK_REWARD_DELIVERLY","GC_RANK_REWARD_LV30_LEVE","PROCUREMENT_MISSION","SCREEN_IMAGE_BOOTY","SCREEN_IMAGE_LEVE","GC_LEVE_UNLOCK","HOWTO_SUPPLYDUTY","GC_RANK_REWARD_GCCHANGE","GC_RANK_REWARD_LV45_LEVE","GC_TRANSFER_UNLOCK","HOWTO_GC_CHANGE","GC_RANK_08","LOGMSG_GC_TRANSFER_CF_ERROR","HOWTO_HOUSING","","","","","","","","",0,1,2,3,1002388,1002394,1002391,9,6,5,720971,70,71,1616,90,9,8,1617,115,8,3151,143,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720970,0,0,"RegSeaPirate_00074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720971,0,0,"ComDefGCSupplyDuty_00075","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","SCREEN_IMAGE","LOG_MSG_SYS_ERR","TEXT_UI_GRAND_COMPANY_ASK_SEAL_OVER","TEXT_YES","TEXT_NO","","","","","","","","","","","","","","","","","","","","","","",1002388,1002394,1002391,72,1791,4605,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"筹备任务","",true,false,false,false,false,false,false,false,false
720972,0,0,"ComDefFreeCompany_00076","FC_HIERARCHY_MASTER","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","HOWTO_FC","INFO_ERROR_SAME_NAME","INFO_ERROR_GIL","INFO_ERROR_STRING_START","INFO_ERROR_STRING_END","INFO_ERROR_FCRENAME","FC_ERR_GENERAL","","","","","","","","","","","","","","","",0,1003247,1002395,1002392,0,1,2,3,91,3051,3021,3022,3110,3064,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720973,0,0,"CmnRadEnterShposhae_00077","INSTANCE_CONTENT_ID","TERRITORY_TYPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720974,0,0,"CmnRadEnterCopperbellMines_00078","INSTANCE_CONTENT_ID","TERRITORY_TYPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720975,0,0,"CmnRadEnterHalatali_00079","INSTANCE_CONTENT_ID","TERRITORY_TYPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720976,0,0,"CmnRadEnterJungle_00080","INSTANCE_CONTENT_ID","TERRITORY_TYPE","SCREENIMAGE0","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,158,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720977,0,0,"CmnRadEnterBowlofEmbers_00081","INSTANCE_CONTENT_ID","TERRITORY_TYPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20001,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720978,0,0,"CmnDefCabinet_00082","HOW_TO_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720979,0,0,"CmnDefTemporaryBag_00083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"取回失物","",false,false,false,false,false,false,false,false,false
720980,0,0,"RegWilMaterialize_00084","QUEST_ID","MOTION_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66174,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"摘除魔晶石","",true,false,false,false,false,false,false,false,false
720981,0,0,"RegWilMateriaCatalysts_00085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720982,0,0,"ComDefSanction_00086","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","SACTION","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","LIMIT_RANK","","","","","","","","","","","","","","","","","","","","","",1003248,1004381,1004380,245,0,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720983,0,0,"RegseaRedistribution_00087","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","QUEST_SEQ_1","","","","","","","","","","","","","","","","","","","","","","","","","","",3760,66081,1767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720984,0,0,"RegSeaFshGuild_00088","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","","","","","","","","","","","",66654,65782,65964,67621,67625,67168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720985,0,0,"RegSeaAcnGuild_00089","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","","","","","","","","","","","","","","","","","","","","","","","",65997,66632,66638,65964,66634,66628,67168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720986,0,0,"JobDefWar_00090","QUEST","QUEST1","QUEST2","QUEST3","","","","","","","","","","","","","","","","","","","","","","","","","","",66585,66590,66121,66137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720987,0,0,"JobDefPld_00091","QUEST","QUEST1","QUEST2","QUEST3","QUEST4","QUESTM1","QUESTM2","QUESTM3","QUESTM4","","","","","","","","","","","","","","","","","","","","","",66591,66596,67568,67571,67573,65963,67167,67205,67137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720988,0,0,"JobDefDrg_00092","DRG300","QUEST1","QUEST2","QUEST3","QUEST4","QUESTM1","QUESTM2","QUESTM3","","","","","","","","","","","","","","","","","","","","","","",66603,66608,67225,67228,67231,65908,67205,67783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720989,0,0,"JobDefMnk_00093","MNK300","MNK350","MNK400","MNK450","MNK451","MNK500","MNK501","MNK600","","","","","","","","","","","","","","","","","","","","","","",66597,66598,66599,66600,66601,66602,67562,67567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720990,0,0,"JobDefBrd_00094","QUEST","QUEST1","QUEST2","QUEST3","","","","","","","","","","","","","","","","","","","","","","","","","","",66621,66626,67249,67254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720991,0,0,"JobDefWhm_00095","QUEST","QUEST1","QUEST2","CONTENT0","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","","","","","","","","","","","","","","","","","","","","","",66617,66620,66726,22,67106,65898,67255,67261,67188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720992,0,0,"JobDefBlm_00096","QUEST","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",66609,66614,66613,67214,67219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720993,0,0,"JobDefSmn_00097","QUEST","QUEST1","QUEST2","QUEST3","QUESTM1","QUESTM2","QUESTM3","","","","","","","","","","","","","","","","","","","","","","","",66627,66632,67636,67641,67187,67188,67189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720994,0,0,"JobDefSch_00098","QUEST","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",66633,66638,67207,67210,67212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720995,0,60460,"ComDefCompanyChest_00099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,true,false,true,false,false,false,false,false
720996,0,0,"ComDefFreeCompanyReward_00100","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","NEST_HANDLER_FCCSHOP","","","","","","","","","","","","","","","","","","","","","","",1002389,1000165,1003925,0,1,2,3,2752514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720997,0,0,"ComDefFreeCompanyCrest_00101","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","","","","","","","","","","","","","","","","","","","","","","","",1005183,1004401,1004513,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720998,0,0,"RegSeaPvpColosseum_00102","PVP_COLOSSEUMU_ID_01","PVP_COLOSSEUMU_ID_02","PVP_COLOSSEUMU_ID_03","PVP_COLOSSEUMU_ID_04","PVP_COLOSSEUMU_ID_05","PVP_COLOSSEUMU_ID_06","ADD_NEW_CONTENT_TO_CF","","","","","","","","","","","","","","","","","","","","","","","",40001,40002,40003,40004,40005,40006,3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
720999,0,0,"ComDefSuspendedMateria_00103","MATERIALIZE","MATERIASHOP","","","","","","","","","","","","","","","","","","","","","","","","","","","","",720980,1769475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"交换惰性魔晶石","",false,false,false,false,false,false,false,false,false
721000,0,0,"FesSumBomb2013_00104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721001,0,0,"CmnGscWeeklyLotUnlockTalk_00105","CHECK_QUEST00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"","",true,false,false,false,false,false,false,false,false
721002,0,0,"RegWilRowena_00106","RELIC_QUEST0","RELIC_QUEST1","RELIC_QUEST2","RELIC_QUEST3","RELIC_QUEST4","RELIC_QUEST5","RELIC_QUEST6","RELIC_QUEST7","RELIC_QUEST8","RELIC_QUEST9","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","",66655,66656,66657,66658,66659,66660,66661,66662,66663,67115,66845,66899,66996,65963,67167,67693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721003,0,0,"CmnDefAchievementReward_00107","GET_ITEM_FAILED_LOG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721004,0,0,"RegRocDragonhead_00108","QUEST_ID_01","QUEST_ID_02","QUEST_ID_03","","","","","","","","","","","","","","","","","","","","","","","","","","","",65964,67176,67205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721005,0,0,"RegRocWhitebrim_00109","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67061,67783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721006,0,0,"RegRocObservatory_00110","QUEST0","QUEST1","QUEST2","QUEST3","","","","","","","","","","","","","","","","","","","","","","","","","","",65906,67548,67173,67555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721007,0,0,"RegRocGatesofJudgement_00111","QUEST_ID_01","QUEST_ID_02","QUEST_ID_03","QUEST_SEQ_02","QUEST_ID_04","QUEST_SEQ_04","QUEST_ID_05","QUEST_ID_06","","","","","","","","","","","","","","","","","","","","","","",65906,65955,67116,2,67775,4,67780,67781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721008,0,0,"RegLakRevenantsToll_00112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721009,0,0,"RegLakSaintCoinachsFind_00113","QUEST_00","QUEST_01","QUEST_02","QUEST_03","QUEST_04","","","","","","","","","","","","","","","","","","","","","","","","","",66632,66735,66739,67010,66031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721010,0,0,"RegSeaCampBronzeLake_00114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721011,0,0,"RegSeaCostadelSol_00115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721012,0,0,"RegSeaAleport_00116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721013,0,0,"RegSeaCampOverlook_00117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721014,0,0,"RegSeaWineport_00118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721015,0,0,"RegSeaCampSkullValley_00119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721016,0,0,"RegWilCeruleumProcessingPlant_00120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721017,0,0,"RegWilCampBluefog_00121","QUEST0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721018,0,0,"RegWilLittleAlaMhigo_00122","QUEST_ID_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721019,0,0,"RegWilForgottenSprings_00123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721020,0,0,"RegWilVesperBay_00124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721021,0,0,"RegFstTheHawthorneHut_00125","QUEST0","QUEST1","QUEST2","QUEST3","","","","","","","","","","","","","","","","","","","","","","","","","","",66246,66788,66793,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721022,0,0,"RegFstQuarrymill_00126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721023,0,0,"RegFstCampTranquil_00127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721024,0,0,"RegFstLittleSolace_00128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721025,0,0,"RegFstBentbranchMeadows_00129","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65697,67096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721026,0,0,"RegFstFallgourdFloat_00130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721027,0,0,"RegWiltheWakingSands_00131","QUEST1","QUEST1_SEQ","QUEST2","QUEST2_SEQ","QUEST3","QUEST3_SEQ","QUEST4","QUEST4_SEQ","QUEST5","QUEST5_SEQ","QUEST6","QUEST6_SEQ","","","","","","","","","","","","","","","","","","",66046,1,66047,1,66049,1,66052,2,66572,1,66060,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721028,0,0,"CmnDefCutSceneReplay_00132","CUTSCENE_STAFF_ROLL_BEFORE","CUTSCENE_STAFF_ROLL_AFTER1","CUTSCENE_STAFF_ROLL_AFTER2","CUTSCENE_STAFF_ROLL_AFTER3","CUTSCENE_STAFF_ROLL_AFTER4","CUTSCENE_STAFF_ROLL_255_BEFORE","CUTSCENE_CONTINUE_255_BEFORE","CUTSCENE_CONTINUE_255_AFTER","CUTSCENE_VER30_STAFF_ROLL_BEFORE","CUTSCENE_VER30_STAFF_ROLL_AFTER","CUTSCENE_VER30_CONTINUE","CUTSCENE_VER31_HOUSING","CUTSCENE_CONTINUE_330_BEFORE","CUTSCENE_CONTINUE_330_AFTER","CUTSCENE_STAFF_ROLL_355_BEFORE","CUTSCENE_CONTINUE_355_BEFORE","CUTSCENE_CONTINUE_355_AFTER","","","","","","","","","","","","","",128,296,129,130,131,731,733,754,910,909,970,2,1188,1252,1378,1314,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721029,0,0,"RegFstEpicMoogle_00133","EPIC_QUEST_WAR","EPIC_QUEST_PLD","EPIC_QUEST_MNK","EPIC_QUEST_DRG","EPIC_QUEST_BLM","EPIC_QUEST_WHM","EPIC_QUEST_BRD","EPIC_QUEST_SMN","EPIC_QUEST_SCH","EPIC_QUEST_NIN","EQUIP_EPIC_WAR","EQUIP_EPIC_PLD","EQUIP_EPIC_MNK","EQUIP_EPIC_DRG","EQUIP_EPIC_BLM","EQUIP_EPIC_WHM","EQUIP_EPIC_BRD","EQUIP_EPIC_SMN","EQUIP_EPIC_SCH","EQUIP_EPIC_NIN","","","","","","","","","","",66655,66656,66657,66658,66659,66660,66661,66662,66663,67115,1816,1675,1746,1885,2140,2052,1955,2213,2214,7888,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721030,0,0,"CmnDefChocoboRename_00134","REWARD_MY_CHOCOBO","QUEST_01","QUEST_02","QUEST_03","","","","","","","","","","","","","","","","","","","","","","","","","","",17,66236,66237,66238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"更改陆行鸟名字","",true,false,false,false,false,false,false,false,false
721031,0,0,"CmnDefHousingSignboard_00135","LOGMSG_HOUSING_ERR_LAND_GET_01","SCREEN_IMAGE_BUY_LAND_SUCCESS","HOW_TO_SIGNBOARD","","","","","","","","","","","","","","","","","","","","","","","","","","","",3312,152,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"土地门牌","",false,false,false,false,false,false,false,false,false
721032,0,0,"ComDefHousingOfficer_00136","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","","","","","","","","","","","","","","","","","","","","","","","","","","","",1005632,1005646,1005639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"关于房屋","",false,false,false,false,false,false,false,false,false
